S101F.CARD.,S101F.DECK.,S101F.BALLOT.,S101F.FORM.,S101F.Q1.,S101F.Q2.,S101F.Q3.,S101F.Q4.,S101F.Q5.,S101F.Q5..1,S101F.Q6B.,S101F.Q7.,S101F.Q8.,S101F.Q9A.,S101F.Q9B.,S101F.Q9C.,S101F.Q9D.,S101F.Q11.,S101F.Q12.,S101F.Q13.,S101F.Q14.,S101F.Q15.,S101F.Q16.,S101F.Q17.,S101F.Q18.,S101F.Q19.,S101F.Q20.,S101F.Q21A.,S101F.Q21B.,S101F.Q22.,S101F.Q23.,S101F.Q24.,S101F.Q25.,S101F.Q26A.,S101F.Q26B.,S101F.Q27.,S101F.Q28.,S101F.Q29.,S101F.Q30A.,S101F.Q30B.,S101F.Q30C.,S101F.Q30D.,S101F.Q31A.,S101F.Q31B.,S101F.Q31C.,S101F.Q31D.,S101F.Q31E.,S101F.Q31F.,S101F.Q31G.,S101F.Q31H.,S101F.Q31I.,S101F.Q31J.,S101F.Q31K.,S101F.Q31L.,S101F.Q31M.,S101F.Q31N.,S101F.Q31O.,S101F.Q31P.,S101F.Q31Q.,S101F.Q31R.,S101F.Q31S.,S101F.Q31T.,S101F.Q32.,S101F.Q33.,S101F.Q34.,S101F.Q35A.,S101F.Q35B.,S101F.Q36A.,S101F.Q36B.,S101F.Q36C.,S101F.Q36D.,S101F.CARD..1,S101F.DECK..1,S101F.BALLOT..1,S101F.FORM..1,S101F.Q36E.,S101F.Q36F.,S101F.Q36G.,S101F.Q36I.,S101F.Q36J.,S101F.Q37A.,S101F.Q37B.,S101F.Q38.,S101F.Q39.,S101F.Q40A.,S101F.Q40B.,S101F.Q42.,S101F.Q43A.,S101F.Q43B.,S101F.Q43C.,S101F.Q43D.,S101F.Q43E.,S101F.Q43F.,S101F.Q43G.,S101F.Q43H.,S101F.Q43I.,S101F.Q43J.,S101F.Q44.,S101F.Q47A.,S101F.Q47B.,S101F.Q47C.,S101F.Q47D.,S101F.Q47E.,S101F.Q49.,S101F.Q50A.,S101F.Q50B.,S101F.Q50C.,S101F.Q50D.,S101F.Q51A.,S101F.Q51B.,S101F.Q53A.,S101F.Q53B.,S101F.Q54A.,S101F.Q54B.,S101F.Q54C.,S101F.Q54D.,S101F.Q54E.,S101F.Q55A.,S101F.Q55B.,S101F.Q56.,S101F.Q57.,S101F.Q58.,S101F.Q58..1,S101F.Q58..2,S101F.Q58..3,S101F.Q58..4,S101F.Q58..5,S101F.Q58..6,S101F.Q58..7,S101F.Q58..8,S101F.Q58..9,S101F.Q58..10,S101F.Q58..11,S101F.Q58..12,S101F.Q59.,S101F.Q60A.,S101F.Q60B.,S101F.Q61A.,S101F.Q61A..1,S101F.Q61B.,S101F.V63.
2,101,60,5,2,1,2,1,1,0,40,1,44,4,4,4,4,4,4,4,4,3,5,1,5,3,1,3,2,3,1,2,0,0,0,1,0,5,6,5,2,5,0,5,0,0,2,3,4,4,2,2,2,2,1,2,2,2,2,2,2,2,2,3,6,3,3,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,101,61,5,2,6,3,4,12,1,4,4,4,2,2,1,3,1,3,2,1,2,1,1,3,1,9,3,2,4,6,1,1,2,1,1,3,3,4,2,4,4,3,4,3,1,0,4,1,4,4,4,4,3,4,4,4,3,3,4,4,4,1,1,1,3,3,2,1,2,1,2,101,61,5,2,2,2,1,3,1,1,1,4,0,1,3,4,3,4,3,4,4,4,4,4,4,3,1,2,5,5,1,3,1,1,1,3,1,1,1,2,0,0,99,0,0,1,3,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,3,3,5,3,4,1
1,101,62,5,3,4,2,2,5,4,4,4,4,1,2,3,1,1,3,2,1,2,2,3,1,1,8,1,3,1,3,2,2,2,1,3,4,4,1,2,1,2,4,1,4,4,4,4,1,4,4,4,4,2,4,4,4,4,4,4,4,2,4,3,2,3,3,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,101,62,5,1,1,2,1,12,3,111,13,42,4,4,4,4,4,4,4,4,1,1,1,1,1,1,4,1,2,1,2,1,1,1,2,3,0,5,0,2,0,0,0,0,0,1,1,3,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,6,6,4,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,101,63,5,3,5,3,2,5,4,10,4,4,1,2,3,1,1,3,1,2,1,2,3,1,1,8,1,2,2,2,2,1,1,1,0,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3,2,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,101,63,5,1,1,1,1,11,1,141,11,34,4,4,4,4,4,4,4,4,1,5,1,1,2,1,4,1,1,1,1,1,1,1,2,0,0,9,9,0,0,0,0,0,0,1,1,2,3,2,2,2,2,2,2,1,2,2,2,2,2,2,1,6,6,4,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,101,64,5,1,0,3,4,2,1,18,4,4,1,1,1,3,2,3,3,1,1,1,3,2,1,2,2,2,3,1,2,2,1,1,1,1,5,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,3,2,1,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,101,64,5,3,1,1,1,21,0,211,14,44,4,4,4,4,4,4,4,4,3,5,1,5,5,5,2,1,2,1,2,2,3,1,2,8,0,1,5,0,3,0,2,0,0,1,1,3,3,2,2,2,2,2,2,2,1,2,2,2,2,1,2,6,6,5,4,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,101,65,5,2,4,1,3,11,3,3,4,9,1,2,2,2,1,3,2,1,1,2,3,2,3,9,1,2,2,3,2,2,2,2,3,2,3,2,2,1,2,4,4,4,2,4,4,4,4,4,4,4,3,2,4,4,4,4,4,4,4,2,1,1,3,3,2,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,101,65,5,1,1,2,1,21,1,211,13,22,3,3,4,4,4,4,4,4,3,1,1,5,1,1,2,1,1,1,2,2,1,1,2,0,0,0,5,9,5,0,0,0,0,1,1,3,3,2,2,2,2,1,2,2,2,2,2,2,1,2,4,4,4,4,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,101,66,5,2,1,2,3,4,4,1,4,6,1,2,1,1,3,3,2,1,1,2,3,1,1,1,1,2,4,3,1,1,1,1,3,1,1,1,1,1,1,4,1,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,2,4,3,3,1,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,101,66,5,1,2,2,1,12,1,11,13,34,3,3,4,4,4,4,4,4,1,1,1,1,1,1,4,1,3,1,3,1,1,1,2,1,5,1,5,6,0,0,0,1,0,1,1,3,3,2,2,2,2,2,2,1,2,2,2,2,2,1,4,3,4,4,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,101,67,5,2,1,1,2,5,4,4,4,7,2,1,3,1,1,3,2,2,1,2,3,1,1,8,2,2,2,2,2,1,1,1,3,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,4,4,1,1,4,4,1,4,4,4,4,1,2,3,2,1,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,101,67,5,1,1,2,1,31,1,141,14,24,4,4,4,4,4,4,4,4,3,1,1,1,1,1,2,1,2,1,2,1,1,1,2,3,0,4,0,2,5,0,5,0,0,2,1,3,3,2,2,2,2,2,2,2,1,2,2,2,2,1,2,3,3,3,5,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,101,68,5,3,5,2,3,4,4,4,4,9,1,2,3,1,1,3,1,2,2,2,2,1,1,8,2,2,2,2,2,2,2,1,3,2,4,2,2,1,2,4,1,4,1,4,2,1,4,4,4,1,3,1,1,2,4,1,4,4,1,3,3,1,3,3,1,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,101,68,5,1,1,2,1,11,1,141,13,23,4,4,4,4,4,4,4,4,3,1,1,3,5,1,3,1,2,1,1,1,1,2,2,0,0,4,5,5,0,0,5,0,0,1,1,3,3,2,2,2,2,1,2,2,2,2,2,1,2,2,2,6,4,3,4,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,101,69,5,1,4,3,3,7,4,3,4,4,1,2,2,1,1,0,1,1,1,2,3,0,2,8,1,3,2,1,2,1,2,2,4,2,2,1,2,1,1,4,1,1,4,4,3,1,4,4,4,1,2,4,4,4,4,4,4,4,4,4,1,4,3,2,1,1,3,1,2,101,69,5,1,3,3,1,2,1,4,1,1,1,1,1,1,1,4,4,4,4,2,4,4,4,3,1,1,3,2,1,3,1,1,1,1,1,1,1,2,1,35,60,4,0,1,1,3,3,2,2,2,1,2,2,2,2,1,2,2,2,2,1,6,3,3,4,4,1
1,101,70,5,2,6,1,4,2,4,3,4,8,1,2,3,2,1,3,1,2,1,2,4,1,1,8,1,2,1,3,2,1,2,2,1,2,3,1,2,1,1,4,1,4,4,4,4,4,4,4,1,1,4,4,4,4,4,4,4,4,4,3,1,4,2,2,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,101,70,5,1,1,1,1,1,1,111,12,2,4,4,4,4,4,4,4,4,0,1,1,5,5,2,4,1,3,1,2,1,0,1,2,0,5,2,0,7,0,0,5,0,0,2,1,3,3,2,2,2,2,1,2,2,1,2,2,2,2,2,2,6,6,3,5,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,101,71,5,1,5,1,4,10,1,3,4,4,2,1,3,1,0,0,1,2,0,2,1,0,0,8,2,2,2,5,1,1,1,1,6,1,1,1,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,2,2,2,1,1,1,1,2,101,71,5,1,1,1,0,1,1,1,1,1,1,1,1,3,2,2,3,0,4,4,4,4,4,1,1,1,5,2,1,4,1,2,1,2,1,1,1,2,20,15,62,2,1,1,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,6,4,3,2,3,1
1,101,72,5,2,6,3,4,9,1,3,4,4,1,2,3,2,1,3,1,2,1,2,3,1,1,9,1,3,2,2,1,2,1,1,4,2,4,1,2,2,2,4,1,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,1,4,3,3,3,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,101,72,5,1,1,3,1,31,3,111,12,43,2,3,4,4,3,4,4,4,1,1,1,1,2,1,3,1,3,1,2,1,1,1,2,0,0,2,5,2,5,2,5,2,5,2,1,3,3,2,2,2,2,1,2,1,2,2,2,2,2,2,4,3,3,3,4,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,101,73,5,1,2,1,4,2,2,3,5,9,2,3,3,1,1,3,2,2,1,2,3,2,1,8,2,3,2,3,2,2,2,1,3,2,3,1,2,2,2,4,4,4,4,4,4,4,4,1,4,1,1,4,4,4,4,4,4,4,4,3,2,3,3,3,1,1,1,1,2,101,73,5,1,1,1,1,1,2,1,1,1,1,1,1,3,3,3,3,4,4,4,4,4,4,1,2,1,3,4,5,4,2,4,1,2,3,3,2,2,10,20,60,10,0,2,1,3,3,2,2,2,2,2,2,2,1,2,2,2,2,1,2,3,3,3,4,2,1
1,101,74,5,1,1,2,4,1,3,4,4,4,1,2,2,3,0,0,0,1,1,2,3,2,3,8,3,1,2,5,3,1,1,1,6,3,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,3,1,1,3,2,3,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,101,74,5,3,1,2,1,21,1,111,31,22,4,4,4,4,4,4,4,4,3,1,1,3,2,1,3,2,3,2,3,1,1,1,1,0,5,8,0,1,0,0,3,0,2,1,1,3,3,2,2,2,2,1,2,2,2,2,2,1,2,2,4,4,2,3,5,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,101,75,5,3,5,2,2,5,4,3,4,9,1,2,3,1,1,3,2,1,2,2,3,1,1,9,1,3,2,3,2,2,2,2,3,2,2,2,2,2,2,4,4,4,1,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,3,4,3,3,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,101,75,5,1,2,1,1,1,1,111,11,22,2,2,2,3,3,4,4,4,1,1,1,1,1,1,3,2,2,2,2,1,1,1,2,2,5,2,5,5,0,0,0,0,0,2,1,2,3,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,3,5,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,101,76,5,1,0,2,4,0,0,2,4,4,1,2,1,1,1,3,1,2,1,2,3,1,1,8,1,1,1,2,1,2,1,1,3,1,1,1,1,2,2,4,1,4,1,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,1,1,2,2,1,1,1,3,2,101,76,5,1,1,0,1,2,1,1,1,4,1,1,1,2,2,4,4,4,4,4,4,4,4,3,5,5,5,5,5,3,1,1,1,1,1,1,1,2,10,90,0,0,0,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,5,3,4,3,3,1
1,101,77,5,3,5,2,2,5,4,30,4,9,1,2,2,1,1,3,2,1,2,2,3,1,1,8,2,2,2,3,1,1,1,0,6,2,3,2,2,2,2,1,4,4,1,4,4,1,4,4,1,1,4,4,1,4,1,4,4,4,4,4,1,1,3,2,3,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,101,77,5,1,1,1,1,32,1,141,11,11,4,2,2,4,2,4,4,3,1,1,1,1,3,1,3,2,3,2,2,1,1,2,2,0,0,0,0,8,0,2,0,0,0,3,1,2,3,2,2,1,2,2,1,2,2,2,2,2,2,2,2,3,2,3,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,101,78,5,2,4,1,4,2,3,30,4,9,1,2,2,2,1,3,1,1,1,2,3,1,3,8,1,1,2,3,1,2,2,2,3,2,2,2,2,1,1,4,2,4,2,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,3,2,2,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,101,78,5,1,1,1,1,11,1,111,14,24,4,3,4,4,4,4,4,4,1,1,1,0,5,5,3,3,2,2,3,3,1,1,2,1,0,1,0,8,0,0,0,0,0,1,1,2,3,2,2,2,2,2,1,1,2,2,2,2,2,2,0,6,2,0,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,101,79,5,2,4,1,4,1,1,2,4,4,1,2,1,1,3,3,1,1,1,2,3,1,2,8,3,2,2,2,1,2,2,1,4,2,3,2,2,2,2,4,4,4,1,4,2,4,1,4,4,4,1,4,1,4,4,4,1,4,4,4,3,3,3,3,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,101,79,5,0,1,2,1,21,4,111,12,44,4,4,4,4,4,4,4,4,1,5,1,5,3,5,3,1,3,1,3,1,1,1,2,0,0,1,0,7,0,2,0,0,0,2,1,3,3,2,2,2,2,1,2,2,2,2,2,2,1,2,2,5,5,3,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,101,80,5,1,4,2,4,10,1,7,4,4,1,2,3,1,1,3,2,1,1,2,2,1,1,8,3,1,4,4,3,2,1,0,3,1,1,1,2,1,1,4,1,4,1,4,1,4,4,4,4,4,4,4,4,4,4,4,1,4,4,3,3,3,3,3,0,1,0,0,2,101,80,5,1,1,1,1,0,1,1,1,4,1,1,3,3,3,4,4,4,4,4,4,4,4,1,1,1,2,2,1,4,1,2,1,1,1,1,1,2,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,5,4,3,1
1,101,81,5,2,5,2,4,2,3,4,4,4,2,2,3,1,1,3,2,2,1,3,3,1,2,8,1,1,2,3,2,1,2,1,3,2,5,2,2,2,3,4,1,4,1,4,4,4,4,1,4,1,1,4,4,4,4,1,1,4,4,2,1,1,3,3,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,101,81,5,1,1,2,1,12,1,110,12,21,4,4,4,4,2,4,4,2,1,4,2,5,2,3,3,1,2,1,2,1,3,2,2,0,0,1,0,9,0,0,0,0,0,2,3,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,6,2,3,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,101,82,5,2,1,2,3,4,4,8,4,4,1,3,3,1,1,3,1,1,2,2,3,1,1,9,2,3,2,3,1,2,2,2,6,2,5,1,3,2,2,1,4,4,2,1,4,2,1,4,1,1,1,4,2,4,4,4,1,4,1,4,3,1,3,3,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,101,82,5,1,1,1,1,12,1,141,13,43,4,4,4,3,4,4,4,4,1,1,1,5,1,4,3,1,2,1,2,1,1,2,2,0,5,1,5,8,0,0,0,0,0,2,1,2,3,2,2,2,2,1,2,2,2,2,2,2,1,2,3,1,1,5,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,101,83,5,2,1,3,3,4,4,10,4,4,1,2,1,1,1,3,2,1,1,2,3,1,1,8,1,2,2,3,2,1,1,1,0,2,2,2,2,2,2,4,1,4,1,4,4,4,4,4,4,1,1,1,1,4,4,1,1,4,4,4,1,1,1,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,101,83,5,1,1,1,1,11,1,141,11,22,4,3,4,4,4,4,4,3,1,1,1,1,1,1,3,1,2,1,2,2,1,1,2,0,0,0,0,9,9,0,0,0,0,2,1,3,3,2,2,2,2,2,2,1,2,2,2,2,2,1,2,3,3,3,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,101,84,5,3,5,2,3,4,4,25,4,7,2,2,3,2,1,3,2,2,1,2,2,1,2,9,2,1,4,2,2,2,2,1,3,2,3,2,2,2,2,1,4,4,1,4,1,4,1,1,4,1,4,4,1,1,1,4,4,4,4,3,1,2,3,3,1,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,101,84,5,1,1,1,0,31,1,141,13,22,4,4,4,4,3,4,4,4,1,1,2,5,1,1,3,1,2,1,2,1,1,1,2,1,0,2,5,5,0,1,0,0,5,2,3,2,3,2,2,2,2,2,1,1,2,2,2,2,2,2,2,6,3,5,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,101,85,5,1,5,2,4,10,1,4,4,10,1,1,3,2,3,3,0,2,1,3,2,2,1,8,2,2,4,3,2,2,2,0,3,1,1,2,2,2,2,1,1,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,3,3,2,1,1,1,2,101,85,5,1,1,2,1,3,1,3,1,2,3,3,1,1,1,3,4,2,4,3,4,4,2,1,1,1,2,1,1,3,3,3,1,1,1,1,2,2,0,0,75,10,15,2,3,3,3,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,4,4,1
1,101,86,5,2,2,1,4,2,4,5,4,2,1,2,3,3,3,4,2,2,2,3,3,1,1,8,1,2,3,3,2,2,1,1,2,3,3,2,2,1,4,4,4,4,3,3,3,3,1,4,3,3,3,4,4,4,4,4,4,4,4,4,1,1,3,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,101,86,5,1,1,2,1,31,1,122,23,44,4,4,4,3,4,4,4,3,1,1,1,5,5,5,2,1,2,1,2,1,3,0,2,0,5,0,5,9,0,0,0,0,0,2,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,4,5,4,4,5,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,101,87,5,2,1,1,3,1,4,3,4,9,1,2,1,1,1,3,1,1,2,2,3,1,1,9,1,3,1,3,2,1,2,2,1,2,5,1,2,1,2,4,4,4,4,1,4,1,4,4,1,1,4,4,1,4,4,4,4,4,1,2,1,3,3,2,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,101,87,5,1,1,2,1,12,1,112,21,12,2,4,4,4,4,4,4,4,3,1,1,5,3,1,3,1,2,3,2,1,1,1,2,0,0,1,0,8,5,0,5,0,0,2,1,3,3,2,2,1,2,2,2,2,2,2,2,2,1,2,1,6,4,3,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,101,88,5,2,5,3,2,5,4,4,4,4,1,2,3,3,1,3,1,2,1,2,3,1,3,8,0,2,2,3,2,2,2,2,3,2,3,0,2,2,2,1,1,1,1,4,1,1,4,1,4,4,1,1,4,1,4,4,4,4,4,3,1,4,3,3,3,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,101,88,5,1,1,2,1,31,1,112,23,34,4,4,4,4,4,4,4,4,1,5,5,2,2,1,2,1,2,2,2,1,2,1,2,0,0,2,0,7,5,0,5,0,0,1,1,3,3,2,2,2,2,1,2,2,2,2,2,1,2,2,3,2,2,5,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,101,89,5,2,1,4,2,5,4,2,4,4,1,3,3,1,1,3,1,1,1,2,3,1,1,8,1,3,2,3,1,2,1,1,0,1,1,1,2,1,1,4,4,4,1,4,1,1,4,4,4,4,1,4,4,4,4,4,4,4,4,4,1,3,3,3,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,101,89,5,1,1,2,1,31,1,142,23,34,4,4,4,4,3,4,4,4,1,5,2,5,1,5,4,1,2,1,2,1,0,0,1,0,5,4,5,5,0,0,0,0,0,2,1,3,3,2,1,2,2,2,2,2,2,2,1,2,2,2,0,3,3,3,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,101,90,5,2,6,1,4,10,1,4,4,7,2,1,1,3,1,3,2,1,1,2,2,1,1,9,1,1,2,3,2,1,1,1,3,1,1,1,1,1,1,4,4,4,1,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,3,3,4,3,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,101,90,5,1,1,2,1,31,1,112,21,34,4,4,4,4,4,4,4,4,1,1,1,5,1,1,3,1,2,1,1,1,3,2,2,0,5,1,5,7,5,0,5,0,0,2,1,3,3,2,2,2,2,2,1,2,1,2,2,2,2,2,2,3,4,3,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,101,91,5,2,5,1,4,11,1,4,4,4,1,2,3,2,1,3,1,1,1,2,3,1,1,8,1,2,2,2,2,1,1,2,3,1,1,2,2,2,2,4,1,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,1,3,3,2,1,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,101,91,5,1,1,2,1,32,1,142,21,22,4,4,3,4,4,4,4,2,1,1,1,5,1,2,4,1,3,1,3,1,3,2,2,0,0,6,0,3,0,0,5,0,5,2,1,3,3,2,2,2,2,1,1,2,2,2,2,2,2,2,1,6,3,3,5,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,101,92,5,1,5,3,4,5,1,7,4,4,0,1,1,1,1,3,1,1,1,2,3,1,1,8,3,1,2,3,2,2,2,2,4,1,1,1,2,1,1,4,4,4,1,4,2,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,1,1,3,2,1,1,3,1,2,101,92,5,1,1,2,1,3,1,1,1,1,3,3,1,4,4,4,4,4,4,4,4,4,4,1,5,1,5,1,5,4,1,3,1,2,1,1,1,2,5,5,89,1,0,1,1,3,3,2,2,2,2,2,1,2,2,2,2,2,2,1,4,6,3,3,5,4,1
