S234BO.CARD.,S234BO.DECK.,S234BO.BALLOT.,S234BO.FORM.,S234BO.Q1.,S234BO.Q2.,S234BO.Q3.,S234BO.Q4.,S234BO.Q5.,S234BO.Q6.,S234BO.Q7.,S234BO.Q8A.,S234BO.Q8B.,S234BO.Q10A.,S234BO.Q10B.,S234BO.Q10C.,S234BO.Q13.,S234BO.Q14A.,S234BO.Q14B.,S234BO.Q15.,S234BO.Q17.,S234BO.Q18.,S234BO.Q20.,S234BO.Q21.,S234BO.Q22.,S234BO.Q23.,S234BO.Q24.,S234BO.Q25.,S234BO.Q26.,S234BO.Q27.,S234BO.Q1..1,S234BO.Q2..1,S234BO.Q3..1,S234BO.Q4..1,S234BO.Q5..1,S234BO.Q6..1,S234BO.Q7..1,S234BO.Q8.,S234BO.Q9.,S234BO.Q10.,S234BO.Q11.,S234BO.Q12.,S234BO.Q13..1,S234BO.Q14.,S234BO.Q15..1,S234BO.Q16.,S234BO.Q17..1,S234BO.Q18..1,S234BO.Q19.,S234BO.Q20..1,S234BO.Q21..1,S234BO.Q22..1,S234BO.Q23..1,S234BO.Q24..1,S234BO.Q25..1,S234BO.Q26..1,S234BO.Q27..1,S234BO.Q28.,S234BO.Q29.,S234BO.Q30.,S234BO.Q31.,S234BO.Q32.,S234BO.Q33.,S234BO.Q34.,S234BO.Q35.,S234BO.Q36.,S234BO.Q37.,S234BO.Q38.,S234BO.Q39.,S234BO.Q40.,S234BO.Q41.,S234BO.Q42.,S234BO.Q43.,S234BO.Q44.,S234BO.CARD..1,S234BO.DECK..1,S234BO.BALLOT..1,S234BO.FORM..1,S234BO.Q45.,S234BO.Q46.,S234BO.Q47.,S234BO.Q48.,S234BO.Q49.,S234BO.Q50.,S234BO.Q51.,S234BO.Q52.,S234BO.Q53.,S234BO.Q54.,S234BO.Q55.,S234BO.Q56.,S234BO.Q57.,S234BO.Q58.,S234BO.Q59.,S234BO.Q60.,S234BO.Q61.,S234BO.Q62.,S234BO.Q63.,S234BO.Q64.,S234BO.Q65.,S234BO.Q67.,S234BO.Q68.,S234BO.Q69.,S234BO.Q70.,S234BO.Q71.,S234BO.Q72.,S234BO.Q73.,S234BO.Q74.,S234BO.Q75.,S234BO.Q76.,S234BO.Q77.,S234BO.Q78.,S234BO.Q79.,S234BO.Q80.,S234BO.Q81.,S234BO.Q82.,S234BO.Q83.,S234BO.Q84.,S234BO.Q85.,S234BO.Q86.,S234BO.Q87.,S234BO.Q88.,S234BO.Q1..2,S234BO.Q2..2,S234BO.Q3..2,S234BO.Q4..2,S234BO.Q5..2,S234BO.Q6..2,S234BO.Q7..2,S234BO.Q8..1,S234BO.V9F.,S234BO.Q1..3,S234BO.Q4..3,S234BO.Q6..3,S234BO.Q7..3,S234BO.Q8..2,S234BO.Q9..1,S234BO.Q10..1,S234BO.V11.,S234BO.V12.
1,234,89,4,3,2,3,8,5,9,1,2,1,2,0,0,2,1,1,2,6,10,3,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,1,2,2,2,1,2,2,1,1,1,2,2,2,1,2,2,2,1,1,2,2,2,234,89,4,1,1,1,2,2,2,2,2,1,1,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,1,2,2,2,1,2,1,2,2,1,2,2,2,1,1,1,2,5,8,3,3,2,3,4,1,1,7,9
1,234,90,4,3,2,5,8,4,1,2,1,5,1,2,2,2,1,2,2,5,1,3,2,1,1,2,1,0,2,1,2,1,1,2,2,2,1,2,2,1,2,0,1,1,1,0,2,2,0,2,2,0,1,2,1,2,1,2,1,1,1,2,2,1,2,1,2,2,1,1,1,2,1,2,234,90,4,2,1,2,2,1,0,1,2,1,2,2,2,2,1,2,1,2,2,2,1,0,2,2,1,0,2,2,1,2,2,1,1,2,1,0,1,1,1,0,1,1,2,1,2,2,3,3,0,2,2,1,5,3,3,2,2,4,1,1,2,31
1,234,91,4,3,2,5,7,6,4,2,1,5,2,0,0,2,1,1,2,6,1,3,1,1,1,1,2,2,1,1,2,1,2,2,1,1,1,1,1,2,2,1,1,1,1,2,1,2,1,2,1,1,1,2,2,2,2,2,1,2,2,1,2,1,2,1,2,2,1,1,2,1,1,2,234,91,4,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,1,1,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,1,2,2,2,1,1,1,2,5,8,3,3,2,2,4,1,1,4,40
1,234,92,4,2,3,3,8,5,5,1,2,4,2,0,0,2,1,1,2,6,2,3,2,1,1,1,1,2,1,1,2,1,2,2,1,2,2,1,1,1,2,2,1,1,1,2,2,2,1,1,2,1,1,2,1,1,0,2,2,1,1,1,1,2,2,1,0,2,2,1,1,1,1,2,234,92,4,2,1,2,2,2,2,1,1,1,1,1,2,2,1,0,2,1,2,2,2,1,1,2,1,2,2,2,2,2,2,1,1,2,1,2,2,1,1,1,1,2,1,1,2,2,1,1,1,1,2,5,9,3,3,1,4,4,5,1,3,23
1,234,93,4,2,2,3,7,6,15,2,2,1,1,2,2,2,1,1,2,5,1,3,2,1,3,1,1,2,1,1,1,1,2,2,1,2,1,1,1,2,2,2,1,1,1,2,1,1,1,2,1,1,1,2,2,1,2,2,1,2,1,1,2,1,2,1,2,2,2,1,2,2,2,2,234,93,4,2,1,2,2,2,2,1,1,1,1,1,2,2,1,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,1,1,2,2,1,1,1,2,2,2,3,3,1,3,1,8,3,3,1,4,4,2,1,1,22
1,234,94,4,2,1,4,7,3,3,3,2,4,2,0,0,2,1,3,2,5,1,1,1,2,2,2,1,2,1,1,1,1,1,2,1,1,1,1,2,2,2,1,1,1,2,2,2,2,1,2,2,1,2,2,1,1,1,2,2,1,1,2,1,1,2,2,1,2,2,2,1,1,2,2,234,94,4,2,1,1,1,2,2,1,2,1,1,1,2,2,1,2,2,1,1,2,1,1,2,2,1,2,2,2,2,1,2,1,1,2,1,2,1,1,1,2,2,2,1,1,1,2,2,2,1,2,2,5,9,2,3,1,3,4,1,1,6,69
1,234,95,4,2,2,4,7,4,15,3,2,4,1,3,3,2,1,3,3,5,1,3,2,3,5,1,1,2,1,1,1,1,1,2,1,2,1,1,1,2,2,1,2,1,2,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,234,95,4,2,1,1,2,2,2,1,1,1,2,1,2,2,1,2,1,2,2,2,1,1,1,2,1,2,2,1,2,2,2,1,2,2,1,2,1,1,1,2,1,2,2,1,2,2,2,3,3,2,2,1,7,3,3,1,3,4,5,1,6,34
1,234,96,4,3,3,5,7,5,9,1,2,4,2,0,0,1,1,1,2,6,1,3,3,1,2,2,1,2,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,2,2,2,2,1,2,2,1,1,2,1,1,1,2,1,1,2,1,2,2,1,2,1,1,1,1,1,1,2,2,234,96,4,2,1,1,2,2,2,1,2,1,1,2,2,2,1,1,1,1,2,2,1,2,1,2,1,1,2,2,2,2,2,1,2,2,1,2,2,1,1,2,2,2,1,1,2,2,2,1,2,2,2,5,9,3,3,2,3,4,1,1,1,34
1,234,97,4,4,2,4,7,6,9,1,2,4,2,0,0,2,1,1,2,6,1,3,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,1,2,1,1,2,1,1,1,1,2,2,1,1,1,2,1,2,2,1,2,1,2,1,1,2,2,2,1,1,1,2,234,97,4,2,1,2,2,2,2,1,1,1,1,1,2,2,1,2,1,1,2,2,2,1,2,2,2,1,2,2,1,2,2,1,1,2,1,2,2,1,1,2,1,2,1,1,2,1,2,1,1,1,2,5,7,3,3,1,3,4,1,1,7,3
1,234,98,4,4,2,4,8,5,3,1,2,2,2,0,0,2,1,1,2,4,1,1,3,2,4,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,1,1,2,2,2,1,2,1,2,2,1,1,2,1,1,2,2,1,1,2,1,1,2,2,1,2,2,1,1,1,2,2,2,234,98,4,2,2,2,2,2,2,1,2,1,1,2,2,2,1,2,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,1,1,2,1,1,2,2,1,2,2,1,2,2,5,8,3,3,2,2,4,1,1,7,24
1,234,99,4,4,2,3,8,4,1,2,1,5,1,2,2,2,1,1,1,6,2,3,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,2,2,2,1,2,1,2,2,1,2,1,2,2,1,1,2,1,1,2,2,1,2,1,2,2,1,1,1,2,2,1,1,1,2,2,2,234,99,4,2,1,1,1,1,2,2,2,1,1,2,2,2,1,2,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,1,1,2,2,2,2,1,2,1,2,2,1,2,2,1,7,3,3,2,1,3,1,1,6,48
1,234,100,4,4,4,5,7,5,9,1,2,4,1,2,3,2,1,1,2,1,10,3,5,3,5,0,2,1,1,1,1,1,1,2,1,2,1,1,2,2,1,1,1,1,1,2,2,2,1,2,0,1,1,2,1,1,1,2,1,2,2,2,0,2,2,1,2,2,1,1,1,1,2,2,234,100,4,2,0,1,2,1,2,1,2,1,1,1,1,2,1,1,2,1,1,2,2,2,2,2,0,0,2,2,1,2,0,1,0,2,1,1,2,1,1,1,2,2,1,1,2,2,3,1,1,2,2,3,6,3,3,2,5,4,6,1,1,56
1,234,101,4,4,3,2,7,6,9,1,1,5,1,4,3,2,1,1,1,6,2,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1,2,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1,2,1,1,1,2,1,2,2,1,2,1,2,1,1,2,1,1,1,2,2,2,234,101,4,1,1,2,2,2,2,1,2,1,1,1,2,2,1,1,1,1,1,2,1,2,1,2,1,1,2,1,1,2,2,1,1,2,1,1,2,2,1,1,1,2,2,2,1,2,1,1,1,1,2,0,10,2,3,1,1,3,2,1,1,45
1,234,102,4,4,4,3,8,6,1,1,2,1,1,1,3,2,1,1,1,6,1,1,2,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,1,1,1,1,2,1,2,2,1,1,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,1,1,2,1,2,234,102,4,2,1,1,2,2,2,2,1,1,1,2,2,2,1,2,1,1,1,2,2,1,2,2,1,1,2,1,2,2,2,1,1,2,1,1,1,2,1,2,1,2,1,1,1,2,2,1,2,2,2,3,10,3,3,2,5,3,3,1,7,15
1,234,103,4,4,3,4,8,4,15,1,2,4,2,0,0,1,1,1,2,6,1,2,2,1,1,1,1,2,1,1,1,1,2,2,1,2,1,2,1,2,2,2,1,1,1,2,2,2,1,1,1,1,2,2,2,1,1,2,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,2,234,103,4,2,1,2,2,2,2,1,2,1,1,2,2,2,1,2,2,1,2,2,2,1,2,1,1,2,2,2,1,2,2,1,2,2,1,2,2,1,1,2,1,2,1,1,2,2,3,3,1,2,2,5,6,3,3,2,5,4,4,1,1,47
1,234,104,4,4,1,3,8,5,3,3,2,1,2,0,0,2,1,1,2,6,1,1,2,1,1,2,1,2,1,1,1,1,2,2,1,2,1,1,1,2,2,2,1,2,1,1,1,2,1,2,1,1,1,2,2,1,1,2,1,1,2,2,2,1,2,1,2,2,2,1,2,1,1,2,234,104,4,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,1,1,2,1,2,1,2,2,2,2,1,1,2,2,5,9,3,3,2,1,4,1,1,6,57
1,234,105,4,3,1,3,6,4,3,3,2,4,2,0,0,2,1,1,1,5,1,3,2,1,2,2,1,2,1,1,2,1,1,2,1,1,1,1,2,2,2,1,1,1,1,2,1,2,1,1,1,1,2,0,1,1,1,2,1,1,1,2,2,1,1,1,2,2,1,1,1,2,1,2,234,105,4,2,2,2,2,2,2,2,0,1,1,1,2,2,2,2,1,1,1,2,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,1,2,2,1,2,1,2,1,2,2,1,2,1,1,1,2,5,5,3,3,1,2,4,1,1,6,55
1,234,106,4,6,4,5,8,6,10,3,2,2,1,3,1,2,1,1,3,3,1,3,2,2,2,2,1,2,1,1,2,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,2,2,1,2,1,2,1,2,1,1,2,1,1,1,2,1,2,234,106,4,2,1,2,2,2,2,1,1,1,1,2,2,2,1,2,1,1,2,2,1,1,1,2,2,1,2,2,2,2,2,1,1,2,2,1,2,1,1,2,1,2,1,2,2,1,2,1,1,2,2,4,9,3,3,2,5,3,1,1,4,34
1,234,107,4,3,3,4,8,5,9,1,2,4,2,0,0,2,1,1,2,4,1,3,2,1,3,2,1,2,2,1,1,1,1,2,2,2,1,1,1,2,2,2,2,1,1,2,0,1,1,2,2,1,1,1,2,2,1,2,2,1,1,1,0,0,1,0,0,2,2,2,1,2,1,2,234,107,4,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,1,1,2,2,2,1,1,2,2,1,1,2,1,2,2,1,2,2,5,7,3,3,2,1,4,1,1,1,28
1,234,108,4,3,2,5,5,5,2,2,3,5,2,0,0,2,1,1,3,6,1,3,3,1,3,1,3,2,1,1,1,1,1,2,1,2,1,1,1,1,2,2,1,1,1,2,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,1,2,0,1,1,1,1,1,1,0,2,1,2,234,108,4,2,1,2,2,2,2,1,1,1,2,1,2,2,1,2,2,1,2,2,2,1,1,2,1,2,2,2,1,2,2,1,1,2,1,2,2,1,1,1,1,1,2,1,2,1,3,1,1,1,1,6,5,3,3,2,2,4,1,1,5,21
1,234,109,4,3,4,4,8,5,8,2,2,1,2,0,0,2,1,1,1,6,1,3,3,2,4,2,0,2,2,1,1,1,0,2,2,1,1,1,1,2,2,1,1,0,2,1,1,1,1,2,2,1,2,1,1,2,0,2,1,2,1,2,2,2,2,1,0,2,1,1,0,2,2,2,234,109,4,2,0,1,1,1,1,2,1,1,2,2,2,2,1,2,2,1,1,1,2,1,1,1,0,1,2,2,1,2,2,0,1,1,1,2,2,1,1,1,1,2,1,1,2,1,2,2,1,1,2,6,8,1,3,2,2,4,1,1,4,21
1,234,110,4,3,1,2,7,4,8,2,2,1,1,1,1,2,1,1,1,5,1,1,4,2,3,2,1,2,2,1,1,1,2,2,1,1,1,1,1,2,2,1,2,2,1,1,2,2,1,2,2,1,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,2,2,1,2,2,1,2,234,110,4,2,2,2,1,2,2,1,2,1,1,2,2,2,1,2,2,1,1,2,2,2,2,2,1,1,1,1,1,2,2,1,1,1,1,2,2,2,1,1,2,1,2,1,1,1,2,2,2,1,2,1,6,3,3,1,2,4,1,1,2,56
1,234,111,4,3,3,3,7,5,14,3,2,1,2,0,3,1,3,1,2,4,10,3,4,0,4,0,1,2,2,1,1,1,2,2,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,2,2,1,1,1,2,2,0,2,1,1,1,2,2,1,2,2,0,2,2,2,0,2,2,2,234,111,4,2,0,1,1,1,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,0,1,2,0,2,2,2,0,2,1,1,2,1,2,2,2,2,2,1,1,2,1,2,1,1,2,2,5,7,3,3,2,2,4,1,1,5,19
1,234,112,4,3,1,3,8,1,5,3,2,1,2,0,0,2,1,1,1,6,1,3,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,1,1,2,2,1,1,1,2,2,1,2,1,2,2,1,1,1,2,2,1,2,1,1,1,2,2,1,0,0,2,2,2,2,0,2,2,2,234,112,4,2,1,1,1,2,2,2,1,1,1,2,1,1,2,2,2,2,2,2,1,2,2,2,0,1,2,2,0,2,2,1,2,1,1,2,2,2,2,2,2,2,1,1,2,1,2,1,1,2,2,5,10,3,3,2,1,4,5,1,3,21
1,234,113,4,3,4,4,7,5,5,3,2,4,2,0,0,2,1,1,2,6,1,3,3,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,2,1,1,1,1,2,2,2,0,2,1,1,2,1,1,1,1,2,2,2,2,1,1,2,2,1,1,1,1,1,1,2,1,2,234,113,4,2,1,2,2,2,2,1,2,1,1,1,2,1,1,2,2,1,1,2,2,2,1,2,0,2,2,1,1,2,2,1,2,2,1,2,2,1,1,2,1,1,2,1,2,1,2,1,3,1,2,5,10,3,3,1,5,4,1,1,5,2
1,234,114,4,2,2,2,6,6,3,2,2,1,1,3,2,2,1,2,3,1,1,3,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,1,2,1,2,1,2,1,1,1,1,2,1,1,2,2,1,1,1,2,2,1,1,2,2,1,1,1,2,2,2,234,114,4,1,1,1,1,2,2,1,2,1,1,2,2,2,1,1,2,1,1,2,2,2,1,2,1,1,2,2,2,2,2,1,1,1,1,1,2,2,1,2,2,1,2,1,1,1,2,2,0,1,2,1,7,2,3,1,4,4,5,1,6,9
1,234,115,4,2,1,3,6,5,3,3,1,5,2,0,0,1,1,1,2,6,4,3,2,1,1,2,1,2,1,1,2,1,1,2,1,1,2,1,2,2,2,2,1,1,1,2,1,2,1,2,1,1,1,1,2,2,1,2,1,2,2,1,1,2,2,1,2,2,2,1,1,2,1,2,234,115,4,2,1,2,2,2,2,1,2,1,1,2,2,2,1,2,2,1,1,2,1,2,1,2,1,2,2,2,2,2,2,1,1,2,1,2,2,2,1,2,1,2,1,1,1,1,2,2,2,1,3,5,8,3,3,2,4,4,1,1,6,66
1,234,116,4,3,2,4,6,5,11,3,2,4,1,3,2,2,1,1,1,4,1,3,2,2,2,2,2,1,1,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,2,1,1,1,1,2,2,2,1,1,2,2,2,2,1,1,1,2,2,1,1,2,2,2,234,116,4,2,1,1,1,2,2,2,2,1,1,1,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,1,2,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,0,1,2,1,5,2,3,2,2,4,1,1,6,6
1,234,117,4,3,2,3,7,5,11,3,1,5,1,3,3,1,1,1,1,6,10,3,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,1,2,2,2,1,1,2,2,1,1,1,2,2,2,2,1,1,1,1,2,2,2,1,2,2,1,1,1,2,1,2,234,117,4,2,2,2,1,2,2,2,2,1,2,0,2,2,1,2,1,1,2,2,2,2,1,2,1,2,2,2,2,2,2,1,1,2,1,2,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,1,8,3,3,1,2,4,1,1,2,54
1,234,118,4,3,1,4,8,5,5,3,1,5,2,0,0,2,1,1,2,5,4,2,2,1,1,2,2,0,1,1,2,2,2,2,1,1,2,2,2,1,2,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,2,2,2,1,2,1,2,1,1,1,2,2,2,1,1,2,1,2,234,118,4,2,1,2,2,2,2,1,1,1,1,1,2,2,1,2,2,1,1,2,2,1,1,2,1,2,2,2,1,2,2,1,0,2,1,2,2,2,1,2,1,2,1,1,1,2,3,3,0,3,3,5,7,3,3,1,3,4,1,1,5,14
1,234,119,4,3,4,5,7,6,13,3,2,1,1,1,3,2,3,1,3,4,1,3,2,2,2,1,2,2,1,1,1,1,2,2,1,1,1,1,2,2,2,1,1,1,1,1,1,2,1,2,1,0,1,1,1,2,2,2,2,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,234,119,4,2,2,2,2,1,2,2,2,1,2,2,2,1,1,2,1,1,2,2,2,2,2,2,0,1,2,2,2,2,1,0,1,2,1,2,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,5,1,3,2,3,4,1,1,5,18
1,234,120,4,4,2,4,8,3,5,2,2,1,1,1,2,2,1,1,2,6,1,3,2,1,1,1,1,2,1,1,2,1,1,2,2,2,2,1,1,2,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,2,2,2,1,2,1,2,1,1,1,2,2,2,2,1,2,1,2,234,120,4,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,1,1,2,2,1,2,1,2,1,2,2,2,1,1,2,1,1,1,2,2,2,1,1,2,1,1,1,2,0,1,3,2,2,2,2,1,9,3,3,2,5,4,4,1,3,26
1,234,121,4,4,3,3,7,6,6,2,2,2,1,4,3,2,1,1,1,6,0,1,3,1,3,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,234,121,4,2,1,2,2,2,2,1,1,1,1,2,2,2,1,2,1,1,2,2,1,1,1,2,1,2,1,2,1,2,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,1,2,2,1,2,2,4,7,3,3,2,3,4,1,1,4,46
1,234,122,4,4,4,5,8,5,15,3,2,4,1,3,2,2,1,1,2,4,1,3,2,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,2,2,1,2,2,2,1,1,2,2,2,1,2,2,1,1,2,2,1,2,234,122,4,2,1,2,2,2,2,2,1,1,2,1,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,1,1,1,2,2,2,1,1,1,2,2,2,1,1,2,1,0,3,2,2,7,3,3,1,5,3,3,1,6,30
1,234,123,4,4,3,3,8,5,9,1,2,1,2,0,0,2,1,1,3,6,1,3,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,2,2,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,2,2,1,2,1,1,2,2,2,1,1,2,2,1,1,2,1,2,234,123,4,1,1,1,1,1,2,2,2,1,2,2,2,2,1,2,1,1,1,2,2,2,2,2,1,1,2,1,1,2,2,1,1,2,1,1,2,2,1,1,1,2,1,1,1,2,2,2,3,2,2,5,6,3,3,2,1,4,1,1,7,13
1,234,124,4,4,3,4,7,5,9,1,1,5,1,5,2,2,1,1,2,2,1,3,2,2,2,2,1,1,1,1,2,1,2,2,1,1,1,1,2,2,2,1,1,2,1,2,1,2,1,2,1,1,1,1,1,1,1,2,1,2,2,1,1,2,1,1,1,1,2,2,2,2,1,2,234,124,4,2,2,1,2,2,2,1,2,1,1,2,2,2,1,2,1,1,1,2,2,2,2,2,1,1,2,2,1,2,2,1,2,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,2,2,4,8,3,3,1,1,4,1,1,7,16
1,234,125,4,4,1,2,8,4,5,3,2,1,2,0,0,2,1,1,3,2,2,3,4,2,4,2,2,0,3,1,1,1,1,2,2,1,1,1,2,1,2,2,0,1,1,2,1,2,2,2,2,1,1,1,2,2,1,2,1,1,2,1,2,1,1,2,0,1,2,2,0,2,2,2,234,125,4,2,1,0,1,2,0,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,2,2,0,2,2,1,1,2,1,2,2,2,1,2,2,2,2,1,2,2,3,1,1,2,2,5,6,3,3,2,5,4,4,1,5,9
1,234,126,4,4,4,5,8,6,15,3,2,3,1,3,1,1,2,1,2,5,1,3,1,1,0,1,1,2,1,1,2,1,2,2,1,1,2,1,1,2,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,0,2,2,1,2,1,1,1,2,1,0,2,2,2,1,2,1,2,234,126,4,2,1,2,2,2,2,2,1,1,1,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,3,3,4,10,2,3,1,5,4,4,1,5,25
1,234,127,4,1,3,5,5,6,9,1,2,1,2,0,0,2,1,1,2,1,9,3,2,1,1,1,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,2,2,2,1,1,2,1,2,2,1,1,1,2,1,1,1,2,234,127,4,2,1,2,1,2,2,1,1,1,1,1,2,2,1,2,1,1,1,2,2,1,1,2,1,2,2,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,1,2,2,1,1,1,1,2,2,6,10,3,2,1,4,4,5,1,7,7
1,234,128,4,1,4,5,6,0,0,0,0,0,2,0,0,2,1,1,2,4,9,3,1,1,1,1,1,2,1,2,2,1,2,2,1,2,2,2,1,2,2,2,1,1,1,2,1,2,2,1,2,1,1,2,1,1,1,2,2,2,2,2,1,2,2,1,1,2,1,1,1,1,1,2,234,128,4,2,1,2,2,2,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,2,1,2,2,1,2,2,2,2,2,1,2,2,1,2,2,1,1,2,1,2,1,1,2,1,1,1,2,1,1,5,10,3,3,1,4,4,5,1,7,27
1,234,129,4,3,4,3,8,5,15,3,2,1,2,0,0,1,1,1,2,3,1,3,2,2,1,1,2,2,1,2,2,1,0,2,1,2,2,1,2,2,2,2,1,0,1,2,2,0,1,2,1,1,1,2,2,2,0,2,1,2,2,1,2,0,1,1,0,2,2,1,0,2,1,2,234,129,4,0,0,2,2,2,2,1,2,1,2,2,2,2,1,0,2,1,1,2,1,2,1,2,0,2,2,0,1,2,2,0,2,2,1,2,1,2,1,2,1,0,1,1,1,1,2,1,1,1,2,5,6,3,3,2,2,4,1,1,5,7
1,234,130,4,3,2,3,7,6,3,3,2,4,2,0,0,2,1,1,1,5,4,3,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,1,2,2,2,2,1,2,1,2,1,2,1,2,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,1,1,2,234,130,4,2,1,2,2,2,2,1,2,1,1,2,2,2,1,2,0,2,1,2,2,1,1,2,1,0,2,2,1,2,2,0,1,2,1,1,2,2,1,1,1,1,1,1,2,1,2,2,1,1,2,5,10,3,3,1,5,4,1,1,6,53
1,234,131,4,3,3,4,8,5,9,1,1,5,2,0,0,2,1,1,2,4,1,3,3,1,1,1,1,2,1,2,2,1,2,2,1,1,1,1,1,2,2,2,1,1,1,2,2,2,1,2,1,1,1,2,1,1,1,2,1,2,2,2,2,1,2,1,2,2,0,0,0,0,0,2,234,131,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,2,1,2,2,1,1,2,2,2,2,2,1,2,1,2,2,2,2,1,1,1,3,3,3,5,7,1,3,2,1,4,1,1,1,36
1,234,132,4,3,3,4,5,6,4,2,3,4,1,3,1,2,1,1,1,6,10,1,1,1,1,1,1,2,1,2,0,1,1,2,1,1,2,2,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,2,1,0,1,2,1,2,1,2,2,2,2,1,2,2,1,1,2,2,1,2,234,132,4,2,2,2,1,2,2,1,2,1,1,1,2,2,1,2,1,1,1,2,1,2,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,2,1,8,1,2,1,4,4,1,1,2,46
1,234,133,4,3,3,3,8,5,3,3,1,5,2,0,0,1,2,2,3,6,1,3,2,2,2,1,1,2,1,2,2,1,0,2,1,1,2,1,2,2,2,0,1,0,1,2,1,2,1,0,1,0,2,2,2,2,0,2,1,1,1,2,2,2,1,1,2,1,2,1,0,2,1,2,234,133,4,2,0,2,2,2,2,2,1,1,1,2,2,2,1,2,1,1,1,2,1,2,1,2,0,1,2,1,2,2,2,1,1,2,1,2,1,1,1,2,1,2,1,1,2,2,2,2,1,2,2,5,6,3,3,2,1,4,1,1,5,28
1,234,134,4,3,4,5,6,5,15,3,2,3,2,0,0,2,3,3,2,4,1,3,2,2,2,2,3,1,1,2,1,1,2,2,1,1,2,2,2,2,2,2,1,1,1,2,1,2,2,2,1,1,1,2,1,1,2,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,2,2,234,134,4,1,1,2,2,2,2,2,1,2,1,1,2,2,1,2,2,1,1,2,2,2,1,2,1,2,1,2,2,2,2,1,1,2,1,2,2,1,1,2,2,1,1,2,2,2,2,1,3,3,3,5,7,3,3,2,5,3,4,1,5,30
1,234,135,4,3,4,4,7,6,5,3,2,1,1,5,2,2,1,1,1,3,9,3,2,1,1,1,1,2,1,2,2,1,2,2,1,1,1,1,1,2,2,2,1,1,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,2,2,2,2,1,2,1,1,2,1,1,1,2,1,2,234,135,4,2,1,2,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,2,1,2,2,2,1,2,2,1,1,2,1,2,2,2,1,1,1,2,1,1,2,2,2,2,1,1,1,4,10,3,3,1,4,3,5,1,3,8
