S234BO.CARD.,S234BO.DECK.,S234BO.BALLOT.,S234BO.FORM.,S234BO.Q1.,S234BO.Q2.,S234BO.Q3.,S234BO.Q4.,S234BO.Q5.,S234BO.Q6.,S234BO.Q7.,S234BO.Q8A.,S234BO.Q8B.,S234BO.Q10A.,S234BO.Q10B.,S234BO.Q10C.,S234BO.Q13.,S234BO.Q14A.,S234BO.Q14B.,S234BO.Q15.,S234BO.Q17.,S234BO.Q18.,S234BO.Q20.,S234BO.Q21.,S234BO.Q22.,S234BO.Q23.,S234BO.Q24.,S234BO.Q25.,S234BO.Q26.,S234BO.Q27.,S234BO.Q1..1,S234BO.Q2..1,S234BO.Q3..1,S234BO.Q4..1,S234BO.Q5..1,S234BO.Q6..1,S234BO.Q7..1,S234BO.Q8.,S234BO.Q9.,S234BO.Q10.,S234BO.Q11.,S234BO.Q12.,S234BO.Q13..1,S234BO.Q14.,S234BO.Q15..1,S234BO.Q16.,S234BO.Q17..1,S234BO.Q18..1,S234BO.Q19.,S234BO.Q20..1,S234BO.Q21..1,S234BO.Q22..1,S234BO.Q23..1,S234BO.Q24..1,S234BO.Q25..1,S234BO.Q26..1,S234BO.Q27..1,S234BO.Q28.,S234BO.Q29.,S234BO.Q30.,S234BO.Q31.,S234BO.Q32.,S234BO.Q33.,S234BO.Q34.,S234BO.Q35.,S234BO.Q36.,S234BO.Q37.,S234BO.Q38.,S234BO.Q39.,S234BO.Q40.,S234BO.Q41.,S234BO.Q42.,S234BO.Q43.,S234BO.Q44.,S234BO.CARD..1,S234BO.DECK..1,S234BO.BALLOT..1,S234BO.FORM..1,S234BO.Q45.,S234BO.Q46.,S234BO.Q47.,S234BO.Q48.,S234BO.Q49.,S234BO.Q50.,S234BO.Q51.,S234BO.Q52.,S234BO.Q53.,S234BO.Q54.,S234BO.Q55.,S234BO.Q56.,S234BO.Q57.,S234BO.Q58.,S234BO.Q59.,S234BO.Q60.,S234BO.Q61.,S234BO.Q62.,S234BO.Q63.,S234BO.Q64.,S234BO.Q65.,S234BO.Q67.,S234BO.Q68.,S234BO.Q69.,S234BO.Q70.,S234BO.Q71.,S234BO.Q72.,S234BO.Q73.,S234BO.Q74.,S234BO.Q75.,S234BO.Q76.,S234BO.Q77.,S234BO.Q78.,S234BO.Q79.,S234BO.Q80.,S234BO.Q81.,S234BO.Q82.,S234BO.Q83.,S234BO.Q84.,S234BO.Q85.,S234BO.Q86.,S234BO.Q87.,S234BO.Q88.,S234BO.Q1..2,S234BO.Q2..2,S234BO.Q3..2,S234BO.Q4..2,S234BO.Q5..2,S234BO.Q6..2,S234BO.Q7..2,S234BO.Q8..1,S234BO.V9F.,S234BO.Q1..3,S234BO.Q4..3,S234BO.Q6..3,S234BO.Q7..3,S234BO.Q8..2,S234BO.Q9..1,S234BO.Q10..1,S234BO.V11.,S234BO.V12.
1,234,183,4,3,2,2,7,5,3,3,2,1,2,0,0,2,1,1,1,6,2,1,2,2,2,2,1,2,1,1,1,1,2,2,1,1,1,1,2,2,2,1,1,2,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,234,183,4,2,2,2,2,1,1,2,2,1,1,2,2,2,1,1,2,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,1,2,1,1,2,1,1,1,2,2,2,2,1,2,2,2,0,2,2,6,7,3,3,1,3,4,1,2,6,16
1,234,184,4,2,1,2,7,5,3,3,1,5,2,0,0,2,1,1,2,3,2,3,2,2,5,2,1,1,3,1,1,1,2,2,1,1,1,1,0,1,0,1,2,0,2,2,1,1,1,0,1,2,1,1,1,2,1,1,1,1,0,1,2,2,0,2,2,2,2,2,2,2,2,2,234,184,4,0,1,1,1,1,1,2,2,1,2,2,2,2,1,2,0,1,0,2,0,2,1,0,0,0,2,2,2,2,0,1,2,1,1,1,2,1,1,1,0,0,1,0,2,2,2,2,0,0,2,5,9,3,3,1,4,4,1,2,6,49
1,234,185,4,3,1,2,6,5,9,1,2,4,2,0,0,2,1,1,2,5,1,1,1,2,2,1,2,2,1,1,2,1,2,2,1,1,1,2,1,1,2,2,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,2,1,2,1,1,1,1,2,1,2,234,185,4,2,1,1,2,1,2,1,1,1,2,1,2,2,1,2,2,1,2,2,2,2,1,2,1,2,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,2,2,1,1,2,2,5,6,3,3,1,3,4,2,2,1,24
1,234,186,4,4,4,3,7,6,9,1,2,4,1,1,2,2,1,1,3,6,10,1,3,3,2,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,2,1,2,2,1,1,1,1,2,2,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,2,2,2,234,186,4,2,2,2,1,1,1,2,2,1,1,1,2,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,2,1,2,1,2,2,1,1,2,1,1,1,2,2,2,1,2,2,2,2,1,2,2,6,0,3,3,1,2,3,2,2,1,39
1,234,187,4,3,4,3,6,6,4,2,2,1,1,4,1,1,2,1,1,5,1,3,2,2,1,1,2,1,1,2,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,2,2,1,2,2,1,2,234,187,4,2,2,1,2,1,2,2,2,1,1,2,2,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,1,2,2,1,1,2,1,2,2,1,1,1,1,2,1,1,2,1,1,1,1,2,2,6,6,3,3,1,3,4,1,2,5,13
1,234,188,4,3,4,5,8,5,13,3,2,1,1,1,3,2,1,1,1,3,1,3,3,2,2,1,2,2,1,2,1,1,2,2,1,1,1,1,2,2,1,2,1,2,1,2,2,2,1,2,1,1,1,2,1,1,2,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,234,188,4,2,0,1,1,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,1,2,1,1,1,2,2,1,2,2,0,10,2,3,1,5,3,3,2,5,4
1,234,189,4,2,3,2,7,4,9,1,1,5,2,0,0,2,1,1,2,6,10,1,3,2,2,1,1,2,1,2,1,1,2,2,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2,1,2,2,1,1,2,2,1,2,234,189,4,2,0,2,1,1,2,2,1,1,1,2,2,2,1,0,1,1,2,2,2,1,2,2,0,2,2,0,2,2,2,0,1,2,1,2,2,1,1,2,1,2,2,1,2,1,2,2,2,2,2,5,4,3,3,2,3,4,6,2,7,14
1,234,190,4,2,1,2,7,5,3,3,1,5,2,0,0,2,1,1,1,4,1,3,3,1,3,1,1,1,2,2,1,1,1,2,2,1,1,1,2,2,2,1,1,1,2,2,1,2,1,2,1,1,1,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,1,1,1,2,2,2,234,190,4,2,1,1,1,1,1,2,2,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,1,1,2,2,1,2,2,1,1,1,1,1,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,5,7,0,0,0,4,4,1,2,6,63
1,234,191,4,3,4,3,8,6,4,2,1,5,1,3,1,2,1,1,2,6,9,3,1,1,1,1,1,2,1,2,1,1,1,2,1,2,1,1,2,2,2,2,1,1,1,1,1,2,2,1,1,1,2,2,2,2,1,1,1,1,2,1,2,2,2,1,2,2,2,1,1,2,1,2,234,191,4,2,2,2,2,2,2,1,2,1,2,1,2,2,1,1,1,2,1,2,1,2,1,2,1,2,2,2,2,2,2,1,1,1,1,1,2,1,1,0,1,2,2,1,2,2,0,1,1,1,2,1,7,1,3,1,4,1,6,2,2,3
1,234,192,4,3,4,3,7,5,6,2,2,1,1,2,1,2,1,1,1,5,1,3,2,1,2,1,1,2,1,2,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,2,2,2,1,2,2,1,2,2,2,2,2,1,1,2,1,2,2,2,2,1,2,2,1,1,2,2,1,2,234,192,4,2,1,1,2,1,1,2,2,1,1,1,2,2,2,2,2,1,1,2,1,2,2,2,2,1,2,2,1,2,2,1,1,1,1,1,2,2,1,1,1,2,2,1,1,2,2,1,2,2,2,1,7,2,3,2,5,4,4,2,2,18
1,234,193,4,3,3,3,8,5,3,3,2,4,2,0,0,2,1,1,2,5,2,1,2,2,3,1,1,1,3,2,1,2,1,2,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,1,1,2,2,1,1,1,1,2,1,2,1,1,2,2,0,2,2,2,1,2,1,2,234,193,4,2,1,1,1,1,2,2,2,1,2,1,2,2,2,1,2,1,2,2,1,1,2,2,2,1,1,1,2,2,2,2,2,1,1,1,2,2,2,1,1,2,1,2,2,2,2,1,2,1,1,5,0,2,2,2,0,4,0,2,6,2
1,234,194,4,4,4,3,8,6,5,2,1,5,2,0,0,1,1,1,1,6,1,2,2,2,5,0,0,2,3,2,1,1,2,2,1,2,1,1,1,2,1,2,1,1,1,2,1,2,1,2,2,1,1,2,2,1,1,1,2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,234,194,4,2,0,1,1,2,2,0,1,1,1,2,2,2,1,2,2,1,1,2,1,1,2,2,0,1,2,2,2,2,2,0,1,2,1,2,2,1,1,1,2,2,2,1,2,1,2,3,1,2,2,5,9,2,3,2,5,3,4,2,5,29
1,234,195,4,4,1,2,6,5,9,1,2,1,1,2,1,2,1,1,1,1,3,3,1,2,1,1,1,1,1,2,1,1,1,2,1,2,1,1,2,2,2,2,1,1,2,2,1,2,1,2,1,2,1,2,2,2,1,1,1,2,1,2,2,2,1,1,2,1,2,1,1,2,1,2,234,195,4,2,1,1,2,1,2,1,1,1,2,2,2,2,1,2,1,1,1,2,1,1,1,2,1,2,2,2,1,2,2,1,1,2,1,2,2,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,8,3,3,1,2,4,2,2,1,5
1,234,196,4,4,2,3,8,6,9,1,2,1,1,3,1,2,1,1,2,4,10,3,2,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,2,2,2,2,1,1,1,1,1,2,1,2,1,1,1,2,2,1,1,1,1,2,2,2,2,1,1,1,2,2,1,2,1,1,1,2,234,196,4,2,2,1,1,2,2,2,2,1,2,1,2,2,1,2,2,2,1,2,1,2,1,2,1,1,2,2,1,2,2,1,2,2,1,1,2,2,1,1,1,2,2,2,2,2,2,1,1,3,2,2,7,2,3,1,1,3,2,2,7,25
1,234,197,4,4,3,3,7,6,6,2,2,1,1,4,1,2,1,1,1,5,7,3,2,2,2,1,1,0,1,2,1,1,2,2,1,1,1,1,2,1,1,1,1,1,2,1,2,2,0,2,2,2,1,2,2,1,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,1,2,234,197,4,2,1,2,1,1,2,2,2,1,1,1,2,2,1,2,2,1,1,2,1,2,1,2,1,1,2,2,2,2,1,1,1,1,1,1,2,2,1,1,1,0,2,2,2,2,2,2,1,2,2,1,7,2,2,1,4,4,1,2,4,47
1,234,198,4,4,4,4,6,6,4,2,2,1,1,4,1,1,2,2,3,6,9,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,1,2,2,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,1,1,1,2,2,2,2,2,2,1,2,2,1,1,2,1,2,2,234,198,4,2,2,1,2,2,2,1,1,1,1,1,2,2,1,2,1,1,2,2,1,2,1,2,2,2,2,2,1,2,2,1,1,2,1,2,1,1,1,2,1,2,1,2,2,2,1,1,1,1,2,1,7,1,3,1,4,4,1,2,4,14
1,234,199,4,4,2,4,7,5,3,3,2,4,2,0,0,2,1,1,2,6,1,3,2,1,1,1,1,2,2,2,1,1,2,2,2,1,1,1,2,2,2,2,1,2,1,1,2,2,1,1,1,2,1,2,1,2,1,1,1,1,2,1,2,1,2,1,2,2,2,2,1,1,1,2,234,199,4,2,1,1,2,2,2,1,2,1,1,2,2,2,1,2,2,1,1,2,1,1,1,2,1,2,2,2,1,2,2,1,2,1,1,1,2,2,1,2,1,1,1,1,1,2,2,2,1,1,1,5,10,3,3,1,2,4,1,2,6,62
1,234,200,4,2,2,2,7,5,4,2,2,4,1,2,1,2,1,1,2,6,1,3,3,2,2,1,1,2,1,2,1,1,2,2,1,1,1,2,1,2,1,1,0,1,1,2,0,2,1,2,2,1,2,0,1,1,2,1,1,1,1,2,1,1,1,2,2,2,1,1,1,1,1,2,234,200,4,2,1,1,2,2,2,2,2,1,1,1,2,2,2,2,1,1,2,2,2,2,1,2,1,1,2,2,2,2,2,1,1,1,1,2,2,1,1,1,1,2,1,1,2,1,2,1,2,2,2,1,7,3,3,1,4,4,5,2,2,50
1,234,201,4,3,3,3,8,5,3,3,2,4,1,3,2,2,1,1,2,6,1,3,3,2,4,1,1,2,1,2,1,1,2,2,1,2,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,1,2,2,1,1,2,2,1,2,234,201,4,2,2,1,2,2,2,2,2,1,1,2,2,2,1,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,2,2,1,1,1,2,1,1,2,1,2,2,0,2,2,1,8,3,3,1,3,4,1,2,6,1
1,234,202,4,2,1,3,6,4,3,3,2,4,2,0,0,2,1,1,1,6,1,3,2,1,4,2,1,1,2,2,1,1,1,2,1,1,1,2,2,1,2,1,1,1,1,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,1,1,1,2,234,202,4,2,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,1,2,1,2,1,2,2,2,1,1,1,1,2,3,1,2,2,5,9,3,3,1,3,4,1,2,6,15
1,234,203,4,2,2,4,6,5,3,3,2,4,1,3,3,2,1,1,2,6,1,3,3,1,3,2,1,2,1,2,1,1,1,2,2,1,1,1,1,2,2,1,2,1,1,2,1,2,1,2,1,1,2,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,234,203,4,2,2,1,1,1,1,2,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,1,2,1,2,1,2,1,2,2,0,2,2,4,8,3,3,2,4,4,1,2,6,21
1,234,204,4,2,1,2,7,5,3,3,1,5,1,3,3,2,1,1,2,6,2,1,2,2,2,2,1,2,1,2,1,1,2,2,2,1,1,1,1,2,2,1,1,1,2,2,1,2,1,2,2,1,1,1,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,234,204,4,2,2,1,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,1,2,1,1,1,1,2,1,2,2,2,2,1,1,1,2,1,1,2,2,0,8,3,3,1,4,4,1,2,6,59
1,234,205,4,3,2,2,8,5,3,3,1,5,1,2,3,2,1,1,1,6,7,3,2,2,2,1,1,2,1,2,1,1,2,2,1,2,1,1,2,2,2,2,1,2,1,2,1,2,1,2,1,1,0,1,2,2,0,1,1,1,2,1,2,1,2,1,0,2,1,1,0,2,1,2,234,205,4,0,0,2,1,2,2,2,2,1,1,1,2,2,1,0,0,2,2,2,1,2,2,2,0,2,2,2,2,2,2,0,1,2,1,2,2,2,1,1,1,1,2,1,2,2,2,2,1,2,2,1,9,2,3,1,3,3,0,2,6,67
1,234,206,4,3,3,4,7,4,3,3,2,1,1,2,2,2,0,1,2,6,1,1,2,1,1,1,1,2,1,2,1,2,2,2,1,1,1,1,0,2,2,1,2,2,2,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,2,1,1,2,1,2,234,206,4,2,1,1,1,1,0,2,2,1,2,2,2,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,2,1,1,2,1,1,1,2,2,2,2,1,2,2,2,2,0,1,1,1,6,3,3,0,1,4,1,2,6,3
1,234,207,4,2,2,3,7,4,2,2,3,4,1,2,1,2,1,1,3,6,1,3,3,2,4,2,1,2,1,2,2,1,2,2,2,1,1,1,2,2,2,1,1,1,2,2,1,2,2,2,2,1,1,1,2,2,1,1,1,1,1,2,2,2,2,1,1,2,1,1,1,2,2,2,234,207,4,2,1,1,1,1,1,2,2,1,1,2,2,2,1,2,2,2,1,2,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,2,1,1,2,2,2,2,1,2,2,2,1,2,2,2,1,7,3,3,1,4,4,5,2,2,15
1,234,208,4,4,2,4,7,5,3,3,2,4,1,3,2,2,1,1,2,6,1,3,3,2,4,2,2,2,1,2,2,1,2,2,1,1,1,1,2,2,2,2,1,0,1,2,1,2,0,2,2,2,2,1,1,2,0,1,1,1,1,1,2,1,2,1,2,2,2,1,2,2,0,2,234,208,4,2,0,1,2,2,2,2,2,1,1,2,2,2,1,2,0,1,1,2,1,2,2,2,0,2,2,2,1,2,2,1,1,2,2,2,2,0,1,0,2,2,2,1,2,1,1,1,3,2,2,1,7,3,3,1,3,4,1,2,6,51
1,234,209,4,2,2,3,7,6,9,1,2,1,2,0,0,2,1,1,2,4,9,3,2,1,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,2,2,2,2,1,1,2,1,2,1,1,1,1,1,1,2,234,209,4,2,1,2,2,2,2,1,1,1,1,1,2,2,1,2,1,1,1,2,1,2,1,2,2,2,2,2,1,1,2,1,2,2,1,2,1,1,1,1,1,2,1,1,2,1,2,1,2,2,2,5,9,3,3,2,4,4,2,2,1,26
1,234,210,4,3,3,5,8,5,4,3,2,4,1,4,2,2,1,1,2,6,4,1,2,2,2,1,1,0,2,0,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,2,2,1,2,1,1,2,1,1,2,2,2,2,1,2,2,2,234,210,4,2,1,1,1,1,1,2,2,1,1,2,2,2,1,2,2,1,1,2,2,1,1,2,1,1,2,2,1,2,2,1,1,1,1,2,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,1,3,1,3,2,1,3,6,2,6,47
1,234,211,4,1,2,2,6,4,9,1,1,5,2,0,0,2,1,1,2,6,10,3,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,2,2,2,2,1,1,1,2,1,2,1,2,1,1,2,2,1,1,2,2,1,2,1,1,2,2,2,1,2,2,1,1,1,2,1,2,234,211,4,2,1,2,2,2,2,2,1,2,1,1,1,2,2,1,2,1,1,2,2,2,1,1,2,1,2,2,2,1,1,2,1,2,2,2,2,1,2,1,2,2,1,1,2,2,3,3,1,2,2,5,9,3,3,2,4,4,2,2,1,8
1,234,212,4,1,2,2,6,4,9,1,1,5,2,0,3,2,1,1,1,4,2,3,2,3,1,1,2,1,1,1,1,1,2,2,1,2,1,1,1,2,2,2,1,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,1,2,2,2,2,1,2,1,2,1,1,1,2,2,2,234,212,4,2,1,2,2,2,2,2,1,1,1,1,2,2,1,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,1,1,2,1,1,2,1,1,2,1,2,2,1,1,1,2,2,1,2,2,5,9,3,3,2,1,4,2,2,1,43
1,234,213,4,6,4,2,7,4,9,1,1,5,2,0,0,2,2,3,4,4,2,3,1,1,1,1,2,1,2,1,1,1,2,2,1,2,1,1,2,2,2,1,1,1,1,1,2,2,1,1,2,1,1,2,1,1,2,2,1,2,1,2,1,1,2,1,2,1,1,1,1,2,1,2,234,213,4,2,1,2,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,2,1,2,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,1,1,1,2,2,1,2,1,2,2,5,6,1,3,2,3,4,2,2,1,33
1,234,214,4,2,1,2,7,4,4,2,2,4,1,3,1,2,1,1,2,6,1,3,2,1,1,1,2,2,1,1,2,1,2,2,2,1,1,1,2,2,2,1,1,1,2,2,2,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,2,1,1,2,1,2,234,214,4,2,2,1,2,1,2,1,2,1,1,2,2,2,2,2,1,1,1,2,1,2,2,2,0,2,2,2,1,2,2,1,1,1,1,2,1,2,1,1,1,2,0,1,2,0,2,2,1,2,2,1,4,3,3,1,3,4,1,2,2,30
1,234,215,4,3,4,3,6,6,6,2,2,4,1,2,1,2,1,1,3,5,1,1,1,1,1,1,2,2,1,1,2,1,2,2,2,2,1,1,2,2,2,1,2,1,1,1,1,2,1,1,2,1,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,1,1,1,1,1,2,234,215,4,2,1,2,2,2,2,1,1,1,1,1,2,2,1,1,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,1,1,1,2,2,2,1,1,1,1,2,2,2,1,1,2,1,1,2,2,1,6,3,3,1,3,4,1,2,4,2
1,234,216,4,3,4,3,7,6,4,2,2,4,1,3,1,2,1,1,3,6,2,3,1,1,1,1,1,2,1,1,2,1,2,2,1,1,1,1,2,2,2,1,1,1,1,2,1,2,0,1,1,1,1,2,2,2,1,2,1,1,2,1,1,1,2,1,2,2,2,1,1,1,1,2,234,216,4,2,1,2,2,2,0,1,1,2,1,1,2,2,1,1,1,1,1,2,1,1,1,2,1,0,2,2,2,0,2,1,1,2,1,1,2,1,1,1,1,2,1,2,2,1,1,1,1,1,2,1,8,1,3,2,2,4,5,2,2,49
1,234,217,4,3,2,4,7,5,6,2,2,4,2,0,0,1,1,1,3,3,1,3,3,2,4,2,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,2,1,1,2,2,1,2,1,2,1,1,1,2,2,1,2,2,2,2,1,1,1,2,2,1,2,2,2,1,1,2,1,2,234,217,4,2,1,2,1,1,2,2,2,1,1,1,2,2,1,2,2,1,1,2,1,2,1,2,0,2,2,2,1,2,2,1,1,2,1,2,2,2,1,1,1,1,1,2,2,1,2,2,2,2,2,5,8,3,3,2,2,4,1,2,4,20
1,234,218,4,3,4,4,8,5,8,2,2,1,1,2,3,2,1,1,2,5,1,3,2,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,2,2,2,2,1,1,2,1,2,2,1,2,1,2,1,2,1,1,1,2,2,1,2,1,2,2,1,2,2,2,2,2,1,2,2,2,234,218,4,2,1,2,1,2,2,2,1,1,1,1,2,2,1,2,2,1,1,2,1,2,1,2,2,1,2,2,2,2,1,2,1,2,1,2,2,1,1,1,1,2,2,1,2,1,2,1,1,2,2,3,8,3,3,2,1,3,3,2,4,4
1,234,219,4,3,1,2,7,4,3,3,1,5,1,2,3,2,1,1,1,3,2,3,2,2,2,2,1,2,1,1,2,1,2,2,1,2,1,1,1,2,2,1,2,2,2,1,1,2,1,2,1,1,2,2,1,1,0,2,1,2,2,1,2,2,1,1,2,2,2,2,0,2,1,2,234,219,4,2,1,1,2,2,2,2,2,1,1,1,2,2,1,2,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,1,1,2,2,2,2,1,1,2,1,2,3,3,1,8,2,3,2,3,3,1,2,6,45
1,234,220,4,3,1,4,6,4,3,3,2,4,2,0,0,2,1,1,2,4,1,3,2,1,1,2,2,2,1,1,1,1,1,2,1,2,1,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,2,1,2,1,2,1,1,2,1,2,2,1,1,2,2,2,2,1,2,1,2,234,220,4,2,2,2,2,2,2,2,2,1,2,1,1,2,1,2,1,2,1,2,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,2,1,1,1,2,2,1,2,1,2,1,1,3,3,5,7,3,3,0,3,4,1,2,6,41
1,234,221,4,3,1,3,8,4,3,3,2,4,2,0,0,2,1,1,2,4,4,3,2,2,2,2,2,2,1,1,1,1,2,2,1,1,1,1,2,2,2,1,1,2,2,2,1,2,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,2,234,221,4,1,2,1,2,2,2,1,2,1,2,1,2,2,1,2,2,1,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,2,1,2,2,2,1,1,2,1,1,1,2,1,2,2,1,1,1,5,7,3,3,2,2,4,1,2,6,58
1,234,222,4,2,1,3,6,4,6,2,2,2,1,1,3,2,1,1,1,6,1,1,1,2,2,1,1,2,1,1,2,1,2,2,1,2,1,1,2,2,2,1,2,2,1,1,1,2,1,2,1,1,1,2,1,2,2,2,1,2,2,2,1,1,1,1,2,2,1,1,1,1,2,2,234,222,4,2,1,1,2,2,0,1,1,1,2,2,2,2,1,2,1,1,1,2,1,1,1,2,1,2,2,2,2,2,2,1,2,2,1,1,2,2,1,1,1,1,2,2,1,1,2,2,1,1,2,4,9,3,3,2,4,4,1,2,4,11
1,234,223,4,2,4,3,6,5,4,2,2,4,1,3,1,2,1,1,3,4,1,3,1,2,2,2,1,2,1,1,1,1,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,1,2,1,1,2,2,2,2,1,2,2,2,1,1,1,2,2,2,234,223,4,2,2,1,1,2,2,2,2,1,1,2,2,2,1,2,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,1,2,1,2,1,2,1,2,1,1,1,6,2,3,2,1,4,1,2,2,45
1,234,224,4,2,3,2,8,5,4,2,1,5,1,2,1,2,1,1,2,5,2,3,2,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,2,1,1,2,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2,1,2,234,224,4,2,1,2,1,2,2,1,1,1,1,1,2,2,1,2,2,1,1,2,1,1,1,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,1,2,2,1,2,1,2,1,1,2,2,1,7,3,3,1,3,3,1,2,2,11
1,234,225,4,2,2,2,6,4,3,3,1,5,2,0,0,2,1,1,2,6,1,1,2,1,3,1,2,2,1,1,2,1,2,2,1,1,1,1,1,2,1,1,2,1,2,2,1,2,1,2,2,1,1,2,1,1,2,2,1,1,1,2,2,1,1,1,2,2,1,1,2,2,1,2,234,225,4,2,2,1,1,2,2,1,2,1,2,1,2,2,1,2,2,1,2,2,1,2,1,2,1,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,1,2,2,1,2,1,2,2,1,2,2,5,8,3,3,1,3,4,1,2,6,40
1,234,226,4,2,3,2,7,4,3,3,1,5,2,0,0,2,1,1,1,5,7,3,2,1,1,1,1,2,1,1,1,2,2,2,1,1,1,1,2,2,2,2,2,1,1,2,1,2,1,1,2,1,1,2,1,1,1,2,2,1,1,1,1,2,1,1,2,1,1,1,2,1,2,2,234,226,4,2,2,2,2,2,2,2,1,1,1,2,2,2,1,2,2,1,2,2,1,1,1,2,1,2,2,2,1,2,2,0,2,2,1,2,2,2,2,2,1,2,2,1,1,1,2,1,3,2,1,5,7,3,3,2,2,4,1,2,6,20
1,234,227,4,3,4,2,6,5,9,1,2,1,1,3,1,2,1,1,1,1,4,3,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,2,2,1,1,2,2,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,2,1,2,2,1,1,1,1,2,2,234,227,4,2,1,1,1,2,2,1,2,1,1,1,2,2,1,2,1,1,2,2,1,2,1,2,1,2,2,2,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,2,1,3,1,1,2,2,4,6,1,3,1,2,3,2,2,7,21
1,234,228,4,3,2,4,6,6,4,2,1,5,1,3,1,2,1,1,2,5,9,3,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,2,2,2,2,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,1,2,234,228,4,2,1,2,2,2,2,1,1,1,1,1,2,2,1,2,2,1,1,2,1,1,1,2,1,2,2,2,1,2,2,1,1,2,1,1,2,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,8,2,3,1,4,4,1,2,2,44
1,234,229,4,3,3,2,8,4,4,2,1,4,1,2,1,2,1,1,1,5,2,3,1,1,1,2,1,2,1,1,1,1,2,2,2,1,1,1,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,2,2,2,1,2,1,1,2,2,1,1,1,1,2,2,2,1,1,2,2,2,234,229,4,2,1,1,1,1,2,2,2,1,1,1,2,2,1,2,2,2,1,2,1,2,2,2,1,2,2,2,1,2,2,1,1,1,1,1,2,1,1,1,2,2,2,1,2,2,2,1,1,2,2,1,5,3,3,1,2,3,1,2,2,35
