CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.29.,Q.30A.,Q.30B.,Q.30C.,Q.30D.,Q.30E.,Q.30F.,Q.30G.,Q.30H.,Q.30I.,Q.30J.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.40.,Q.41.,Q.42A.,Q.42B.,Q.42C.,Q.42D.,Q.42E.,Q.42F.,Q.42G.,Q.42H.,Q.42I.,Q.42J.,Q.42K.,Q.42L.,Q.44.,Q.45.,Q.46.,V.48.,V.49.,V.50.
1,175,184,1,6,5,4,1,2,1,2,4,2,4,2,0,0,0,0,2,3,3,1,1,1,3,2,3,2,1,1,1,1,2,2,1,1,2,1,2,2,2,2,3,1,3,2,1,2,3,1,2,2,3,2,3,1,2,2,3,3,2,3,2,0,8,45
1,175,185,1,3,5,4,1,3,1,3,1,4,4,4,2,1,2,4,2,2,2,1,1,1,1,2,4,2,1,2,3,1,1,2,1,2,2,3,2,2,2,1,3,1,4,1,1,1,3,1,2,4,4,4,4,4,4,4,4,4,1,2,1,0,8,23
1,175,186,2,7,4,4,2,2,1,2,4,2,4,1,1,2,2,1,2,3,2,1,1,1,3,2,2,2,1,1,1,1,2,1,1,1,1,2,2,0,2,1,3,1,2,2,1,2,3,2,3,2,3,1,2,1,2,2,3,3,2,3,2,0,8,87
1,175,187,2,4,4,4,1,3,1,2,4,1,4,2,2,1,2,2,2,2,2,1,1,1,1,2,4,2,1,1,1,1,1,1,1,1,1,1,3,1,2,1,3,2,7,4,1,3,2,1,2,2,3,2,3,2,3,2,4,4,2,3,2,0,8,44
1,175,188,3,10,4,4,1,4,1,3,5,4,4,4,1,1,2,1,3,3,3,1,1,2,1,2,1,2,1,1,1,1,2,2,1,2,2,2,2,2,5,2,4,3,4,2,2,3,4,3,3,2,2,4,4,4,2,1,1,2,3,3,2,0,8,48
1,175,189,1,3,3,4,1,4,1,2,3,1,4,1,2,1,2,1,2,3,3,1,1,1,1,2,2,2,1,1,1,1,2,1,1,1,1,1,2,1,3,1,3,1,5,1,1,1,3,1,2,1,2,1,1,1,2,2,3,4,2,2,2,0,8,72
1,175,190,1,3,3,4,1,3,1,1,1,4,1,1,1,2,4,5,2,2,2,1,1,2,2,1,2,2,1,1,1,1,2,2,1,1,1,1,2,1,2,1,2,1,4,1,1,3,1,1,2,3,4,1,3,1,1,1,4,2,2,2,5,3,1,36
1,175,191,2,9,2,7,2,3,1,2,1,2,1,2,3,2,2,3,2,2,3,1,1,1,1,2,2,2,1,1,2,1,2,1,2,1,1,1,3,1,2,1,3,3,4,2,1,2,2,1,1,1,2,2,3,2,1,1,2,1,2,1,2,1,4,4
1,175,192,1,3,5,3,1,2,1,2,5,1,1,2,1,1,1,1,2,2,2,1,1,2,3,3,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,4,1,2,2,1,1,1,1,4,3,4,4,2,2,4,4,3,4,3,0,5,69
1,175,193,3,10,5,4,1,2,1,3,2,4,2,2,1,1,2,3,2,2,2,1,1,2,3,2,2,2,1,1,1,1,1,1,1,1,0,1,2,1,2,1,2,1,3,1,1,3,4,2,2,4,4,2,4,2,2,3,4,4,2,2,2,3,1,2
1,175,194,2,7,4,5,1,2,1,1,5,4,1,1,1,1,2,3,2,2,2,2,1,2,2,2,4,2,1,1,2,1,1,1,1,1,2,1,3,1,1,2,3,1,4,1,1,2,1,1,2,3,3,2,2,1,1,1,2,2,2,1,2,0,6,22
1,175,195,1,7,1,1,1,3,1,2,2,2,1,2,1,2,2,2,3,3,3,3,1,2,3,2,2,2,1,1,2,1,2,1,1,1,1,2,2,1,2,1,3,2,7,4,1,2,2,1,2,2,3,2,4,1,1,2,2,2,1,5,1,0,6,24
1,175,196,2,10,3,7,1,1,1,1,4,3,1,1,1,1,2,1,2,2,2,1,1,2,3,2,4,2,1,1,1,1,1,2,1,1,1,1,3,1,2,1,2,3,6,0,1,3,3,1,2,4,4,1,3,1,1,2,4,4,2,3,2,0,6,52
1,175,197,4,9,3,7,1,1,0,0,4,2,1,1,1,1,2,2,2,2,2,1,1,2,2,1,4,2,1,1,1,1,2,2,1,1,1,1,1,1,4,1,2,1,5,1,1,3,4,2,4,4,3,1,1,1,1,1,3,3,3,4,3,0,6,31
1,175,198,1,3,4,1,1,4,1,1,5,1,1,1,1,1,2,3,3,3,3,1,1,4,2,3,4,2,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,7,4,2,2,3,1,2,1,4,1,4,1,1,1,4,4,1,2,2,0,8,47
1,175,199,2,5,4,4,1,3,1,1,4,1,1,1,1,2,2,1,3,3,2,1,1,1,1,2,3,2,1,1,1,1,1,2,1,1,1,2,2,2,5,0,4,2,5,1,2,1,3,1,1,1,1,1,2,2,2,1,1,2,2,3,1,0,8,13
1,175,200,1,4,4,4,1,2,1,1,5,2,1,1,1,2,1,1,3,3,3,3,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,2,3,2,4,2,0,2,7,4,2,3,2,1,2,2,4,2,4,1,2,3,4,1,1,5,5,0,8,39
1,175,201,2,9,4,4,1,3,1,1,5,2,1,1,1,2,2,2,3,3,3,1,1,1,3,2,2,2,1,1,1,1,1,1,1,1,1,1,2,0,2,0,2,2,7,4,1,3,2,1,1,2,3,2,2,1,1,1,2,2,2,2,1,0,8,16
1,175,202,2,10,3,4,1,3,1,2,5,4,1,1,2,1,2,3,2,2,2,1,1,1,3,2,3,2,1,1,1,1,1,1,1,1,1,1,3,2,3,2,3,1,2,1,1,1,1,2,2,2,3,2,3,2,2,2,3,3,1,3,3,0,8,49
1,175,203,0,9,1,6,0,3,1,1,4,2,2,1,1,2,2,3,2,2,1,2,1,2,3,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,5,2,1,0,3,1,1,1,2,2,3,2,1,1,3,3,1,0,0,2,2,2
1,175,204,4,9,5,1,0,0,1,2,5,1,2,1,1,1,2,2,3,3,3,1,1,2,1,4,4,2,1,1,2,1,1,2,1,0,2,2,3,2,3,2,5,3,0,0,2,0,2,1,3,1,3,1,2,1,1,1,3,2,3,3,3,0,6,1
1,175,205,1,10,2,4,1,3,1,2,3,2,2,2,1,1,2,1,2,2,2,3,1,2,2,1,2,2,1,1,2,1,2,2,1,1,1,1,2,1,2,2,2,1,3,1,2,2,2,1,2,2,3,1,2,1,1,2,4,4,2,3,2,0,6,12
1,175,206,1,10,5,6,2,1,1,2,2,1,3,1,1,1,2,2,2,2,2,1,1,2,3,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,1,5,1,1,3,0,2,2,2,3,3,3,3,3,3,3,3,2,2,2,0,2,68
1,175,207,1,9,5,3,2,2,1,1,4,1,3,1,1,1,2,0,3,3,3,1,1,2,1,2,0,2,1,1,1,1,1,1,1,1,1,1,4,1,0,1,3,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,2,2,2,93
1,175,208,2,10,3,7,1,2,1,3,0,2,3,1,1,2,1,2,2,2,2,1,1,2,3,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,4,2,1,2,3,3,2,1,4,4,4,4,2,1,2,4,2,2,1,2,2,24
1,175,209,1,3,1,1,1,4,1,2,4,3,3,3,1,2,2,4,3,3,3,3,1,2,2,3,2,2,1,3,3,1,2,1,1,1,2,0,3,1,2,1,1,1,5,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,6,93
1,175,210,2,10,1,4,2,3,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,1,1,1,1,2,1,2,2,2,1,4,1,2,1,1,2,4,1,1,1,1,1,1,3,3,3,3,1,1,1,3,3,1,2,1,2,1,1
1,175,211,4,7,4,7,1,3,1,3,4,2,2,1,1,1,2,2,2,2,2,1,2,2,1,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,4,1,3,1,4,1,3,2,3,1,2,2,2,1,2,1,1,1,2,2,3,2,2,0,5,53
1,175,212,4,5,4,7,1,3,1,3,5,4,2,2,1,1,2,1,2,2,2,1,2,2,3,2,3,2,1,1,2,2,2,2,1,1,2,2,3,1,3,2,3,1,4,2,1,2,4,1,2,3,4,2,3,2,2,3,3,4,1,3,2,0,5,17
1,175,213,1,0,3,5,2,1,1,3,5,2,2,2,3,1,2,1,3,3,3,1,2,2,3,2,4,2,3,3,3,3,3,1,3,3,1,3,1,1,2,2,1,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,5,7
1,175,214,3,5,3,5,1,4,1,2,5,2,2,1,2,2,2,3,3,3,3,3,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,4,1,3,2,2,2,1,3,2,1,2,2,2,1,2,1,2,2,2,2,1,2,2,0,5,10
1,175,215,4,10,4,1,2,1,0,0,5,4,2,4,0,0,0,0,3,3,3,1,2,0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,2,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,7,79
1,175,216,1,11,5,5,1,1,1,3,4,2,1,2,1,2,4,1,3,3,3,1,2,4,3,3,5,2,2,1,3,1,1,1,1,1,2,2,3,1,4,1,3,3,2,2,1,2,1,1,3,2,3,3,3,2,3,3,1,4,2,3,3,2,3,41
1,175,217,3,11,5,6,1,1,1,1,4,4,1,4,1,1,2,3,2,2,2,1,2,1,1,2,2,2,2,2,1,1,1,2,1,1,1,1,3,1,3,2,3,1,3,1,1,3,1,1,2,3,4,1,2,1,1,3,3,3,1,2,2,2,3,63
1,175,218,1,9,5,1,1,1,1,1,1,1,1,2,1,1,2,1,3,3,3,1,2,1,3,2,3,2,1,1,1,1,1,1,1,1,1,1,3,1,4,2,5,3,2,2,2,1,2,1,2,1,4,1,3,2,1,2,4,3,1,1,1,2,3,47
1,175,219,1,5,4,6,1,2,1,3,4,4,1,2,1,4,2,2,2,2,2,3,2,2,1,2,2,2,1,1,2,1,1,2,1,1,2,1,2,1,3,1,3,1,2,2,1,1,2,1,2,3,3,1,3,1,2,2,4,4,2,2,5,2,3,38
1,175,220,3,11,3,7,1,3,1,1,4,1,1,1,1,1,2,2,2,3,3,1,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,7,4,1,3,3,1,1,1,3,0,0,2,1,1,4,4,1,1,1,2,3,6
1,175,221,2,10,3,7,2,2,1,3,4,2,1,4,2,1,2,2,3,3,3,1,2,1,3,2,3,2,1,0,3,3,1,1,1,1,2,2,2,1,3,1,3,1,4,1,1,3,2,1,2,3,4,4,4,2,2,4,4,4,2,2,2,2,3,53
1,175,222,2,9,3,6,1,4,1,4,3,2,1,2,1,1,2,1,2,2,2,1,2,1,3,2,2,2,1,2,2,1,2,2,2,2,1,1,2,1,2,2,1,1,4,2,1,3,3,2,2,3,3,2,3,2,2,2,4,4,2,2,2,2,3,56
1,175,223,2,5,5,5,1,1,1,4,5,4,1,4,1,1,2,2,2,2,3,1,2,2,3,2,3,2,1,2,1,1,1,1,1,1,3,2,3,1,3,2,3,3,0,0,2,3,2,1,2,4,4,2,4,1,2,3,4,4,1,4,1,0,6,45
1,175,224,2,7,4,7,2,2,1,2,4,4,1,1,1,1,2,3,2,3,3,3,2,2,3,2,4,2,1,1,1,1,1,2,1,1,1,1,3,1,2,1,3,1,3,2,3,3,2,1,3,2,3,2,2,2,1,2,3,3,2,2,2,0,6,44
1,175,225,4,9,4,7,1,2,1,3,2,2,1,2,1,1,2,3,3,3,3,1,2,2,2,3,3,2,1,1,1,2,2,2,1,1,2,3,2,1,3,1,3,1,3,2,1,3,3,2,2,3,4,1,4,2,2,3,4,4,3,3,2,0,6,39
1,175,226,2,9,4,5,2,2,1,2,4,1,4,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,1,1,2,1,2,1,1,0,1,2,2,1,2,1,2,1,3,2,1,3,3,1,2,1,3,2,2,1,1,2,3,3,1,2,2,3,2,46
1,175,227,1,5,3,2,1,2,1,1,1,1,4,1,1,1,2,1,2,2,2,1,1,2,1,2,2,1,1,0,1,1,1,1,1,1,1,1,3,1,2,1,3,1,4,1,1,2,2,1,2,1,3,1,2,1,1,2,3,2,1,2,1,2,2,99
1,175,228,2,8,3,2,1,3,1,1,4,1,4,1,1,1,4,1,2,3,3,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,3,1,1,1,4,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,25
1,175,229,1,11,3,2,1,3,1,1,4,1,4,1,1,1,2,2,3,3,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,5,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,3,3,2,2,2,26
1,175,230,1,10,3,4,1,3,1,0,4,1,4,1,0,2,2,2,2,2,2,1,1,2,1,0,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,3,1,5,1,1,1,3,1,1,1,2,1,2,1,1,1,3,4,3,1,2,2,2,52
1,175,231,1,6,4,5,2,3,1,1,2,1,4,1,1,1,2,3,3,3,3,1,1,4,3,3,5,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,5,1,3,1,1,3,2,1,2,2,3,1,4,1,1,2,4,4,5,5,2,2,3,51
1,175,232,2,5,4,2,1,2,1,3,4,4,4,2,1,2,2,3,3,3,3,3,1,2,3,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,3,1,5,1,1,3,2,1,2,3,2,2,3,1,1,2,3,3,2,3,2,2,3,68
1,175,233,2,7,3,8,1,2,0,0,2,2,4,1,0,0,0,0,2,2,2,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,6,20
1,175,234,1,4,4,4,1,4,1,2,4,1,4,1,1,2,2,1,3,3,3,3,1,1,3,1,2,1,1,1,1,1,1,2,1,1,1,2,2,1,1,2,3,1,2,1,1,2,2,2,2,1,3,1,3,1,2,1,3,2,1,3,4,0,8,69
1,175,235,4,6,4,4,1,3,1,3,5,2,4,2,2,2,2,1,3,3,3,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,5,2,7,4,1,2,3,1,2,3,3,1,3,1,2,3,4,3,1,5,3,0,8,38
1,175,236,2,9,4,4,2,2,1,1,4,2,4,1,1,1,2,2,3,3,3,1,1,1,3,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,2,1,4,1,1,3,4,1,2,4,4,1,1,1,2,2,3,4,1,2,1,0,8,28
1,175,237,1,5,3,8,1,3,1,2,4,1,4,1,1,1,2,1,2,2,2,2,1,1,3,1,3,1,2,1,1,1,1,1,1,1,1,1,3,1,1,2,1,2,7,4,1,2,2,1,1,1,2,1,3,1,1,1,2,2,2,2,2,0,8,53
1,175,238,3,10,3,4,2,3,1,1,4,4,4,1,2,2,1,1,3,3,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,1,1,2,1,1,1,1,2,1,2,1,1,1,2,2,2,3,1,0,8,14
1,175,239,2,5,3,4,1,3,1,1,4,1,4,1,1,1,2,5,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,4,1,2,1,1,2,1,2,1,2,1,1,1,2,3,1,5,5,0,8,31
1,175,240,4,9,5,2,1,1,1,1,5,3,1,1,1,1,2,3,2,2,2,1,1,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,4,1,1,1,1,1,1,3,3,1,2,1,1,1,3,3,3,3,2,2,1,22
1,175,241,4,10,5,2,1,4,1,1,3,1,1,1,1,1,2,1,3,3,3,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,2,1,1,1,1,2,1,2,1,1,1,2,2,5,5,1,2,1,25
1,175,242,3,11,4,5,1,2,1,1,4,3,1,2,2,1,2,2,3,3,3,1,1,2,2,2,2,1,1,1,2,1,1,2,1,1,1,1,3,1,1,1,3,3,5,1,1,2,3,1,1,3,4,1,2,1,1,3,4,4,2,3,1,2,1,54
1,175,243,3,9,4,2,1,3,1,1,3,1,1,1,1,1,2,1,2,2,2,1,1,2,1,2,2,1,1,1,2,1,1,1,1,1,2,1,2,1,2,1,1,1,3,1,1,2,1,1,2,1,3,1,1,1,1,1,2,1,0,1,1,2,1,10
1,175,244,3,10,4,2,1,4,1,1,5,1,1,1,1,1,2,5,2,3,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,1,5,2,1,2,1,1,1,1,4,1,1,1,1,1,4,2,2,5,2,2,1,15
1,175,245,2,1,4,4,1,3,1,1,1,4,1,1,1,2,2,1,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,1,5,1,1,0,1,1,2,3,2,1,1,1,1,2,1,1,3,3,3,3,1,35
1,175,246,3,9,1,6,2,3,1,1,4,1,1,1,1,1,1,1,3,3,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,7
1,175,247,4,10,3,6,2,4,1,1,3,4,1,1,1,1,2,2,2,3,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,5,1,1,1,2,1,1,3,1,1,1,1,1,1,1,4,3,4,2,2,1,6
1,175,248,2,10,3,2,1,3,1,2,4,1,1,1,1,1,1,1,3,3,2,3,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,5,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,3,5,1,2,1,16
1,175,249,1,10,1,7,2,4,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,2,2,2,4,1,1,1,1,1,2,2,2,1,1,1,3,2,4,2,3,3,2,1,2,3,4,1,3,1,4,4,4,2,1,0,2,4,0,0,2,1,4,3
1,175,250,1,6,1,6,1,4,1,2,4,1,1,1,1,1,2,1,2,2,2,1,1,4,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,2,1,1,3,5,1,1,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,4,9
1,175,251,1,11,2,6,1,3,1,2,4,2,1,4,1,1,2,1,2,2,2,1,1,2,1,1,2,1,1,1,1,1,3,3,1,1,1,1,1,1,4,1,1,1,6,3,3,3,4,4,4,2,4,1,4,1,1,2,4,4,2,2,2,1,4,14
1,175,252,3,6,3,6,1,4,1,2,4,1,1,1,1,1,2,5,2,3,3,1,1,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,1,5,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,2,3,4,1,4,21
1,175,253,2,5,3,6,1,4,1,1,5,3,1,2,1,1,2,3,2,3,3,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,1,5,1,1,3,3,1,1,4,4,1,4,1,1,2,4,4,5,1,4,0,5,50
1,175,254,1,5,3,1,2,1,1,5,5,3,1,3,1,1,2,5,1,3,3,1,1,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,3,1,3,1,2,2,4,2,1,4,4,3,4,2,1,4,4,4,2,4,2,0,5,51
1,175,255,1,3,3,2,2,3,1,2,1,3,1,1,1,2,2,1,2,3,3,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,3,1,5,1,2,3,4,1,2,3,4,3,3,1,1,1,4,4,1,3,5,0,5,27
1,175,256,5,10,4,7,2,2,1,2,4,1,1,1,1,1,2,1,3,3,3,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,3,3,0,0,1,2,1,1,1,1,2,2,1,1,1,1,1,3,1,1,1,0,7,56
1,175,257,4,5,4,9,1,2,1,1,0,2,1,1,1,1,2,3,2,2,2,1,1,2,3,0,2,1,1,1,1,1,1,1,1,1,1,1,2,0,0,1,3,1,4,1,1,2,2,2,2,3,3,2,3,2,1,1,3,3,5,5,1,0,7,65
1,175,258,2,6,4,5,1,3,1,1,4,2,1,1,1,1,2,2,3,3,3,3,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,7,4,1,2,3,1,1,1,3,1,2,1,1,1,2,3,3,2,2,0,7,7
1,175,259,3,9,4,5,1,3,1,1,5,3,1,1,1,1,1,1,2,2,2,1,1,2,2,2,4,1,1,2,1,1,2,2,1,1,1,1,1,2,3,1,2,1,3,1,1,3,1,1,1,1,4,1,4,1,2,1,4,4,1,1,1,0,7,71
1,175,260,1,6,4,5,1,1,1,4,5,4,1,3,1,1,2,2,2,2,2,1,1,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,3,2,7,4,1,3,2,1,2,3,3,3,4,3,3,4,4,4,2,2,2,0,7,57
1,175,261,1,9,4,6,1,2,1,1,3,4,1,1,1,1,2,1,2,2,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,4,1,1,3,2,1,1,1,4,1,4,1,1,1,4,4,1,3,2,0,7,43
1,175,262,2,9,1,7,1,4,1,1,3,3,1,1,1,1,2,5,2,3,2,1,1,2,3,3,2,1,1,1,2,2,1,1,1,1,2,1,3,2,4,1,4,3,5,1,1,3,1,1,1,4,4,1,3,1,1,1,4,1,2,1,3,0,7,6
1,175,263,2,7,1,1,2,4,0,0,1,3,1,1,0,0,0,0,3,3,3,3,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,7,15
1,175,264,5,10,2,9,2,1,1,1,2,2,1,1,1,1,2,2,3,3,3,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,3,2,4,2,3,2,7,4,1,3,3,1,1,1,3,1,3,1,1,1,3,3,1,2,2,0,7,75
1,175,265,1,5,3,1,1,4,1,1,4,1,1,1,1,1,1,1,3,3,3,3,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,6,1,1,1,1,1,1,1,3,1,1,1,1,1,4,3,5,5,5,0,7,20
1,175,266,1,7,3,1,1,3,1,1,5,1,1,1,2,1,1,1,2,3,1,2,1,3,3,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,3,1,2,2,2,0,7,24
1,175,267,1,4,3,2,1,3,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,7,13
1,175,268,1,8,4,9,2,2,1,1,5,2,2,2,1,1,1,2,2,2,2,3,1,1,3,2,1,1,1,1,1,1,2,1,1,2,1,1,2,2,1,1,2,1,5,1,1,2,2,2,2,3,2,1,2,1,1,2,3,3,2,4,2,1,1,3
1,175,269,1,9,4,5,1,1,1,2,1,2,2,2,1,1,2,2,3,3,3,3,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,5,1,3,1,1,1,1,2,1,2,3,2,3,2,2,2,2,3,2,3,2,2,1,39
1,175,270,3,7,4,6,1,4,1,4,4,4,2,1,1,1,2,0,2,2,2,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,3,1,2,1,2,2,2,1,1,3,3,1,3,1,1,1,4,3,2,2,2,1,1,4
1,175,271,5,9,4,9,2,1,1,1,2,1,1,1,1,1,2,2,2,2,2,1,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,5,1,1,1,2,2,2,2,3,3,1,1,1,1,3,3,1,1,1,0,6,58
1,175,272,2,11,4,5,2,2,1,2,3,1,1,1,1,1,2,1,2,2,2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,3,1,2,1,1,3,1,1,2,2,4,1,1,1,2,1,1,4,2,4,2,0,6,81
1,175,273,1,3,4,6,1,1,1,1,4,1,1,1,1,1,2,1,2,2,2,1,1,3,3,1,2,1,1,1,1,1,1,1,1,1,1,1,4,1,2,1,3,1,5,1,1,2,1,1,3,1,3,1,1,1,1,1,1,1,1,2,1,0,6,53
1,175,274,1,4,4,4,1,3,1,1,3,4,1,2,1,2,2,2,3,3,3,3,1,1,3,2,1,1,1,1,2,1,1,1,1,1,1,2,2,1,3,0,3,3,1,1,3,2,3,1,1,2,4,1,3,1,1,3,4,4,2,5,5,0,6,16
1,175,275,1,2,1,1,1,4,1,2,5,2,1,2,1,2,3,2,3,3,3,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,2,2,2,1,2,1,1,3,3,3,2,2,4,3,4,2,2,3,4,4,2,4,3,0,6,18
1,175,276,2,10,2,7,1,2,1,1,2,1,1,2,1,2,2,5,2,2,2,1,1,2,3,2,2,1,1,1,1,1,2,2,1,1,2,1,2,1,2,1,3,1,4,1,1,2,3,2,1,1,3,2,3,2,2,2,3,3,3,4,3,0,6,29
