CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.29.,Q.30A.,Q.30B.,Q.30C.,Q.30D.,Q.30E.,Q.30F.,Q.30G.,Q.30H.,Q.30I.,Q.30J.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.40.,Q.41.,Q.42A.,Q.42B.,Q.42C.,Q.42D.,Q.42E.,Q.42F.,Q.42G.,Q.42H.,Q.42I.,Q.42J.,Q.42K.,Q.42L.,Q.44.,Q.45.,Q.46.,V.48.,V.49.,V.50.
1,175,277,2,9,2,1,1,2,1,3,4,1,1,3,1,1,2,2,3,3,2,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,3,5,1,1,2,4,2,1,1,4,1,1,1,1,3,4,4,2,4,2,0,6,51
1,175,278,3,9,2,3,1,2,1,1,4,1,1,1,1,1,2,1,2,2,2,1,1,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,2,2,2,3,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,0,6,7
1,175,279,3,5,3,7,1,4,1,2,4,2,1,1,1,1,2,1,2,2,2,1,1,2,3,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,2,2,1,3,3,2,2,2,3,2,1,1,1,1,3,3,2,2,2,0,6,26
1,175,280,2,5,3,7,1,3,1,3,1,3,1,3,1,1,2,4,2,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,3,2,1,2,4,1,2,4,4,1,4,1,1,4,4,2,2,4,3,0,6,83
1,175,281,5,4,3,8,1,2,1,1,5,1,1,2,1,1,2,3,2,2,2,1,1,2,2,1,2,1,1,1,1,0,1,1,1,1,1,1,3,1,3,2,3,2,7,4,2,0,2,1,1,1,4,1,1,1,1,1,4,2,1,3,5,0,6,71
1,175,282,2,11,4,4,1,3,1,2,4,1,1,2,1,1,2,3,2,2,2,1,1,1,1,2,2,1,2,1,1,1,1,2,1,1,1,1,2,1,2,1,2,3,0,0,1,3,2,1,1,1,3,1,3,1,1,2,3,3,2,3,3,0,8,61
1,175,283,1,9,4,4,1,3,1,1,4,4,1,4,1,1,1,1,3,3,3,3,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,2,2,5,2,4,2,7,4,1,3,1,1,2,4,4,4,4,2,1,4,3,4,2,4,2,0,8,55
1,175,284,1,9,2,4,1,3,1,1,2,1,1,1,1,1,1,1,3,3,3,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,4,1,1,2,2,2,2,1,2,2,3,1,1,1,2,2,2,2,2,0,8,5
1,175,285,1,4,4,4,1,2,1,2,4,1,2,1,1,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,1,5,1,1,2,1,1,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,75
1,175,286,1,11,1,7,1,3,1,2,4,1,2,1,1,1,4,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,5,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,2,83
1,175,287,1,11,1,4,1,1,1,1,4,2,2,2,1,1,2,5,3,3,3,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,5,1,2,1,3,2,0,0,1,1,0,1,0,1,1,1,0,0,5,5,1,2,2,74
1,175,288,1,8,2,8,2,3,1,2,4,2,2,2,1,1,2,3,2,2,2,1,1,2,3,1,1,1,2,1,3,1,2,3,1,1,1,1,1,1,2,1,2,1,4,1,2,3,4,1,2,1,3,3,4,1,2,1,4,4,1,4,3,2,2,33
1,175,289,1,7,2,6,1,4,1,1,4,2,2,2,1,1,1,1,3,3,3,3,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,5,1,1,1,2,1,1,2,1,1,3,1,1,2,1,1,5,1,1,2,2,65
1,175,290,1,3,3,3,2,2,1,1,3,1,2,1,1,1,2,5,2,3,3,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,4,1,1,1,1,2,1,1,3,1,3,1,1,1,3,3,2,2,1,2,2,97
1,175,291,5,9,4,9,1,1,1,1,4,1,2,1,1,1,2,2,2,2,2,1,1,4,3,1,4,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,5,1,1,2,1,0,1,1,2,2,4,2,1,2,3,4,2,2,2,2,3,16
1,175,292,1,1,4,1,2,1,1,1,2,2,2,1,1,1,2,1,2,2,2,1,1,2,1,2,2,1,1,1,1,1,1,2,1,1,2,1,3,1,3,1,3,2,7,4,1,2,1,1,1,1,2,1,4,1,2,1,1,1,1,2,4,2,3,46
1,175,293,1,9,3,8,2,2,1,2,3,2,2,1,1,1,2,3,2,2,2,1,1,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,0,1,5,1,1,2,3,1,1,2,3,1,2,1,1,1,2,1,1,2,2,2,3,52
1,175,294,3,9,4,9,2,2,1,1,2,3,2,3,1,1,1,1,3,3,3,1,1,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,5,1,1,2,2,1,1,4,4,2,4,1,1,3,4,4,3,1,2,0,6,79
1,175,295,2,6,2,9,2,2,1,1,4,1,2,1,1,1,2,1,3,3,3,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,4,3,3,3,1,2,1,2,1,1,1,1,1,2,2,2,4,3,0,6,57
1,175,296,5,10,5,9,2,1,1,2,4,1,3,1,1,1,2,3,2,2,2,1,1,2,2,2,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,2,3,1,2,1,2,2,2,1,1,1,1,2,3,3,1,5,1,2,2,108
1,175,297,1,9,4,4,2,1,1,1,5,2,3,1,1,2,2,4,2,2,2,1,1,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,4,1,1,1,4,1,1,2,4,1,1,1,1,1,3,4,2,3,2,2,2,109
1,175,298,1,11,1,7,1,3,1,1,4,1,3,1,1,2,1,1,2,2,2,1,1,2,3,1,2,1,0,1,1,1,2,1,3,1,0,1,2,1,4,2,2,1,5,2,1,2,2,1,2,1,2,1,1,1,1,2,4,4,2,1,1,2,2,14
1,175,299,1,11,1,7,2,3,1,1,1,1,3,1,1,1,1,5,3,3,3,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,7,4,2,2,0,0,1,0,0,0,0,1,0,0,0,0,2,2,1,3,2,78
1,175,300,1,9,1,6,1,1,1,3,5,1,3,1,1,1,2,5,2,2,3,3,1,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,2,7,4,1,1,0,1,1,1,1,1,2,1,1,1,2,2,5,5,5,2,2,64
1,175,301,4,8,2,6,1,2,1,1,4,3,3,1,1,1,2,2,2,2,2,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,5,1,1,1,2,1,1,4,3,2,2,1,1,1,4,4,2,2,1,2,2,3
1,175,302,1,8,2,6,1,4,1,3,4,4,3,1,2,1,2,2,2,3,3,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,5,1,1,3,2,1,1,3,3,3,3,1,1,3,2,2,0,1,2,2,2,5
1,175,303,0,9,0,6,2,3,1,1,4,1,3,1,1,1,2,1,2,3,3,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,7,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,10
1,175,304,3,10,3,6,1,4,1,2,4,1,3,1,1,1,1,5,3,2,2,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1
1,175,305,1,11,3,1,1,2,1,2,5,2,3,1,3,1,1,4,2,2,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,1,4,1,2,3,2,2,3,2,4,2,4,1,1,1,2,3,2,2,2,2,2,96
1,175,306,1,11,2,6,1,1,1,1,5,2,2,1,1,1,2,2,2,2,2,3,2,1,3,2,5,1,1,1,1,1,1,1,1,1,2,2,4,1,4,2,5,1,1,3,1,2,4,1,4,2,4,1,4,1,1,1,0,0,1,4,4,1,1,13
1,175,307,2,11,4,5,1,3,1,1,5,4,2,4,1,1,2,1,2,2,2,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,1,4,1,1,3,3,1,2,3,4,2,2,1,1,3,4,4,2,4,3,0,5,59
1,175,308,1,4,1,3,2,3,1,4,5,2,2,4,1,1,2,2,2,2,2,2,2,4,1,4,5,1,2,1,1,1,3,2,3,3,1,1,0,0,0,0,0,2,7,4,1,2,2,1,2,3,4,2,4,2,2,2,4,4,1,1,1,0,7,34
1,175,309,2,5,1,6,1,2,1,3,5,4,3,2,1,1,4,1,2,2,2,1,2,2,3,2,3,1,1,1,1,1,1,1,1,1,2,1,3,1,2,1,3,1,4,1,3,3,4,1,1,4,4,2,4,2,2,2,4,4,2,3,1,0,5,32
1,175,310,1,10,1,5,1,3,1,2,5,2,3,1,1,1,2,2,2,3,3,1,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,5,3,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,7,3
1,175,311,2,10,1,7,1,2,1,1,5,2,1,1,1,3,2,1,2,3,3,1,2,2,3,2,2,1,1,1,1,1,2,2,1,1,1,1,2,1,3,1,3,1,6,1,1,3,3,1,1,2,4,4,2,1,1,1,4,4,5,4,3,2,2,15
1,175,312,1,11,2,7,1,2,1,3,4,2,1,2,1,1,2,2,1,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,3,1,1,3,3,1,2,4,3,2,4,2,0,2,4,4,2,4,3,2,2,91
1,175,313,1,10,2,6,1,3,1,1,4,2,1,1,1,1,2,2,2,2,2,1,2,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,4,1,1,3,2,1,1,1,2,1,1,1,1,1,2,3,1,1,2,2,3,40
1,175,314,3,7,4,7,2,1,1,2,4,4,1,2,1,1,2,3,2,2,2,1,2,2,3,2,2,1,1,1,2,1,2,1,1,2,2,2,3,1,4,2,2,1,1,1,1,2,4,1,2,4,3,3,4,2,1,2,4,3,2,3,4,0,6,19
1,175,315,2,8,4,7,1,3,1,4,3,2,1,2,1,1,4,3,1,3,3,1,2,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,3,5,2,1,2,2,1,2,3,4,2,0,2,2,2,3,4,2,2,2,0,6,56
1,175,316,3,9,5,7,1,2,1,3,4,2,4,2,2,1,2,3,2,2,2,1,2,2,0,0,3,1,1,1,1,1,1,1,1,1,1,1,2,0,0,1,3,3,5,0,2,2,1,1,1,1,1,1,1,1,1,2,4,4,2,2,3,0,2,13
1,175,317,1,8,1,1,1,4,1,4,5,4,4,2,1,1,2,4,2,2,2,1,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,2,1,4,1,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,39
1,175,318,3,11,5,7,1,1,1,3,1,4,4,2,1,1,2,3,2,2,2,1,2,1,3,2,3,1,1,1,1,1,2,2,2,1,1,2,2,1,2,1,2,1,1,1,1,2,2,1,2,3,3,1,3,1,1,3,4,3,1,2,2,2,3,23
1,175,319,1,4,1,4,1,1,1,2,5,1,4,1,1,1,1,1,2,2,2,2,2,4,3,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,3,1,1,3,1,1,2,1,4,4,4,1,1,1,1,1,4,3,1,2,3,14
1,175,320,2,7,4,4,1,1,2,5,4,2,4,2,1,1,2,1,3,3,3,1,2,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,3,1,4,1,1,2,3,1,1,3,4,3,4,4,3,4,4,4,1,2,1,0,8,91
1,175,321,2,4,3,9,1,1,1,4,5,4,1,3,2,1,2,5,3,3,3,1,2,2,2,2,1,1,0,0,0,0,1,1,1,1,0,1,1,1,2,2,0,1,3,1,1,3,3,2,3,3,2,1,4,2,1,4,4,4,4,3,2,2,1,32
1,175,322,2,5,3,6,2,2,1,2,3,1,1,1,1,1,1,2,3,3,3,1,2,2,2,2,3,1,1,1,1,1,2,1,1,1,2,1,2,1,2,1,3,1,3,2,1,3,3,1,1,3,2,1,2,1,1,2,3,3,3,2,1,2,1,53
1,175,323,2,10,1,7,1,3,1,1,3,2,4,2,1,1,2,2,2,3,3,3,2,2,1,2,3,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,3,1,4,1,1,3,3,3,3,3,3,3,3,2,3,3,3,3,3,4,3,2,2,84
1,175,324,2,9,1,2,1,3,1,2,2,1,4,1,1,2,2,1,3,3,3,1,2,2,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,4,2,1,2,2,1,2,1,2,1,2,1,1,1,2,2,3,4,2,3,2,19
1,175,325,1,7,3,9,1,1,2,2,4,2,4,2,1,2,2,3,2,2,2,1,2,1,2,2,3,2,1,1,1,1,1,1,2,1,2,2,2,2,0,0,2,2,7,4,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,3,2,2,2,92
1,175,326,1,3,5,4,1,2,1,3,5,3,4,2,1,1,2,1,3,3,3,1,2,1,1,2,4,2,1,1,1,1,2,1,1,2,1,1,2,2,2,2,2,3,6,2,1,2,3,2,4,3,4,4,4,2,1,3,4,4,1,2,2,2,3,50
1,175,327,3,9,4,7,1,2,1,1,4,2,4,2,2,1,1,3,2,2,2,1,2,2,3,3,4,2,1,1,1,1,2,1,1,1,0,1,2,1,2,1,0,1,5,2,1,2,4,1,2,2,4,1,3,1,0,2,2,2,2,5,5,2,3,36
1,175,328,3,9,4,8,1,3,1,5,3,4,4,4,1,1,1,1,2,2,2,1,2,1,3,2,3,2,2,1,1,1,2,2,2,2,1,2,2,1,2,1,3,2,7,4,1,0,3,1,2,4,4,2,4,2,2,3,3,2,2,2,3,2,3,25
1,175,329,2,7,3,7,1,1,1,3,3,2,4,4,2,1,2,2,3,3,3,1,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,5,1,1,1,1,1,2,2,2,2,3,2,2,3,3,3,2,3,2,2,3,29
1,175,330,1,7,5,7,2,2,1,3,5,4,4,4,2,2,2,3,2,2,2,1,2,1,3,2,3,2,1,1,1,1,2,2,1,1,3,2,3,1,2,1,1,1,3,1,1,3,1,1,2,3,4,3,2,1,1,4,2,2,0,0,0,0,6,59
1,175,331,3,11,4,4,2,3,1,2,4,4,4,4,1,1,2,3,2,2,2,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,3,1,3,2,7,4,1,3,3,1,3,4,4,2,4,2,2,4,4,4,2,2,2,0,8,52
1,175,332,2,3,4,4,1,3,1,2,4,4,4,1,1,1,2,3,2,3,3,1,2,1,1,2,3,2,1,1,1,1,1,0,2,1,2,2,3,2,2,2,5,3,3,2,1,1,3,1,3,4,4,2,4,1,3,2,3,3,2,3,2,0,8,71
1,175,333,2,5,4,4,1,3,1,3,4,2,4,4,1,1,1,2,2,2,2,1,2,4,2,2,4,2,1,2,1,1,1,1,1,1,1,1,2,1,2,2,1,2,7,4,3,3,2,1,2,2,4,4,4,1,1,3,3,4,1,3,2,0,8,9
1,175,334,2,5,4,4,1,2,1,3,4,4,4,2,1,1,2,2,2,2,2,1,2,1,3,2,3,2,1,2,1,1,1,2,1,1,2,1,2,1,3,2,1,2,7,4,1,2,2,1,3,4,2,1,4,1,2,3,4,4,2,2,2,0,8,88
1,175,335,2,8,3,4,2,2,1,1,5,2,4,3,1,1,2,4,2,3,3,1,2,1,2,2,3,2,1,1,1,1,2,3,1,1,1,2,1,2,4,2,2,2,7,4,3,3,2,2,3,2,4,2,2,1,1,4,4,4,2,3,4,0,8,18
1,175,336,3,9,3,4,1,4,1,1,4,4,4,4,1,1,2,1,2,2,2,3,2,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,5,2,4,2,7,4,1,3,3,2,2,4,4,1,1,1,2,4,4,4,3,3,3,0,8,30
1,175,337,1,5,5,5,2,2,1,1,1,2,1,2,1,1,2,1,2,3,3,1,2,2,3,2,1,2,1,1,2,2,1,1,1,1,2,1,2,1,3,1,3,1,5,1,1,3,4,1,3,2,4,1,3,2,2,2,4,4,2,2,3,2,1,17
1,175,338,1,11,5,4,2,3,1,1,5,4,1,4,1,1,1,4,2,2,2,1,2,2,1,2,1,2,1,1,1,1,1,2,1,1,2,1,3,1,2,1,1,1,5,1,1,2,4,1,2,4,4,1,4,1,1,3,4,4,3,4,3,2,1,41
1,175,339,5,7,4,9,1,3,1,2,5,4,1,2,1,1,2,2,2,2,2,1,2,1,1,2,3,2,2,1,3,2,1,1,1,2,2,2,3,1,4,1,3,2,7,4,1,1,3,1,2,4,4,2,3,1,2,3,3,3,2,5,2,2,1,51
1,175,340,3,10,4,2,1,3,1,2,1,1,1,1,1,2,4,2,3,3,3,1,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,3,1,4,2,1,2,2,1,2,1,2,1,1,1,1,1,3,2,5,3,2,2,1,18
1,175,341,1,8,1,6,2,4,1,5,4,3,1,3,2,1,2,1,3,3,3,1,2,1,2,2,2,2,1,0,0,1,0,0,1,1,0,0,2,1,3,1,3,3,7,4,3,3,4,2,4,4,4,4,4,1,1,4,4,4,2,4,2,2,1,38
1,175,342,2,10,3,4,1,2,1,1,3,4,1,1,1,2,2,1,2,2,2,2,2,2,1,2,3,2,1,1,1,1,1,1,1,1,1,1,3,1,3,2,1,1,5,2,2,3,1,1,2,2,3,1,3,1,1,1,2,3,3,2,2,3,1,43
1,175,343,3,11,5,4,1,4,1,2,5,4,1,4,1,1,2,2,3,3,3,1,2,1,1,2,3,2,1,1,1,1,1,2,1,1,2,1,2,2,4,2,4,2,7,4,1,3,3,2,4,4,4,2,4,2,2,4,4,4,3,4,2,1,4,57
1,175,344,2,6,4,2,1,3,1,2,5,4,1,2,1,1,2,2,2,3,3,1,2,1,3,2,3,2,1,1,1,1,1,2,1,1,2,2,2,1,2,1,5,2,7,4,2,2,3,2,2,3,4,2,3,2,1,3,3,3,2,2,3,1,4,54
1,175,345,1,6,2,6,1,3,1,2,5,3,1,2,2,1,2,2,2,2,2,1,2,2,3,2,3,2,1,1,1,1,1,1,1,0,0,1,2,1,3,1,3,1,4,2,1,3,4,1,3,4,4,2,4,1,2,2,4,4,1,2,2,0,5,29
1,175,346,1,5,3,6,0,3,1,2,4,4,1,1,1,1,2,5,3,3,3,1,2,3,3,2,2,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,3,1,5,2,2,2,4,2,2,3,2,2,4,2,2,4,4,4,5,4,2,0,5,49
1,175,347,1,11,3,4,2,2,1,1,4,4,1,2,1,1,2,2,2,2,2,1,2,2,3,2,3,2,2,2,2,1,3,2,1,1,2,2,2,1,3,2,5,1,5,2,2,0,4,2,3,3,4,2,2,2,2,2,4,4,3,2,3,0,5,76
1,175,348,1,3,3,4,1,2,1,2,5,2,1,1,1,1,2,2,2,1,1,1,2,2,3,2,3,2,2,2,1,1,2,2,1,2,1,3,3,1,2,1,2,1,4,2,1,2,2,2,2,3,4,2,4,2,2,3,4,4,2,3,3,0,5,65
1,175,349,2,9,4,3,1,4,1,1,5,2,1,2,2,1,2,4,3,3,2,3,2,4,3,2,4,2,1,1,1,1,1,2,1,2,1,2,3,1,2,1,3,2,7,4,2,2,3,2,3,2,4,2,3,1,1,2,4,4,5,5,5,0,7,73
1,175,350,2,10,3,7,1,3,1,2,4,2,1,1,1,1,2,2,2,2,2,1,2,2,3,2,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,2,2,2,7,4,2,2,3,2,3,3,4,2,2,1,1,2,4,3,2,3,2,0,7,35
1,175,351,3,10,3,9,1,3,1,1,5,4,1,2,1,1,2,1,2,3,3,1,2,2,3,2,3,2,1,1,1,1,1,1,1,1,1,1,2,2,4,1,2,2,7,4,2,3,2,1,2,3,3,1,2,1,1,2,2,3,1,3,2,0,7,1
1,175,352,1,10,3,5,1,4,1,3,4,2,1,2,1,1,2,2,2,2,2,1,2,2,1,2,4,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,7,4,2,2,1,1,1,2,4,3,4,1,1,2,4,4,2,2,1,0,7,29
1,175,353,3,10,3,6,1,4,1,1,5,2,1,1,1,1,2,1,3,3,3,1,2,1,3,2,2,2,2,2,2,2,1,1,1,2,2,2,3,2,4,2,5,2,7,4,2,2,3,1,2,2,3,1,2,1,1,2,3,3,2,3,3,0,7,23
1,175,354,1,10,4,7,1,1,1,1,5,1,2,2,1,1,2,4,2,2,2,2,2,2,1,2,1,2,2,1,2,1,1,2,1,1,2,1,2,1,4,1,3,1,3,1,1,3,3,1,2,2,4,1,1,1,1,3,2,2,1,2,3,2,1,33
1,175,355,4,10,4,3,1,3,1,1,3,1,2,1,1,1,2,1,2,2,2,1,2,2,2,2,3,2,1,1,2,1,1,1,1,1,2,1,3,2,5,1,4,1,4,1,1,3,3,1,3,1,4,1,4,1,1,1,3,4,3,4,2,2,1,9
1,175,356,3,10,1,7,1,3,1,1,4,2,1,1,1,2,2,2,2,2,2,1,2,4,1,2,5,2,1,1,1,1,1,1,1,1,1,1,2,1,3,1,3,2,7,4,3,3,4,0,1,1,4,1,3,1,1,1,3,3,5,4,5,0,6,54
1,175,357,1,5,1,1,1,4,1,1,4,2,1,1,1,1,2,3,3,3,3,3,2,2,3,2,4,2,1,1,2,1,1,1,1,1,2,2,3,1,3,2,3,3,6,3,1,2,1,1,2,2,3,1,4,1,1,1,2,2,1,3,2,0,6,65
1,175,358,1,11,2,7,2,1,1,4,5,4,1,2,1,2,2,3,2,2,2,1,2,2,3,3,2,2,1,1,1,1,1,1,1,1,1,1,3,1,4,2,2,1,1,2,1,3,2,2,2,4,4,2,2,2,2,3,3,3,1,4,2,0,6,34
1,175,359,3,10,2,7,1,2,1,1,3,4,1,2,1,1,4,3,2,3,3,1,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,2,3,1,4,2,3,2,7,4,2,3,2,1,2,3,3,1,3,1,2,2,3,3,2,5,5,0,6,27
1,175,360,1,11,3,7,1,2,1,3,3,2,1,1,1,1,2,1,2,2,2,1,2,2,3,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,1,5,1,1,3,3,2,1,1,3,2,3,1,1,1,4,4,1,4,2,0,6,28
1,175,361,2,4,3,7,1,2,1,3,3,2,1,2,1,1,2,3,3,3,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,1,2,1,3,2,2,1,3,2,2,2,2,1,3,2,3,3,3,2,3,3,3,3,4,2,3,0,6,9
1,175,362,2,7,3,7,1,4,1,3,3,1,1,1,1,1,2,4,2,2,2,1,2,2,3,2,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,1,3,1,3,2,1,2,3,1,2,2,3,1,2,1,1,2,3,3,1,2,1,0,6,85
1,175,363,2,10,3,7,1,1,1,1,4,1,1,1,2,1,2,5,2,2,2,1,2,2,3,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,1,3,1,1,3,1,1,0,1,3,2,4,1,1,1,3,4,2,2,2,0,6,78
1,175,364,4,9,3,9,1,3,1,1,3,1,1,1,1,1,2,2,2,2,2,3,2,2,3,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,3,1,3,3,6,0,3,3,2,1,2,1,2,1,2,2,2,2,3,2,2,4,2,0,6,90
1,175,365,5,9,3,9,1,4,1,1,4,3,1,1,1,1,1,1,2,2,2,1,2,2,1,2,3,2,1,1,1,2,0,0,1,1,2,1,2,1,2,2,3,2,7,4,2,3,2,1,2,4,4,2,2,2,2,2,3,3,2,4,3,0,6,30
1,175,366,4,9,3,5,1,3,1,3,1,4,1,2,1,1,2,1,1,2,2,1,2,2,2,3,3,2,1,1,2,1,2,2,1,2,2,2,2,1,2,1,1,2,7,4,2,3,3,1,2,4,4,4,4,4,4,4,4,4,2,2,3,0,6,46
1,175,367,3,7,3,5,1,2,1,1,4,3,1,1,1,1,2,2,3,3,3,1,2,2,3,3,3,2,1,1,2,1,1,1,1,1,1,1,2,1,2,2,3,1,3,1,3,2,3,2,3,4,3,1,2,1,1,1,3,3,5,3,2,0,6,32
1,175,368,2,5,5,4,1,2,1,3,5,3,1,2,1,2,2,2,2,2,2,1,2,1,3,2,2,2,1,1,1,1,1,2,1,1,1,2,2,2,5,2,4,2,7,4,2,2,3,2,2,3,4,2,3,1,2,2,3,3,2,5,2,0,8,2
