CARD.,DECK.,BALLOT.,FORM.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.5..1,Q.6B.,Q.7.,Q.8.,Q.9A.,Q.9B.,Q.9C.,Q.9D.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21A.,Q.21B.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26A.,Q.26B.,Q.27.,Q.28.,Q.29.,Q.30A.,Q.30B.,Q.30C.,Q.30D.,Q.31A.,Q.31B.,Q.31C.,Q.31D.,Q.31E.,Q.31F.,Q.31G.,Q.31H.,Q.31I.,Q.31J.,Q.31K.,Q.31L.,Q.31M.,Q.31N.,Q.31O.,Q.31P.,Q.31Q.,Q.31R.,Q.31S.,Q.31T.,Q.32.,Q.33.,Q.34.,Q.35A.,Q.35B.,Q.36A.,Q.36B.,Q.36C.,CARD..1,DECK..1,BALLOT..1,FORM..1,Q.36D.,Q.36E.,Q.36F.,Q.36G.,Q.36H.,Q.36I.,Q.37A.,Q.37B.,Q.38.,Q.39.,Q.40A.,Q.40B.,Q.42.,Q.43A.,Q.43B.,Q.43C.,Q.43D.,Q.43E.,Q.43F.,Q.43G.,Q.43H.,Q.43I.,Q.43J.,Q.44.,Q.47A.,Q.47B.,Q.47C.,Q.47D.,Q.47E.,Q.49.,Q.50A.,Q.50B.,Q.50C.,Q.50D.,Q.51A.,Q.51B.,Q.53A.,Q.53B.,Q.54A.,Q.54B.,Q.54C.,Q.54D.,Q.54E.,Q.55A.,Q.55B.,Q.56.,Q.57.,Q.58.,Q.58..1,Q.58..2,Q.58..3,Q.58..4,Q.58..5,Q.58..6,Q.58..7,Q.58..8,Q.58..9,Q.58..10,Q.58..11,Q.58..12,Q.59.,Q.60A.,Q.60B.,Q.61A.,Q.61A..1,Q.61B.
1,101,88,4,1,2,1,3,9,3,36,4,9,1,2,2,1,3,3,1,1,2,2,1,3,1,1,2,2,2,3,1,1,2,1,3,1,1,1,2,2,2,1,2,4,3,4,4,3,2,4,1,2,1,1,1,2,4,4,2,1,1,3,1,1,3,3,1,2,1,2,101,88,4,1,1,1,2,0,1,3,1,1,2,2,2,2,1,2,4,4,4,4,3,4,4,4,1,1,1,3,2,3,2,2,3,2,2,1,1,2,2,1,20,60,19,0,2,1,3,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,4,3,4,3,4
1,101,89,4,2,1,2,4,9,3,31,4,10,1,1,2,2,3,1,2,1,1,2,2,3,1,1,2,3,2,8,2,2,2,1,2,2,1,1,2,1,1,2,1,4,3,4,3,3,4,4,1,3,2,1,3,4,1,4,2,4,2,3,3,4,3,3,1,1,3,2,101,89,4,3,3,1,3,3,3,1,3,1,1,1,1,1,2,4,4,4,2,4,3,4,4,4,1,1,1,5,2,1,3,1,3,1,2,3,1,1,1,5,50,40,5,0,1,3,3,3,2,1,2,2,2,2,1,2,2,2,2,2,2,2,6,1,3,4,2
1,101,90,4,1,1,1,4,4,3,21,4,4,1,1,2,2,3,4,2,2,2,2,1,3,3,8,1,2,2,3,2,2,2,2,6,3,2,2,2,2,2,4,3,4,3,4,4,1,4,0,2,2,2,4,1,1,4,1,3,2,0,3,1,1,3,3,1,1,3,2,101,90,4,3,3,1,2,3,2,2,3,2,2,3,1,2,2,1,2,0,4,0,2,3,4,4,1,5,2,5,3,1,2,2,4,2,3,0,1,0,1,5,10,65,20,0,2,2,3,3,2,2,2,2,1,2,2,1,2,2,2,2,2,3,2,2,4,3,2
1,101,91,4,2,5,3,3,4,3,45,4,4,1,2,2,2,1,3,2,1,1,3,2,3,2,8,1,1,2,8,1,1,2,2,2,2,5,1,2,1,1,1,4,0,2,1,1,2,4,2,4,1,2,1,1,2,4,1,3,1,2,3,1,3,3,2,1,3,1,2,101,91,4,1,1,1,2,3,3,1,1,1,1,1,1,1,1,2,0,0,0,0,1,3,0,0,3,1,1,4,2,1,2,2,4,2,3,3,1,1,2,5,75,20,0,0,3,1,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,6,6,3,4,1
1,101,92,4,2,1,1,3,9,3,37,4,0,1,2,2,1,2,1,1,1,2,2,2,1,1,1,1,1,2,2,1,1,2,2,3,2,2,2,2,1,2,1,2,0,3,4,1,4,2,1,2,4,4,2,2,4,1,2,3,3,2,4,3,4,3,3,1,1,3,2,101,92,4,3,1,1,2,3,2,1,3,2,1,1,1,1,2,2,3,4,4,4,3,4,4,4,1,1,1,5,0,1,2,2,1,2,2,2,1,1,2,10,15,60,10,5,2,1,3,3,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,3,4,4
1,101,93,4,1,1,1,4,9,3,30,4,9,1,2,2,2,1,2,2,1,1,2,3,1,1,8,1,2,2,3,1,2,2,1,3,2,2,1,2,1,1,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,3,3,1,1,1,2,101,93,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,4,1,4,4,4,4,4,1,1,1,1,1,1,2,1,1,1,1,3,1,1,2,5,5,70,20,0,2,1,3,3,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,4,0,4
1,101,94,4,2,3,1,3,9,3,9,4,4,1,3,2,2,1,3,1,1,2,2,2,1,2,8,1,3,2,2,2,0,0,0,0,0,1,2,2,1,2,4,1,1,2,1,2,1,1,4,1,1,4,1,1,4,2,1,2,4,1,4,3,1,3,3,1,1,3,2,101,94,4,3,3,1,2,3,3,2,1,2,1,3,3,1,3,3,4,4,4,4,4,4,4,3,3,3,1,2,1,1,0,1,2,1,1,1,1,1,2,5,25,50,5,15,2,1,3,3,2,2,2,1,2,2,2,1,2,2,2,2,2,1,4,4,4,3,2
1,101,95,4,1,5,1,3,10,1,45,4,4,1,2,2,1,1,1,1,1,2,2,2,3,1,8,1,2,2,3,1,1,1,1,4,1,1,2,2,2,2,4,2,4,2,1,1,2,2,1,2,4,2,2,2,1,4,4,2,2,1,4,1,1,3,2,1,1,2,2,101,95,4,1,1,1,2,3,2,1,1,2,1,3,2,2,1,2,2,4,2,4,4,4,4,2,1,1,1,1,1,5,3,2,2,2,2,2,2,1,1,1,2,77,10,10,2,1,3,3,2,2,2,2,2,2,2,2,2,2,1,1,2,2,5,3,4,3,4
1,101,96,4,2,3,1,4,3,4,18,4,9,1,3,2,1,3,1,2,1,2,2,3,2,1,8,1,2,2,8,1,1,1,1,3,2,2,2,2,2,1,4,4,4,2,4,4,4,4,4,4,1,4,2,4,4,4,4,2,2,4,4,1,4,3,3,1,1,2,2,101,96,4,1,1,1,3,3,3,1,1,1,1,3,1,1,2,2,4,4,4,4,4,4,4,4,1,1,1,2,2,1,3,1,2,2,2,3,1,1,2,2,13,75,10,0,1,1,3,3,2,2,2,2,1,2,2,2,2,2,1,2,2,2,6,6,3,4,3
1,101,97,4,2,4,2,3,2,4,83,4,4,1,2,2,3,1,1,1,1,1,2,3,3,3,1,1,2,2,2,1,1,1,2,1,1,1,4,3,3,3,3,3,3,3,4,3,4,4,4,4,4,3,3,4,3,3,3,3,4,4,4,3,4,3,2,1,1,3,2,101,97,4,3,1,1,1,1,3,1,1,3,1,3,3,1,0,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,2,1,3,2,4,2,1,1,1,0,35,50,0,15,1,1,3,3,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,3,4,4
1,101,98,4,2,4,1,4,9,3,30,4,9,1,3,2,1,1,2,2,1,3,2,3,3,1,8,1,2,2,2,2,2,2,0,1,2,5,1,2,1,2,1,2,1,3,1,4,2,1,1,1,4,4,2,2,1,4,2,2,1,2,4,1,1,3,3,1,1,3,2,101,98,4,3,3,1,1,3,1,1,3,1,1,1,1,1,1,2,4,4,3,4,4,4,4,4,3,1,1,5,5,1,1,1,3,1,2,2,1,1,2,0,20,40,20,20,1,2,3,3,2,1,2,2,1,2,2,2,2,2,2,2,2,4,6,6,3,4,4
1,101,99,4,2,2,4,2,9,4,11,4,4,1,2,2,1,3,0,2,2,4,2,3,1,1,8,1,2,2,3,2,2,2,2,0,3,2,1,2,1,1,4,4,1,2,3,4,2,1,1,2,2,4,2,1,1,4,1,2,1,3,4,1,1,3,3,1,2,3,2,101,99,4,3,1,1,2,1,1,1,2,2,1,3,1,2,1,2,4,4,4,4,2,4,4,4,2,1,5,1,1,2,4,1,3,1,4,2,1,2,2,0,2,58,40,0,1,1,3,3,2,2,2,2,2,1,2,2,2,1,2,2,2,4,1,2,4,3,4
1,101,100,4,2,3,1,3,9,3,65,4,6,1,2,2,2,1,2,1,1,1,2,2,2,3,8,2,1,2,3,1,2,2,2,4,1,1,2,2,1,1,1,2,1,3,4,1,4,1,1,1,2,2,3,1,4,4,1,3,3,1,4,3,2,3,3,1,1,2,2,101,100,4,1,2,1,2,3,2,1,1,3,1,3,2,1,4,4,4,4,4,4,4,4,4,4,3,1,1,3,5,5,2,2,3,2,3,2,1,1,2,0,0,0,0,0,1,1,3,3,2,2,2,2,2,2,1,2,2,2,1,2,2,4,2,2,3,0,3
1,101,101,4,2,2,1,3,9,3,75,4,9,1,2,2,2,2,3,2,2,1,2,2,3,2,8,1,1,2,3,2,2,2,2,3,2,2,2,2,2,2,4,2,0,2,2,3,0,4,2,4,1,3,3,4,4,4,0,2,1,1,4,0,4,3,3,1,1,3,2,101,101,4,3,1,1,0,3,3,2,1,2,1,2,2,1,2,3,4,3,4,4,4,4,4,4,1,1,1,5,5,1,2,1,3,1,3,3,1,1,1,0,0,0,0,99,2,1,3,3,2,2,2,2,2,2,2,2,2,2,1,1,2,2,3,3,4,3,3
1,101,102,4,3,5,1,4,9,3,38,4,4,1,1,2,2,1,2,2,1,2,2,2,3,1,8,2,1,2,3,3,1,1,1,1,2,3,1,1,2,1,2,2,3,2,4,4,4,3,2,3,4,4,4,2,2,2,4,4,3,2,4,1,4,3,3,1,1,1,2,101,102,4,1,1,1,1,1,1,2,1,1,2,3,3,2,2,3,4,4,4,4,4,2,4,1,1,1,1,1,1,1,1,2,3,2,3,1,1,1,2,5,10,80,5,0,1,1,3,3,2,2,2,2,2,2,2,2,2,2,1,1,2,2,3,3,4,3,1
1,101,103,4,3,3,3,4,2,2,30,4,9,1,2,2,2,3,2,1,1,1,2,2,2,1,1,3,1,2,9,3,1,1,1,1,1,1,3,2,3,1,2,3,4,4,3,4,4,4,3,4,4,2,4,4,2,4,4,3,3,0,4,1,4,3,3,1,1,2,2,101,103,4,2,1,1,2,0,2,1,1,2,2,3,3,1,2,0,0,0,0,0,0,0,0,0,3,1,1,1,1,1,1,2,3,2,3,1,1,1,2,0,0,40,60,0,1,1,3,3,2,2,2,1,2,2,2,2,2,2,1,2,2,1,3,3,4,5,4
1,101,104,4,2,5,1,4,4,3,28,4,9,1,2,2,2,1,2,2,2,1,3,4,3,2,8,3,2,2,3,2,2,2,2,3,3,3,3,2,3,4,1,4,4,2,4,1,4,0,4,3,3,4,1,1,2,1,0,3,3,1,4,1,2,3,3,1,1,1,2,101,104,4,2,1,1,3,3,2,2,1,1,4,3,2,2,1,1,4,2,4,4,3,4,4,2,3,5,2,5,1,2,3,2,3,2,3,2,1,1,2,0,10,75,10,5,2,1,3,3,2,2,2,2,1,2,2,1,2,2,2,2,2,3,6,4,4,3,1
1,101,105,4,2,5,1,4,9,3,0,4,9,1,1,2,3,3,0,2,1,0,1,0,0,0,8,1,2,0,3,1,2,1,2,6,2,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,1,1,3,2,101,105,4,3,1,1,1,3,2,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,3,1,1,5,2,1,3,0,3,0,4,0,0,1,1,0,0,40,10,50,0,0,4,3,2,2,2,2,1,2,2,2,2,2,2,2,2,3,1,1,3,4,1
1,101,106,4,2,3,1,4,9,3,21,4,4,1,2,2,2,1,2,1,2,1,2,2,2,1,8,2,3,0,2,1,1,1,1,3,2,2,2,2,2,2,1,2,1,2,1,1,2,1,1,1,1,4,1,4,1,4,4,1,4,1,4,1,0,3,3,1,1,3,2,101,106,4,3,1,1,3,3,1,1,3,1,1,1,1,1,0,2,4,4,4,4,4,4,4,2,1,2,1,2,4,1,2,1,1,1,1,1,1,2,2,0,20,75,5,0,2,1,3,3,2,2,2,1,2,2,2,2,2,2,1,2,2,2,6,3,3,0,2
1,101,107,4,2,2,2,4,9,3,31,4,0,2,1,1,1,3,4,1,1,1,2,2,3,1,8,1,2,1,3,2,2,1,1,0,2,2,2,2,2,2,4,1,1,2,4,4,4,4,4,4,1,4,2,1,4,4,1,1,4,1,4,3,1,3,3,1,1,2,2,101,107,4,3,1,1,1,3,3,1,2,2,2,3,2,2,2,2,2,1,3,4,2,4,4,3,1,1,1,1,5,1,1,1,2,1,3,2,1,1,1,10,40,20,25,5,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,4,3,4
1,101,108,4,1,2,2,4,4,3,38,4,3,2,1,1,2,3,1,3,1,1,2,2,2,1,8,1,2,2,3,3,2,1,1,3,2,4,1,2,1,2,2,3,1,3,1,4,1,1,2,4,1,2,3,1,4,4,1,2,3,4,2,1,4,3,2,1,1,2,2,101,108,4,2,1,0,0,3,3,1,1,2,1,1,1,1,3,3,2,2,4,4,4,4,4,4,1,1,1,2,1,1,2,1,3,1,4,2,2,1,1,0,10,60,20,10,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,3,2,3,5,3,1
1,101,109,4,3,2,2,4,5,1,35,4,3,2,1,1,2,3,1,1,1,1,2,4,2,1,8,2,3,2,3,1,1,2,2,2,2,3,2,2,3,3,1,3,3,2,3,1,3,4,4,4,4,2,3,4,4,3,1,2,1,3,3,3,3,3,2,1,1,1,2,101,109,4,1,1,1,1,1,3,2,3,1,1,2,1,1,2,2,4,4,3,4,4,4,4,4,1,1,1,3,2,2,2,1,3,2,3,1,1,1,0,5,25,20,5,45,1,3,3,3,2,2,2,2,2,1,2,2,2,2,2,2,1,3,2,2,4,3,2
1,101,110,4,2,5,1,3,4,1,60,4,4,2,3,1,1,3,4,1,2,1,2,2,1,2,8,1,3,0,3,1,1,1,1,0,1,1,2,2,2,1,1,1,4,2,4,4,4,4,4,4,4,1,1,4,1,4,1,4,1,4,4,1,1,3,3,1,1,1,2,101,110,4,1,1,1,1,3,3,1,1,1,2,1,1,1,2,2,4,4,2,4,3,4,4,2,3,5,1,5,5,1,4,1,3,1,3,2,1,1,2,0,5,94,1,0,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,4,2,4
1,101,111,4,2,2,2,3,7,4,63,4,4,2,3,3,0,3,2,1,1,1,2,2,1,1,8,1,2,4,3,1,1,2,2,1,2,3,2,2,2,2,2,4,4,2,4,4,4,1,4,4,4,4,2,4,4,1,4,4,4,4,3,1,4,3,3,1,1,1,2,101,111,4,1,1,1,2,3,3,1,1,1,2,0,0,1,4,2,4,2,4,4,4,4,4,4,1,1,1,5,5,1,2,1,3,3,3,2,1,1,2,5,5,70,20,0,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,5,3,3,5,3
1,101,112,4,2,3,1,4,9,3,30,4,9,2,1,3,1,1,2,1,1,1,2,1,1,1,0,1,1,4,9,1,2,1,1,6,2,2,1,2,1,1,4,0,1,2,4,3,3,4,1,4,4,4,4,4,4,4,1,3,2,1,3,1,4,3,3,1,1,0,2,101,112,4,0,0,1,1,2,1,1,1,1,1,3,3,1,4,4,3,4,3,4,3,4,4,4,1,1,1,1,4,1,3,2,4,2,4,1,1,2,2,0,0,90,10,0,3,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,4,3,1
1,101,113,4,1,1,2,4,2,2,60,4,3,2,1,3,1,1,3,1,1,1,2,2,3,1,8,1,1,4,7,2,1,2,1,3,2,4,3,2,2,2,4,2,2,3,4,4,4,1,2,1,1,1,1,2,2,2,1,3,3,1,1,1,3,3,3,1,1,1,2,101,113,4,1,1,1,2,2,2,2,1,1,2,1,1,1,1,2,4,4,2,4,2,4,4,4,1,3,2,3,1,1,2,1,1,1,1,1,1,1,2,20,10,50,20,0,2,1,2,3,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,3,5,1
1,101,114,4,2,6,1,4,9,2,20,4,9,2,1,3,1,3,3,1,1,1,2,2,1,2,8,1,2,4,2,2,1,2,2,2,1,1,1,1,1,1,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,0,4,3,4,3,3,1,1,3,2,101,114,4,3,1,1,1,3,1,1,1,1,1,3,1,1,2,2,4,3,4,4,4,4,4,4,0,5,1,3,1,1,3,1,2,1,2,1,1,1,2,5,20,75,0,0,3,1,3,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,3,3,4,1
1,101,115,4,1,5,3,4,8,2,25,4,4,2,1,3,1,3,2,1,1,1,2,3,1,1,8,3,2,4,3,2,1,1,1,2,1,1,1,1,2,2,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,2,4,1,1,3,3,1,1,1,2,101,115,4,1,1,1,2,0,1,2,1,1,2,1,1,1,1,1,3,3,3,4,4,4,4,1,1,1,1,1,5,5,3,1,3,2,2,1,1,1,2,5,10,75,10,0,2,1,3,3,2,2,2,2,2,2,2,1,2,2,2,2,1,3,3,3,4,3,4
1,101,116,4,3,2,1,4,2,3,30,4,1,2,1,3,1,1,3,2,1,1,2,2,2,3,8,1,1,4,3,2,2,1,1,3,2,3,2,2,2,3,4,2,4,2,4,1,1,4,4,4,4,4,2,4,4,1,4,4,2,4,4,2,2,3,3,1,1,1,2,101,116,4,1,2,1,2,3,2,2,3,2,1,3,2,2,2,2,2,4,2,4,2,4,4,3,2,1,2,2,1,1,2,2,3,2,3,2,1,2,1,10,30,56,2,2,1,3,3,3,2,2,2,2,1,2,2,2,2,2,2,1,2,3,3,2,3,4,5
1,101,117,4,2,2,1,3,9,3,60,4,9,2,2,3,1,1,1,1,2,2,2,2,2,1,1,2,2,4,8,1,1,2,2,2,2,3,1,2,1,1,2,1,2,3,2,2,3,0,2,3,2,1,2,2,2,4,2,3,3,2,4,3,3,3,3,1,1,2,2,101,117,4,3,1,1,1,3,2,1,1,1,1,1,1,1,2,2,4,4,4,4,4,4,4,4,1,2,1,3,2,1,3,1,3,1,2,1,1,1,2,1,10,70,10,9,2,1,3,3,2,2,2,2,1,2,2,1,2,2,2,2,2,2,5,5,3,4,3
1,101,118,4,1,1,3,3,9,3,85,4,7,2,1,3,1,1,3,2,1,1,2,2,1,3,8,2,3,4,3,2,2,2,2,4,2,2,2,2,2,1,4,1,1,3,4,1,4,4,1,1,2,2,4,4,4,4,4,2,4,4,4,1,1,3,3,1,1,3,2,101,118,4,3,1,1,2,3,1,1,1,2,2,1,1,1,1,2,3,4,2,4,4,4,4,4,1,1,1,4,3,5,3,2,4,1,4,1,1,1,2,1,10,75,14,0,2,1,3,3,2,2,2,2,2,2,1,2,2,2,2,1,2,2,3,3,5,4,4
1,101,119,4,2,1,1,4,9,3,35,4,9,2,3,3,2,3,1,1,1,2,3,2,3,2,8,2,1,1,3,1,1,2,2,3,2,4,2,2,1,2,4,2,4,3,4,3,1,4,4,2,4,3,2,1,2,4,4,3,2,2,3,1,1,3,3,1,1,3,2,101,119,4,1,2,1,3,3,3,1,1,2,1,2,1,3,1,2,4,2,4,4,2,4,4,3,1,1,1,2,1,1,3,2,4,2,4,3,1,1,2,0,20,75,5,0,2,1,2,3,2,2,2,1,1,2,2,2,2,2,2,2,2,2,6,2,4,3,1
1,101,120,4,1,5,2,4,8,2,30,4,4,2,1,3,1,1,3,1,1,1,2,1,1,1,8,2,2,1,2,2,2,1,2,3,2,2,1,2,1,1,4,1,4,2,4,4,4,1,4,1,4,4,4,4,4,4,4,1,4,4,4,3,3,3,3,1,1,1,2,101,120,4,1,1,1,3,3,1,1,1,1,2,2,1,1,2,2,4,2,2,4,3,4,4,4,3,2,1,3,1,1,2,3,2,3,2,1,1,1,2,5,30,65,0,0,2,1,3,3,2,2,2,1,2,2,2,2,2,2,2,1,2,2,5,4,4,3,4
1,101,121,4,2,3,1,4,9,3,20,4,9,2,1,3,2,1,3,2,1,1,2,2,1,3,8,2,2,2,3,1,2,2,2,4,3,5,3,2,2,3,4,2,1,3,4,1,2,1,4,1,4,4,2,4,1,4,2,4,3,4,3,1,2,3,2,1,1,1,2,101,121,4,1,1,1,2,3,1,2,1,1,1,2,1,1,1,2,4,3,4,4,2,4,4,4,3,1,1,2,1,3,2,2,2,2,2,2,1,1,1,20,10,50,20,0,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,4,2,1,4,3,5
1,101,122,4,2,2,1,3,9,3,35,4,9,2,2,3,0,0,0,2,1,2,2,3,3,3,8,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,4,2,2,2,1,4,4,4,2,2,1,1,2,2,1,2,2,3,4,3,3,1,1,3,3,1,1,1,2,101,122,4,1,2,1,1,1,1,1,3,1,1,1,1,3,2,2,4,4,2,4,4,4,4,0,3,1,2,5,4,1,4,2,2,1,3,2,1,1,2,5,20,60,15,0,1,1,2,3,2,2,2,2,2,2,2,1,2,2,2,2,1,2,6,3,2,4,4
1,101,123,4,2,1,1,2,7,4,20,4,9,2,3,3,1,3,1,2,1,2,2,2,2,1,8,1,1,2,2,1,1,2,2,0,1,1,2,2,1,3,1,4,2,2,4,3,1,4,1,1,1,4,4,1,1,4,1,1,2,1,3,1,4,3,3,1,2,1,2,101,123,4,3,2,1,2,3,2,1,1,1,2,1,1,1,2,1,2,2,4,4,4,4,4,4,1,5,1,5,2,1,2,1,2,1,2,1,1,1,2,2,13,75,2,8,2,1,2,3,2,2,2,1,2,2,2,2,1,2,2,2,2,2,5,3,5,2,4
1,101,124,4,1,4,2,3,4,3,72,4,11,2,2,3,3,1,1,1,2,1,2,2,3,2,8,2,2,2,3,3,1,2,2,5,2,2,1,2,2,1,2,1,2,3,2,4,2,4,2,4,4,4,2,2,4,4,4,3,3,4,3,1,1,3,3,1,1,2,2,101,124,4,3,2,1,2,3,2,1,1,1,1,3,1,1,1,1,4,4,4,4,4,4,4,4,1,1,1,3,4,1,2,2,4,2,3,1,1,1,2,2,1,82,5,10,2,1,2,3,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,3,4,5,4
1,101,125,4,2,4,1,4,4,3,42,4,7,2,3,3,2,1,1,2,2,1,2,2,1,2,8,2,2,2,3,1,2,2,2,2,2,3,1,2,1,2,1,3,2,3,1,1,1,2,2,4,4,1,4,4,1,4,2,2,2,1,3,1,4,3,3,1,1,3,2,101,125,4,1,1,1,2,3,2,1,1,1,1,3,1,2,2,4,4,2,4,4,4,4,4,2,2,1,1,2,1,2,3,2,4,2,4,1,1,1,2,0,10,80,5,5,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,5,4,3
1,101,126,4,2,5,2,4,4,3,31,4,4,2,2,3,1,1,1,1,2,2,2,2,3,2,8,1,2,2,2,1,2,2,1,4,1,1,2,2,2,2,4,2,4,3,4,1,1,4,4,4,4,4,3,4,4,1,1,2,2,1,4,1,2,3,3,1,1,2,2,101,126,4,2,1,1,3,3,2,1,1,2,1,1,1,1,2,2,2,4,4,4,4,4,4,4,1,5,1,3,1,3,2,2,2,2,2,2,1,1,1,1,19,50,30,0,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,3,2,2,4,3,4
1,101,127,4,1,5,3,4,1,2,30,4,4,2,1,3,1,1,2,1,1,1,2,4,1,2,1,2,2,2,2,2,1,2,2,3,2,2,1,2,1,1,4,2,4,1,4,1,1,4,2,1,1,1,1,2,4,4,1,2,1,1,4,1,1,3,3,1,1,3,2,101,127,4,3,3,1,2,3,1,2,1,2,1,1,1,1,1,2,3,4,2,4,1,4,4,4,1,1,1,5,5,1,2,1,2,3,2,1,1,1,1,10,30,50,10,0,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,4,3,3,4,5,4
1,101,128,4,2,5,1,4,6,3,16,4,9,2,2,3,2,1,3,1,2,0,2,3,0,1,8,2,2,2,3,1,2,2,2,0,1,1,2,2,2,2,4,3,4,2,4,1,4,1,4,1,1,1,2,1,4,4,1,4,1,4,4,1,4,3,3,1,1,1,2,101,128,4,1,1,1,2,3,1,0,0,1,1,1,1,2,2,2,4,4,4,4,4,4,4,3,1,5,2,2,4,5,2,2,3,0,0,1,1,1,2,10,20,50,10,10,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,3,6,4,3,4
1,101,129,4,1,3,1,4,8,2,30,4,9,2,1,3,1,1,3,2,2,2,2,2,1,1,8,0,2,2,3,2,2,2,2,3,2,2,1,2,1,1,2,2,1,2,2,1,2,1,1,2,2,1,1,2,1,2,1,2,1,1,2,1,1,3,3,1,1,2,2,101,129,4,3,3,1,2,3,2,1,2,2,1,2,2,2,2,2,4,4,4,4,4,4,4,2,1,2,1,2,1,1,2,2,2,2,2,2,1,1,1,5,5,80,10,0,1,2,3,3,2,2,1,2,2,2,2,2,2,1,2,2,2,3,2,2,2,3,2
1,101,130,4,2,6,1,4,4,3,15,4,12,2,1,3,1,1,3,2,1,1,2,2,3,1,8,2,3,2,3,2,2,2,2,2,2,2,1,2,1,2,1,1,4,4,4,4,4,4,4,4,1,1,1,1,1,4,1,1,1,4,3,1,1,1,3,1,1,1,2,101,130,4,1,1,1,2,3,1,2,1,2,1,1,1,2,1,2,4,4,4,4,2,4,4,4,2,2,2,2,4,2,3,1,2,1,2,1,1,2,2,1,30,65,4,0,3,3,3,3,2,2,2,1,2,2,2,1,2,2,2,2,2,2,3,3,4,3,1
1,101,131,4,1,3,1,4,9,3,42,4,12,2,2,3,1,1,3,1,1,1,2,3,1,3,8,2,1,2,3,1,1,2,2,1,2,4,1,2,1,1,1,1,1,3,4,1,2,4,1,2,4,2,2,4,4,4,1,2,1,4,4,1,4,3,3,1,1,1,2,101,131,4,3,1,1,2,0,2,1,1,2,2,3,3,1,2,4,4,4,4,4,4,4,1,4,1,1,1,1,1,1,1,2,3,2,3,2,1,2,2,15,25,45,15,0,1,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4
1,101,132,4,2,5,1,4,9,3,43,4,9,2,3,3,2,3,4,2,1,2,2,3,2,1,8,1,2,2,2,1,1,1,1,2,1,1,2,2,2,1,1,2,4,2,4,4,1,4,4,1,4,4,4,1,4,1,4,2,4,4,4,3,3,3,2,1,1,1,2,101,132,4,1,1,1,2,3,3,2,1,1,1,1,1,4,3,3,4,4,4,4,4,4,4,4,3,1,1,1,2,1,2,2,3,1,2,1,1,1,2,8,50,40,2,0,2,1,3,3,2,2,2,2,2,2,2,2,1,2,1,2,2,1,3,3,4,2,5
