CARD.,DECK.,BALLOT.,FORM.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.40.,Q.41.,Q.42.,Q.43.,Q.44.,Q.45.,Q.46.,Q.47.,Q.48.,Q.49.,Q.50.,Q.51.,Q.52A.,Q.52B.,Q.52C.,V.54.,V.55.
1,192,105,1,1,40,6,6,2,1,2,2,2,1,1,1,2,2,2,1,3,3,4,2,2,3,1,0,5,3,4,3,1,1,1,2,1,1,1,1,1,2,0,2,1,3,3,1,1,1,1,1,1,2,5,1,1,2,8,2
1,192,106,1,2,5,6,6,3,1,1,2,1,2,1,1,2,2,2,1,2,1,1,1,2,3,1,3,1,5,3,5,1,1,2,2,1,1,1,1,1,2,1,2,2,2,4,1,1,1,1,1,1,2,0,1,2,3,4,2
1,192,107,1,1,7,2,1,1,1,1,2,1,1,1,1,1,2,2,2,2,1,1,2,1,2,3,2,5,3,2,3,2,1,2,2,1,1,1,1,1,3,1,2,1,2,2,2,1,1,1,1,1,1,1,2,1,1,1,2
1,192,108,1,2,3,6,6,3,2,2,4,2,2,1,3,2,2,2,2,3,2,1,1,2,2,2,3,5,3,3,5,1,1,2,3,1,1,1,1,1,2,1,2,1,3,2,2,1,1,1,1,1,2,5,2,1,2,7,2
1,192,109,1,1,27,5,4,3,1,3,4,1,1,1,1,2,2,2,4,4,3,4,1,2,1,3,3,5,0,3,2,1,3,2,2,1,1,1,1,1,2,1,3,1,3,2,2,1,1,1,1,1,2,5,2,1,1,2,2
1,192,110,1,1,21,4,3,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,5,3,3,2,1,1,2,2,2,2,1,1,2,2,2,2,2,3,2,2,1,1,1,1,1,1,1,2,1,1,1,2
1,192,111,1,1,56,6,6,2,1,2,2,2,2,1,1,2,2,2,0,4,4,4,1,1,2,1,2,4,3,2,3,1,2,3,2,1,1,1,1,1,2,1,0,2,3,2,2,1,1,1,1,1,2,3,2,2,0,7,2
1,192,112,1,1,29,5,3,1,1,2,2,2,2,1,1,2,2,2,2,3,3,2,2,1,2,3,2,2,3,2,3,1,1,1,2,1,1,1,1,1,2,1,2,1,4,2,2,1,1,1,1,1,1,1,1,1,1,3,2
1,192,113,1,2,8,6,6,3,1,2,2,2,3,2,1,1,2,2,2,4,4,2,1,2,3,1,3,4,3,3,1,1,2,3,3,2,2,1,1,1,2,1,2,1,2,3,2,1,1,1,1,1,1,1,2,1,1,7,2
1,192,114,1,1,38,6,6,2,2,2,3,1,2,2,2,1,2,2,3,4,4,2,1,2,3,3,3,4,3,2,5,1,1,3,3,1,1,1,1,1,2,1,2,2,2,3,2,1,1,1,1,1,1,2,2,1,1,7,2
1,192,115,1,1,18,4,1,2,1,1,2,1,2,1,1,2,2,2,2,3,3,2,2,2,2,3,3,2,3,2,3,1,1,2,2,2,1,2,2,2,2,1,2,2,2,3,2,1,1,1,1,1,1,1,1,2,1,6,2
1,192,116,1,2,8,6,7,3,1,1,2,1,1,1,1,1,3,2,2,3,3,4,1,2,3,2,2,2,1,4,1,1,1,2,2,2,1,1,1,1,1,1,4,1,3,3,2,1,1,1,1,1,2,1,2,1,3,6,2
1,192,117,1,1,41,6,6,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,3,2,3,1,1,2,2,1,1,1,1,1,2,1,2,2,3,3,2,1,1,1,1,1,1,2,2,1,1,7,2
1,192,118,1,1,47,6,6,2,2,2,2,1,2,2,1,1,2,2,0,4,2,3,2,2,1,2,1,2,5,2,5,0,1,2,2,2,1,1,1,1,2,1,2,1,4,3,2,1,1,1,1,1,2,1,2,1,1,8,2
1,192,119,1,1,41,6,6,2,1,1,1,1,2,1,1,2,2,2,3,1,1,2,1,2,3,3,3,5,3,1,5,1,1,3,3,2,2,1,1,2,2,1,3,1,2,4,2,1,1,1,1,1,1,1,2,2,3,7,2
1,192,120,1,1,33,5,4,3,1,1,1,1,2,1,1,1,2,2,2,2,2,1,1,2,3,2,2,2,3,4,4,1,1,2,2,1,1,1,1,1,3,1,1,2,2,1,3,1,1,1,1,1,2,5,2,2,2,7,2
1,192,121,1,0,0,0,0,0,0,1,2,1,0,1,1,1,2,2,2,1,1,2,2,2,2,2,3,2,3,2,4,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,3,1,1,1,1,1,2,1,2,0,2,4,2
1,192,122,1,1,27,5,2,1,1,2,3,2,2,2,1,2,3,2,2,4,3,3,1,2,3,3,2,2,4,2,5,2,1,2,2,2,2,1,1,1,2,2,4,1,2,3,3,1,1,1,1,1,1,1,2,1,1,1,2
1,192,123,1,1,24,5,3,2,2,2,4,1,2,2,3,2,2,2,3,2,2,1,1,2,3,2,2,5,3,4,3,1,2,2,2,2,2,1,1,1,2,1,1,2,2,3,3,1,1,1,1,1,2,5,2,2,2,7,2
1,192,124,1,1,23,4,3,2,1,2,2,2,2,1,1,1,2,2,3,3,3,2,1,2,2,2,2,2,3,2,3,1,1,1,2,2,2,1,1,1,2,1,2,1,3,3,3,1,1,1,1,1,2,2,2,2,1,2,2
1,192,125,1,1,45,6,6,3,2,2,2,2,2,1,1,2,2,2,3,2,1,1,1,2,2,3,2,4,3,2,4,1,1,2,3,1,2,1,1,1,2,1,2,2,3,3,3,1,1,1,1,1,2,1,1,1,1,7,2
1,192,126,1,1,44,6,6,2,2,3,4,1,3,3,2,1,2,2,3,4,4,3,1,2,3,2,1,1,3,4,3,1,3,2,2,1,1,1,1,1,2,1,2,1,2,4,3,1,1,1,1,1,2,4,2,2,2,7,2
1,192,127,1,1,11,2,2,1,1,1,2,1,1,1,1,2,2,2,2,3,2,3,1,1,2,2,3,1,3,1,4,1,1,3,2,1,1,1,1,1,2,2,3,1,3,4,3,1,1,1,1,1,1,1,1,1,2,2,2
1,192,128,1,1,26,5,4,2,1,2,2,1,2,1,3,2,2,2,3,4,3,4,2,2,3,1,2,4,3,3,5,2,1,2,2,2,1,1,1,1,2,2,2,1,4,5,3,1,1,1,1,1,2,5,2,1,2,4,2
1,192,129,1,1,47,6,6,3,1,2,1,1,1,1,1,2,2,2,2,4,4,4,1,1,2,3,3,2,3,3,4,1,1,2,3,1,1,1,1,1,3,1,1,2,1,2,0,1,1,1,1,1,2,1,2,1,1,5,2
1,192,130,1,2,8,6,6,2,1,2,3,1,2,1,1,1,3,2,2,3,2,2,1,2,3,1,2,4,2,2,2,1,1,3,2,2,1,1,1,1,2,2,3,2,4,3,0,1,1,1,1,1,1,2,2,1,2,7,2
1,192,131,1,1,39,6,6,2,2,3,3,1,2,3,2,2,2,2,2,4,4,3,2,2,3,2,1,2,3,2,5,1,1,3,3,2,2,1,1,1,2,1,2,2,3,3,3,2,1,1,1,1,2,2,2,1,2,7,2
1,192,132,1,2,8,4,4,3,1,2,3,1,2,1,2,1,2,2,3,4,4,4,2,2,3,2,1,5,3,0,5,1,2,3,3,1,2,2,2,1,2,1,2,1,2,2,1,1,2,1,1,1,2,3,2,1,2,7,2
1,192,133,1,2,4,5,3,2,1,2,2,2,2,1,1,2,2,2,2,2,2,3,1,2,1,2,3,2,3,2,4,1,1,2,2,2,4,3,2,1,2,1,3,1,3,2,1,1,2,1,1,1,1,2,1,1,2,6,2
1,192,134,1,2,1,6,6,2,1,2,2,1,2,1,3,1,3,2,2,4,4,3,1,1,2,2,3,5,3,3,4,1,1,2,2,2,1,2,1,1,2,1,2,1,2,3,3,1,2,1,1,1,2,2,1,1,2,8,2
1,192,135,1,1,21,4,2,2,1,3,3,1,2,1,3,2,2,2,3,4,4,1,1,2,3,2,2,4,3,2,5,2,1,1,1,1,1,1,1,1,3,2,3,1,3,4,3,1,2,1,1,1,1,1,2,1,2,4,2
1,192,136,1,1,47,6,6,1,1,3,3,2,2,2,3,2,2,2,3,4,2,2,1,2,3,1,2,5,5,1,5,2,1,2,2,1,1,1,1,1,2,2,3,1,3,4,3,1,2,1,1,1,2,1,2,1,2,8,2
1,192,137,1,1,7,2,1,3,2,2,2,2,0,1,3,2,3,2,2,3,2,1,1,2,0,2,2,2,3,2,4,2,1,2,2,2,1,1,1,1,2,2,2,2,3,2,0,1,2,1,1,1,1,1,2,1,1,8,2
1,192,138,1,2,8,6,6,2,1,1,4,2,1,1,1,2,2,2,1,4,4,3,2,2,3,1,3,1,3,2,4,0,1,2,1,1,1,1,1,1,3,1,3,1,4,2,3,2,2,1,1,1,2,4,2,1,3,1,2
1,192,139,1,2,8,6,3,2,1,2,2,1,1,1,3,2,2,2,2,4,4,3,2,1,2,3,3,2,3,3,4,0,1,1,2,1,2,1,1,1,3,3,4,0,2,2,3,3,2,1,1,1,1,1,2,2,1,1,2
1,192,140,1,1,46,6,6,2,1,2,3,2,2,2,1,1,2,2,1,3,3,3,2,2,3,2,3,2,3,2,4,0,1,2,2,1,1,1,1,1,2,1,2,1,3,2,2,1,3,1,1,1,2,5,2,1,2,8,2
1,192,141,1,1,19,4,3,2,2,3,5,2,2,1,1,2,2,2,0,4,4,4,1,2,2,1,2,4,3,3,5,1,2,3,2,4,2,3,2,2,2,2,4,1,3,3,2,1,3,1,1,1,1,1,2,1,2,2,2
1,192,142,1,2,11,5,3,2,1,2,2,1,1,1,1,2,2,2,2,3,4,4,1,2,3,2,2,4,3,2,4,2,1,1,1,1,2,3,2,2,2,2,3,1,2,2,2,2,3,1,1,1,2,1,2,1,2,1,2
1,192,143,1,1,27,5,3,3,1,2,4,1,1,1,1,2,2,2,2,1,2,2,2,1,2,3,2,2,3,2,5,1,1,2,2,1,2,1,1,1,2,1,4,2,2,2,1,1,1,2,1,1,1,1,1,1,1,6,2
1,192,144,1,2,6,6,6,3,2,2,3,1,2,1,1,2,2,2,1,2,2,2,1,2,2,2,3,1,2,4,3,0,1,2,2,1,1,1,1,1,2,1,2,1,3,2,1,1,1,2,1,1,1,1,1,1,1,7,2
1,192,145,1,2,4,5,4,1,1,1,2,1,1,1,1,2,2,2,2,2,2,1,2,2,3,1,2,2,3,2,4,1,1,2,2,2,2,1,1,1,1,1,3,1,2,2,2,1,1,2,1,1,2,5,1,1,2,6,2
1,192,146,1,1,33,5,3,1,1,1,2,1,2,2,1,2,2,2,1,4,3,4,1,2,1,2,2,4,5,1,5,2,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,1,1,1,1,1,2,1,8,2
1,192,147,1,1,38,6,6,3,2,2,2,1,1,1,1,1,2,2,0,4,4,2,1,2,2,2,2,4,0,4,4,0,0,0,0,1,1,1,1,1,2,1,2,1,3,2,2,1,1,2,1,1,1,2,0,1,1,8,2
1,192,148,1,1,8,2,1,1,1,1,2,2,1,1,1,1,2,2,1,4,3,3,1,2,3,2,1,2,3,1,2,2,1,2,2,2,2,1,1,1,2,1,2,1,2,3,2,1,1,2,1,1,1,1,2,1,1,8,2
1,192,149,1,1,27,5,4,1,1,2,2,1,2,1,1,2,2,2,2,3,3,3,1,2,1,3,3,1,3,3,1,1,1,2,2,4,1,1,1,2,2,2,2,1,2,2,3,1,1,2,1,1,2,5,2,2,3,8,2
1,192,150,1,2,8,4,3,3,1,1,3,1,1,1,1,2,2,2,2,1,2,4,1,1,1,3,3,1,3,2,3,1,1,2,2,3,1,1,1,1,2,1,2,1,3,2,3,1,1,2,1,1,2,1,1,2,2,6,2
1,192,151,1,2,7,6,6,3,1,2,2,1,2,1,3,2,2,2,2,4,3,3,1,2,3,3,3,2,3,3,2,1,2,3,2,1,1,1,1,1,2,1,2,2,3,2,1,1,2,2,1,1,2,5,2,2,2,7,2
1,192,152,1,2,4,6,4,3,1,2,4,1,2,1,1,2,2,2,2,2,2,3,1,2,3,2,3,2,3,2,4,2,1,2,2,1,2,1,1,1,3,1,3,2,3,4,1,1,2,2,1,1,2,2,2,1,2,6,2
1,192,153,1,1,44,6,6,3,2,2,2,2,2,3,3,2,2,2,0,0,0,2,2,2,2,0,0,2,0,2,5,0,1,2,2,1,1,1,1,1,3,1,2,2,2,3,2,1,2,2,1,1,1,1,2,1,1,8,2
1,192,154,1,1,26,5,3,3,1,3,2,1,2,1,1,2,2,2,2,4,4,2,2,2,2,3,3,5,3,4,4,1,1,2,2,1,1,2,1,2,3,2,2,2,4,4,1,1,1,3,1,1,2,1,1,2,1,6,2
1,192,155,1,2,3,6,6,2,1,2,3,2,2,1,3,2,2,2,2,3,2,3,1,2,3,2,3,1,3,2,5,1,1,2,3,1,1,1,1,1,2,1,4,1,3,2,3,1,1,3,1,1,2,3,2,1,2,7,2
1,192,156,1,1,24,5,3,3,1,2,3,1,1,1,1,2,2,2,2,2,3,2,1,2,2,2,3,2,3,4,2,1,1,2,2,2,2,1,1,1,3,1,2,1,4,4,3,1,1,3,1,1,2,5,2,2,2,6,2
1,192,157,1,2,8,6,3,2,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,2,2,3,1,3,2,3,1,1,2,2,1,1,2,1,1,3,2,1,1,3,2,1,1,1,1,2,1,2,5,2,1,2,8,2
1,192,158,1,2,4,6,6,2,1,2,2,1,2,1,3,2,2,2,3,3,3,2,1,2,3,2,2,1,3,2,4,1,1,2,3,1,1,1,1,1,2,1,3,1,3,3,1,1,1,1,2,1,1,1,2,1,1,7,2
1,192,159,1,1,7,2,1,3,1,1,3,1,2,1,1,2,2,2,1,1,1,1,1,2,3,1,3,1,3,3,4,1,1,2,2,1,1,2,1,1,1,3,4,1,3,5,1,1,1,1,2,1,2,5,1,1,1,6,2
1,192,160,1,1,0,5,3,3,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,3,2,3,2,3,3,3,2,1,1,1,2,1,1,1,1,3,1,2,2,2,2,2,1,1,1,2,1,2,5,2,1,2,4,2
1,192,161,1,2,11,6,7,2,1,1,2,1,1,1,1,2,2,2,1,1,1,1,2,2,3,2,3,1,3,3,3,2,1,2,2,1,1,1,1,1,2,1,2,1,2,3,2,1,1,1,2,1,1,1,2,1,1,6,2
1,192,162,1,2,9,6,7,3,2,2,1,1,2,2,1,1,2,2,2,3,3,3,2,2,3,2,2,2,3,3,4,1,1,2,2,1,2,2,2,2,2,1,2,1,2,3,2,1,1,1,2,1,2,5,2,2,1,6,2
1,192,163,1,1,8,2,1,1,1,2,2,1,2,1,1,1,3,2,3,4,4,2,1,2,3,2,1,4,5,2,5,2,1,1,2,2,1,2,1,2,2,2,2,2,2,3,2,1,1,1,2,1,1,1,1,1,1,8,2
1,192,164,1,2,8,6,7,3,1,1,2,1,2,2,1,2,2,2,2,2,2,2,1,1,1,3,3,2,3,3,3,1,1,1,1,1,1,1,1,1,2,1,2,1,3,3,2,1,1,1,2,1,1,1,2,0,1,6,2
1,192,165,1,2,10,6,7,2,2,2,2,2,2,2,1,2,2,2,0,2,2,1,2,2,3,2,2,2,3,2,3,1,1,2,2,1,2,2,1,2,1,2,2,1,3,3,2,1,1,1,2,1,2,4,0,1,3,6,2
1,192,166,1,1,42,6,3,2,2,2,3,2,2,2,1,1,2,2,2,4,4,4,1,2,1,2,3,2,5,4,4,1,1,2,3,3,2,3,2,2,1,2,4,2,3,3,2,1,1,1,2,1,2,3,1,1,2,6,2
1,192,167,1,2,11,6,7,2,2,2,3,2,2,1,1,1,3,2,4,4,4,4,1,2,3,2,2,2,5,2,5,1,2,3,2,2,2,1,1,2,2,1,3,1,4,3,2,1,1,1,2,1,1,1,2,2,2,6,2
1,192,168,1,2,7,5,4,3,1,3,2,2,2,2,2,2,3,2,3,2,3,3,1,2,3,3,2,5,5,2,5,1,1,3,3,1,1,2,1,1,2,2,4,1,4,3,2,1,1,1,2,1,1,1,2,2,2,4,2
1,192,169,1,2,9,6,6,3,1,2,3,2,2,2,1,1,3,2,3,3,3,2,1,2,3,2,3,5,5,1,5,1,1,3,3,1,1,1,1,0,2,2,2,1,2,4,2,1,1,1,2,1,1,2,2,1,1,7,2
1,192,170,1,1,24,4,3,2,2,2,3,2,2,1,2,2,2,2,2,3,4,3,1,2,3,1,3,1,3,4,2,1,1,2,3,1,1,1,1,1,2,1,2,2,3,4,2,1,1,1,2,1,2,5,0,1,2,4,2
1,192,171,1,2,4,3,4,2,2,2,2,2,1,1,1,1,2,2,2,4,4,3,2,1,2,2,3,5,3,2,4,1,1,2,2,2,2,1,1,1,2,2,3,2,3,1,3,1,1,1,2,1,2,5,1,1,2,6,2
1,192,172,1,2,8,5,6,3,1,1,2,1,1,1,1,1,2,2,2,1,1,1,1,1,2,3,3,2,3,2,3,2,1,2,2,1,1,1,1,1,3,1,1,2,2,2,3,1,1,1,2,1,2,5,2,2,2,7,2
1,192,173,1,1,29,5,4,1,2,2,2,1,2,2,3,2,2,2,3,3,3,2,1,2,2,2,3,4,3,2,3,1,2,1,1,1,1,1,1,1,2,2,2,2,3,3,3,1,1,1,2,1,1,1,1,1,1,5,2
1,192,174,1,1,39,6,6,3,1,1,2,1,3,2,1,1,3,2,2,2,1,1,1,1,2,3,3,2,3,4,5,1,1,1,2,2,2,2,1,1,2,2,2,1,4,3,3,1,1,1,2,1,2,5,1,1,1,6,2
1,192,175,1,0,0,0,0,0,0,2,2,2,2,1,2,1,3,2,2,4,4,3,1,2,2,3,3,1,3,3,5,1,1,2,3,1,1,1,1,1,2,1,2,1,3,2,1,2,1,1,2,1,2,5,2,2,2,6,2
1,192,176,1,1,29,5,4,1,2,2,2,2,2,1,1,2,2,2,1,4,4,3,2,2,3,1,3,2,5,2,5,2,1,1,1,1,1,1,1,2,2,2,2,2,3,2,1,2,1,1,2,1,1,1,1,1,2,1,2
1,192,177,1,1,24,5,2,3,2,2,3,1,2,1,1,2,2,2,0,3,3,1,1,2,2,2,3,1,3,2,5,2,1,2,2,1,1,1,2,1,1,2,4,2,3,3,1,2,1,1,2,1,1,2,0,0,1,4,2
1,192,178,1,1,24,4,3,1,1,2,3,1,2,1,1,2,2,2,2,3,3,3,2,2,3,2,3,2,3,2,5,1,1,2,2,2,2,1,1,1,2,2,3,2,3,4,3,2,1,1,2,1,2,1,2,1,1,6,2
1,192,179,1,1,23,4,3,2,1,2,3,2,1,1,1,1,2,2,3,4,4,1,1,2,1,3,2,2,3,2,5,1,1,2,2,1,1,1,1,2,2,2,4,1,4,3,1,3,1,1,2,1,2,3,2,1,2,1,2
1,192,180,1,3,8,6,7,3,2,2,2,2,2,1,1,1,2,2,2,2,1,1,2,2,2,3,2,2,3,2,3,1,1,2,2,1,1,1,1,1,2,1,2,1,2,1,1,1,2,1,2,1,1,1,2,1,1,2,2
1,192,181,1,1,30,5,3,1,2,1,1,1,2,1,1,2,2,2,2,4,3,2,1,1,2,3,3,2,3,2,4,1,1,1,1,2,1,2,1,1,1,1,3,1,3,3,1,1,2,1,2,1,1,1,1,1,1,6,2
1,192,182,1,2,19,6,6,2,2,2,5,3,2,2,1,2,2,2,3,2,2,2,1,2,3,1,2,2,3,2,4,1,2,3,3,2,1,1,1,2,2,2,2,1,3,2,2,1,2,1,2,1,2,5,2,2,2,4,2
1,192,183,1,1,8,2,1,1,1,1,1,1,2,1,1,2,3,2,2,4,2,2,1,2,3,2,2,4,5,2,5,2,1,2,1,1,1,2,1,1,2,2,3,2,2,3,2,1,2,1,2,1,1,1,2,1,2,8,2
1,192,184,1,1,41,6,7,3,1,2,3,1,1,1,1,2,2,2,4,2,2,1,2,2,3,3,2,5,3,3,2,2,1,2,2,1,1,1,1,1,2,2,3,1,3,3,2,1,2,1,2,1,1,1,2,1,1,6,2
1,192,185,1,1,46,6,6,2,2,1,2,1,3,3,1,2,2,2,2,2,1,1,1,2,3,2,3,2,3,2,5,1,1,3,3,2,2,2,2,2,2,1,4,1,3,4,2,1,2,1,2,1,1,1,2,2,3,6,2
1,192,186,1,1,31,5,3,2,2,1,2,2,1,1,1,2,2,2,2,1,1,2,2,2,3,3,2,1,3,2,3,2,1,2,2,2,1,1,1,1,2,1,1,1,2,1,3,1,2,1,2,1,2,5,2,2,1,5,2
1,192,187,1,2,2,5,4,2,2,2,3,2,2,1,1,2,2,2,0,4,3,2,1,2,3,1,1,2,3,2,5,1,1,3,2,2,1,2,2,2,1,2,4,1,4,3,3,1,2,1,2,1,1,1,2,1,2,1,2
1,192,188,1,2,7,4,2,1,1,2,3,1,2,1,1,2,3,2,2,4,4,2,2,2,3,3,3,1,3,2,4,1,1,2,3,1,1,1,1,1,2,1,2,1,4,2,1,2,2,1,2,1,1,2,1,1,1,1,2
1,192,189,1,2,8,5,3,2,2,1,2,2,2,2,1,2,2,2,2,1,1,4,1,2,3,2,1,2,3,4,3,1,1,1,1,1,1,1,1,2,3,2,2,2,2,3,3,2,2,1,2,1,1,1,1,2,1,1,2
1,192,190,1,2,7,4,3,2,1,1,2,1,2,1,1,2,2,2,0,3,3,3,2,2,2,3,3,1,3,4,3,2,1,2,2,1,1,1,1,1,3,2,2,0,2,2,1,1,3,1,2,1,1,1,1,1,1,1,2
1,192,191,1,1,28,5,4,3,1,2,2,1,2,1,3,2,3,2,3,2,2,2,1,2,3,3,2,4,3,3,5,2,1,2,2,1,1,1,1,1,2,2,2,2,4,4,3,1,3,1,2,1,2,5,1,1,2,3,2
1,192,192,1,1,34,5,3,2,1,1,4,1,2,1,1,2,2,2,2,4,4,4,2,2,3,1,3,5,5,3,5,1,1,1,2,1,1,1,1,2,3,4,4,1,4,3,2,3,3,1,2,1,2,5,2,2,3,1,2
1,192,193,1,1,21,4,3,2,1,2,2,1,2,2,1,2,2,2,2,3,3,2,2,2,3,2,3,1,3,2,3,1,1,2,2,2,1,1,1,1,2,2,2,1,2,2,1,1,1,2,2,1,2,1,2,2,1,6,2
1,192,194,1,1,45,6,4,2,1,2,3,1,2,2,1,2,2,2,2,3,3,3,2,1,2,2,3,2,3,2,4,2,2,2,2,1,1,2,1,2,2,2,3,2,4,3,1,1,1,2,2,1,1,2,2,1,1,6,2
1,192,195,1,1,38,6,5,2,1,2,2,1,1,1,1,2,3,2,3,4,4,4,1,1,2,2,3,2,5,1,5,1,1,3,3,2,1,1,1,1,2,2,3,1,2,2,2,1,1,2,2,1,2,5,1,1,3,8,2
1,192,196,1,1,16,5,4,1,1,2,3,1,1,1,1,2,2,2,2,4,4,4,2,2,2,2,3,5,3,2,4,1,2,3,2,1,2,2,1,1,2,1,4,1,4,2,2,1,1,2,2,1,2,1,2,1,2,6,2
1,192,197,1,1,42,6,6,2,2,2,4,2,2,2,1,2,3,2,3,3,3,2,1,2,3,2,1,4,3,2,5,2,1,2,2,1,1,1,1,1,1,2,3,1,3,3,2,1,1,2,2,1,2,5,2,2,2,7,2
1,192,198,1,2,10,6,3,2,1,2,3,2,2,2,2,1,3,2,0,3,3,4,2,2,3,2,2,4,5,1,4,1,1,2,2,4,2,2,1,1,1,2,4,0,3,3,2,1,1,2,2,1,1,1,1,1,1,6,2
1,192,199,1,1,34,5,3,2,1,2,2,1,2,1,1,2,2,2,2,3,3,3,1,2,2,2,3,2,3,3,3,2,1,2,2,1,1,1,1,1,2,1,2,2,3,1,3,1,1,2,2,1,1,1,0,1,1,8,2
1,192,200,1,1,18,3,3,1,2,1,3,2,2,1,3,2,3,2,2,2,3,3,1,2,3,1,2,5,3,4,3,1,1,1,2,1,2,1,1,0,2,1,0,0,2,3,3,1,1,2,2,1,1,3,2,2,2,6,2
1,192,201,1,2,5,6,4,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,3,2,2,1,3,2,3,1,1,1,2,1,1,1,1,1,3,2,2,1,3,3,3,1,1,2,2,1,1,2,2,1,1,3,2
1,192,202,1,1,35,5,1,2,2,2,3,2,2,1,1,2,2,2,3,4,4,3,1,2,3,2,2,2,3,3,4,1,2,3,2,2,2,2,2,2,2,2,3,1,3,3,3,1,1,2,2,1,1,2,1,1,2,6,2
1,192,203,1,1,26,5,1,2,1,1,2,1,2,2,1,2,2,2,2,2,2,1,1,2,3,2,2,5,5,2,5,1,1,2,2,4,2,2,2,2,2,2,3,1,4,4,2,2,1,2,2,1,1,1,2,1,1,6,2
1,192,204,1,2,8,6,7,3,1,1,2,1,1,1,1,2,2,2,1,1,1,2,1,2,3,2,2,2,2,3,3,1,1,1,2,4,2,2,1,2,2,2,3,1,3,3,2,3,1,2,2,1,1,1,2,2,1,3,2
1,192,205,1,0,0,0,0,0,0,2,1,2,2,2,1,2,2,2,2,4,3,1,1,2,2,3,3,2,3,4,4,2,1,2,2,1,1,1,1,1,2,1,2,1,2,2,3,1,2,2,2,1,1,1,2,2,2,3,2
1,192,206,1,1,20,4,2,3,2,2,3,2,2,1,1,2,2,2,0,4,4,2,2,2,3,3,3,5,3,4,5,1,1,2,2,1,1,1,1,1,3,1,2,1,2,3,2,2,2,2,2,1,2,5,0,1,1,3,2
1,192,207,1,1,24,4,4,1,2,2,5,2,2,1,3,2,2,2,0,4,4,4,1,2,2,2,2,3,5,2,5,2,1,1,1,2,1,3,1,2,2,2,4,1,3,3,2,2,2,2,2,1,1,2,2,1,2,5,2
1,192,208,1,1,25,5,3,1,1,2,3,2,2,2,1,2,2,2,2,3,3,2,2,2,3,2,3,4,5,4,5,2,1,1,1,1,1,1,1,1,2,2,3,2,4,4,2,2,2,2,2,1,1,2,2,1,2,6,2
1,192,209,1,2,8,6,7,3,1,2,2,1,2,1,1,1,2,2,0,4,3,2,1,2,3,1,2,1,1,3,3,1,1,1,2,1,1,1,1,1,2,2,3,2,3,3,1,1,1,3,2,1,2,1,2,2,1,4,2
1,192,210,1,1,16,3,2,1,1,1,2,1,2,1,1,2,2,2,2,3,3,3,1,2,3,3,3,1,3,2,1,1,1,2,1,2,2,1,1,1,2,1,2,1,2,3,2,1,1,3,2,1,2,5,2,1,1,6,2
1,192,211,1,1,21,4,3,1,2,3,4,3,2,1,1,2,2,2,4,3,3,3,2,2,3,2,1,2,3,4,4,2,1,1,1,2,1,1,1,2,2,2,4,1,3,5,2,1,1,3,2,1,2,1,0,1,3,6,2
