CARD.,DECK.,BALLOT.,FORM.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7.,Q.8A.,Q.8B.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32A.,Q.32B.,Q.33.,Q.34.,Q.35.,Q.37.,Q.38.,Q.39.,Q.40A.,Q.40B.,Q.41.,Q.42.,Q.43.,Q.44.,Q.45.,Q.46.,Q.47.,Q.48.,Q.49.,Q.50A.,Q.50B.,Q.50C.,Q.50D.,Q.50E.,Q.50F.,Q.50G.,Q.50H.,Q.52.,V.54.,V.55.
1,192,155,2,1,3,1,7,1,3,5,2,3,2,2,2,1,1,2,1,1,2,2,1,3,2,2,3,1,2,1,1,3,2,2,3,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,1,3,2,3,3,2,3,2,3,3,3,5,2,53
1,192,156,2,1,3,1,6,1,3,5,2,3,2,2,2,3,1,2,2,1,1,2,3,2,1,1,4,1,4,1,1,3,2,1,4,3,3,2,2,3,3,3,2,2,3,1,2,1,1,1,2,1,1,1,3,3,2,3,2,2,3,3,6,2,77
1,192,157,2,1,3,1,6,1,3,5,2,3,2,2,2,2,1,2,2,1,1,1,1,1,1,2,4,1,1,1,1,1,1,1,4,3,2,2,2,1,2,4,1,1,1,1,2,2,1,3,1,1,1,1,3,3,2,3,3,3,3,3,1,2,81
1,192,158,2,1,2,1,7,1,3,5,2,3,2,2,2,2,2,2,1,1,4,1,1,1,1,1,3,1,1,1,2,1,1,2,3,2,4,2,2,1,2,2,3,1,1,1,1,2,1,2,2,2,1,1,3,3,3,3,3,2,2,2,1,2,43
1,192,159,2,1,2,1,6,1,3,5,2,3,2,2,2,3,2,2,1,1,4,1,1,1,1,1,4,1,1,1,2,1,1,1,4,1,2,2,2,1,2,2,1,1,1,1,2,1,1,2,1,2,1,1,2,2,1,3,1,1,2,1,2,2,55
1,192,160,2,1,3,1,6,1,3,5,2,3,2,2,2,5,3,2,3,1,3,5,1,1,3,1,4,2,1,2,2,1,2,1,3,1,2,2,2,1,5,2,1,3,1,1,1,1,1,2,2,1,2,1,3,3,2,3,3,3,3,2,5,5,41
1,192,161,2,1,3,1,8,1,3,5,2,3,2,2,2,2,1,2,1,1,3,1,1,2,3,1,3,1,1,1,2,1,2,2,3,1,2,2,3,1,2,2,1,1,2,1,1,2,1,2,1,3,2,1,2,2,2,2,3,3,2,2,5,5,47
1,192,162,2,1,3,1,7,1,3,5,2,3,2,2,2,2,2,2,2,1,2,2,1,1,3,1,3,2,1,2,2,1,2,2,4,1,1,2,2,1,2,3,1,1,1,1,1,1,2,2,2,1,1,1,3,3,2,3,2,2,3,3,5,5,1
1,192,163,2,1,1,2,8,1,3,5,2,3,3,3,2,4,2,1,2,1,2,1,1,1,1,1,3,2,2,1,2,2,3,1,3,1,2,2,2,2,3,3,1,2,1,1,1,1,1,2,2,3,2,1,2,1,2,3,3,2,3,3,4,2,54
1,192,164,2,1,2,2,8,1,3,5,2,3,3,2,2,2,2,2,2,1,3,2,1,1,1,1,4,1,2,2,2,1,2,2,3,1,2,2,2,1,3,3,2,1,1,1,1,1,1,2,2,3,2,1,3,3,2,2,2,3,3,2,5,2,16
1,192,165,2,1,3,2,6,1,3,5,2,3,4,6,5,2,2,2,2,1,2,3,3,1,2,2,3,2,2,1,3,3,4,2,4,2,2,2,2,2,1,2,1,1,1,2,3,3,1,1,2,4,1,2,3,1,1,3,1,2,3,2,5,2,2
1,192,166,2,2,2,2,7,1,3,5,2,3,5,2,2,3,3,2,3,1,2,3,3,3,3,2,4,1,2,2,2,2,3,2,4,1,2,2,2,1,2,2,1,2,1,2,2,3,1,2,1,4,1,2,3,3,3,3,2,3,2,2,6,1,16
1,192,167,2,1,3,2,6,1,3,5,2,3,4,2,2,2,2,2,2,1,3,2,1,1,2,1,4,2,2,2,2,2,2,1,3,1,2,2,2,1,2,2,1,2,1,1,1,1,1,3,2,2,1,1,3,3,2,3,2,3,2,2,6,1,31
1,192,168,2,1,2,2,6,1,3,5,2,1,2,2,2,4,3,2,2,0,1,3,1,2,1,1,4,1,4,1,2,1,1,1,3,1,2,1,2,1,3,2,1,1,1,1,1,1,2,3,1,1,1,3,3,2,3,3,3,3,3,3,5,2,58
1,192,169,2,1,4,3,7,1,3,5,2,3,5,6,1,2,2,2,2,1,1,2,3,1,2,1,4,1,3,2,1,3,2,2,5,2,2,2,2,2,2,3,2,2,3,1,1,1,1,3,2,1,1,2,3,2,1,3,2,1,2,3,4,2,7
1,192,170,2,1,1,3,6,1,3,5,2,3,5,6,6,2,1,2,2,1,2,1,1,1,2,1,3,1,1,1,2,1,1,2,2,2,2,2,2,1,2,2,1,3,1,2,2,1,1,2,2,4,1,1,3,3,2,3,2,2,2,2,4,2,84
1,192,171,2,1,3,3,7,1,3,5,2,3,3,3,2,5,1,2,2,1,2,2,1,1,3,1,4,1,1,1,1,1,1,1,4,1,2,2,3,3,2,2,1,1,1,2,1,1,2,3,0,1,1,1,3,2,2,3,3,2,3,2,5,3,7
1,192,172,2,1,3,3,6,1,3,5,2,3,5,4,2,5,1,2,1,1,1,2,1,1,3,1,4,1,1,1,1,1,1,1,4,1,2,2,3,3,2,2,1,1,1,2,1,1,1,2,2,1,1,1,2,3,2,3,2,2,3,2,5,3,21
1,192,173,2,1,2,3,8,1,3,5,2,3,4,5,4,2,2,2,2,1,2,2,1,1,1,1,4,2,1,2,2,1,2,1,3,1,2,2,2,1,3,3,1,2,2,1,1,1,1,2,2,2,2,1,3,3,2,3,2,3,3,3,5,1,17
1,192,174,2,1,2,3,7,1,3,5,2,3,4,2,2,2,1,2,1,1,2,2,1,1,3,1,4,1,4,2,2,2,2,1,3,1,2,2,2,1,2,2,1,2,1,1,1,1,1,2,2,3,1,1,3,3,2,3,2,2,2,2,5,1,88
1,192,175,2,1,3,3,7,1,3,5,2,3,5,7,1,2,2,2,1,1,2,2,3,3,3,1,3,1,4,1,2,1,1,1,3,2,2,3,2,1,1,2,1,1,1,2,2,1,2,2,2,2,1,3,2,2,1,2,1,2,1,1,4,1,68
1,192,176,2,1,3,3,8,1,3,5,2,3,5,1,1,2,3,2,4,2,1,5,3,3,2,3,3,1,4,3,3,2,3,2,4,3,2,2,2,1,3,2,3,2,2,2,2,1,2,2,2,4,2,1,3,3,2,2,1,2,2,2,1,1,22
1,192,177,2,1,3,3,6,1,3,5,2,1,5,6,6,1,1,2,1,1,4,1,1,1,1,2,4,1,1,3,2,1,1,1,2,1,3,2,2,1,1,1,1,1,1,2,2,3,1,2,2,3,1,1,2,2,2,3,1,3,3,2,5,4,11
1,192,178,2,1,2,3,6,1,3,5,2,1,5,6,5,2,2,2,3,3,3,4,3,2,2,2,4,1,2,3,2,1,1,2,2,2,2,1,2,1,2,1,1,3,3,1,1,0,1,2,2,2,1,3,3,2,1,3,2,3,3,2,5,4,9
1,192,179,2,2,2,3,6,1,3,5,2,1,5,2,1,2,1,2,2,1,1,2,1,1,1,1,4,1,1,1,2,1,2,1,3,2,2,1,2,1,2,2,1,1,1,1,1,1,1,3,1,3,1,1,3,3,3,3,3,3,3,3,2,2,71
1,192,180,2,1,2,3,6,1,3,5,2,1,5,6,6,3,1,2,3,2,1,2,1,1,3,1,4,1,3,2,2,2,4,2,2,2,2,2,3,1,1,1,1,1,1,1,2,3,1,2,2,2,4,1,3,2,1,3,1,3,3,3,5,2,34
1,192,181,2,1,3,3,6,1,3,5,2,1,3,2,2,1,1,2,1,1,2,2,1,1,1,1,4,1,1,2,2,1,1,1,3,1,2,2,3,1,2,2,1,1,1,1,2,1,1,2,2,3,1,1,3,3,2,3,3,3,3,2,5,5,23
1,192,182,2,1,3,4,6,1,3,5,2,3,5,6,6,3,3,2,3,2,1,4,3,2,2,2,4,1,2,3,2,1,1,1,3,1,1,2,2,2,2,1,1,2,1,2,2,1,1,3,3,1,2,1,3,3,1,2,2,3,3,3,2,4,4
1,192,183,2,1,4,4,7,1,3,5,2,3,5,6,1,2,2,2,2,1,1,2,3,1,2,1,4,1,2,2,1,3,2,2,4,1,1,1,2,1,3,3,2,1,1,1,2,1,1,2,2,4,2,2,3,3,2,2,3,3,3,3,2,2,9
1,192,184,2,1,3,4,6,1,3,5,2,3,5,6,6,1,1,2,1,1,3,1,3,1,1,1,4,1,1,1,2,1,1,2,4,1,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,2,2,2,3,3,3,3,3,2,2,59
1,192,185,2,2,2,4,6,1,3,5,2,3,5,5,5,2,1,2,1,1,2,1,1,1,1,1,3,1,2,1,2,3,2,2,2,1,1,2,2,1,2,2,1,3,1,1,1,1,1,2,1,2,1,1,3,3,2,3,2,3,3,2,4,2,20
1,192,186,2,2,3,4,6,1,3,5,2,3,6,6,6,3,1,2,1,1,3,1,1,1,1,1,4,1,1,1,2,2,3,2,5,1,2,2,2,2,2,2,1,2,1,2,2,1,2,2,1,1,1,1,3,3,1,3,1,3,3,2,2,2,38
1,192,187,2,1,2,4,6,1,3,5,2,3,6,6,4,5,1,2,4,2,2,5,3,1,3,1,4,2,4,5,2,1,1,1,3,3,3,2,2,2,5,2,4,3,3,2,2,3,1,1,3,1,3,1,3,2,1,2,2,2,2,2,5,2,23
1,192,188,2,1,3,4,6,1,3,5,2,3,2,2,2,2,3,2,2,2,2,2,3,3,3,2,4,1,1,1,2,1,1,1,3,3,1,2,2,1,3,3,2,3,1,2,2,1,2,3,1,1,3,1,3,3,1,3,2,3,3,2,6,2,72
1,192,189,2,1,2,4,7,1,3,5,2,3,2,2,2,2,1,2,2,1,2,3,3,3,2,1,4,2,3,3,1,1,2,1,3,2,2,1,2,1,5,4,2,2,2,1,2,1,2,2,2,1,1,2,3,2,2,3,2,3,2,1,5,2,69
1,192,190,2,1,2,4,6,1,3,5,2,3,5,5,3,2,1,2,2,2,1,2,3,1,2,1,4,2,3,1,2,2,2,2,4,1,1,2,2,1,3,2,1,1,1,1,1,3,2,2,2,1,2,2,3,2,1,3,2,2,3,3,5,1,90
1,192,191,2,2,3,4,6,1,3,5,2,3,5,2,2,3,1,2,2,2,1,2,1,3,2,1,3,3,3,2,2,2,2,2,3,1,2,2,2,3,2,2,1,1,1,2,3,1,1,1,2,1,3,3,2,2,1,2,1,3,1,0,4,1,96
1,192,192,2,1,3,4,6,1,3,5,2,3,5,5,3,1,1,2,4,1,3,1,3,1,2,1,4,2,1,1,1,3,2,2,5,1,1,2,3,1,5,2,3,2,2,2,1,1,1,2,2,1,1,1,3,3,2,3,1,2,3,3,3,1,20
1,192,193,2,1,2,4,6,1,3,5,2,1,5,6,4,1,2,2,1,1,3,1,1,1,2,2,4,2,2,1,2,1,1,1,2,1,2,2,2,2,2,2,1,1,1,1,2,3,1,2,2,2,1,1,3,3,2,3,2,3,3,2,5,2,6
1,192,194,2,1,2,4,8,1,3,5,2,1,4,4,3,2,2,3,3,2,3,3,3,3,3,2,4,2,4,2,1,3,3,2,3,1,2,2,2,1,3,2,1,2,3,2,1,2,2,1,2,1,3,2,3,3,2,3,3,3,3,3,4,3,23
1,192,195,2,1,2,4,6,1,3,5,2,1,5,7,1,5,1,2,1,1,3,1,3,1,2,1,3,1,1,1,2,3,2,2,3,3,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,3,3,3,3,2,2,2,3,5,1,63
1,192,196,2,1,2,5,6,1,3,5,2,3,5,6,6,3,1,2,1,1,2,1,3,1,2,2,4,2,1,1,2,2,2,2,3,1,1,2,2,2,2,2,1,3,1,2,2,1,1,1,2,1,2,1,3,2,1,2,2,2,1,2,5,2,90
1,192,197,2,1,4,5,7,1,3,5,2,3,5,2,2,2,1,2,1,1,4,1,1,1,1,1,4,1,1,1,2,1,2,1,3,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,3,2,2,2,5,2,70
1,192,198,2,1,4,5,6,1,3,5,2,3,5,6,6,4,2,2,2,1,2,3,1,1,1,2,4,1,1,2,1,2,3,2,4,2,2,2,3,2,2,2,2,2,1,1,1,1,1,2,2,1,1,1,3,3,2,2,3,3,2,2,6,2,3
1,192,199,2,1,4,5,8,1,3,5,2,3,4,2,2,3,1,2,1,1,3,1,1,1,1,2,3,1,1,1,2,1,2,1,3,1,1,2,2,2,2,2,1,1,1,2,2,1,0,2,1,4,1,3,3,2,2,2,2,3,3,1,5,2,98
1,192,200,2,2,2,5,8,1,3,5,2,3,4,4,4,2,1,4,1,1,3,1,1,1,1,1,4,1,2,1,2,1,1,1,1,1,1,3,2,1,3,3,3,2,1,1,2,3,1,2,1,1,1,1,3,3,3,3,3,3,2,3,5,3,4
1,192,201,2,1,2,5,6,1,3,5,2,3,5,3,3,5,1,2,1,1,2,1,1,3,3,1,4,2,2,1,1,1,1,1,4,1,1,2,2,3,2,3,1,3,1,1,2,2,1,1,2,1,2,1,3,3,2,3,2,3,3,2,5,3,24
1,192,202,2,1,2,5,6,1,3,5,2,3,4,4,3,2,2,2,4,2,1,3,1,2,2,2,3,2,2,3,1,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,3,2,3,3,2,1,2,3,2,3,18
1,192,203,2,1,3,5,7,1,3,5,2,3,4,3,3,2,2,2,2,2,1,2,1,2,2,3,3,4,4,2,1,3,2,2,5,1,1,2,3,2,2,2,1,1,2,2,2,3,2,3,2,1,3,3,3,2,1,2,3,3,3,2,5,3,5
1,192,204,2,1,5,5,6,1,3,5,2,3,5,3,3,2,2,2,2,2,2,2,1,3,2,2,4,2,2,1,1,3,2,2,4,1,1,2,3,2,2,2,1,1,1,2,2,1,1,2,2,4,1,2,2,3,2,3,2,2,3,3,5,3,26
1,192,205,2,2,2,5,6,1,3,5,2,3,6,2,2,3,1,2,2,1,2,2,3,1,3,2,3,2,4,3,2,1,1,1,3,3,4,1,3,1,2,2,1,1,1,2,3,1,1,1,2,2,2,2,3,2,2,2,1,3,2,1,1,1,65
1,192,206,2,2,2,5,6,1,3,5,2,3,5,2,2,2,2,2,2,1,2,3,3,1,3,1,4,2,1,1,2,2,1,2,3,1,3,2,2,1,2,2,1,2,2,1,1,1,2,2,2,2,1,2,3,3,2,3,2,2,3,3,5,1,70
1,192,207,2,1,2,5,6,1,3,5,2,3,5,1,1,2,2,2,3,2,2,4,3,2,2,2,3,2,4,3,2,2,2,2,3,1,2,2,2,2,2,2,1,1,1,2,2,1,1,2,2,1,2,2,3,3,2,3,3,3,2,2,5,1,38
1,192,208,2,1,3,5,6,1,3,5,2,3,5,2,2,2,1,2,2,1,2,3,1,2,1,1,4,2,2,1,2,3,1,1,2,1,4,1,2,1,1,2,1,1,1,1,1,1,2,2,2,2,1,1,3,3,2,3,2,3,3,2,5,1,60
1,192,209,2,2,3,5,7,1,3,5,2,3,5,6,1,5,4,2,3,3,1,4,3,2,3,2,4,1,3,4,3,3,0,2,4,2,2,1,2,1,2,0,1,2,2,1,1,1,1,3,1,4,1,2,3,3,2,3,3,3,3,3,6,1,14
1,192,210,2,1,3,5,6,1,3,5,2,3,5,2,2,2,2,2,3,2,2,3,3,2,2,1,4,1,3,3,3,3,1,2,3,1,2,2,3,1,2,3,2,2,1,3,1,3,2,2,2,1,4,3,3,3,2,3,2,3,3,3,5,1,55
1,192,211,2,1,2,5,6,1,3,5,2,3,6,7,2,5,1,2,3,3,2,3,3,1,2,1,3,2,3,3,2,1,1,1,3,2,2,2,2,1,3,0,2,2,2,1,1,1,1,2,2,4,1,2,3,3,2,3,2,2,3,2,5,1,37
1,192,212,2,1,3,5,7,1,3,5,2,3,5,6,4,5,3,2,3,3,1,4,3,2,3,2,4,2,3,3,2,3,2,2,0,2,2,1,2,1,5,0,4,2,1,2,2,1,2,2,2,1,3,2,3,2,2,3,3,3,3,0,5,1,48
1,192,213,2,1,3,5,6,1,3,5,2,3,4,5,2,3,2,2,2,2,2,3,1,2,2,1,2,2,3,3,2,3,3,2,4,1,1,2,3,1,2,2,1,2,2,1,2,1,0,2,2,1,3,1,3,2,2,2,3,3,3,2,4,5,39
1,192,214,2,2,2,5,6,1,3,5,2,3,5,2,1,1,1,2,2,1,2,2,1,1,1,1,4,2,1,1,3,3,2,2,3,1,2,2,2,2,3,3,1,2,1,2,2,3,1,2,2,2,1,1,3,3,1,3,2,2,3,3,4,5,8
1,192,215,2,2,2,5,6,1,3,5,2,3,4,2,1,2,2,2,2,1,1,3,1,1,3,2,3,2,2,3,2,1,2,2,3,1,2,2,2,2,3,3,2,1,1,1,2,3,1,1,2,3,2,1,3,2,1,3,1,3,2,1,5,5,43
1,192,216,2,2,2,5,6,1,3,5,2,3,6,2,1,2,2,2,1,1,2,3,1,1,1,2,3,2,1,1,2,3,1,1,2,1,2,2,2,1,2,3,1,2,1,1,2,1,1,2,2,1,2,1,3,2,1,3,2,3,3,3,5,5,44
1,192,217,2,1,4,5,6,1,3,5,2,3,5,6,2,2,1,2,1,1,3,2,1,1,1,1,4,1,1,1,1,2,3,1,5,1,2,2,3,1,2,3,1,1,1,1,1,2,1,2,2,2,1,2,3,2,2,2,2,2,2,2,5,5,46
1,192,218,2,1,3,5,7,1,3,5,2,3,5,6,6,2,1,2,2,1,2,2,1,1,1,1,4,1,1,3,2,1,1,1,2,3,2,2,2,3,2,2,1,1,1,1,1,1,1,2,2,2,1,1,3,3,3,3,3,3,3,3,5,4,17
1,192,219,2,2,2,5,6,1,3,5,2,3,6,2,2,2,1,2,1,1,2,1,1,1,1,1,4,1,1,1,2,1,1,1,0,2,2,2,2,1,2,2,2,1,1,1,1,1,1,2,1,3,1,1,3,3,2,3,3,3,3,3,5,2,52
1,192,220,2,1,2,5,6,1,3,5,2,3,5,6,6,5,1,2,1,1,4,1,1,1,1,1,4,1,1,1,1,2,3,2,3,1,2,2,2,3,1,2,1,3,1,1,2,1,1,3,2,2,1,1,3,2,2,3,3,3,3,3,1,2,68
1,192,221,2,2,2,5,6,1,3,5,2,3,5,6,6,2,1,2,2,1,4,1,1,1,1,1,4,2,1,1,2,3,2,1,3,3,2,2,3,1,2,2,1,3,1,1,2,1,1,2,2,4,1,2,3,3,2,3,2,3,3,3,6,2,4
1,192,222,2,1,3,5,7,1,3,5,2,3,5,6,1,2,2,2,1,1,3,2,3,1,1,1,4,1,4,2,3,1,2,2,3,1,1,1,2,1,2,2,1,3,1,1,1,1,1,3,2,2,2,2,3,3,2,3,2,2,2,2,2,2,8
1,192,223,2,2,2,5,6,1,3,5,2,3,5,6,6,2,1,2,1,1,3,1,1,1,1,1,3,2,1,1,2,1,1,1,1,1,1,2,2,1,2,2,1,3,1,1,2,1,1,2,2,2,2,1,2,0,2,2,2,2,3,2,5,2,48
1,192,224,2,1,4,5,6,1,3,5,2,1,5,6,6,4,2,2,2,2,2,3,3,2,2,1,4,1,1,4,1,2,3,2,5,2,2,2,2,2,3,2,1,2,2,1,1,1,1,3,1,1,2,2,3,3,2,3,2,3,3,3,5,2,4
1,192,225,2,2,2,5,7,1,3,5,2,1,5,6,6,1,1,2,1,1,3,2,1,1,1,1,4,1,1,1,2,2,2,2,2,1,1,2,2,1,2,2,1,3,1,2,1,3,1,2,2,1,2,1,3,3,1,3,2,3,2,2,5,2,78
1,192,226,2,1,2,5,6,1,3,5,2,1,1,2,2,1,1,2,1,1,2,1,3,1,3,2,3,2,2,2,2,1,1,1,1,2,1,2,2,2,2,3,3,1,1,2,2,1,1,3,1,1,2,1,3,3,2,3,2,3,3,2,6,2,83
1,192,227,2,1,5,5,7,1,3,5,2,1,6,6,6,2,1,2,4,2,2,2,3,1,2,1,3,2,2,1,2,1,1,1,3,3,2,2,2,3,2,2,2,3,3,1,2,1,3,3,2,4,2,1,3,3,2,2,2,3,3,2,4,2,21
1,192,228,2,2,2,5,6,1,3,5,2,1,6,2,2,5,3,2,3,2,1,4,3,2,3,3,4,3,4,5,2,3,2,2,3,3,2,1,1,3,5,2,1,3,3,3,3,3,2,0,3,1,3,2,3,3,2,3,1,3,3,1,6,1,36
1,192,229,2,1,2,5,6,1,3,5,2,1,5,2,2,2,3,2,3,2,2,2,1,1,2,0,3,3,2,2,2,2,4,2,3,1,1,2,2,1,2,2,1,1,1,1,2,1,2,1,2,2,1,2,2,3,2,3,2,1,2,3,1,1,7
1,192,230,2,2,2,5,6,1,3,5,2,1,4,5,2,5,1,2,1,1,3,1,3,1,2,1,2,2,3,2,2,3,3,2,4,1,2,2,2,1,3,2,1,1,1,2,2,1,1,1,2,1,1,1,3,3,2,3,1,1,2,3,5,5,34
1,192,231,2,1,3,5,6,1,3,5,2,1,5,6,2,2,1,2,2,2,1,2,1,1,2,1,4,1,2,1,1,2,3,2,5,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,1,1,1,3,3,3,3,2,3,3,2,5,5,38
1,192,232,2,2,2,6,7,1,3,5,1,3,5,7,7,5,2,2,2,2,1,2,1,3,1,2,4,2,1,2,2,2,3,2,3,1,1,2,2,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,3,3,2,3,3,3,3,3,5,2,1
1,192,233,2,1,2,6,7,1,3,5,1,3,2,2,2,2,0,2,4,1,2,5,3,1,1,1,4,1,1,1,2,3,0,1,0,1,2,2,2,1,2,2,1,1,1,1,1,1,1,2,2,4,2,1,3,3,2,3,2,3,3,3,4,2,56
