CARD.,DECK.,BALLOT.,FORM.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7.,Q.8A.,Q.8B.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32A.,Q.32B.,Q.33.,Q.34.,Q.35.,Q.37.,Q.38.,Q.39.,Q.40A.,Q.40B.,Q.41.,Q.42.,Q.43.,Q.44.,Q.45.,Q.46.,Q.47.,Q.48.,Q.49.,Q.50A.,Q.50B.,Q.50C.,Q.50D.,Q.50E.,Q.50F.,Q.50G.,Q.50H.,Q.52.,V.54.,V.55.
1,192,234,2,1,3,6,6,1,3,5,1,3,5,6,6,5,1,2,1,1,3,2,1,2,1,2,3,1,1,1,2,1,1,1,5,2,2,2,3,1,2,2,1,1,1,2,2,1,1,1,2,1,1,1,2,3,3,3,1,3,2,1,5,2,92
1,192,235,2,1,3,6,7,1,3,5,1,3,5,6,5,2,2,2,1,1,2,2,3,1,2,1,4,2,1,5,3,3,0,2,4,1,2,1,2,1,2,2,1,1,1,2,1,1,1,2,2,1,2,1,3,3,2,3,1,3,3,0,6,2,0
1,192,236,2,2,2,7,7,1,3,5,1,3,5,6,4,2,2,1,2,1,4,1,3,1,1,1,4,1,2,1,2,1,1,1,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,1,1,2,3,2,3,3,3,3,3,3,6,2,31
1,192,237,2,1,3,6,7,1,3,5,1,3,5,6,3,2,1,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,2,2,4,1,3,2,2,1,3,2,1,1,1,1,1,1,1,3,1,3,1,2,3,3,2,3,2,3,2,2,4,1,39
1,192,238,2,2,2,6,6,1,3,5,2,1,5,7,2,1,1,2,1,1,3,1,1,1,1,1,3,1,1,1,2,1,1,2,2,1,2,2,2,1,2,2,1,1,1,1,2,1,1,1,2,3,1,1,3,3,3,3,2,2,2,2,5,5,49
1,192,239,2,1,3,7,7,1,3,5,2,3,5,5,5,2,1,2,2,1,2,1,1,1,1,1,4,1,2,2,2,1,2,1,3,1,1,1,2,1,1,2,1,1,1,1,2,1,1,2,1,3,1,1,3,2,2,3,3,2,3,3,5,4,14
1,192,240,2,3,3,7,7,1,3,5,2,3,5,6,6,2,1,1,1,1,2,2,1,2,1,2,3,1,1,4,0,0,0,0,2,1,2,2,2,1,1,2,1,1,1,1,2,1,1,2,1,3,1,1,2,3,2,3,3,3,3,3,5,4,1
1,192,241,2,3,2,7,7,4,3,4,2,3,5,6,5,2,1,1,3,1,1,3,1,2,0,1,4,1,1,3,2,1,1,1,2,1,2,2,2,1,1,2,1,1,3,1,2,1,1,2,2,3,1,1,3,3,2,3,2,3,3,3,5,4,10
1,192,242,2,2,2,7,7,1,3,5,2,3,5,6,4,1,1,2,3,3,1,1,3,1,1,2,4,2,3,1,2,3,1,1,4,1,4,2,2,1,2,2,1,1,1,2,2,1,1,3,1,0,1,1,3,3,3,3,3,3,3,3,4,2,42
1,192,243,2,2,2,7,6,1,3,5,2,3,5,6,6,2,1,2,1,1,4,1,1,1,1,2,3,2,1,1,2,1,2,1,3,2,2,2,3,2,2,2,1,1,1,1,1,2,1,2,2,1,1,1,3,3,3,2,3,3,3,3,1,2,37
1,192,244,2,1,2,7,7,1,3,5,2,3,5,6,6,3,1,2,2,1,2,2,1,1,2,1,4,2,1,1,2,2,2,1,3,1,1,2,2,1,2,2,3,1,1,2,2,1,1,2,2,1,1,2,2,3,2,3,2,2,2,2,5,2,28
1,192,245,2,1,3,7,7,1,3,5,2,3,3,2,2,2,1,2,1,1,4,1,1,1,1,1,4,1,1,1,2,1,1,1,3,3,2,2,2,1,2,2,1,3,1,1,2,1,1,2,2,2,1,1,3,3,2,3,1,3,3,2,4,2,88
1,192,246,2,1,3,7,6,1,3,5,2,3,4,6,5,2,2,2,2,1,2,3,3,1,2,2,4,2,2,1,3,3,4,2,4,2,3,2,2,2,1,2,1,1,1,1,3,3,0,1,1,4,2,2,3,2,1,3,1,3,3,0,5,2,1
1,192,247,2,2,3,7,6,3,3,4,2,3,4,3,3,5,1,1,2,1,2,1,1,1,2,2,3,1,2,1,2,1,2,1,2,2,1,3,2,1,2,2,1,1,1,1,2,1,0,2,2,1,1,1,3,3,2,3,2,3,3,2,5,3,12
1,192,248,2,1,3,7,8,1,3,5,2,3,5,2,2,2,2,2,3,1,2,2,1,1,2,2,3,2,3,2,2,2,4,2,3,3,3,2,3,1,2,2,1,3,1,1,2,1,2,2,2,1,2,2,3,2,1,2,2,1,2,2,5,1,71
1,192,249,2,2,2,7,6,1,3,5,2,3,5,2,2,1,3,2,2,1,2,3,1,1,3,1,3,2,1,2,2,3,2,1,3,3,2,2,3,1,2,2,1,1,1,2,2,2,1,2,2,4,2,2,3,3,2,3,2,3,2,2,5,1,40
1,192,250,2,2,3,7,6,1,3,5,2,3,5,2,2,2,3,2,3,2,3,3,1,2,1,2,3,2,3,2,2,3,1,1,3,1,3,2,2,2,2,2,1,3,2,1,2,3,2,1,2,1,1,1,3,3,3,3,2,3,3,2,4,1,72
1,192,251,2,1,2,7,2,1,3,5,2,3,5,6,2,2,1,2,2,0,4,2,1,1,2,2,4,2,1,2,2,3,2,0,2,1,2,2,2,2,2,2,1,1,1,2,2,0,1,2,2,4,2,2,3,3,2,3,2,3,3,3,4,5,18
1,192,252,2,1,4,7,7,1,3,5,2,3,2,2,2,3,1,2,2,1,2,1,1,1,1,1,4,1,2,1,1,3,3,2,5,1,2,2,3,1,2,3,1,3,1,1,2,1,1,2,2,1,1,1,3,3,1,3,2,3,2,2,4,5,29
1,192,253,2,1,3,7,7,1,3,5,2,1,5,6,6,1,1,2,1,1,4,1,1,1,2,1,4,1,1,1,2,1,1,1,3,1,2,2,2,1,1,2,1,1,1,1,1,1,1,2,1,3,1,1,3,3,0,3,2,2,3,3,5,1,85
1,192,254,2,1,2,7,7,4,3,1,2,1,5,5,1,1,1,2,3,1,2,3,3,1,2,1,4,1,3,1,2,2,4,2,4,1,1,2,2,1,3,2,2,1,1,1,1,2,1,3,1,3,3,3,2,3,3,3,2,3,3,3,4,5,27
1,192,255,2,1,5,6,8,1,3,5,2,3,6,6,5,1,1,2,1,1,2,1,1,1,3,2,3,1,1,3,2,3,1,1,3,1,1,2,2,1,2,2,1,2,1,2,2,1,1,3,2,4,1,2,3,2,2,3,2,3,3,1,6,4,21
1,192,256,2,1,3,6,7,1,3,5,2,3,5,6,5,2,3,2,3,2,1,3,3,3,2,1,3,2,2,3,2,3,2,1,3,1,2,1,2,1,2,1,1,2,2,1,2,1,2,2,2,2,2,1,3,3,2,2,2,3,3,2,6,4,8
1,192,257,2,1,2,6,6,1,3,5,2,3,5,6,1,2,1,2,3,3,1,4,1,1,1,1,3,1,1,4,2,1,1,1,2,1,3,1,2,3,1,2,1,2,2,1,1,1,1,2,2,2,1,1,3,3,1,3,3,3,3,3,5,4,2
1,192,258,2,1,2,6,7,1,3,5,2,3,5,6,6,2,2,2,3,1,2,2,3,1,3,1,4,1,2,1,2,2,2,2,2,1,1,2,2,1,2,2,1,3,3,1,1,1,1,3,2,4,3,1,3,3,2,3,3,3,3,3,4,2,79
1,192,259,2,2,2,6,6,1,3,5,2,3,5,6,4,2,1,2,2,1,4,1,3,1,2,1,4,1,2,1,2,3,1,1,2,3,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,3,1,2,2,3,1,3,3,2,3,3,5,2,57
1,192,260,2,2,2,6,8,1,3,5,2,3,5,6,6,1,1,4,1,1,3,1,1,1,1,1,4,1,1,1,2,1,1,1,3,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,3,3,1,3,2,3,3,3,2,2,91
1,192,261,2,2,3,6,7,1,3,5,2,3,5,6,6,2,2,2,1,1,3,1,1,1,1,1,4,1,1,1,2,1,3,2,3,2,1,2,2,1,1,2,1,1,1,1,2,1,1,3,1,2,1,1,3,3,2,3,1,3,3,3,4,2,93
1,192,262,2,1,2,6,7,1,3,5,2,3,5,6,6,2,1,2,1,1,4,1,3,1,2,1,2,1,1,1,2,1,1,1,3,2,1,2,2,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,3,2,2,3,3,2,3,3,5,2,61
1,192,263,2,1,3,6,7,1,3,5,2,3,2,2,2,2,1,1,1,1,2,2,1,1,3,2,3,1,1,1,2,1,1,1,2,3,1,2,2,2,2,2,1,1,1,1,1,1,1,2,1,3,1,1,2,3,2,2,2,2,2,2,5,2,14
1,192,264,2,2,2,6,6,1,3,5,2,3,6,4,4,3,1,1,2,1,4,1,1,1,1,1,3,1,2,1,2,3,1,1,3,2,2,3,2,2,3,3,3,2,2,2,2,3,1,2,2,1,1,1,3,3,3,3,2,2,3,2,6,3,10
1,192,265,2,2,2,6,6,1,3,5,2,3,6,4,4,2,1,1,2,1,1,2,1,1,1,2,4,2,2,1,1,2,2,2,3,1,1,2,2,2,3,2,1,2,1,2,2,1,1,3,1,2,1,2,3,3,3,2,3,2,2,1,5,3,17
1,192,266,2,1,3,6,7,1,3,5,2,3,4,3,3,2,1,2,1,1,2,1,1,1,1,1,4,1,2,1,1,2,3,2,3,1,1,2,2,1,2,2,1,1,1,1,1,1,2,2,1,1,1,1,3,3,3,3,3,3,3,3,5,3,15
1,192,267,2,1,2,6,6,1,3,5,2,3,5,3,3,2,1,2,1,1,1,1,1,1,1,2,4,2,3,1,2,2,4,2,4,2,2,2,2,1,2,2,1,1,1,2,1,1,1,2,2,1,2,3,3,2,1,3,3,3,3,3,2,3,2
1,192,268,2,1,2,6,7,1,3,5,2,3,5,4,4,2,1,2,2,1,1,1,3,1,2,1,4,1,2,2,1,1,1,1,2,1,2,2,3,2,2,2,1,1,1,3,1,1,1,3,2,1,1,3,3,2,3,2,3,2,3,3,5,3,8
1,192,269,2,1,3,6,8,1,3,5,2,3,4,2,2,1,2,2,2,1,2,2,1,1,3,1,4,2,2,1,2,1,2,1,3,1,2,2,2,2,2,3,1,2,1,1,1,2,1,2,2,4,2,1,3,3,2,3,2,2,2,3,5,1,10
1,192,270,2,1,3,6,7,1,3,5,2,3,6,6,1,2,3,2,2,1,1,2,1,1,3,2,2,2,2,2,2,1,1,1,2,3,2,1,2,1,2,2,1,1,1,1,1,3,1,1,2,2,3,1,3,3,2,3,1,2,3,2,5,1,34
1,192,271,2,1,3,6,7,1,3,5,2,3,5,2,2,2,1,2,2,1,2,2,1,1,2,1,3,1,2,3,2,2,1,2,3,1,2,2,2,1,1,2,1,1,1,2,2,3,0,1,2,1,1,1,3,2,1,3,2,2,1,2,1,1,23
1,192,272,2,1,2,6,6,1,3,5,2,3,5,2,2,2,2,2,2,1,4,3,3,1,2,2,4,1,1,2,2,1,1,1,3,1,2,2,2,1,1,2,1,1,1,1,2,1,1,2,2,2,2,1,3,3,2,3,3,3,2,3,6,1,91
1,192,273,2,1,3,6,6,1,3,5,2,3,5,2,2,1,1,1,1,1,3,1,1,2,1,1,4,1,4,1,1,1,1,2,3,3,2,2,2,1,1,1,1,3,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,3,3,2,4,1,19
1,192,274,2,1,2,6,6,1,3,5,2,3,5,7,2,2,1,0,2,2,1,1,1,1,2,2,4,1,1,1,1,2,3,2,2,1,2,2,3,2,0,2,1,2,1,1,2,1,1,2,2,3,2,3,3,2,2,2,3,3,3,1,2,5,16
1,192,275,2,1,3,6,6,1,3,5,2,3,5,6,2,5,1,2,1,1,4,2,1,1,1,1,0,1,1,1,2,1,2,1,3,1,1,2,2,2,1,2,1,1,1,1,1,1,1,2,2,4,1,1,3,3,1,3,2,2,3,2,5,5,2
1,192,276,2,1,2,6,8,1,3,5,2,3,5,6,2,2,1,3,2,1,2,1,1,1,2,1,0,2,1,1,0,3,2,2,4,1,1,3,2,1,2,0,1,2,1,2,2,1,1,1,2,2,2,1,3,3,2,2,2,3,3,1,3,5,15
1,192,277,2,2,2,6,7,1,3,5,2,1,5,6,6,2,1,2,1,1,2,1,1,1,1,1,4,1,1,1,2,3,1,1,2,2,1,2,2,1,2,3,2,1,1,1,1,1,1,3,1,2,1,2,3,3,3,3,3,3,3,3,5,2,86
1,192,278,2,1,3,6,6,1,3,5,2,1,4,2,2,2,1,2,1,1,2,1,3,1,3,1,4,2,4,1,2,3,0,2,3,2,2,2,2,1,2,3,1,1,1,1,1,3,1,2,1,1,2,1,3,3,2,3,3,3,3,3,5,2,10
1,192,279,2,2,2,6,6,1,3,5,2,1,6,6,6,2,1,0,1,1,3,1,3,1,3,2,4,2,1,1,1,3,3,2,4,2,1,2,3,2,1,2,1,1,1,2,2,1,1,2,2,3,3,1,1,2,3,3,2,2,3,3,5,2,41
1,192,280,2,1,2,6,6,1,3,5,2,1,5,6,4,1,2,2,1,1,2,1,1,1,2,2,4,2,2,1,2,1,1,1,2,1,2,2,2,2,2,2,1,1,1,1,2,2,1,2,1,2,1,2,3,3,2,3,3,3,2,2,5,2,9
1,192,281,2,1,3,6,6,1,3,5,2,1,5,2,2,2,1,2,2,2,1,2,3,1,2,1,4,1,2,2,3,2,3,2,5,1,3,3,3,1,3,3,2,2,2,2,2,1,1,3,2,1,2,2,3,3,2,3,2,3,2,2,5,1,98
1,192,282,2,2,2,4,6,1,3,5,1,2,5,6,6,2,1,2,1,1,4,1,1,2,1,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,3,1,2,2,1,1,2,2,2,1,2,3,3,2,3,1,3,3,3,5,2,60
1,192,283,2,1,3,7,5,1,3,5,2,2,5,2,2,1,1,2,1,1,3,2,3,1,1,2,4,1,4,5,2,3,1,1,5,3,2,2,2,1,2,2,1,1,1,1,1,1,2,3,1,3,1,1,3,3,2,3,3,3,3,3,5,1,95
1,192,284,2,1,2,7,8,1,3,5,2,2,5,2,2,2,1,3,2,1,3,1,2,1,1,1,3,1,2,2,2,1,1,1,2,1,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,3,1,1,3,3,2,2,3,2,3,3,4,1,78
1,192,285,2,2,2,7,6,1,3,5,2,2,5,2,2,2,2,2,2,1,2,2,1,1,2,1,3,1,2,2,2,1,2,1,4,1,2,3,3,1,1,2,1,1,1,1,2,2,1,1,2,1,2,3,3,2,2,3,2,2,2,3,2,1,69
1,192,286,2,2,2,7,6,1,3,5,2,2,5,2,2,5,1,2,2,1,3,2,3,1,3,1,4,2,1,1,2,1,2,1,3,1,2,2,3,1,2,0,1,3,3,1,2,3,2,0,2,2,1,1,3,3,1,3,2,2,2,2,5,1,75
1,192,287,2,1,2,7,6,3,3,4,2,2,5,2,2,1,1,2,1,1,4,1,3,1,2,1,4,1,1,1,2,3,0,0,5,1,2,3,2,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,3,3,1,3,3,1,3,3,6,1,26
1,192,288,2,1,3,7,8,1,3,5,2,2,5,4,1,2,1,2,3,1,2,1,1,1,2,1,3,1,1,1,1,3,3,0,3,1,1,2,2,1,2,2,1,2,2,1,1,1,1,3,2,2,2,1,3,3,3,3,3,2,3,3,5,5,42
1,192,289,2,3,2,7,6,1,3,5,2,2,5,6,1,2,1,1,1,1,4,2,1,1,1,1,4,1,1,1,2,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,2,3,3,1,1,3,3,2,3,3,3,2,3,1,5,32
1,192,290,2,1,4,7,6,1,3,5,2,2,5,1,1,3,1,2,2,1,4,1,1,1,1,3,4,1,3,2,3,2,0,2,5,1,2,2,2,3,3,4,3,2,1,1,1,1,1,2,2,1,1,1,3,3,2,3,2,3,3,3,6,5,3
1,192,291,2,1,3,6,6,1,3,5,2,2,5,6,6,2,1,2,3,1,1,4,3,1,1,1,4,1,1,3,2,1,1,1,3,1,2,2,2,1,1,2,1,1,1,1,1,1,1,2,2,2,3,1,3,3,1,3,3,3,3,3,4,4,22
1,192,292,2,1,3,6,6,1,3,5,2,2,5,6,6,2,2,2,2,1,2,3,3,1,2,2,4,1,1,2,2,1,2,2,3,1,1,2,2,2,2,2,1,1,1,1,1,1,1,2,2,3,0,1,3,3,3,3,3,3,2,2,4,4,19
1,192,293,2,1,3,2,6,1,3,5,1,2,2,2,2,5,1,2,2,1,3,1,1,1,2,2,4,2,1,1,2,1,1,1,3,1,2,2,2,1,2,2,1,1,1,1,2,1,1,1,1,4,1,1,2,2,1,3,1,2,2,3,5,2,22
1,192,294,2,1,3,2,7,1,3,5,1,2,2,2,2,3,1,2,3,1,4,1,1,1,1,1,4,1,1,1,2,1,1,1,0,2,2,2,2,1,2,2,1,1,1,1,2,2,1,3,1,3,1,1,3,3,2,3,1,3,3,3,5,2,63
1,192,295,2,1,3,3,6,1,3,5,1,2,5,2,2,1,2,2,1,1,4,1,3,1,2,2,4,1,2,2,1,2,3,2,5,1,2,2,2,1,2,3,1,3,1,1,1,1,1,2,2,2,1,1,3,3,3,3,3,2,3,3,5,1,21
1,192,296,2,1,3,3,7,1,3,5,1,2,5,6,1,5,3,2,1,1,2,3,1,1,1,1,4,1,1,1,2,1,1,1,2,1,2,1,2,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,3,2,2,3,2,3,2,3,4,2,30
1,192,297,2,2,3,3,7,1,3,5,1,2,5,2,2,2,1,2,1,2,2,2,1,3,1,1,3,1,1,1,2,1,3,2,4,1,2,2,2,1,2,2,1,3,3,2,2,1,1,2,2,2,2,1,2,3,2,3,1,3,2,1,5,1,64
1,192,298,2,1,2,3,6,1,3,5,1,2,5,2,2,3,1,2,1,1,1,2,3,1,2,1,4,1,2,2,2,1,2,2,3,2,4,3,2,2,2,2,1,2,2,2,1,1,1,3,2,1,2,1,2,3,1,3,2,3,3,3,5,1,58
1,192,299,2,1,3,4,6,1,3,5,1,2,5,2,2,3,1,2,3,1,2,1,3,2,2,2,3,2,3,3,1,2,4,2,5,1,2,1,2,1,4,2,2,2,0,3,3,1,1,1,3,3,1,1,3,3,1,3,2,1,3,2,6,1,9
1,192,300,2,1,5,4,8,1,3,5,1,2,4,2,2,2,1,4,1,1,3,1,1,1,3,1,3,2,2,1,2,1,1,1,2,1,1,2,2,1,1,2,1,1,1,1,1,0,0,2,2,4,2,1,2,3,2,3,2,2,3,2,2,1,57
1,192,301,2,2,2,4,6,1,3,5,1,2,5,2,2,2,2,2,2,2,3,2,3,3,3,2,4,1,2,1,2,3,2,2,4,1,3,3,2,3,2,3,2,3,1,1,2,1,2,2,2,1,2,1,1,3,2,3,2,3,3,2,2,1,46
1,192,302,2,1,3,3,6,1,3,5,1,2,4,2,2,5,4,2,4,2,2,3,3,2,2,2,2,4,2,2,2,3,2,2,4,3,1,1,2,1,2,2,1,2,2,1,2,1,2,1,2,1,2,1,3,2,2,2,3,3,2,2,4,1,28
1,192,303,2,1,3,5,8,1,3,5,1,2,5,6,6,3,1,2,2,1,3,1,1,1,1,1,4,1,2,1,3,2,2,2,4,2,2,2,2,1,2,2,1,1,1,1,2,1,1,3,1,1,1,1,3,2,2,3,2,3,3,2,5,2,11
1,192,304,2,1,3,5,6,4,3,4,1,2,2,2,2,2,2,2,1,1,3,1,1,1,1,2,3,2,1,1,2,1,1,2,5,1,1,2,3,3,3,3,1,3,1,2,2,3,2,2,2,2,1,3,1,2,2,2,1,2,3,2,2,2,49
1,192,305,2,2,2,5,6,1,3,5,1,2,5,6,6,5,1,2,1,1,3,1,1,1,1,1,4,1,1,1,2,1,1,1,3,2,1,2,3,1,5,3,2,1,1,1,2,3,2,1,1,4,1,3,3,1,2,3,3,3,3,2,5,2,62
1,192,306,2,2,2,5,6,1,3,5,1,2,5,2,2,4,4,2,3,2,4,3,1,0,1,2,3,1,3,3,2,2,3,2,2,2,4,2,2,1,2,2,1,2,1,2,1,3,2,2,1,3,2,2,3,2,2,2,3,3,2,3,4,1,61
1,192,307,2,2,2,5,6,1,3,5,1,2,5,1,1,2,1,2,1,1,2,1,1,1,1,1,3,2,1,1,2,1,2,1,3,1,3,2,2,1,2,2,1,1,1,2,2,1,2,2,2,2,2,1,2,3,3,3,2,3,2,2,5,1,47
1,192,308,2,2,2,5,6,1,3,5,1,2,5,2,2,2,2,2,2,1,3,2,1,1,3,1,3,1,1,1,3,2,2,1,3,1,2,2,2,1,2,2,1,1,1,1,2,2,1,2,2,2,2,2,3,3,2,3,2,2,2,2,5,1,54
1,192,309,2,1,3,5,7,1,3,5,1,2,6,6,5,4,3,2,1,1,1,2,3,3,3,2,4,1,3,4,1,2,4,2,3,2,3,1,2,1,3,3,2,2,1,1,1,1,1,3,2,3,3,3,3,3,3,3,2,3,3,3,5,1,32
1,192,310,2,1,3,5,7,1,3,5,1,2,2,2,2,5,2,2,2,1,1,2,3,1,1,1,4,1,2,2,2,1,3,2,3,1,1,1,2,1,2,3,1,2,1,1,2,1,1,2,2,1,1,1,3,2,2,3,3,3,3,3,5,5,20
1,192,311,2,1,3,5,6,1,3,5,1,2,5,7,2,2,1,2,1,1,4,1,1,1,1,2,4,1,2,1,2,1,4,2,5,1,2,2,3,1,2,3,1,0,1,2,1,1,1,3,1,3,1,1,2,3,2,3,3,3,3,0,5,5,30
1,192,312,2,1,3,5,6,1,3,5,1,2,5,6,6,2,2,2,1,1,4,2,1,1,2,1,2,1,1,2,2,2,3,2,3,1,1,2,2,1,2,2,1,1,1,2,2,2,2,1,2,2,1,2,3,3,1,1,2,1,3,3,4,2,0
