,CARD,DECK,BALLOT,FORM,S192B.Q1,S192B.Q2,S192B.Q3,S192B.Q4,S192B.Q5,S192B.Q6,S192B.Q7,S192B.Q8A,S192B.Q8B,S192B.Q9,S192B.Q10,S192B.Q11,S192B.Q12,S192B.Q13,S192B.Q14,S192B.Q15,S192B.Q16,S192B.Q17,S192B.Q18,S192B.Q19,S192B.Q20,S192B.Q21,S192B.Q22,S192B.Q23,S192B.Q24,S192B.Q25,S192B.Q26,S192B.Q27,S192B.Q28,S192B.Q29,S192B.Q30,S192B.Q31,S192B.Q32A,S192B.Q32B,S192B.Q33,S192B.Q34,S192B.Q35,S192B.Q36.n,S192B.Q37,S192B.Q38,S192B.Q39,S192B.Q40A,S192B.Q40B,S192B.Q41,S192B.Q42,S192B.Q43,S192B.Q44,S192B.Q45,S192B.Q46,S192B.Q47,S192B.Q48,S192B.Q49,S192B.Q50A,S192B.Q50B,S192B.Q50C,S192B.Q50D,S192B.Q50E,S192B.Q50F,S192B.Q50G,S192B.Q50H,S192B.Q51.n,S192B.Q52,S192B.Q52A.n,S192B.Q52B.n,S192B.Q52C.n,S192B.Q52D.n,S192B.Q53.n,S192B.V54,S192B.V55
42,1.0,192.0,43.0,2.0,1.0,2.0,5.0,8.0,1.0,3.0,5.0,2.0,2.0,4.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,,5.0,,,,,,1.0,76.0
43,1.0,192.0,44.0,2.0,2.0,3.0,5.0,7.0,1.0,3.0,5.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,3.0,1.0,3.0,2.0,3.0,1.0,4.0,1.0,3.0,3.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,1.0,,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,,2.0,,,,,,1.0,52.0
44,1.0,192.0,45.0,2.0,2.0,2.0,5.0,7.0,1.0,3.0,5.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,,2.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,,4.0,,,,,,1.0,44.0
45,1.0,192.0,46.0,2.0,2.0,2.0,5.0,6.0,1.0,3.0,5.0,2.0,2.0,5.0,6.0,6.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,3.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,4.0,2.0,2.0,2.0,3.0,1.0,,2.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0,2.0,3.0,,1.0,,,,,,1.0,80.0
46,1.0,192.0,47.0,2.0,2.0,3.0,5.0,6.0,1.0,3.0,5.0,2.0,2.0,6.0,6.0,6.0,3.0,4.0,2.0,3.0,1.0,1.0,4.0,3.0,2.0,2.0,1.0,4.0,1.0,3.0,4.0,2.0,2.0,2.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,,3.0,4.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,,5.0,,,,,,1.0,87.0
47,1.0,192.0,48.0,2.0,2.0,2.0,5.0,6.0,1.0,3.0,5.0,2.0,2.0,5.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,2.0,3.0,1.0,1.0,1.0,4.0,1.0,4.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,,5.0,3.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,2.0,,5.0,,,,,,1.0,86.0
48,1.0,192.0,49.0,2.0,2.0,2.0,5.0,7.0,1.0,3.0,5.0,2.0,2.0,4.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,1.0,2.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,,5.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,,2.0,,,,,,1.0,67.0
49,1.0,192.0,50.0,2.0,2.0,2.0,5.0,6.0,1.0,3.0,5.0,2.0,2.0,5.0,7.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,,2.0,,,,,,5.0,14.0
50,1.0,192.0,51.0,2.0,1.0,3.0,5.0,6.0,1.0,3.0,5.0,2.0,2.0,5.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,0.0,,4.0,,,,,,5.0,5.0
51,1.0,192.0,52.0,2.0,1.0,3.0,5.0,6.0,1.0,3.0,5.0,2.0,2.0,5.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,,5.0,,,,,,5.0,4.0
52,1.0,192.0,53.0,2.0,1.0,3.0,5.0,6.0,1.0,3.0,5.0,2.0,2.0,5.0,7.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,3.0,2.0,2.0,,3.0,,,,,,5.0,17.0
53,1.0,192.0,54.0,2.0,2.0,2.0,5.0,6.0,1.0,3.0,5.0,2.0,2.0,4.0,5.0,2.0,5.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,,6.0,,,,,,5.0,25.0
54,1.0,192.0,55.0,2.0,2.0,3.0,5.0,6.0,1.0,3.0,5.0,2.0,2.0,5.0,7.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,,,,,5.0,21.0
55,1.0,192.0,56.0,2.0,2.0,2.0,5.0,6.0,1.0,3.0,5.0,2.0,2.0,5.0,7.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0,3.0,2.0,,5.0,,,,,,5.0,13.0
56,1.0,192.0,57.0,2.0,2.0,3.0,5.0,7.0,1.0,3.0,5.0,2.0,2.0,5.0,5.0,2.0,5.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,2.0,,3.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,,6.0,,,,,,5.0,24.0
57,1.0,192.0,58.0,2.0,2.0,2.0,5.0,6.0,1.0,3.0,5.0,2.0,2.0,4.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0,,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,,5.0,,,,,,5.0,11.0
58,1.0,192.0,59.0,2.0,1.0,2.0,5.0,7.0,1.0,3.0,5.0,2.0,2.0,5.0,5.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,,5.0,,,,,,5.0,6.0
59,1.0,192.0,60.0,2.0,1.0,2.0,1.0,6.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,,5.0,,,,,,2.0,32.0
60,1.0,192.0,61.0,2.0,1.0,2.0,1.0,7.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,,5.0,,,,,,2.0,15.0
61,1.0,192.0,62.0,2.0,2.0,2.0,6.0,7.0,1.0,3.0,5.0,0.0,2.0,5.0,7.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,,2.0,,,,,,5.0,26.0
62,1.0,192.0,63.0,2.0,2.0,2.0,7.0,7.0,1.0,3.0,5.0,1.0,2.0,5.0,5.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,0.0,3.0,2.0,3.0,1.0,1.0,2.0,3.0,2.0,,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,,5.0,,,,,,5.0,0.0
63,1.0,192.0,64.0,2.0,1.0,2.0,7.0,5.0,1.0,3.0,5.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,3.0,0.0,2.0,0.0,3.0,1.0,1.0,2.0,2.0,1.0,,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,,5.0,,,,,,5.0,22.0
64,1.0,192.0,65.0,2.0,1.0,2.0,7.0,6.0,1.0,3.0,5.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,5.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,,5.0,,,,,,5.0,9.0
65,1.0,192.0,66.0,2.0,1.0,3.0,7.0,7.0,1.0,3.0,5.0,1.0,2.0,5.0,6.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,,5.0,,,,,,5.0,12.0
66,1.0,192.0,67.0,2.0,2.0,0.0,5.0,7.0,1.0,3.0,5.0,0.0,2.0,5.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,,0.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,,0.0,,,,,,1.0,0.0
67,1.0,192.0,68.0,2.0,2.0,2.0,7.0,7.0,1.0,3.0,5.0,1.0,2.0,5.0,6.0,6.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,,2.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,,5.0,,,,,,2.0,89.0
68,1.0,192.0,69.0,2.0,1.0,3.0,7.0,6.0,3.0,3.0,4.0,1.0,2.0,5.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,2.0,2.0,1.0,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,,5.0,,,,,,1.0,18.0
69,1.0,192.0,70.0,2.0,3.0,2.0,7.0,6.0,1.0,3.0,5.0,1.0,2.0,6.0,6.0,6.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,3.0,1.0,3.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,,6.0,,,,,,2.0,8.0
70,1.0,192.0,71.0,2.0,3.0,2.0,7.0,8.0,1.0,3.0,5.0,1.0,2.0,5.0,6.0,6.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,,3.0,,,,,,2.0,5.0
71,1.0,192.0,72.0,2.0,1.0,2.0,7.0,4.0,1.0,3.0,5.0,1.0,2.0,5.0,6.0,6.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,,5.0,,,,,,2.0,50.0
72,1.0,192.0,73.0,2.0,2.0,3.0,7.0,6.0,1.0,3.0,5.0,1.0,2.0,5.0,6.0,5.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,0.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,2.0,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,0.0,,6.0,,,,,,4.0,3.0
73,1.0,192.0,74.0,2.0,1.0,3.0,7.0,7.0,3.0,3.0,4.0,1.0,2.0,5.0,7.0,7.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,4.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,,5.0,,,,,,2.0,44.0
74,1.0,192.0,75.0,2.0,3.0,1.0,7.0,6.0,1.0,3.0,5.0,1.0,2.0,5.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,3.0,,4.0,,,,,,2.0,99.0
75,1.0,192.0,76.0,2.0,1.0,3.0,6.0,6.0,1.0,3.0,5.0,1.0,2.0,2.0,2.0,2.0,5.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,3.0,3.0,3.0,,5.0,,,,,,2.0,39.0
76,1.0,192.0,77.0,2.0,2.0,4.0,6.0,6.0,1.0,3.0,5.0,1.0,2.0,6.0,6.0,6.0,5.0,1.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0,3.0,2.0,4.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,0.0,1.0,1.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,,5.0,,,,,,2.0,6.0
77,1.0,192.0,78.0,2.0,2.0,2.0,6.0,6.0,1.0,3.0,5.0,1.0,2.0,5.0,6.0,6.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,,5.0,,,,,,2.0,25.0
78,1.0,192.0,79.0,2.0,2.0,2.0,6.0,6.0,1.0,3.0,5.0,1.0,2.0,5.0,6.0,6.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0,,4.0,,,,,,2.0,46.0
79,1.0,192.0,80.0,2.0,2.0,2.0,6.0,7.0,1.0,3.0,5.0,1.0,2.0,5.0,2.0,2.0,5.0,1.0,2.0,4.0,1.0,4.0,1.0,3.0,1.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,4.0,1.0,4.0,2.0,2.0,1.0,,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,2.0,3.0,2.0,1.0,,5.0,,,,,,1.0,73.0
80,1.0,192.0,81.0,2.0,2.0,2.0,6.0,8.0,1.0,3.0,5.0,1.0,2.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,,2.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,,2.0,,,,,,1.0,49.0
81,1.0,192.0,82.0,2.0,3.0,1.0,6.0,6.0,1.0,3.0,5.0,1.0,2.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,,4.0,,,,,,1.0,6.0
82,1.0,192.0,83.0,2.0,1.0,3.0,6.0,0.0,1.0,3.0,5.0,1.0,2.0,5.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,,2.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,,5.0,,,,,,1.0,45.0
83,1.0,192.0,84.0,2.0,1.0,3.0,6.0,7.0,1.0,3.0,5.0,1.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,,6.0,,,,,,1.0,8.0
84,1.0,192.0,85.0,2.0,1.0,3.0,6.0,6.0,1.0,3.0,5.0,1.0,2.0,5.0,6.0,6.0,2.0,3.0,2.0,3.0,1.0,1.0,4.0,3.0,2.0,0.0,2.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,0.0,,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,3.0,3.0,1.0,3.0,2.0,3.0,1.0,3.0,,5.0,,,,,,1.0,1.0
85,1.0,192.0,86.0,2.0,2.0,2.0,6.0,7.0,1.0,3.0,5.0,1.0,2.0,6.0,7.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,4.0,2.0,4.0,3.0,2.0,1.0,2.0,1.0,5.0,2.0,4.0,1.0,2.0,1.0,,2.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,,5.0,,,,,,1.0,93.0
86,1.0,192.0,87.0,2.0,1.0,3.0,6.0,7.0,1.0,3.0,5.0,1.0,2.0,4.0,2.0,2.0,5.0,4.0,2.0,3.0,3.0,1.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,5.0,2.0,3.0,2.0,2.0,5.0,1.0,2.0,2.0,2.0,2.0,,2.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,,5.0,,,,,,1.0,56.0
