,CARD,DECK,BALLOT,FORM,S192B.Q1,S192B.Q2,S192B.Q3,S192B.Q4,S192B.Q5,S192B.Q6,S192B.Q7,S192B.Q8A,S192B.Q8B,S192B.Q9,S192B.Q10,S192B.Q11,S192B.Q12,S192B.Q13,S192B.Q14,S192B.Q15,S192B.Q16,S192B.Q17,S192B.Q18,S192B.Q19,S192B.Q20,S192B.Q21,S192B.Q22,S192B.Q23,S192B.Q24,S192B.Q25,S192B.Q26,S192B.Q27,S192B.Q28,S192B.Q29,S192B.Q30,S192B.Q31,S192B.Q32A,S192B.Q32B,S192B.Q33,S192B.Q34,S192B.Q35,S192B.Q36.n,S192B.Q37,S192B.Q38,S192B.Q39,S192B.Q40A,S192B.Q40B,S192B.Q41,S192B.Q42,S192B.Q43,S192B.Q44,S192B.Q45,S192B.Q46,S192B.Q47,S192B.Q48,S192B.Q49,S192B.Q50A,S192B.Q50B,S192B.Q50C,S192B.Q50D,S192B.Q50E,S192B.Q50F,S192B.Q50G,S192B.Q50H,S192B.Q51.n,S192B.Q52,S192B.Q52A.n,S192B.Q52B.n,S192B.Q52C.n,S192B.Q52D.n,S192B.Q53.n,S192B.V54,S192B.V55
132,1.0,192.0,133.0,2.0,1.0,2.0,3.0,6.0,2.0,1.0,4.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,,2.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,2.0,3.0,2.0,3.0,,5.0,,,,,,5.0,48.0
133,1.0,192.0,134.0,2.0,1.0,3.0,3.0,7.0,2.0,2.0,4.0,2.0,4.0,4.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,4.0,2.0,3.0,1.0,1.0,2.0,4.0,2.0,5.0,1.0,1.0,2.0,2.0,1.0,,2.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,4.0,1.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,1.0,,4.0,,,,,,5.0,33.0
134,1.0,192.0,135.0,2.0,1.0,3.0,4.0,6.0,2.0,1.0,4.0,2.0,4.0,4.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,3.0,,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,1.0,3.0,1.0,3.0,3.0,2.0,,2.0,,,,,,3.0,25.0
135,1.0,192.0,136.0,2.0,1.0,3.0,4.0,6.0,2.0,2.0,4.0,2.0,4.0,5.0,2.0,2.0,5.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,4.0,1.0,4.0,2.0,2.0,1.0,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,,5.0,,,,,,1.0,27.0
136,1.0,192.0,137.0,2.0,1.0,5.0,4.0,6.0,2.0,2.0,4.0,2.0,4.0,6.0,6.0,5.0,4.0,1.0,2.0,3.0,3.0,1.0,4.0,3.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,3.0,3.0,1.0,,5.0,,,,,,1.0,89.0
137,1.0,192.0,138.0,2.0,1.0,3.0,5.0,6.0,2.0,2.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,0.0,3.0,2.0,4.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,2.0,1.0,,5.0,3.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,,5.0,,,,,,2.0,12.0
138,1.0,192.0,139.0,2.0,1.0,3.0,5.0,7.0,2.0,2.0,4.0,2.0,4.0,5.0,3.0,3.0,2.0,3.0,2.0,4.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,5.0,1.0,2.0,2.0,3.0,1.0,,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,,5.0,,,,,,3.0,6.0
139,1.0,192.0,140.0,2.0,1.0,3.0,5.0,8.0,2.0,2.0,4.0,2.0,4.0,5.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,4.0,1.0,2.0,2.0,3.0,1.0,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,,5.0,,,,,,3.0,11.0
140,1.0,192.0,141.0,2.0,1.0,2.0,5.0,7.0,2.0,2.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,3.0,1.0,,2.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,0.0,2.0,2.0,2.0,2.0,1.0,,4.0,,,,,,1.0,13.0
141,1.0,192.0,142.0,2.0,1.0,2.0,5.0,6.0,2.0,1.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,,5.0,,,,,,1.0,81.0
142,1.0,192.0,143.0,2.0,2.0,3.0,7.0,6.0,2.0,2.0,4.0,2.0,4.0,5.0,6.0,6.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,5.0,,,,,,4.0,18.0
143,1.0,192.0,144.0,2.0,1.0,2.0,7.0,7.0,2.0,2.0,4.0,2.0,4.0,6.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,,2.0,,,,,,1.0,59.0
144,1.0,192.0,145.0,2.0,1.0,3.0,0.0,7.0,1.0,3.0,5.0,2.0,3.0,4.0,4.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,,0.0,,,,,,2.0,51.0
145,1.0,192.0,146.0,2.0,1.0,0.0,0.0,6.0,1.0,3.0,5.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,,0.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,,2.0,,,,,,3.0,1.0
146,1.0,192.0,147.0,2.0,1.0,3.0,4.0,6.0,1.0,3.0,5.0,0.0,3.0,4.0,2.0,2.0,5.0,0.0,2.0,3.0,2.0,3.0,3.0,0.0,3.0,2.0,2.0,1.0,1.0,0.0,3.0,2.0,1.0,3.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,,2.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,0.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,0.0,3.0,3.0,,5.0,,,,,,1.0,25.0
147,1.0,192.0,148.0,2.0,2.0,2.0,5.0,6.0,1.0,3.0,5.0,0.0,3.0,5.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,0.0,2.0,4.0,2.0,3.0,2.0,0.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,,2.0,2.0,1.0,0.0,0.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,0.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,0.0,,4.0,,,,,,1.0,2.0
148,1.0,192.0,149.0,2.0,3.0,2.0,5.0,8.0,1.0,3.0,5.0,1.0,3.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,,2.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,,6.0,,,,,,1.0,82.0
149,1.0,192.0,150.0,2.0,1.0,2.0,5.0,6.0,1.0,3.0,5.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,1.0,4.0,3.0,0.0,2.0,4.0,2.0,4.0,1.0,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,,5.0,,,,,,1.0,94.0
150,1.0,192.0,151.0,2.0,1.0,2.0,4.0,7.0,1.0,3.0,5.0,1.0,1.0,5.0,5.0,2.0,2.0,4.0,2.0,4.0,2.0,1.0,4.0,3.0,2.0,2.0,1.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,,5.0,,,,,,1.0,92.0
151,1.0,192.0,152.0,2.0,1.0,3.0,5.0,6.0,1.0,3.0,5.0,1.0,3.0,4.0,5.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,2.0,4.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,,3.0,0.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,,5.0,,,,,,1.0,62.0
152,1.0,192.0,153.0,2.0,2.0,3.0,3.0,6.0,1.0,3.0,5.0,1.0,3.0,5.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,2.0,3.0,1.0,2.0,3.0,1.0,4.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,,2.0,2.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,4.0,3.0,1.0,3.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,,5.0,,,,,,1.0,42.0
153,1.0,192.0,154.0,2.0,1.0,2.0,1.0,6.0,1.0,3.0,5.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,,2.0,,,,,,2.0,73.0
154,1.0,192.0,155.0,2.0,1.0,3.0,1.0,7.0,1.0,3.0,5.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,,5.0,,,,,,2.0,53.0
155,1.0,192.0,156.0,2.0,1.0,3.0,1.0,6.0,1.0,3.0,5.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,3.0,2.0,1.0,4.0,3.0,3.0,2.0,2.0,3.0,,3.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,,6.0,,,,,,2.0,77.0
156,1.0,192.0,157.0,2.0,1.0,3.0,1.0,6.0,1.0,3.0,5.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,2.0,2.0,1.0,,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,,1.0,,,,,,2.0,81.0
157,1.0,192.0,158.0,2.0,1.0,2.0,1.0,7.0,1.0,3.0,5.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,4.0,2.0,2.0,1.0,,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,,1.0,,,,,,2.0,43.0
158,1.0,192.0,159.0,2.0,1.0,2.0,1.0,6.0,1.0,3.0,5.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,1.0,,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,,2.0,,,,,,2.0,55.0
159,1.0,192.0,160.0,2.0,1.0,3.0,1.0,6.0,1.0,3.0,5.0,2.0,3.0,2.0,2.0,2.0,5.0,3.0,2.0,3.0,1.0,3.0,5.0,1.0,1.0,3.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,,5.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,,5.0,,,,,,5.0,41.0
160,1.0,192.0,161.0,2.0,1.0,3.0,1.0,8.0,1.0,3.0,5.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,,5.0,,,,,,5.0,47.0
161,1.0,192.0,162.0,2.0,1.0,3.0,1.0,7.0,1.0,3.0,5.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0,,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,,5.0,,,,,,5.0,1.0
162,1.0,192.0,163.0,2.0,1.0,1.0,2.0,8.0,1.0,3.0,5.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,,4.0,,,,,,2.0,54.0
163,1.0,192.0,164.0,2.0,1.0,2.0,2.0,8.0,1.0,3.0,5.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,,5.0,,,,,,2.0,16.0
164,1.0,192.0,165.0,2.0,1.0,3.0,2.0,6.0,1.0,3.0,5.0,2.0,3.0,4.0,6.0,5.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,3.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,,1.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,4.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,,5.0,,,,,,2.0,2.0
165,1.0,192.0,166.0,2.0,2.0,2.0,2.0,7.0,1.0,3.0,5.0,2.0,3.0,5.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,1.0,2.0,2.0,2.0,1.0,,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,,6.0,,,,,,1.0,16.0
166,1.0,192.0,167.0,2.0,1.0,3.0,2.0,6.0,1.0,3.0,5.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,,6.0,,,,,,1.0,31.0
167,1.0,192.0,168.0,2.0,1.0,2.0,2.0,6.0,1.0,3.0,5.0,2.0,1.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,0.0,1.0,3.0,1.0,2.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,,5.0,,,,,,2.0,58.0
168,1.0,192.0,169.0,2.0,1.0,4.0,3.0,7.0,1.0,3.0,5.0,2.0,3.0,5.0,6.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,4.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,,2.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,3.0,,4.0,,,,,,2.0,7.0
169,1.0,192.0,170.0,2.0,1.0,1.0,3.0,6.0,1.0,3.0,5.0,2.0,3.0,5.0,6.0,6.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,2.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,,4.0,,,,,,2.0,84.0
170,1.0,192.0,171.0,2.0,1.0,3.0,3.0,7.0,1.0,3.0,5.0,2.0,3.0,3.0,3.0,2.0,5.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,3.0,3.0,,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,,5.0,,,,,,3.0,7.0
171,1.0,192.0,172.0,2.0,1.0,3.0,3.0,6.0,1.0,3.0,5.0,2.0,3.0,5.0,4.0,2.0,5.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,3.0,3.0,,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,,5.0,,,,,,3.0,21.0
172,1.0,192.0,173.0,2.0,1.0,2.0,3.0,8.0,1.0,3.0,5.0,2.0,3.0,4.0,5.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,,3.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,,5.0,,,,,,1.0,17.0
173,1.0,192.0,174.0,2.0,1.0,2.0,3.0,7.0,1.0,3.0,5.0,2.0,3.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,4.0,1.0,4.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,,5.0,,,,,,1.0,88.0
174,1.0,192.0,175.0,2.0,1.0,3.0,3.0,7.0,1.0,3.0,5.0,2.0,3.0,5.0,7.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0,,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,,4.0,,,,,,1.0,68.0
175,1.0,192.0,176.0,2.0,1.0,3.0,3.0,8.0,1.0,3.0,5.0,2.0,3.0,5.0,1.0,1.0,2.0,3.0,2.0,4.0,2.0,1.0,5.0,3.0,3.0,2.0,3.0,3.0,1.0,4.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,1.0,,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,,1.0,,,,,,1.0,22.0
