CARD.,DECK.,BALLOT.,,Q.1.,Q.2.,Q.3.,Q.4A.,Q.4B.,Q.5A.,Q.5B.,Q.6A.,Q.6B.,Q.7A.,Q.7B.,Q.8A.,Q.8B.,Q.9A.,Q.9B.,Q.10A.,Q.10B.,Q.11A.,Q.11B.,Q.12A.,Q.12B.,Q.13A.,Q.13B.,Q.14A.,Q.14B.,Q.15A.,Q.15B.,Q.16A.,Q.16B.,Q.17A.,Q.17B.,Q.18A.,Q.18B.,Q.19A.,Q.19B.,Q.20A.,Q.20B.,Q.21A.,Q.21B.,Q.22A.,Q.22B.,Q.23A.,Q.23B.,Q.24A.,Q.24B.,Q.25A.,Q.25B.,Q.26A.,Q.26B.,Q.27A.,Q.27B.,Q.28A.,Q.28B.,Q.29A.,Q.29B.,Q.30A.,Q.30B.,Q.31A.,Q.31B.,Q.32A.,Q.32B.,Q.33A.,Q.33B.,Q.34A.,Q.34B.,Q.35.,V.37A.,V.37B.,V.38A.,V.38B.,V.39A.,CARD..1,DECK..1,BALLOT..1,NA.1,V.39B.,V.39C.,V.40.
1,195,72,3,2,4,3,5,0,2,3,2,3,3,4,2,3,1,3,3,3,3,3,3,3,2,4,3,3,2,1,1,1,1,1,1,1,2,1,1,1,2,2,3,1,1,1,2,2,2,1,2,1,3,1,2,1,1,2,3,2,1,1,1,2,1,2,2,1,2,7,8,5,3,5,2,195,72,3,2,1,1
1,195,73,3,0,5,1,5,1,2,4,3,1,3,4,2,3,3,1,3,1,3,1,1,2,1,4,3,1,3,1,4,1,3,1,5,1,3,1,2,2,5,3,2,1,3,0,3,1,5,1,1,1,4,0,2,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,7,6,7,5,2,195,73,3,3,1,2
1,195,74,3,3,3,4,3,3,2,4,2,2,3,4,2,4,2,4,2,4,1,4,1,4,1,4,1,4,3,1,4,3,1,1,4,3,3,3,2,3,5,3,2,2,4,3,3,1,1,1,3,1,2,2,1,1,2,1,2,1,2,1,2,1,2,1,2,1,4,5,5,0,7,1,2,195,74,3,9,2,1
1,195,75,3,2,3,5,3,4,2,4,2,4,3,4,2,4,2,4,2,4,1,4,1,4,1,4,1,4,2,2,3,3,3,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,3,1,0,0,2,1,2,1,2,1,2,1,2,1,2,1,3,1,3,0,6,1,2,195,75,3,0,2,2
1,195,76,3,3,3,5,3,3,2,4,2,4,3,4,2,4,2,4,2,2,2,4,1,4,2,4,3,3,2,1,3,1,2,2,3,2,2,1,2,1,1,1,2,2,2,1,2,2,2,1,1,1,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,6,6,5,4,2,2,195,76,3,7,2,1
1,195,77,3,3,3,7,3,3,2,4,3,3,3,4,2,4,2,4,2,2,1,3,1,4,1,3,3,2,2,1,2,1,2,1,2,2,3,1,3,1,5,1,1,1,4,1,1,1,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,1,2,1,2,1,2,6,8,0,3,2,2,195,77,3,5,2,2
1,195,78,3,2,2,6,3,3,2,4,2,3,3,4,2,3,2,3,2,3,1,3,1,3,1,3,3,1,1,2,2,3,2,1,2,2,3,2,2,2,4,1,2,2,4,2,2,2,2,2,3,2,2,2,3,3,1,2,3,3,2,2,3,3,3,3,2,2,2,7,2,1,0,2,2,195,78,3,2,2,1
1,195,79,3,3,5,3,3,3,2,4,2,4,3,4,2,4,2,4,2,3,1,4,1,4,1,4,3,1,2,2,3,1,2,1,3,1,3,1,3,1,1,1,2,1,3,1,2,1,2,1,1,1,3,1,1,3,3,1,1,1,3,3,3,3,3,3,3,3,2,6,9,1,2,2,2,195,79,3,7,2,2
1,195,80,3,1,4,3,3,3,2,4,3,4,3,4,2,4,3,2,1,2,1,4,1,4,2,4,1,4,3,1,5,1,2,1,3,1,1,1,4,2,1,1,2,1,3,1,2,1,5,1,3,1,2,1,1,1,3,1,1,1,2,1,2,1,3,2,3,1,1,5,0,1,6,2,2,195,80,3,7,2,1
1,195,81,3,2,3,8,4,1,2,1,2,4,3,4,2,4,2,4,1,4,2,4,1,4,2,4,1,4,3,1,5,1,1,1,5,1,4,1,1,1,1,1,3,1,2,1,3,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,0,6,7,2,2,195,81,3,8,2,1
1,195,82,3,3,5,0,3,2,2,4,2,4,3,4,2,4,2,4,3,4,1,4,2,4,2,4,1,4,2,1,3,1,2,1,3,1,2,1,2,1,3,1,2,1,3,1,1,1,3,1,1,1,2,1,2,2,1,2,3,2,2,2,2,2,2,2,2,2,1,5,0,2,0,2,2,195,82,3,9,2,2
1,195,83,3,3,4,4,3,3,2,3,2,3,3,4,2,4,2,3,1,3,1,4,1,4,3,3,1,4,2,1,3,1,1,1,2,1,2,1,2,1,2,1,2,1,3,2,2,2,2,2,2,1,2,2,2,2,3,2,1,2,1,2,1,1,1,1,1,2,2,8,6,6,2,2,2,195,83,3,5,2,1
1,195,84,3,1,5,7,4,4,2,4,2,4,3,4,2,4,2,4,1,4,1,4,1,4,1,4,1,4,1,1,3,1,1,1,1,1,4,1,1,1,1,1,1,1,4,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,7,7,2,2,195,84,3,0,2,2
1,195,85,3,3,3,7,4,4,2,4,2,4,3,4,2,3,2,3,1,3,1,4,1,4,1,4,1,4,2,1,2,2,2,2,5,2,1,2,2,2,1,1,2,2,3,2,1,2,1,1,1,1,2,2,2,2,3,3,1,1,1,1,1,1,1,1,1,1,1,5,4,6,5,2,2,195,85,3,7,2,1
1,195,86,3,2,4,6,2,1,2,4,2,4,3,4,2,4,2,4,2,4,1,4,1,4,2,4,2,1,2,3,2,2,2,2,2,2,4,2,2,2,1,1,1,2,2,1,3,1,2,1,3,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,6,5,3,5,2,2,195,86,3,8,2,2
1,195,87,3,3,3,6,5,2,2,4,2,4,3,4,2,4,1,3,2,3,1,3,1,4,2,4,2,3,2,2,4,1,2,2,3,2,2,2,2,2,2,2,3,1,3,2,2,3,3,2,2,2,3,1,2,2,1,1,1,2,1,2,1,2,1,2,1,2,2,6,2,7,1,2,2,195,87,3,5,2,2
1,195,88,3,3,5,8,4,4,2,4,2,4,3,4,2,4,2,4,2,4,1,3,1,4,1,4,2,3,2,2,2,2,1,2,3,2,3,2,3,1,4,2,2,2,3,2,2,2,2,2,1,1,2,2,1,2,2,2,3,0,2,2,2,2,2,2,2,2,1,6,1,0,0,2,2,195,88,3,8,2,2
1,195,89,3,2,3,6,4,4,2,4,0,0,3,4,2,4,2,4,2,4,1,4,1,4,1,2,2,4,2,3,3,2,2,1,5,1,4,1,3,1,5,1,2,2,4,3,2,3,3,2,2,2,4,1,3,3,1,1,1,2,3,3,2,2,3,3,2,2,3,6,4,2,1,2,2,195,89,3,9,2,2
1,195,90,3,2,3,8,4,4,2,4,2,4,3,4,2,4,2,4,2,4,1,4,1,4,1,4,2,4,2,2,2,2,2,1,2,2,2,2,3,1,5,1,2,1,2,1,3,1,2,1,2,1,2,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,2,5,8,6,7,2,2,195,90,3,0,2,2
1,195,91,3,3,2,7,4,4,2,4,3,4,3,4,2,4,2,4,2,4,1,4,1,4,1,3,2,1,3,2,3,1,1,1,3,1,2,1,2,1,4,1,2,1,2,1,2,1,2,1,2,1,3,1,1,1,2,1,2,2,2,1,2,1,2,1,2,1,1,6,9,0,6,2,2,195,91,3,8,2,2
1,195,92,3,3,3,5,3,3,2,4,2,4,3,4,2,4,2,4,2,4,3,3,1,4,1,4,3,3,2,1,3,1,1,1,3,1,1,1,1,1,4,1,3,1,3,2,2,2,1,1,2,2,2,2,3,1,3,1,1,1,1,1,1,1,1,1,3,1,1,6,6,4,7,3,2,195,92,3,7,2,2
1,195,93,3,2,3,6,3,3,2,4,2,3,3,4,2,4,2,4,3,3,1,4,1,4,1,3,3,0,3,1,5,1,2,1,5,1,4,1,3,1,4,1,3,1,2,1,3,1,5,1,1,1,4,1,3,0,2,2,3,0,2,2,2,1,2,2,2,2,3,0,0,0,1,3,2,195,93,3,6,2,1
1,195,94,3,1,4,5,4,2,2,4,3,3,3,4,2,2,2,2,1,3,1,4,1,4,1,3,3,1,2,1,3,1,2,2,3,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,3,3,2,2,2,2,1,2,2,2,2,2,2,8,3,1,0,3,2,195,94,3,4,2,2
1,195,95,3,3,5,6,4,4,2,4,2,4,3,4,2,4,1,4,3,0,2,2,1,4,2,4,1,4,1,1,1,1,1,1,1,1,4,1,1,1,1,1,2,1,4,1,1,1,2,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,7,7,3,2,195,95,3,8,2,2
1,195,96,3,3,3,5,2,2,2,2,2,4,3,4,2,4,2,4,2,4,3,3,2,4,2,4,1,4,3,1,5,1,3,2,3,1,4,1,3,1,2,2,2,1,3,1,3,1,5,1,2,1,2,1,1,1,1,1,3,2,1,1,1,1,1,1,2,2,1,4,8,4,5,3,2,195,96,3,7,2,2
1,195,97,3,3,4,7,2,3,2,4,2,4,3,4,2,4,2,4,3,3,1,3,1,3,1,4,1,4,2,2,3,1,3,1,4,2,3,1,3,1,1,1,3,1,3,1,3,1,2,1,2,1,3,2,1,2,3,2,2,2,2,2,2,2,2,1,3,2,1,4,7,0,1,3,2,195,97,3,6,2,2
1,195,98,3,0,5,8,3,3,2,4,2,4,3,4,2,4,3,0,3,0,1,4,1,4,1,4,1,4,3,1,4,1,1,1,5,1,4,1,3,1,5,1,3,1,2,1,3,1,2,1,2,1,4,1,1,1,2,1,2,1,2,1,2,1,2,1,2,1,3,3,0,0,7,3,2,195,98,3,7,2,2
1,195,99,3,2,4,2,5,1,2,4,2,2,3,1,2,4,1,3,3,1,1,4,1,4,1,4,1,4,2,2,4,1,2,2,3,2,5,2,2,2,2,3,3,1,2,1,2,2,5,1,1,1,3,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,4,4,6,6,3,2,195,99,3,6,2,1
1,195,100,3,3,3,7,4,4,2,4,2,4,3,4,2,3,3,3,1,3,1,3,1,4,1,3,1,4,3,1,3,2,1,2,2,2,2,2,2,2,3,2,1,2,3,1,2,1,2,1,2,1,2,1,3,1,1,2,1,2,1,1,1,2,1,1,1,2,2,6,6,6,3,3,2,195,100,3,5,2,1
1,195,101,3,3,2,7,4,4,2,4,2,4,3,4,2,4,3,3,2,4,2,3,1,3,2,4,2,4,2,1,4,1,3,1,4,1,4,1,2,1,4,1,3,1,3,1,2,1,2,1,2,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,0,7,7,3,2,195,101,3,7,2,1
1,195,102,3,3,4,7,4,4,2,4,3,4,3,4,2,4,2,4,2,4,3,3,1,4,1,4,2,4,2,2,1,1,2,1,1,1,3,1,2,1,3,1,3,1,3,1,2,1,2,1,1,1,2,1,2,1,2,1,2,1,3,2,3,2,3,2,2,2,1,4,9,1,3,3,2,195,102,3,9,2,1
1,195,103,3,1,3,4,5,2,2,1,2,2,3,1,2,4,2,1,3,2,1,4,1,4,1,4,2,4,3,1,3,1,2,1,4,1,3,1,1,1,1,1,3,1,2,1,3,1,5,1,2,1,4,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,0,6,7,3,2,195,103,3,5,2,1
1,195,104,3,3,3,7,4,4,2,4,2,3,3,4,2,4,2,4,3,3,1,4,1,4,1,4,2,2,2,2,2,2,1,2,2,2,4,1,3,1,4,1,2,2,4,1,2,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,8,3,7,7,3,2,195,104,3,8,2,2
1,195,105,3,4,5,1,4,4,2,4,0,0,3,4,2,4,2,4,3,2,1,4,1,4,1,4,2,3,3,1,5,1,3,3,5,1,4,2,4,1,4,3,3,2,1,1,3,1,5,1,3,2,0,0,3,3,3,3,1,2,2,3,2,2,2,2,2,2,1,1,5,1,0,3,2,195,105,3,8,2,2
1,195,106,3,3,3,6,2,3,2,3,3,3,3,4,3,2,2,3,2,4,2,4,1,4,2,4,3,1,2,2,3,2,1,1,2,2,3,1,4,1,4,1,2,1,4,1,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,7,7,7,4,2,195,106,3,5,2,1
1,195,107,3,3,4,6,2,2,2,4,2,4,3,4,2,4,2,4,2,4,3,3,1,4,1,3,3,1,2,2,1,1,1,1,3,2,2,2,2,1,1,1,2,1,2,1,3,1,2,1,2,1,2,1,3,3,1,3,1,3,1,2,1,2,1,2,1,2,2,7,8,6,0,4,2,195,107,3,6,2,1
1,195,108,3,3,3,8,4,4,2,4,3,4,3,4,2,4,2,4,1,4,3,1,1,4,1,4,3,1,1,1,1,1,1,2,2,2,2,3,4,0,4,1,1,1,4,1,1,1,2,1,3,1,1,1,1,1,2,1,2,1,2,1,2,1,2,1,2,1,1,9,8,0,7,4,2,195,108,3,8,2,2
1,195,109,3,3,3,8,3,3,2,4,3,4,3,4,2,4,3,3,3,3,1,4,1,3,1,2,3,2,3,1,3,2,1,1,4,1,2,1,3,1,4,1,2,2,3,2,2,2,3,2,2,2,2,2,1,1,2,1,2,1,2,1,2,1,2,1,2,1,1,5,4,0,7,4,2,195,109,3,4,2,1
1,195,110,3,2,4,2,1,2,2,2,2,2,3,2,2,2,3,1,2,2,1,4,1,4,1,4,3,1,2,1,2,1,1,1,5,1,3,1,3,1,1,1,2,1,4,1,2,1,3,1,3,1,2,1,3,3,3,3,1,1,2,2,2,1,2,1,2,1,4,8,0,1,4,4,2,195,110,3,3,2,1
1,195,111,3,1,2,5,5,3,2,4,2,4,3,4,1,4,3,4,2,3,1,4,1,4,1,4,3,1,2,3,3,2,3,1,2,1,2,1,2,2,2,1,1,1,2,1,3,1,5,1,3,1,2,2,3,3,1,2,1,2,1,1,1,1,1,3,1,1,3,5,8,6,3,4,2,195,111,3,7,2,1
1,195,112,3,3,5,7,4,4,2,4,2,4,3,4,2,4,2,4,3,3,2,3,1,4,1,1,3,3,2,1,2,2,1,1,2,2,1,1,1,2,1,1,2,2,2,1,3,1,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,6,7,7,4,2,195,112,3,6,2,2
1,195,113,3,1,5,7,3,2,2,4,2,4,3,4,2,4,2,4,3,3,3,3,3,3,1,3,1,3,2,2,3,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,2,3,3,1,2,1,2,1,2,2,1,1,7,0,4,1,4,2,195,113,3,4,2,2
1,195,114,3,1,4,6,3,3,2,4,2,2,3,4,2,4,3,3,3,4,3,0,1,4,1,4,1,4,2,1,3,1,3,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,4,6,7,4,2,195,114,3,7,2,1
1,195,115,3,3,3,8,4,3,2,4,2,3,3,4,2,4,2,3,2,3,2,3,3,3,3,4,2,4,2,2,3,1,3,1,2,2,4,1,3,1,1,1,2,1,4,1,2,1,1,1,2,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,2,1,1,9,8,4,7,4,2,195,115,3,5,2,1
1,195,116,3,3,5,7,4,2,2,4,2,3,3,4,2,3,3,1,3,1,2,3,1,3,2,3,2,2,0,1,3,2,1,1,3,1,2,2,3,1,4,2,2,2,3,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,1,2,1,1,1,2,1,2,1,6,4,6,2,4,2,195,116,3,2,2,1
1,195,117,3,2,3,5,5,3,2,1,2,2,3,1,2,4,2,4,3,1,3,2,1,4,1,4,2,4,3,1,3,1,2,1,5,1,2,2,3,1,1,1,2,1,4,1,2,1,2,1,2,1,4,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,6,0,1,0,4,2,195,117,3,5,2,2
1,195,118,3,3,4,6,5,1,2,4,2,3,3,4,2,4,2,3,3,2,3,3,1,3,1,4,2,4,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,4,1,1,2,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,8,7,6,4,2,195,118,3,5,2,2
1,195,119,3,3,3,6,2,1,2,3,3,3,3,4,2,4,1,3,3,2,1,3,3,2,2,1,3,2,3,1,4,1,2,2,3,1,3,1,3,1,2,2,3,1,2,1,2,1,2,2,2,1,3,1,2,2,2,1,2,2,2,1,2,1,2,1,2,1,1,5,7,1,5,5,2,195,119,3,2,2,1
1,195,120,3,3,5,5,3,3,2,3,2,3,3,3,2,3,3,3,1,3,3,2,1,3,3,2,3,2,1,1,2,1,1,2,2,1,1,2,1,2,2,2,2,3,4,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,1,1,1,1,1,1,1,1,9,2,6,6,5,2,195,120,3,0,2,1
1,195,121,3,1,5,2,5,2,2,4,2,2,3,4,2,3,3,2,1,3,1,4,3,3,1,4,3,3,2,1,1,2,1,3,1,1,1,1,1,1,1,2,2,1,3,3,1,3,3,3,2,2,2,2,2,1,1,1,2,3,1,1,1,1,1,1,1,1,3,8,3,6,6,5,2,195,121,3,4,2,1
1,195,122,3,3,3,5,5,4,3,4,3,4,3,4,2,4,3,4,3,4,3,4,1,4,1,3,3,4,2,1,3,1,1,1,5,1,3,1,1,1,1,1,3,1,2,1,3,1,2,1,2,1,2,1,1,1,1,1,3,2,1,1,1,1,1,1,3,1,1,5,0,4,6,5,2,195,122,3,9,2,2
1,195,123,3,1,3,8,2,2,2,4,2,2,3,4,2,2,1,3,3,1,3,2,1,4,3,1,1,3,2,1,3,2,1,2,2,2,2,1,2,1,4,1,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,2,2,1,1,1,2,2,2,7,4,3,4,5,2,195,123,3,3,2,2
1,195,124,3,3,3,6,5,1,3,1,2,3,3,1,3,4,3,4,3,2,3,2,1,4,1,4,1,4,2,2,3,1,3,1,3,1,2,1,1,1,1,1,3,1,1,1,3,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,9,6,7,5,2,195,124,3,5,2,1
1,195,125,3,3,2,3,2,3,2,4,3,2,3,4,2,4,2,3,3,1,3,1,3,2,1,3,3,1,2,2,2,2,3,2,3,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,1,2,3,3,3,3,2,2,1,3,3,2,3,2,3,7,1,1,0,6,2,195,125,3,3,2,1
1,195,126,3,3,3,6,5,1,3,1,2,3,2,1,3,1,3,1,3,1,2,3,3,1,3,1,3,1,2,2,3,2,2,1,3,1,2,2,4,3,4,2,2,1,3,1,2,2,3,2,2,1,2,2,2,1,3,3,3,3,3,3,3,3,2,2,3,3,3,6,5,1,1,8,2,195,126,3,0,2,2
1,195,127,3,3,5,3,5,1,3,1,3,3,2,1,3,1,3,1,3,1,3,1,3,1,1,3,3,1,2,2,3,2,3,3,3,2,1,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,3,1,3,1,3,1,3,1,3,1,3,1,3,1,2,7,2,0,7,8,2,195,127,3,0,2,1
1,195,128,3,2,5,5,3,3,2,4,2,3,3,4,2,4,1,4,1,4,1,4,1,4,2,4,1,4,3,1,5,1,2,1,5,1,4,1,3,1,4,1,3,1,2,1,3,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,7,7,2,2,195,128,3,9,3,2
1,195,129,3,2,5,6,5,0,3,0,2,0,3,4,2,4,1,4,1,4,1,4,1,4,2,4,1,4,2,1,2,2,1,1,3,1,3,1,1,1,1,1,3,1,1,1,3,1,2,1,2,1,2,1,1,1,1,1,3,1,2,1,1,1,0,0,3,0,1,6,0,2,5,2,2,195,129,3,8,3,1
1,195,130,3,2,3,1,3,4,2,2,2,2,3,1,2,4,1,4,2,2,1,4,1,4,1,4,1,4,3,1,3,2,2,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,7,2,2,195,130,3,7,3,1
1,195,131,3,2,3,7,3,4,2,4,2,4,3,4,2,4,1,4,2,4,1,4,1,4,1,4,1,4,2,2,3,2,2,1,5,1,2,2,2,1,2,1,3,1,1,1,3,1,2,1,2,1,2,2,1,1,1,2,1,2,1,2,1,1,3,1,1,1,1,4,8,5,4,2,2,195,131,3,0,3,1
1,195,132,3,2,3,3,3,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,1,2,1,1,2,1,3,1,3,1,3,1,2,1,1,1,1,1,1,1,4,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,0,6,7,2,2,195,132,3,0,3,1
1,195,133,3,1,4,1,3,3,2,2,2,1,3,1,2,1,2,1,2,1,1,4,2,4,1,4,1,1,3,3,3,1,2,1,5,3,3,1,1,2,2,2,3,1,3,2,3,3,5,1,1,1,4,3,3,1,1,1,2,2,2,1,2,1,2,2,1,2,1,1,4,2,4,2,2,195,133,3,3,3,1
1,195,134,3,3,4,4,3,2,2,4,3,2,3,4,2,4,2,4,2,4,1,4,1,4,1,3,2,2,2,2,3,2,2,3,3,2,4,2,3,1,2,2,3,1,2,1,3,1,2,2,1,1,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,4,4,7,5,2,2,195,134,3,7,3,1
1,195,135,3,3,3,7,3,3,2,4,2,3,3,4,2,4,2,4,2,3,1,4,1,4,1,4,2,3,2,1,2,2,1,1,2,2,2,1,1,1,1,1,3,1,3,1,1,1,2,2,1,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,2,6,8,7,5,2,2,195,135,3,7,3,1
1,195,136,3,1,5,7,3,3,2,4,3,3,3,4,2,4,2,4,2,3,1,3,1,3,1,2,2,3,2,3,3,2,2,1,3,2,4,1,3,1,5,1,2,1,3,2,3,1,5,1,2,2,4,1,2,2,3,3,3,3,2,1,2,1,2,1,2,1,1,4,6,1,4,2,2,195,136,3,4,3,2
1,195,137,3,2,2,6,3,3,2,4,3,2,3,4,2,3,2,3,2,3,1,4,1,3,1,4,2,3,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,1,1,2,8,6,1,2,2,2,195,137,3,4,3,2
1,195,138,3,1,3,5,3,2,2,1,2,1,3,1,2,4,2,4,2,4,1,1,1,1,1,4,2,1,2,1,3,1,1,1,3,1,5,1,2,1,1,1,3,1,1,1,3,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,7,9,1,2,2,2,195,138,3,4,3,1
1,195,139,3,3,3,7,3,4,2,4,2,4,3,4,2,4,2,3,2,4,2,3,1,4,1,4,3,2,2,2,1,1,1,1,3,2,2,2,2,2,2,2,2,1,3,3,3,1,2,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,5,7,7,3,2,195,139,3,7,3,1
1,195,140,3,3,4,6,4,4,3,1,2,4,3,4,2,4,2,4,2,4,2,4,1,4,1,4,3,3,3,1,3,1,2,1,4,1,4,1,2,2,4,1,3,1,1,1,3,1,5,1,1,1,4,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,5,7,3,2,195,140,3,8,3,1
1,195,141,3,3,5,4,5,1,2,1,2,3,3,1,2,1,1,3,1,2,1,4,1,4,1,4,1,4,3,1,4,1,2,2,3,2,3,2,3,3,2,1,1,2,3,1,3,1,5,1,3,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,4,7,3,7,3,2,195,141,3,4,3,2
1,195,142,3,3,3,5,4,3,2,4,2,4,3,4,2,4,1,4,1,2,1,4,1,4,1,1,1,4,2,2,4,2,1,1,3,1,2,1,2,1,4,1,2,1,2,1,3,1,2,1,1,1,2,1,1,1,2,1,1,2,2,2,3,3,3,3,2,2,1,5,9,1,2,3,2,195,142,3,7,3,1
1,195,143,3,2,5,6,4,4,2,4,2,4,3,4,2,4,2,4,1,4,2,1,1,4,1,4,1,4,2,2,3,1,2,1,3,1,2,2,3,1,2,2,3,1,4,1,3,1,5,1,1,1,1,1,1,2,1,1,1,2,1,2,1,2,1,2,2,2,1,5,8,5,1,3,2,195,143,3,9,3,1
1,195,144,3,1,4,4,4,3,2,3,3,3,3,4,2,4,0,0,2,3,2,4,2,4,1,4,1,4,2,1,4,1,2,1,3,2,3,2,4,1,2,2,2,2,0,2,2,1,5,1,1,1,2,2,1,1,3,3,2,3,2,1,2,1,2,1,2,2,4,5,5,0,4,3,2,195,144,3,6,3,1
1,195,145,3,3,3,7,2,2,2,1,2,4,3,4,2,4,2,4,2,4,2,3,1,4,2,4,2,3,2,2,3,2,1,1,4,2,2,2,3,1,5,1,3,1,2,1,3,3,2,2,1,1,2,2,2,1,1,1,1,2,1,1,3,3,1,1,1,1,2,3,5,6,5,3,2,195,145,3,6,3,2
