CARD.,DECK.,BALLOT.,,Q.1.,Q.2.,Q.3.,Q.4A.,Q.4B.,Q.5A.,Q.5B.,Q.6A.,Q.6B.,Q.7A.,Q.7B.,Q.8A.,Q.8B.,Q.9A.,Q.9B.,Q.10A.,Q.10B.,Q.11A.,Q.11B.,Q.12A.,Q.12B.,Q.13A.,Q.13B.,Q.14A.,Q.14B.,Q.15A.,Q.15B.,Q.16A.,Q.16B.,Q.17A.,Q.17B.,Q.18A.,Q.18B.,Q.19A.,Q.19B.,Q.20A.,Q.20B.,Q.21A.,Q.21B.,Q.22A.,Q.22B.,Q.23A.,Q.23B.,Q.24A.,Q.24B.,Q.25A.,Q.25B.,Q.26A.,Q.26B.,Q.27A.,Q.27B.,Q.28A.,Q.28B.,Q.29A.,Q.29B.,Q.30A.,Q.30B.,Q.31A.,Q.31B.,Q.32A.,Q.32B.,Q.33A.,Q.33B.,Q.34A.,Q.34B.,Q.35.,V.37A.,V.37B.,V.38A.,V.38B.,V.39A.,CARD..1,DECK..1,BALLOT..1,NA.1,V.39B.,V.39C.,V.40.
1,195,220,3,3,5,7,1,3,1,3,3,4,1,3,2,3,1,3,2,3,1,3,3,3,1,4,3,3,3,1,3,1,2,1,5,1,2,1,2,1,1,1,3,1,1,1,3,1,3,2,1,1,4,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,9,7,6,7,2,195,220,3,1,5,2
1,195,221,3,3,4,6,2,2,3,2,3,2,2,2,2,2,1,3,3,2,2,3,2,3,3,2,1,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,3,2,1,3,3,3,2,2,2,3,1,1,2,2,2,2,1,6,1,1,1,7,2,195,221,3,0,5,1
1,195,222,3,2,3,5,1,4,2,2,3,3,2,2,1,3,1,4,3,2,2,4,1,4,1,3,1,4,2,2,2,2,3,2,3,1,2,1,2,1,1,1,2,1,2,1,2,1,1,1,3,1,2,2,3,3,1,1,2,3,1,1,1,1,3,3,2,2,2,7,7,3,3,7,2,195,222,3,5,5,1
1,195,223,3,1,2,5,1,3,2,1,3,2,3,4,0,2,1,4,1,4,3,1,3,1,1,4,2,4,3,1,4,1,3,2,3,1,4,1,3,1,2,1,2,1,1,1,2,1,3,2,1,1,3,1,3,1,3,1,3,1,2,1,1,1,2,1,2,1,3,5,8,1,7,7,2,195,223,3,5,5,2
1,195,224,3,3,4,4,2,2,2,3,3,3,2,3,1,2,1,3,1,3,3,4,3,2,1,2,1,4,3,1,4,1,2,1,5,1,2,1,4,1,4,1,3,1,1,1,3,1,5,1,3,1,3,1,3,2,1,2,3,2,3,3,2,2,3,3,3,3,3,1,0,1,0,8,2,195,224,3,2,5,2
1,195,225,3,3,2,7,2,3,3,3,3,3,2,2,3,3,1,3,3,0,2,4,3,2,1,3,1,3,2,2,2,2,3,2,2,2,2,2,3,2,4,2,2,2,4,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,3,3,2,2,2,2,1,1,7,0,0,3,8,2,195,225,3,1,5,2
1,195,226,3,1,3,4,2,2,3,3,3,4,2,2,2,2,3,3,1,3,3,2,3,2,1,4,2,2,2,2,3,2,2,1,4,1,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,3,1,3,3,2,2,1,2,1,1,1,2,3,3,3,5,2,3,2,8,2,195,226,3,1,5,1
1,195,227,3,3,2,6,1,4,3,2,3,4,1,4,2,4,1,4,2,4,2,4,2,4,2,4,1,4,2,1,3,1,1,1,3,1,2,1,1,1,4,3,2,2,4,1,2,1,3,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,7,7,7,5,2,195,227,3,9,6,2
1,195,228,3,2,2,7,1,4,1,4,3,3,2,4,3,1,3,4,3,4,2,4,2,4,1,4,3,4,2,2,3,1,3,1,2,1,2,2,3,1,4,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,3,3,3,3,3,3,2,1,3,3,2,1,1,6,2,0,2,0,2,195,228,3,9,5,2
1,195,229,3,3,2,7,1,3,3,2,3,3,3,4,2,3,2,3,1,3,2,3,2,3,1,3,1,4,2,2,3,2,1,1,3,2,2,2,2,2,4,2,2,1,3,1,2,1,2,1,2,2,1,1,1,3,1,2,3,3,1,2,1,1,1,1,3,3,1,8,6,4,2,5,2,195,229,3,2,6,1
1,195,230,3,3,4,6,1,4,3,1,3,4,3,4,2,4,2,4,1,3,2,3,2,3,2,4,2,3,1,1,4,1,1,2,2,2,3,1,2,1,4,1,1,1,4,1,1,1,2,1,2,3,1,1,1,1,3,1,2,1,2,1,2,1,2,1,2,1,2,9,7,0,7,5,2,195,230,3,5,6,2
1,195,231,3,2,4,8,1,3,3,3,1,3,3,3,2,4,2,4,1,1,2,4,2,4,1,4,3,0,1,1,2,2,1,1,1,1,2,1,3,1,2,1,2,1,4,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,3,3,3,3,3,3,2,1,1,9,9,1,3,6,2,195,231,3,5,6,2
1,195,232,3,3,4,7,1,4,1,4,2,3,3,4,1,4,2,4,1,2,1,4,2,4,1,4,1,4,1,1,2,1,1,1,1,1,3,1,1,1,1,1,2,2,3,1,1,1,1,1,3,1,1,1,2,1,1,2,1,2,1,2,1,1,1,2,2,2,1,9,9,6,2,6,2,195,232,3,9,6,2
1,195,233,3,3,3,7,1,4,2,4,3,4,3,4,2,4,1,4,1,3,2,4,2,4,1,4,1,4,2,1,5,1,1,2,3,1,3,1,2,1,2,2,3,1,1,1,3,1,5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,8,7,7,6,2,195,233,3,9,6,2
1,195,234,3,2,5,4,1,4,2,4,3,3,3,4,2,4,1,1,1,3,2,4,1,3,1,4,2,4,2,3,4,1,2,1,5,1,1,2,4,3,1,1,3,1,1,1,3,1,5,1,1,1,3,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,2,9,5,6,6,2,195,234,3,7,6,2
1,195,235,3,2,3,5,2,3,3,3,3,3,3,4,2,4,3,3,1,3,2,3,2,3,1,4,3,4,2,2,3,2,3,2,3,2,5,2,4,2,2,2,2,2,3,2,2,2,5,1,2,2,4,1,3,3,3,3,3,3,1,2,3,3,3,3,3,3,3,6,2,1,0,7,2,195,235,3,4,6,1
1,195,236,3,3,5,7,1,4,2,3,3,2,1,3,2,3,2,3,1,3,2,4,2,3,1,3,3,2,2,2,4,1,1,1,2,1,3,1,3,1,1,1,1,2,1,1,3,1,2,2,1,1,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,7,6,7,2,195,236,3,2,6,2
1,195,237,3,3,5,4,1,4,3,4,3,4,2,4,2,4,1,4,1,4,2,4,2,4,3,3,1,3,2,1,3,1,2,2,2,2,2,2,2,1,1,1,1,1,4,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,8,7,7,7,2,195,237,3,8,6,1
1,195,238,3,3,3,5,1,3,3,4,3,4,3,4,1,3,3,4,1,3,2,4,3,4,1,4,1,4,2,1,3,1,1,1,2,1,3,1,1,1,1,1,3,1,2,2,2,1,2,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,7,8,7,7,7,2,195,238,3,7,6,1
1,195,239,3,3,4,4,2,3,3,3,3,3,2,3,2,4,1,4,3,2,2,3,2,4,1,4,1,3,2,2,2,2,2,2,3,2,2,2,1,3,1,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,3,7,0,5,5,7,2,195,239,3,4,6,1
1,195,240,3,3,3,5,2,3,3,4,3,4,2,4,2,3,1,3,1,3,2,4,3,4,1,3,3,4,2,1,3,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,2,1,2,1,3,1,1,1,2,1,2,2,3,3,1,1,1,1,1,2,1,2,2,9,0,5,3,8,2,195,240,3,5,6,1
1,195,241,3,3,2,7,3,3,1,1,3,4,2,4,2,3,1,3,3,4,2,4,2,4,1,4,3,3,2,2,2,2,1,2,2,2,3,1,2,1,1,1,1,1,3,2,2,1,1,1,2,2,2,1,3,2,2,1,2,2,1,2,1,1,1,2,3,1,1,8,5,3,3,8,2,195,241,3,5,6,1
1,195,242,3,2,3,0,1,4,1,3,3,3,2,2,2,4,1,4,3,2,2,3,2,4,2,4,2,3,2,2,3,1,3,2,3,2,1,1,1,1,4,1,3,1,3,1,1,1,2,1,3,1,1,1,1,2,1,1,3,2,1,1,1,1,1,1,1,2,3,6,7,5,4,8,2,195,242,3,5,6,2
1,195,243,3,1,4,4,1,3,3,1,3,3,2,1,1,4,1,4,1,4,3,1,3,1,1,4,3,1,3,3,3,3,2,3,4,2,5,3,2,2,2,2,2,2,3,2,2,2,3,3,2,2,3,2,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,5,0,1,1,9,2,195,243,3,4,6,1
1,195,244,3,1,5,1,1,2,3,2,2,4,2,2,1,4,1,3,1,3,3,2,3,3,1,4,3,3,2,3,3,0,2,1,0,2,2,1,4,2,1,1,2,2,1,1,3,1,3,1,1,1,2,2,1,1,1,2,3,3,3,3,3,2,3,3,3,3,1,4,6,1,1,9,2,195,244,3,2,6,2
1,195,245,3,2,5,5,1,4,1,4,2,4,2,4,3,4,1,4,3,4,2,4,2,4,1,4,1,4,3,1,3,1,1,3,3,1,1,2,3,1,4,1,3,1,3,0,3,1,3,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,4,8,7,5,9,2,195,245,3,0,6,2
1,195,246,3,2,5,7,1,4,1,4,3,4,2,3,3,3,1,4,3,3,2,4,2,4,1,4,3,3,2,2,3,2,3,2,3,2,5,3,1,1,1,1,3,1,1,1,2,2,3,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,3,3,2,5,5,6,5,0,2,195,246,3,6,6,1
1,195,247,3,3,4,6,1,4,1,4,3,4,1,4,2,4,1,4,1,3,2,4,2,4,2,4,1,4,2,1,4,1,1,1,3,1,3,1,3,1,5,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,2,195,247,3,9,7,1
1,195,248,3,3,3,5,1,4,3,4,3,3,2,4,2,4,1,4,1,4,2,4,2,4,2,4,2,4,2,3,5,1,1,1,5,1,3,1,1,1,1,1,2,1,3,1,3,1,2,1,1,1,3,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,5,9,6,7,7,2,195,248,3,0,7,2
1,195,249,3,3,3,5,2,3,2,3,3,3,3,4,2,4,1,4,1,4,2,3,2,3,1,3,2,3,2,1,3,1,1,1,3,2,3,1,1,1,1,1,2,2,3,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,8,7,7,7,2,195,249,3,4,7,1
1,195,250,3,4,5,5,2,2,1,0,3,3,1,1,1,3,0,0,1,0,2,0,1,0,1,0,3,0,1,0,2,0,1,0,2,0,1,1,4,0,1,0,1,0,2,0,2,0,2,0,3,0,3,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,8,0,7,7,8,2,195,250,3,0,7,1
1,195,251,3,1,3,4,1,4,1,3,3,3,1,3,2,1,1,4,2,4,2,4,2,4,1,4,3,3,2,2,4,1,2,1,3,2,2,2,2,1,2,2,3,1,1,1,3,1,2,2,1,1,4,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,2,4,6,6,4,8,2,195,251,3,6,7,1
1,195,252,3,1,4,4,1,4,2,2,3,4,1,4,2,4,1,4,1,4,2,4,2,4,1,4,3,3,1,1,2,1,2,1,2,1,2,2,1,1,1,1,2,1,4,1,3,1,2,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,0,6,7,8,2,195,252,3,8,7,1
1,195,253,3,2,5,4,2,3,3,2,2,3,1,3,3,2,1,3,3,2,2,3,2,3,1,4,1,3,2,2,3,2,2,2,2,2,2,2,4,2,1,1,2,2,3,2,2,2,2,2,2,2,2,2,3,3,1,2,3,3,3,3,1,2,3,3,3,3,3,7,1,2,0,8,2,195,253,3,1,7,1
1,195,254,3,2,5,3,1,4,3,2,3,4,2,2,3,2,1,3,2,4,2,3,2,4,1,4,2,4,1,2,1,1,1,2,3,2,2,1,2,2,2,2,3,1,2,2,3,1,2,2,2,2,2,2,1,2,3,2,3,2,1,2,1,2,3,2,2,2,2,6,2,2,0,8,2,195,254,3,5,7,2
1,195,255,3,1,2,6,1,3,1,3,3,3,2,3,2,3,2,3,1,3,2,3,2,3,1,4,2,3,2,2,5,1,2,1,2,1,4,1,2,1,4,2,2,1,2,1,3,1,2,1,1,1,2,1,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,4,8,0,7,8,2,195,255,3,1,7,2
1,195,256,3,3,5,8,1,3,1,3,3,3,1,3,2,4,1,3,3,1,2,4,2,4,1,4,3,1,2,1,3,2,1,1,2,2,2,1,1,1,2,2,2,2,2,1,3,1,2,1,3,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,7,7,6,6,9,2,195,256,3,4,7,2
1,195,257,3,2,3,5,1,4,1,4,3,4,2,2,2,3,1,3,1,3,2,4,3,1,1,4,2,3,2,2,3,1,3,3,3,2,2,2,1,1,2,1,2,2,3,1,2,1,5,1,2,1,2,1,2,2,1,3,1,3,1,1,1,1,1,1,1,1,1,6,6,7,4,9,2,195,257,3,4,7,1
1,195,258,3,3,2,6,2,3,1,3,3,3,2,3,2,4,3,3,1,3,2,4,2,4,1,4,2,4,1,2,2,2,1,1,2,2,1,1,1,1,1,1,2,1,3,2,2,2,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,5,7,7,9,2,195,258,3,5,7,2
1,195,259,3,2,3,5,2,3,1,4,3,4,1,3,3,1,1,4,3,1,2,3,2,3,1,4,3,1,2,2,1,1,1,2,2,2,2,1,1,1,2,2,2,1,4,1,1,1,4,2,2,2,1,1,1,2,3,3,1,1,1,2,1,1,1,2,1,1,1,0,4,5,3,0,2,195,259,3,3,7,2
1,195,260,3,1,2,3,1,4,1,3,3,3,2,2,3,2,1,3,1,3,2,3,2,3,1,3,3,2,2,2,3,2,3,3,3,2,2,2,1,2,1,1,2,2,2,2,2,2,3,2,1,1,1,1,1,1,3,3,3,2,3,3,1,2,3,2,3,2,2,7,3,1,1,0,2,195,260,3,1,7,1
1,195,261,3,2,3,5,1,4,3,2,3,4,3,2,2,4,1,3,1,3,2,4,2,3,1,4,2,4,1,2,3,2,1,2,2,2,1,2,1,1,1,1,3,1,3,3,2,2,2,3,2,2,2,2,2,2,1,2,1,1,1,1,1,2,1,2,1,2,2,7,2,7,2,7,2,195,261,3,5,8,1
1,195,262,3,1,3,1,4,4,1,4,2,4,1,4,1,4,1,4,1,4,2,4,2,4,1,4,1,4,3,1,4,1,2,1,1,1,3,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,9,1,1,8,2,195,262,3,0,8,1
1,195,263,3,1,3,5,1,4,1,4,3,4,1,4,2,4,1,4,2,3,2,1,2,1,1,4,2,1,2,1,4,2,3,2,3,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,1,2,1,2,1,2,3,7,1,7,1,8,2,195,263,3,6,8,1
1,195,264,3,3,2,6,1,4,3,2,3,4,2,2,2,4,1,4,1,3,2,3,2,3,1,4,2,4,2,1,1,1,1,1,3,1,1,1,1,1,2,2,2,1,3,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,9,7,7,8,2,195,264,3,5,8,1
1,195,265,3,2,3,5,1,4,1,3,3,4,1,3,1,4,1,3,2,4,2,4,2,4,1,4,3,1,2,1,4,2,2,1,4,1,3,1,2,1,1,1,2,1,3,2,2,1,5,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,9,7,7,9,2,195,265,3,6,8,1
1,195,266,3,3,4,5,1,4,1,4,3,4,1,4,2,4,3,2,1,4,2,4,2,4,1,4,2,4,2,3,3,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,6,7,9,2,195,266,3,9,8,2
1,195,267,3,3,5,4,1,4,1,4,1,4,1,4,2,3,3,2,1,3,2,4,2,4,1,4,2,4,2,2,4,1,2,2,3,2,2,1,1,1,1,1,3,1,1,1,3,1,2,1,2,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,7,7,9,2,195,267,3,7,8,1
1,195,268,3,3,2,7,1,4,1,3,3,4,2,3,2,4,1,4,1,4,2,4,2,3,1,4,2,4,1,2,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,3,1,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,5,7,7,9,2,195,268,3,7,8,2
1,195,269,3,3,5,7,2,2,2,2,3,3,2,2,1,3,1,3,1,3,2,3,2,3,1,3,2,2,2,2,3,2,1,1,2,2,2,2,1,2,1,2,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,8,2,5,5,9,2,195,269,3,0,8,2
1,195,270,3,3,5,4,1,4,1,4,3,4,2,2,1,4,1,3,1,4,2,4,2,4,1,4,3,4,2,2,2,1,1,1,2,1,1,1,1,1,1,1,2,1,3,2,2,1,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,7,8,7,6,0,2,195,270,3,8,8,2
1,195,271,3,3,3,6,1,3,1,3,3,3,2,2,3,3,1,3,1,3,2,3,2,3,1,4,2,4,1,2,1,2,1,1,2,2,2,2,1,2,1,1,2,2,3,3,2,2,2,2,2,2,1,1,2,2,3,3,1,2,1,2,1,1,1,1,1,1,1,9,3,6,3,0,2,195,271,3,2,8,1
1,195,272,3,2,3,4,1,4,1,4,3,4,1,4,1,4,1,4,1,4,1,1,2,4,1,4,2,4,2,2,3,2,3,2,2,2,2,2,2,2,2,2,3,1,2,1,3,1,2,2,2,2,2,2,1,1,1,1,1,1,1,2,1,2,1,2,1,2,2,5,3,6,3,9,2,195,272,3,9,9,1
1,195,273,3,1,3,6,2,3,1,4,3,3,1,3,2,1,1,3,1,3,2,3,2,3,1,3,2,3,2,2,3,2,2,3,3,2,2,2,1,1,2,2,2,2,4,2,2,2,3,2,2,2,3,2,2,2,1,1,1,1,2,2,1,2,1,2,3,3,3,8,0,5,2,9,2,195,273,3,1,9,1
1,195,274,3,1,2,6,2,3,1,3,3,3,1,3,2,3,1,3,1,3,2,3,2,2,1,4,2,2,2,1,3,2,1,1,3,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,1,2,2,3,2,1,2,1,2,1,2,1,1,1,2,1,2,1,8,6,6,1,9,2,195,274,3,1,9,2
1,195,275,3,3,3,5,1,4,3,2,3,4,1,4,3,0,1,4,1,4,2,4,2,4,1,4,2,4,2,1,3,1,1,1,3,2,1,1,1,1,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,1,3,3,1,1,1,1,1,1,1,1,1,8,3,6,5,9,2,195,275,3,8,9,2
1,195,276,3,2,5,5,1,4,1,4,3,4,1,4,1,4,1,4,1,4,2,4,2,4,1,4,1,4,2,1,3,1,2,1,4,1,3,1,2,1,2,1,2,1,3,2,2,1,2,1,2,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,9,7,7,9,2,195,276,3,0,9,1
1,195,277,3,3,5,4,1,4,1,4,3,4,1,4,3,4,1,4,1,4,2,4,2,4,1,4,2,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,9,0,6,7,0,2,195,277,3,0,9,1
1,195,278,3,3,2,7,1,4,1,4,1,4,1,4,3,2,1,4,1,3,2,4,2,3,1,4,2,4,2,2,3,2,1,2,3,2,1,2,1,1,1,2,2,1,1,1,3,1,2,2,2,2,2,2,1,2,2,2,3,3,1,2,1,1,1,1,1,1,2,7,3,4,3,0,2,195,278,3,7,9,2
1,195,279,3,3,5,5,1,4,1,4,3,4,1,4,3,2,1,4,1,3,2,4,2,4,1,4,2,4,2,2,1,1,1,1,1,1,2,1,4,2,1,1,2,2,3,2,2,2,1,1,1,1,1,2,1,1,3,2,3,2,2,1,3,3,3,3,2,2,1,8,5,0,2,0,2,195,279,3,8,9,2
1,195,280,3,1,3,1,1,4,1,4,3,4,2,2,1,4,1,4,1,3,2,4,2,4,1,4,2,4,1,1,5,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,2,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,2,8,0,4,7,0,2,195,280,3,8,9,1
1,195,281,3,2,5,8,1,4,3,3,3,4,1,4,1,4,1,4,1,4,2,4,2,4,1,4,2,3,2,1,3,1,1,1,2,2,3,1,2,1,1,1,1,1,4,1,1,1,1,1,3,1,4,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,9,9,7,6,9,2,195,281,3,8,0,2
1,195,282,3,3,5,4,1,4,1,4,3,4,1,4,1,4,1,4,1,4,2,4,2,4,1,4,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,3,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,0,0,6,7,0,2,195,282,3,0,0,1
1,195,283,3,1,5,4,1,4,1,4,3,4,1,4,1,4,1,4,1,4,2,4,2,4,1,4,2,4,2,3,4,2,3,2,2,2,2,3,2,2,1,1,1,1,4,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,2,1,3,1,2,1,2,1,2,8,6,2,7,0,2,195,283,3,0,0,1
1,195,284,3,1,5,5,4,4,2,3,2,4,3,4,2,4,2,4,2,4,0,0,0,0,0,0,0,0,1,1,1,1,3,1,1,1,1,1,1,1,4,1,1,1,4,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,8,0,5,7,0,2,195,284,3,5,0,1
1,195,285,3,2,2,4,5,1,2,4,2,4,3,4,2,4,2,4,2,4,1,4,1,4,2,4,1,4,3,1,5,1,2,1,5,1,4,1,3,1,3,3,3,1,1,1,3,1,5,1,1,1,4,1,1,1,2,2,2,2,1,2,1,1,1,1,1,1,3,0,9,4,4,0,2,195,285,3,9,0,1
1,195,286,3,2,5,5,4,4,2,4,2,4,3,4,2,4,2,4,2,4,1,4,1,4,2,4,1,4,3,1,2,2,2,1,3,1,3,1,3,2,4,2,1,1,3,2,3,2,5,2,3,1,4,1,2,2,1,1,1,2,1,2,1,2,1,2,1,2,1,3,6,7,1,0,2,195,286,3,0,0,1
1,195,287,3,1,4,3,4,4,2,4,2,4,3,4,2,4,2,4,2,4,1,4,1,4,2,4,1,4,2,2,4,1,3,2,2,1,4,1,3,1,3,2,2,2,4,1,2,2,3,2,3,1,2,2,1,2,3,3,3,3,1,2,3,2,1,1,1,2,3,7,3,3,1,0,2,195,287,3,0,0,1
1,195,288,3,2,3,4,4,4,2,4,2,4,3,4,2,4,2,4,2,4,1,4,1,4,2,4,1,4,2,2,2,2,1,1,2,2,1,1,1,1,3,1,2,1,3,2,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,7,7,7,0,2,195,288,3,0,0,1
1,195,289,3,1,3,6,4,4,2,4,2,3,3,4,2,4,2,4,2,4,1,4,1,4,2,4,1,4,2,2,4,1,2,2,4,1,4,1,2,1,4,2,3,1,3,2,3,2,5,1,1,1,4,1,1,1,2,1,2,1,2,1,2,1,2,1,2,1,1,1,5,0,7,0,2,195,289,3,0,0,1
1,195,290,3,2,2,6,4,4,2,4,2,4,3,4,2,4,2,4,2,4,1,4,1,4,2,4,1,4,2,1,3,1,1,1,5,1,3,1,2,1,4,1,3,1,3,1,2,2,2,1,2,2,3,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,3,5,8,6,7,0,2,195,290,3,0,0,2
1,195,291,3,1,2,7,4,4,2,4,2,4,3,4,2,4,2,4,2,4,1,4,1,4,2,4,1,4,3,1,5,1,0,0,5,1,3,1,1,1,2,2,3,1,2,1,1,1,1,1,3,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,4,4,8,5,6,0,2,195,291,3,0,0,1
1,195,292,3,2,4,6,1,4,1,3,3,3,1,3,1,3,1,3,1,3,2,3,2,3,1,3,2,3,2,2,3,2,3,2,3,2,2,2,1,2,1,2,2,2,1,2,3,2,2,2,1,2,3,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,5,0,6,0,0,2,195,292,3,1,0,2
1,195,293,3,3,3,6,1,4,1,4,2,4,1,4,1,4,1,4,1,4,2,4,2,4,1,4,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,2,2,2,2,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,7,7,6,6,0,2,195,293,3,0,0,2
