CARD.,DECK.,BALLOT.,FORM.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6A.,Q.6B.,Q.7.,Q.8.,Q.9A.,Q.9B.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23A.,Q.23B.,Q.23C.,Q.24A.,Q.24B.,Q.25A.,Q.26.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31A.,Q.31B.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36A.,Q.36B.,Q.37.,Q.38.,Q.39.,Q.40A.,Q.40B.,Q.41.,Q.42.,Q.43.,Q.44A.,Q.44B.,Q.44C.,Q.45.,Q.47.,Q.49.,Q.50.,Q.51.,Q.52.,Q.53.,CARD..1,DECK..1,BALLOT..1,FORM..1,Q.54.,Q.54..1,Q.1A.,Q.1B.,Q.1C.,Q.1D.,Q.1E.,Q.1F.,Q.1G.,Q.1H.,Q.2A.,Q.2B.,Q.2C.,Q.2D.,Q.3..1,Q.4..1,Q.5..1,Q.5..2,Q.6.,Q.7A.,Q.7B.,Q.7C.,Q.7D.,Q.7E.,Q.9.,V.10.,V.12.
1,198,55,3,5,3,5,1,3,4,3,5,26,2,3,2,0,4,1,3,2,0,4,6,6,1,0,1,5,9,1,4,3,3,99,9,9,9,99,9,9,0,0,1,1,3,1,4,20,0,5,2,1,2,1,5,2,1,7,1,2,2,1,1,2,198,55,3,1,9,1,1,1,2,2,1,2,2,2,1,2,2,1,1,2,9,3,1,1,1,1,2,3,0,77
1,198,56,3,3,3,3,3,4,8,1,7,35,1,1,9,6,2,1,2,2,2,1,1,2,3,4,2,5,9,2,4,4,2,99,9,9,9,99,9,9,0,0,3,4,9,3,15,15,3,3,1,1,2,1,4,1,1,7,1,1,3,5,3,2,198,56,3,1,9,2,1,1,2,2,2,2,2,1,1,1,3,1,1,1,9,1,1,2,2,2,1,3,0,77
1,198,57,3,5,2,5,7,4,3,1,2,39,2,4,7,1,1,1,1,1,1,5,0,0,0,0,1,0,9,1,4,1,9,10,4,1,4,20,1,1,0,0,1,9,8,2,4,20,4,3,2,2,3,1,4,1,1,7,1,2,2,1,1,2,198,57,3,1,9,2,2,2,2,2,1,1,2,2,2,1,2,1,1,2,9,2,4,4,4,1,1,3,0,77
1,198,58,3,1,4,6,1,2,6,1,4,48,2,5,9,5,4,1,5,2,1,3,5,5,3,1,1,6,9,2,1,1,9,10,4,2,1,4,1,1,0,0,1,2,2,2,4,4,0,5,1,1,3,1,4,1,1,9,1,2,1,4,1,2,198,58,3,1,9,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,9,1,1,3,2,1,2,1,0,77
1,198,59,3,3,3,4,6,4,3,1,3,26,3,2,9,6,4,1,2,1,1,5,1,4,4,2,1,8,9,3,3,1,9,5,4,3,3,13,1,1,0,0,1,1,1,1,13,13,2,4,1,2,2,1,4,1,1,9,1,2,1,7,1,2,198,59,3,1,9,2,1,1,1,2,1,2,2,1,1,1,1,2,2,3,9,1,1,1,2,2,1,1,0,77
1,198,60,3,3,4,6,6,2,6,1,4,34,2,5,9,6,2,1,2,2,1,1,1,1,3,2,3,99,5,2,4,3,6,99,9,9,9,99,9,9,0,0,2,3,9,5,2,2,7,6,1,1,3,1,4,3,1,7,2,2,0,7,1,2,198,60,3,1,9,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,9,3,1,3,2,1,1,2,0,77
1,198,61,3,4,2,6,1,3,9,2,5,39,2,4,9,4,1,1,2,2,1,1,1,1,3,2,1,5,9,1,3,1,9,5,4,2,4,12,2,1,0,0,2,1,1,1,6,6,0,5,2,1,2,1,3,1,1,7,2,2,1,7,1,2,198,61,3,1,9,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,9,2,1,2,2,1,1,1,0,77
1,198,62,3,3,4,4,3,4,3,1,7,27,2,2,8,5,1,1,3,2,2,4,3,3,2,2,2,5,9,1,2,3,2,99,9,9,9,99,9,9,0,0,2,3,9,3,1,1,3,4,1,1,2,1,4,1,1,6,1,3,2,6,2,2,198,62,3,1,9,2,1,1,2,2,2,2,2,1,1,2,1,1,1,1,9,1,1,3,2,1,1,1,0,77
1,198,63,3,3,3,3,1,4,9,1,7,0,2,3,4,4,1,3,3,2,1,1,1,1,1,2,2,2,9,2,4,4,7,99,9,9,9,99,9,9,0,0,2,4,9,6,8,8,4,3,1,1,2,1,2,1,1,7,1,1,2,12,1,2,198,63,3,3,9,1,1,1,2,2,1,2,2,1,1,2,3,2,2,2,9,1,1,3,3,1,1,3,0,77
1,198,64,3,3,3,4,0,4,9,3,5,38,2,3,9,6,2,1,2,2,1,1,1,1,4,2,1,4,9,1,2,1,9,9,4,1,2,15,1,1,0,0,1,1,1,1,15,15,5,4,1,1,2,1,3,1,1,6,1,1,1,5,1,2,198,64,3,1,9,1,2,1,1,2,1,2,2,1,1,2,2,1,1,2,9,3,1,1,3,1,1,2,0,77
1,198,65,3,4,3,6,1,3,4,3,5,29,2,2,8,6,3,1,3,1,1,5,6,6,4,2,1,2,9,1,4,1,9,2,4,1,4,2,1,1,0,0,1,1,4,1,2,2,7,6,1,1,3,1,5,3,1,5,1,2,2,5,1,2,198,65,3,1,9,1,2,1,2,2,1,1,2,2,1,1,2,1,1,2,9,1,1,2,1,1,1,9,0,77
1,198,66,3,4,3,5,1,3,4,3,5,33,2,4,9,4,3,1,5,2,3,6,1,4,4,4,1,5,9,1,4,2,9,9,0,2,4,19,2,4,0,0,1,1,3,1,4,4,1,5,1,1,3,1,4,3,1,0,1,1,4,7,2,2,198,66,3,1,9,1,1,2,2,2,2,1,2,1,1,1,3,2,2,2,9,2,2,3,2,1,1,1,0,77
1,198,67,3,3,3,4,3,4,3,1,4,28,1,1,2,3,2,1,2,2,2,4,1,3,2,2,1,2,9,2,3,2,9,9,2,2,3,20,3,3,0,0,2,2,2,3,4,4,6,4,1,1,3,1,1,3,2,0,2,1,3,5,1,2,198,67,3,1,9,2,2,1,1,2,1,1,2,2,1,2,2,2,1,2,9,1,1,2,2,1,2,2,0,77
1,198,68,3,6,4,6,1,3,4,3,6,45,2,2,9,6,1,1,2,2,2,2,2,3,2,2,1,0,9,1,5,1,9,8,4,1,5,16,1,1,0,0,1,1,1,1,16,16,1,6,1,1,0,1,4,2,1,5,1,2,1,5,1,2,198,68,3,1,9,2,2,2,2,2,1,1,2,2,2,2,2,1,1,2,9,2,1,3,2,2,1,3,0,77
1,198,69,3,3,3,4,4,4,3,1,3,27,2,2,8,1,1,1,2,1,2,3,3,4,4,4,1,7,9,1,2,1,9,3,4,1,3,4,1,1,0,0,1,1,1,1,4,4,4,4,1,1,3,1,4,1,1,0,1,2,1,4,1,2,198,69,3,2,9,2,2,2,2,2,2,2,2,1,1,1,2,1,2,1,9,1,1,3,2,1,1,3,0,77
1,198,70,3,3,3,4,3,4,3,4,5,22,2,2,7,6,4,1,3,1,2,5,1,3,4,2,1,8,9,1,2,1,9,2,4,1,2,4,1,1,0,0,1,1,1,1,4,4,3,4,1,1,3,1,3,3,2,5,1,1,2,7,1,2,198,70,3,1,9,2,1,2,2,2,1,1,2,3,3,2,1,2,1,1,9,1,1,2,2,1,1,4,0,77
1,198,71,3,3,2,4,4,4,3,1,5,28,1,1,9,5,1,1,2,2,1,1,1,1,4,2,2,2,9,1,2,3,2,99,9,9,9,99,9,9,0,0,2,2,3,3,6,6,0,4,1,2,2,1,4,1,1,6,1,2,2,7,3,2,198,71,3,1,9,1,1,1,2,2,2,1,2,2,1,2,2,1,1,2,9,2,1,2,1,1,4,3,0,77
1,198,72,3,2,2,3,6,4,3,1,4,23,2,2,9,1,4,1,2,1,2,3,1,2,4,3,3,99,2,1,2,1,9,3,4,2,2,4,1,2,0,0,1,1,1,1,4,4,6,3,1,1,3,1,4,2,1,0,1,1,1,12,1,2,198,72,3,1,9,2,2,1,2,2,2,2,2,1,2,1,2,2,1,2,9,1,1,3,1,1,1,3,0,77
1,198,73,3,5,3,6,1,3,4,3,6,28,2,3,8,3,2,1,2,2,2,1,2,2,4,2,1,5,9,1,4,2,9,8,3,3,4,21,3,2,0,0,3,2,2,2,2,20,0,2,2,1,3,1,4,1,1,7,1,2,3,1,1,2,198,73,3,1,9,2,1,1,2,2,2,2,2,1,1,2,2,2,1,1,9,1,1,1,2,1,1,2,0,77
1,198,74,3,4,2,4,1,4,10,3,6,35,2,2,3,5,4,1,2,2,2,2,1,3,3,2,2,2,9,2,4,2,9,9,4,2,4,1,3,2,0,0,2,1,4,1,1,1,1,4,1,1,2,1,4,1,1,9,1,2,2,5,1,2,198,74,3,1,9,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,9,1,4,4,4,4,4,4,0,77
1,198,75,3,4,3,5,7,2,6,0,4,27,2,3,4,4,1,1,2,2,1,3,1,3,2,3,3,99,3,3,3,2,9,9,3,2,3,2,3,4,0,0,3,2,2,2,2,2,7,5,1,1,3,1,4,3,1,5,1,2,2,6,1,2,198,75,3,1,9,1,1,1,2,2,2,2,2,1,1,2,2,1,1,1,9,1,1,3,2,1,1,3,0,77
1,198,76,3,4,1,5,3,4,8,1,6,31,2,2,9,4,1,1,3,2,1,2,1,3,3,3,1,6,9,1,3,1,9,9,4,2,3,4,1,2,0,0,1,2,2,2,4,4,3,5,2,1,3,1,4,2,1,5,1,1,3,5,1,2,198,76,3,1,9,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1,9,1,1,2,1,1,1,2,0,77
1,198,77,3,3,1,4,5,4,3,1,5,23,2,2,9,5,2,1,3,2,1,4,6,6,1,0,2,6,9,2,8,3,0,99,9,9,9,99,9,9,0,0,1,4,9,3,4,4,7,4,1,1,3,1,3,3,2,0,0,1,4,6,1,2,198,77,3,1,9,2,1,2,2,2,1,1,1,1,2,2,2,2,1,1,9,1,1,3,2,1,1,3,0,77
1,198,78,3,4,3,3,0,4,9,3,7,32,2,3,9,4,1,1,2,2,1,1,1,1,2,0,1,1,9,3,3,4,7,99,9,9,9,99,9,9,0,0,2,2,2,2,19,20,0,3,1,1,3,1,1,1,1,9,1,2,1,5,3,2,198,78,3,3,9,1,1,1,2,2,1,0,2,1,1,2,3,2,1,1,9,1,4,4,4,4,4,3,0,77
1,198,79,3,3,3,4,3,4,3,3,6,29,1,1,9,6,1,1,5,1,1,5,1,5,4,2,1,8,9,1,2,1,9,10,4,1,2,4,1,1,0,0,1,1,4,1,4,4,0,4,1,2,3,1,3,2,1,7,1,2,1,6,2,2,198,79,3,1,9,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2,9,2,3,2,3,1,1,4,0,77
1,198,80,3,3,3,5,3,4,3,1,5,26,2,3,3,5,2,1,1,2,1,2,1,4,3,2,3,99,1,2,4,4,7,99,9,9,9,99,9,9,0,0,1,4,9,3,4,4,4,5,1,1,3,1,3,3,0,0,3,1,3,3,2,2,198,80,3,1,9,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,9,1,1,2,2,2,1,4,0,77
1,198,81,3,3,3,4,4,4,8,3,5,23,1,1,9,6,1,1,3,2,1,4,0,0,1,2,1,2,9,2,3,4,3,99,9,9,9,99,9,9,0,0,1,1,4,1,17,2,1,2,2,2,3,1,4,3,0,5,1,2,2,12,2,2,198,81,3,1,9,1,1,1,2,2,1,2,2,2,2,3,2,2,1,1,9,1,1,2,2,1,1,1,0,77
1,198,82,3,3,2,3,5,4,8,1,7,27,2,2,9,6,1,3,2,2,1,1,1,1,3,2,2,5,9,2,4,4,2,99,9,9,9,99,9,9,0,0,1,3,9,6,4,4,0,3,1,1,3,1,4,3,1,7,1,2,1,3,3,2,198,82,3,3,9,1,2,1,2,2,1,2,2,1,1,1,3,1,1,1,9,1,1,3,1,1,1,3,0,77
1,198,83,4,4,3,4,1,3,4,3,6,40,2,4,9,1,4,1,2,2,2,3,1,3,4,4,1,0,0,4,4,1,9,3,4,3,4,20,1,2,0,0,2,3,9,2,4,4,0,4,2,1,2,2,0,0,1,5,2,2,4,12,1,2,198,83,4,9,1,1,1,1,2,2,1,2,2,1,1,2,2,2,1,9,1,9,9,9,9,9,9,9,1,77
1,198,84,3,3,1,1,4,4,8,1,7,22,2,2,3,6,1,2,3,2,1,3,1,4,4,1,4,99,1,2,7,4,1,99,9,9,9,99,9,9,0,0,1,4,9,5,7,7,0,1,1,2,2,2,0,0,1,9,1,2,2,5,0,2,198,84,3,2,9,1,1,1,2,2,1,1,2,1,1,1,1,2,1,1,9,2,1,3,2,1,1,2,6,77
1,198,85,4,5,3,5,1,2,0,0,0,0,0,0,0,0,5,0,0,2,1,4,3,4,2,3,4,99,1,2,5,2,9,11,4,3,5,8,3,4,0,0,1,2,2,1,8,8,0,6,1,1,2,1,5,3,1,9,1,2,1,5,3,2,198,85,4,9,2,1,1,2,2,2,1,2,2,1,1,1,3,2,2,9,1,9,9,9,9,9,9,9,6,77
1,198,86,4,4,1,5,1,3,4,3,6,31,2,3,5,4,3,1,2,1,2,5,1,4,4,2,3,99,2,3,4,3,3,99,9,9,9,99,9,9,0,0,1,1,3,1,2,2,0,5,1,1,2,1,2,3,1,7,1,1,2,4,1,2,198,86,4,9,1,2,1,2,2,2,2,2,2,1,1,1,2,1,1,9,2,9,9,9,9,9,9,9,6,77
1,198,87,3,4,4,6,1,3,9,3,6,34,2,5,4,6,3,1,5,2,1,3,5,5,3,1,2,2,9,2,5,4,2,99,9,9,9,99,9,9,0,0,3,4,9,3,8,8,1,6,1,1,2,1,3,3,1,7,3,1,3,1,3,2,198,87,3,1,9,2,1,2,2,2,1,1,2,1,1,2,1,2,2,3,9,3,1,3,2,1,1,3,5,77
1,198,88,4,3,3,5,1,3,4,3,6,26,1,1,9,6,4,1,3,2,1,4,1,4,1,3,1,9,9,1,2,4,1,99,9,9,9,99,9,9,0,0,1,4,9,3,16,16,6,5,1,1,3,1,4,1,1,7,1,2,2,4,2,2,198,88,4,9,1,0,1,1,2,2,1,1,1,1,1,2,2,2,2,9,1,9,9,9,9,9,9,9,3,77
1,198,89,4,6,3,6,1,3,4,4,7,36,2,4,8,6,2,1,5,2,2,5,5,5,4,4,1,8,9,1,5,2,0,2,4,1,5,2,1,1,0,0,1,1,2,1,2,2,0,6,1,0,2,2,0,0,1,7,1,2,1,3,2,2,198,89,4,9,1,2,1,1,2,2,2,1,2,1,1,1,2,1,1,9,1,9,9,9,9,9,9,9,2,77
1,198,90,4,3,1,3,2,4,3,2,4,25,2,3,6,6,4,1,2,2,1,2,1,3,4,2,1,1,9,2,3,4,1,99,9,9,9,99,9,9,0,0,1,1,4,3,12,12,2,3,1,1,2,1,1,1,1,6,1,2,2,8,1,2,198,90,4,9,3,2,2,2,2,2,2,2,2,2,1,2,2,1,1,9,1,9,9,9,9,9,9,9,3,77
1,198,91,4,3,4,4,1,4,9,1,4,38,2,3,9,6,3,2,5,2,2,6,5,5,4,4,2,4,9,3,4,2,9,9,1,2,4,6,3,3,0,0,2,2,2,3,6,6,5,4,1,1,2,1,3,1,1,7,1,2,2,12,1,2,198,91,4,9,3,1,1,2,2,2,2,2,2,1,1,2,2,2,2,9,1,9,9,9,9,9,9,9,4,77
1,198,92,4,3,3,6,1,3,0,0,0,0,0,0,0,0,5,0,0,2,1,2,1,4,4,2,1,2,9,2,3,4,2,99,9,9,9,99,9,9,0,0,1,3,9,3,4,4,0,5,1,2,2,1,4,1,1,6,1,1,3,3,1,2,198,92,4,9,1,2,1,2,1,2,2,1,1,1,1,1,1,2,2,9,2,9,9,9,9,9,9,9,3,77
1,198,93,4,5,3,5,1,3,4,4,7,30,1,1,9,6,1,1,2,2,2,1,1,2,3,4,1,5,9,1,4,1,9,3,4,1,4,20,1,1,0,0,2,1,1,1,4,20,0,5,1,1,2,1,4,1,1,7,1,2,1,3,1,2,198,93,4,9,1,2,1,2,2,2,1,2,2,2,1,2,2,1,1,9,2,9,9,9,9,9,9,9,1,77
1,198,94,4,4,1,4,1,4,9,1,7,32,2,3,9,5,3,1,3,2,2,3,3,4,2,4,4,99,1,2,8,4,5,99,9,9,9,99,9,9,0,0,2,4,9,5,8,8,0,4,1,1,2,1,3,1,1,7,0,1,0,4,2,2,198,94,4,9,2,1,1,1,2,2,2,1,1,1,1,3,3,2,3,9,1,9,9,9,9,9,9,9,6,77
1,198,95,3,7,4,6,1,1,10,3,6,49,2,2,5,4,2,1,1,1,1,5,6,6,4,2,0,99,9,0,0,0,9,99,9,9,9,99,9,9,0,0,0,0,0,0,2,2,0,6,2,1,2,1,3,1,1,9,1,2,2,1,1,2,198,95,3,1,9,2,1,1,2,2,1,2,2,2,1,1,2,1,1,1,9,1,1,2,1,1,1,3,6,77
1,198,96,4,4,3,4,1,4,9,1,7,35,2,3,8,4,3,2,5,2,3,3,5,5,4,1,4,99,1,2,7,4,1,99,9,9,9,99,9,9,0,0,3,4,9,5,7,7,0,4,1,1,2,2,0,0,1,9,2,2,4,1,2,2,198,96,4,9,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,9,2,9,9,9,9,9,9,9,6,77
1,198,97,4,4,3,4,1,3,10,2,5,39,2,2,9,6,1,1,2,2,1,2,1,4,3,2,1,4,9,2,4,2,9,3,4,2,4,20,2,2,0,0,3,1,3,1,19,20,0,4,1,1,2,2,0,0,1,1,1,2,1,5,1,2,198,97,4,9,1,2,1,2,2,2,1,1,0,1,1,1,1,2,1,9,2,9,9,9,9,9,9,9,2,77
1,198,98,4,4,4,5,0,3,10,1,5,24,0,5,4,6,3,1,2,2,1,3,1,4,4,2,4,99,5,2,8,4,2,99,9,9,9,99,9,9,0,0,1,4,9,5,6,6,6,0,2,1,2,2,0,0,1,7,1,2,1,4,1,2,198,98,4,9,1,2,1,2,2,2,1,1,2,2,1,2,1,2,2,9,1,9,9,9,9,9,9,9,6,77
1,198,99,4,3,1,3,5,4,3,1,6,38,2,2,5,5,3,3,5,2,1,3,5,5,2,3,3,99,1,2,8,3,1,99,9,9,9,99,9,9,0,0,2,2,3,5,19,20,5,3,1,1,2,2,0,0,1,7,1,2,4,5,1,2,198,99,4,9,3,1,1,2,2,2,1,1,2,1,1,2,1,1,1,9,1,9,9,9,9,9,9,9,6,77
1,198,100,4,3,1,3,2,4,3,1,5,30,2,3,9,6,1,1,5,2,1,3,5,5,4,3,2,0,9,1,3,4,2,99,9,9,9,99,9,9,0,0,2,3,9,5,19,20,2,3,1,1,2,2,0,0,1,7,1,1,3,6,1,2,198,100,4,9,1,2,1,2,2,2,1,1,2,2,1,2,1,2,1,9,3,9,9,9,9,9,9,9,5,77
1,198,101,4,3,1,3,3,4,3,1,4,24,2,3,9,5,4,1,2,2,2,1,2,3,4,4,4,99,4,2,4,2,9,8,2,3,3,15,3,3,0,0,2,3,9,3,19,20,1,3,1,2,2,2,0,0,1,7,1,1,1,5,1,2,198,101,4,9,1,2,1,2,1,2,1,1,2,3,2,2,3,2,1,9,2,9,9,9,9,9,9,9,6,77
1,198,102,3,4,2,4,1,4,9,3,5,41,2,2,9,6,1,1,2,2,1,1,1,1,4,4,3,99,3,2,4,3,5,99,9,9,9,99,9,9,0,0,1,3,9,5,1,1,0,4,1,1,2,2,0,0,1,7,1,2,2,12,1,2,198,102,3,1,9,2,2,1,2,2,2,0,2,3,2,2,3,2,1,1,9,1,4,4,4,4,4,3,6,77
1,198,103,4,4,3,5,1,3,4,3,6,30,2,2,5,5,1,1,5,2,1,3,1,1,4,1,1,0,9,1,3,3,2,99,9,9,9,99,9,9,0,0,2,3,9,3,2,12,0,5,1,1,2,2,0,0,1,7,1,1,2,5,1,2,198,103,4,9,1,2,1,2,2,2,2,2,1,2,1,2,2,2,1,9,2,9,9,9,9,9,9,9,3,77
1,198,104,3,4,3,3,1,4,9,4,7,44,2,2,2,6,1,1,2,2,2,3,1,3,4,3,1,5,9,3,5,2,9,8,2,2,5,8,2,2,0,0,2,3,9,3,8,8,0,3,1,1,2,2,0,0,1,7,1,2,2,4,1,2,198,104,3,1,9,0,0,1,2,2,2,2,2,3,1,2,3,1,1,1,9,3,1,2,2,1,1,3,2,77
1,198,105,4,5,3,4,1,4,10,3,5,36,2,2,9,6,2,1,2,2,1,2,1,3,4,2,2,5,9,2,4,3,2,99,9,9,9,99,9,9,0,0,3,4,9,3,6,15,0,4,2,1,2,2,0,0,1,7,1,2,1,4,1,2,198,105,4,9,1,2,1,2,2,2,1,2,2,1,1,2,2,1,1,9,2,9,9,9,9,9,9,9,5,77
1,198,106,4,5,3,6,1,3,10,3,6,40,2,5,8,6,1,1,2,2,1,1,2,2,4,2,2,5,9,3,4,3,2,99,9,9,9,99,9,9,0,0,2,1,3,1,6,20,0,5,1,1,2,2,0,0,1,7,1,2,1,1,1,2,198,106,4,9,1,2,1,1,2,2,2,2,2,1,1,2,2,2,1,9,1,9,9,9,9,9,9,9,5,77
1,198,107,4,1,4,4,4,4,8,1,4,25,2,3,9,6,1,1,2,2,1,4,1,4,0,2,3,99,1,2,8,2,9,9,1,2,4,11,2,3,0,0,2,3,9,9,19,20,1,4,1,2,2,1,3,1,1,7,1,2,2,1,3,2,198,107,4,9,1,1,1,2,1,2,1,2,1,1,1,1,2,1,2,9,3,9,9,9,9,9,9,9,6,77
1,198,108,3,4,4,5,1,3,4,3,6,31,2,4,4,4,3,1,2,2,2,6,1,4,2,4,1,0,9,1,3,1,9,0,4,1,3,4,1,2,0,0,1,1,1,1,4,4,0,5,1,1,2,1,4,1,1,5,1,1,3,5,3,2,198,108,3,1,9,2,1,2,2,2,2,2,2,1,1,1,2,1,1,1,9,1,1,1,2,1,1,1,1,77
1,198,109,4,3,3,3,1,4,9,3,7,33,2,4,2,6,3,2,5,2,1,3,5,5,4,1,4,99,1,2,8,4,1,99,9,9,9,99,9,9,0,0,3,4,9,5,7,7,0,3,1,1,2,2,0,0,1,9,3,2,1,7,2,2,198,109,4,9,2,1,1,1,1,1,2,1,2,3,3,1,3,3,2,9,1,9,9,9,9,9,9,9,6,77
1,198,110,4,6,4,6,1,4,9,1,6,42,2,5,9,5,1,1,5,2,1,3,5,5,2,3,1,0,9,2,7,2,9,8,4,2,7,7,2,2,0,0,3,4,9,5,7,7,1,6,1,1,2,2,0,0,1,7,0,0,0,12,0,2,198,110,4,9,0,2,1,2,2,2,2,0,2,1,1,2,2,3,1,9,2,9,9,9,9,9,9,9,2,77
1,198,111,4,3,3,4,4,4,3,1,5,30,2,2,3,5,1,1,2,2,1,2,1,4,4,2,1,2,9,1,2,2,9,1,2,1,2,11,2,3,0,0,2,4,9,3,19,20,1,4,2,2,2,2,0,0,1,9,1,1,2,5,3,2,198,111,4,9,1,1,1,1,2,2,2,2,1,2,2,2,2,1,1,9,2,9,9,9,9,9,9,9,2,77
