CARD.,DECK.,BALLOT.,FORM.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27A.,Q.27B.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37A.,Q.37B.,Q.38.,Q.39A.,Q.39B.,Q.40.,Q.41.,Q.42.,Q.43.,Q.44A.,Q.44B.,Q.45.,Q.46.,Q.47.,Q.48.,Q.49.,Q.50.,Q.51.,Q.52.,Q.54.,Q.55.,Q.56.,Q.57.,Q.59.,Q.60.,Q.61.,CARD..1,DECK..1,BALLOT..1,BALLOT..2,Q.62.,V.64.,V.65.,V.66.,V.67.,V.68.
1,218,83,3,4,33,2,2,2,1,6,7,1,2,2,2,3,6,2,3,3,3,4,2,2,1,2,2,3,2,4,3,1,2,3,2,1,2,5,2,1,2,55,1,1,1,3,6,3,1,2,2,2,2,3,2,8,1,9,9,99,9,9,7,3,22,2,218,83,3,8,2,2,1,5,8
1,218,84,3,3,25,3,11,99,1,0,7,2,2,2,2,4,0,2,3,3,3,3,2,2,1,2,2,3,2,2,3,2,2,2,0,0,2,0,5,3,3,46,2,5,1,0,0,2,0,0,2,2,2,2,0,0,0,9,9,99,9,9,5,2,20,2,218,84,3,0,2,2,1,5,10
1,218,85,3,4,40,3,1,1,1,6,7,1,3,1,2,3,6,3,1,3,5,6,2,2,1,2,2,3,3,3,3,1,3,4,4,1,2,2,3,1,1,63,1,1,1,3,6,2,4,1,2,2,2,1,2,3,2,9,9,99,9,9,7,5,23,2,218,85,3,8,2,2,1,5,2
1,218,86,3,2,23,3,1,1,2,6,7,2,2,2,2,3,0,1,2,3,2,3,1,2,1,2,2,3,3,5,3,2,3,3,3,1,2,3,5,1,2,25,2,5,1,3,6,5,5,2,2,2,2,2,2,4,0,9,9,99,9,9,4,4,6,2,218,86,3,8,2,2,1,5,7
1,218,87,3,4,29,3,11,99,2,1,7,2,2,1,3,3,5,1,1,3,2,3,1,1,1,2,2,3,3,3,3,3,3,2,3,1,2,5,1,1,2,34,1,3,1,3,6,2,5,2,2,2,2,1,2,7,1,9,9,99,9,9,6,2,7,2,218,87,3,8,2,2,2,5,4
1,218,88,3,4,36,3,11,99,1,6,7,1,4,2,3,3,5,1,1,3,3,5,2,2,1,2,2,2,3,3,4,1,2,4,4,2,3,2,3,3,1,47,1,1,1,3,6,3,4,2,2,3,1,3,2,1,1,9,9,99,9,9,6,2,16,2,218,88,3,7,2,2,2,5,3
1,218,89,3,3,28,3,11,99,1,6,7,1,4,1,2,3,6,3,1,2,5,7,1,1,1,2,2,3,3,3,3,3,1,2,2,1,2,4,1,2,2,31,1,1,1,3,6,2,1,2,2,1,1,2,1,1,5,9,9,99,9,9,7,2,7,2,218,89,3,9,2,2,2,5,0
1,218,90,3,3,29,3,1,1,1,6,7,2,2,2,2,3,4,1,1,2,3,4,1,1,1,2,2,4,3,3,3,3,2,2,2,1,2,4,1,1,2,31,1,1,1,3,6,1,5,1,1,1,1,1,1,1,5,9,9,99,9,9,7,2,7,2,218,90,3,8,2,2,2,5,6
1,218,91,3,4,78,3,11,99,2,1,7,1,4,1,3,4,4,1,2,1,2,4,2,2,1,2,2,3,3,5,3,2,1,4,2,2,3,1,3,1,1,36,1,1,1,3,6,4,0,3,1,2,2,1,1,1,5,9,9,99,9,9,7,4,8,2,218,91,3,7,2,2,2,5,10
1,218,92,3,2,30,3,11,99,2,6,7,1,4,1,2,2,4,1,2,1,2,3,1,1,1,2,2,3,3,4,3,2,1,2,3,1,2,1,1,1,2,32,1,1,1,3,6,2,4,1,1,1,1,1,1,1,5,9,9,99,9,9,6,4,6,2,218,92,3,8,2,2,2,5,2
1,218,93,3,1,20,3,11,99,1,6,7,2,4,1,3,4,6,1,1,3,4,5,1,3,1,2,2,4,3,3,3,2,3,2,1,1,2,5,1,3,1,24,1,1,1,3,6,2,2,2,4,5,1,1,2,0,0,9,9,99,9,9,5,2,7,2,218,93,3,9,2,2,2,5,8
1,218,94,3,4,24,3,11,99,2,6,7,1,4,1,3,4,4,2,1,3,2,3,2,2,1,2,2,3,3,4,3,2,2,4,5,1,4,1,3,1,1,28,1,1,1,3,6,5,5,1,1,4,2,1,1,1,5,9,9,99,9,9,5,4,7,2,218,94,3,8,2,2,2,5,7
1,218,95,3,2,28,3,11,99,1,6,7,1,4,1,2,3,5,3,1,3,4,5,2,2,1,2,2,3,2,2,4,2,3,2,2,1,1,4,1,3,2,46,1,1,1,3,6,2,1,2,2,2,2,1,1,1,5,9,9,99,9,9,5,2,22,2,218,95,3,8,2,2,4,5,13
1,218,96,3,3,33,3,11,99,1,6,7,2,3,1,3,3,5,2,3,3,3,4,1,2,3,2,2,2,2,3,4,2,3,2,2,1,2,2,1,2,2,50,1,1,1,3,6,2,6,1,2,2,2,2,2,8,1,9,9,99,9,9,6,2,22,2,218,96,3,8,2,2,4,5,14
1,218,97,3,4,29,3,11,99,2,6,7,1,2,2,1,3,4,2,3,2,4,5,2,2,1,2,0,3,2,2,4,1,3,3,3,1,2,5,2,1,2,45,1,1,1,3,6,0,6,0,2,2,1,0,1,1,5,9,9,99,9,9,6,4,23,2,218,97,3,7,2,2,4,5,8
1,218,98,3,4,30,3,0,0,1,6,7,3,1,1,3,4,4,2,3,3,2,4,1,1,1,2,1,3,3,4,3,0,1,2,2,1,2,4,0,1,1,42,1,1,1,3,6,2,6,0,1,2,0,0,0,0,0,9,9,99,9,9,7,3,18,2,218,98,3,8,2,2,4,5,4
1,218,99,3,4,35,1,1,1,2,6,7,1,3,2,3,3,4,2,2,2,2,3,2,1,1,2,2,3,2,3,3,2,2,2,1,1,3,4,2,2,2,60,1,1,1,3,6,2,4,2,1,4,2,1,2,2,1,9,9,99,9,9,7,3,26,2,218,99,3,8,2,2,4,5,3
1,218,100,3,4,36,3,11,99,2,6,7,1,3,2,3,3,3,1,1,2,2,3,1,2,1,2,2,3,2,4,3,2,2,2,2,1,2,3,3,2,1,45,1,1,1,3,6,2,0,3,1,1,1,1,1,1,5,9,9,99,9,9,7,2,16,2,218,100,3,7,2,2,4,5,18
1,218,101,3,4,31,3,11,99,2,1,7,1,4,2,2,2,4,1,1,2,3,4,2,2,1,2,2,2,3,3,3,1,1,1,1,1,2,5,1,3,2,58,1,3,1,3,6,2,1,2,1,1,1,1,0,0,0,9,9,99,9,9,8,4,19,2,218,101,3,8,2,2,4,5,10
1,218,102,3,3,33,3,11,99,3,6,7,1,1,3,3,3,4,2,1,3,3,4,1,3,3,2,0,3,3,5,4,1,0,4,4,3,3,1,4,3,1,49,2,5,1,3,6,4,0,0,0,0,0,0,0,0,0,9,9,99,9,9,5,4,21,2,218,102,3,9,2,2,4,5,12
1,218,103,3,4,36,3,11,99,2,2,7,1,4,2,1,2,0,1,3,1,2,2,2,1,3,3,1,3,2,3,3,1,3,1,1,1,1,4,1,2,2,76,1,1,1,3,6,1,5,1,1,5,1,1,0,0,0,9,9,99,9,9,5,4,23,2,218,103,3,7,2,2,4,5,0
1,218,104,3,2,40,3,11,99,1,6,7,2,4,1,3,4,5,2,1,3,2,3,1,2,1,2,2,3,2,2,3,2,4,2,2,2,4,1,3,3,1,54,1,1,1,3,6,3,2,3,4,3,2,1,1,1,5,9,9,99,9,9,6,4,18,2,218,104,3,8,2,2,4,5,7
1,218,105,3,2,40,3,11,99,1,6,7,1,4,2,2,4,4,2,1,2,3,5,2,2,1,3,1,3,2,3,4,1,1,2,2,1,2,4,1,3,3,54,1,1,1,3,6,2,4,1,2,2,1,3,1,1,5,9,9,99,9,9,6,3,18,2,218,105,3,8,2,2,4,5,6
1,218,106,3,2,28,3,11,99,1,6,7,2,4,2,3,3,4,2,1,2,2,2,1,2,1,2,1,3,2,2,3,2,2,3,3,1,2,5,0,2,0,40,1,1,1,3,6,2,5,1,1,2,2,2,2,3,0,9,9,99,9,9,6,2,20,2,218,106,3,7,2,2,4,5,17
1,218,107,3,2,19,3,11,99,2,1,7,2,1,2,3,2,3,1,1,3,4,9,1,2,1,2,1,2,3,4,3,3,2,3,3,1,2,4,3,2,2,35,1,1,1,3,6,2,1,2,1,3,1,1,0,0,0,9,9,99,9,9,7,4,7,2,218,107,3,8,2,2,4,5,2
1,218,108,3,2,15,3,11,99,2,2,1,1,4,1,3,4,6,1,1,3,3,0,1,1,1,2,2,2,2,2,1,3,3,1,3,2,1,4,1,0,2,25,1,2,1,3,6,2,6,2,3,3,1,2,2,2,1,9,9,99,9,9,4,3,4,2,218,108,3,8,2,2,4,5,16
1,218,109,3,2,28,2,1,1,1,6,12,1,4,2,3,3,4,2,1,3,2,3,2,2,1,2,2,4,3,5,3,1,2,4,5,3,2,3,4,3,2,48,1,1,1,3,6,2,6,1,2,5,2,2,2,2,1,9,9,99,9,9,2,2,22,2,218,109,3,7,2,2,2,6,7
1,218,110,3,3,36,3,11,99,1,6,12,2,4,2,2,3,4,2,2,3,3,4,2,1,1,2,2,2,3,3,3,1,1,2,1,1,2,2,1,3,1,49,1,2,1,3,6,3,5,0,3,2,1,1,2,4,2,9,9,99,9,9,6,2,8,2,218,110,3,8,2,2,2,6,3
1,218,111,3,3,27,0,1,1,1,6,12,1,4,3,1,3,5,1,2,3,3,3,1,2,1,2,2,3,2,3,3,2,1,1,2,2,2,5,2,0,1,50,1,1,2,3,6,2,4,1,2,2,2,2,2,2,1,9,9,99,9,9,5,2,21,2,218,111,3,7,2,2,2,6,14
1,218,112,3,3,28,3,1,1,1,6,12,1,4,1,2,3,0,1,1,3,2,3,2,2,1,2,0,2,3,4,4,2,2,3,3,1,2,5,3,1,3,49,1,1,2,2,5,2,0,3,4,5,2,1,2,2,1,9,9,99,9,9,5,3,21,2,218,112,3,8,2,2,2,6,12
1,218,113,3,3,29,2,1,1,1,6,12,2,4,2,2,2,4,2,1,3,5,7,2,1,1,2,2,2,2,2,4,2,2,3,3,2,2,5,5,1,2,49,1,2,1,3,6,5,1,2,2,2,2,2,2,4,1,9,9,99,9,9,4,4,20,2,218,113,3,8,2,2,2,6,4
1,218,114,3,3,29,2,2,2,2,1,12,1,4,3,1,4,5,2,1,3,3,3,2,2,1,3,1,3,1,1,4,1,4,4,3,2,3,4,2,1,2,71,1,2,1,4,3,3,1,2,2,3,2,2,2,2,1,9,9,99,9,9,3,4,24,2,218,114,3,0,2,2,2,6,18
1,218,115,3,3,29,2,1,1,1,6,12,1,4,1,2,3,6,1,1,3,3,5,2,1,1,2,2,2,2,3,2,2,3,3,1,2,2,5,2,2,2,50,1,2,1,0,0,2,1,3,1,2,1,1,1,1,5,9,9,99,9,9,5,2,21,2,218,115,3,8,2,2,2,6,13
1,218,116,3,3,32,3,1,1,1,0,12,1,4,2,3,3,0,2,1,3,10,10,0,1,3,2,2,1,3,0,3,2,4,4,3,1,1,0,2,3,2,57,1,2,1,3,6,2,0,3,2,2,1,3,2,4,1,9,9,99,9,9,4,2,25,2,218,116,3,0,2,2,2,6,8
1,218,117,3,4,40,3,11,99,2,6,12,1,2,2,2,3,3,1,1,2,2,2,1,1,2,2,2,2,2,4,4,1,1,3,4,2,3,1,4,3,1,44,1,1,1,3,6,3,1,3,1,4,2,2,2,2,1,9,9,99,9,9,5,4,4,2,218,117,3,0,2,2,2,6,17
1,218,118,3,4,48,3,1,1,1,6,12,2,2,2,1,2,3,2,1,3,3,5,1,2,1,2,2,2,3,4,3,1,2,2,1,1,1,5,1,2,2,79,1,2,1,3,6,5,5,1,2,2,1,2,2,2,1,9,9,99,9,9,6,3,30,2,218,118,3,6,2,2,2,6,6
1,218,119,3,4,54,1,1,1,1,6,12,1,4,2,1,1,2,2,1,3,3,4,2,2,1,2,2,2,3,3,3,1,1,2,2,2,2,4,2,2,2,84,1,1,1,4,1,2,4,1,1,2,1,2,2,2,1,9,9,99,9,9,6,3,31,2,218,119,3,5,2,2,2,6,16
1,218,120,3,3,43,3,1,1,1,0,12,1,4,3,1,3,4,2,1,3,4,5,2,2,1,2,1,3,3,4,3,1,2,2,2,1,2,4,2,2,1,72,1,1,1,3,6,3,1,2,1,2,2,2,2,4,1,9,9,99,9,9,7,3,31,2,218,120,3,7,2,2,2,6,0
1,218,121,3,2,17,3,11,99,2,1,12,2,3,2,2,3,4,2,1,3,3,3,1,1,1,2,2,3,3,3,4,3,2,3,3,1,3,2,5,3,2,39,2,1,1,3,6,3,1,2,3,5,1,1,2,2,1,9,9,99,9,9,5,3,9,2,218,121,3,8,2,2,2,6,2
1,218,122,3,3,19,3,1,1,2,6,12,1,4,2,2,2,5,1,1,3,4,4,2,1,1,2,2,3,3,3,4,1,2,4,4,2,3,4,2,1,2,27,1,1,1,3,6,4,5,2,1,3,2,1,2,2,1,9,9,99,9,9,6,5,18,2,218,122,3,9,2,2,2,6,10
1,218,123,3,3,25,0,1,1,1,0,5,4,1,3,1,3,3,2,2,2,2,3,1,3,0,0,0,1,3,4,0,1,3,5,5,3,5,3,5,3,3,99,2,5,3,2,5,5,6,2,3,5,3,3,2,6,4,9,9,99,9,9,3,3,19,2,218,123,3,9,2,2,1,4,4
1,218,124,3,4,25,0,1,1,2,6,5,1,4,2,2,3,4,1,3,2,4,4,2,2,2,2,2,3,2,2,3,1,4,3,3,1,2,4,3,1,2,38,2,1,2,2,5,1,6,0,1,5,2,2,1,2,1,9,9,99,9,9,5,4,13,2,218,124,3,7,2,2,1,4,17
1,218,125,3,1,12,3,11,99,2,6,5,1,3,2,3,3,4,1,1,3,2,3,2,3,1,2,2,2,2,4,3,2,1,2,2,2,1,5,1,2,2,13,1,1,3,1,5,2,4,1,2,2,1,1,2,7,3,9,9,99,9,9,8,2,6,2,218,125,3,8,2,2,1,4,16
1,218,126,3,1,12,3,11,99,1,6,5,2,2,2,2,4,5,3,2,3,2,4,1,3,3,3,1,1,2,1,3,1,2,4,3,1,4,4,4,3,3,15,1,1,1,3,6,5,1,2,4,3,2,3,0,0,0,9,9,99,9,9,5,1,3,2,218,126,3,7,2,2,1,4,0
1,218,127,3,2,12,3,11,99,1,6,5,1,4,2,3,3,4,1,1,3,3,4,1,1,1,2,2,2,4,5,3,3,4,2,1,3,2,4,1,2,1,17,1,1,2,2,5,2,4,2,2,2,2,3,2,4,1,9,9,99,9,9,8,3,5,2,218,127,3,8,2,2,1,4,20
1,218,128,3,4,56,3,1,1,2,6,5,1,4,3,1,2,4,2,1,2,2,2,1,2,3,2,2,3,2,2,3,1,2,4,4,1,2,2,5,1,3,60,1,1,1,3,6,2,4,1,1,2,1,2,2,4,2,9,9,99,9,9,6,3,5,2,218,128,3,0,2,2,1,4,18
1,218,129,3,1,55,3,11,99,2,6,5,2,4,1,2,3,6,1,1,2,2,2,2,2,1,2,2,4,2,2,4,3,4,1,1,1,1,1,3,3,2,36,1,4,1,3,6,3,6,2,3,3,2,1,2,4,2,9,9,99,9,9,5,2,3,2,218,129,3,9,2,2,1,4,2
1,218,130,3,2,25,2,11,99,1,6,11,4,2,2,1,3,4,2,2,2,4,4,1,3,1,2,2,3,2,3,3,1,4,3,3,2,2,2,4,1,1,35,1,1,1,3,6,2,1,3,1,3,2,1,1,1,5,9,9,99,9,9,4,5,16,2,218,130,3,7,2,2,2,0,3
1,218,131,3,2,30,1,3,3,1,6,11,2,2,2,1,1,4,3,1,3,5,7,2,2,1,2,2,3,2,3,3,1,2,3,2,1,2,3,1,2,1,70,1,1,1,3,6,2,2,2,3,2,2,1,1,1,5,9,9,99,9,9,4,5,23,2,218,131,3,7,2,2,2,0,8
1,218,132,3,4,31,3,11,99,2,6,11,2,3,2,3,3,5,1,1,1,2,4,1,1,1,2,2,2,2,2,3,2,2,3,2,1,3,1,3,3,1,46,1,1,1,3,6,3,4,2,2,2,1,1,1,1,5,9,9,99,9,9,6,3,20,2,218,132,3,7,2,2,2,0,14
1,218,133,3,3,30,3,11,99,2,2,11,1,4,1,3,2,0,2,1,3,10,10,1,1,1,2,2,2,2,2,3,2,1,2,2,1,2,5,1,3,2,69,1,1,1,3,6,1,2,0,2,2,1,1,1,1,5,9,9,99,9,9,7,2,19,2,218,133,3,7,2,2,2,0,7
1,218,134,3,4,31,3,11,99,1,0,11,2,4,2,2,2,4,2,1,2,2,3,1,1,1,2,1,3,2,2,3,2,2,2,3,2,3,1,3,2,1,48,2,0,1,3,6,2,1,2,2,2,2,3,3,1,5,9,9,99,9,9,7,2,20,2,218,134,3,7,2,2,2,0,2
1,218,135,3,4,36,3,11,99,2,1,11,0,0,0,0,1,2,1,1,0,0,0,0,3,3,3,0,0,0,0,4,2,0,4,4,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,99,9,9,0,0,0,2,218,135,3,0,2,2,2,0,6
1,218,136,3,4,37,3,11,99,2,2,11,1,3,2,2,3,5,1,1,2,3,3,2,3,1,2,2,2,3,2,3,2,1,1,2,1,2,3,1,1,2,79,1,3,1,0,6,1,6,1,3,5,1,2,1,1,0,9,9,99,9,9,5,5,19,2,218,136,3,0,2,2,2,0,10
1,218,137,3,4,56,3,11,99,1,6,11,1,4,2,1,3,4,1,1,3,4,5,2,2,1,2,2,3,3,2,3,1,2,2,2,2,2,5,3,2,2,71,1,2,1,3,6,5,4,1,4,5,2,1,1,1,5,9,9,99,9,9,6,4,20,2,218,137,3,8,2,2,2,0,13
1,218,138,3,2,55,3,11,99,1,6,11,1,4,1,3,4,4,3,3,3,3,3,2,1,1,2,1,2,2,3,3,1,2,4,4,3,2,1,4,3,2,66,2,1,1,3,6,3,6,0,2,2,1,1,1,1,5,9,9,99,9,9,5,5,19,2,218,138,3,7,2,2,2,0,0
1,218,139,3,2,41,3,11,99,2,1,11,2,3,1,2,2,4,2,1,2,3,5,2,2,1,2,2,2,2,3,3,2,1,2,2,1,2,1,1,1,2,72,1,1,1,3,6,2,1,2,1,2,1,1,1,1,5,9,9,99,9,9,7,3,19,2,218,139,3,7,2,2,2,0,12
1,218,140,3,3,24,3,11,99,1,6,11,1,3,3,3,4,5,2,1,3,3,4,2,2,1,2,2,2,3,3,3,2,1,3,2,2,2,4,2,1,2,36,1,2,1,3,6,3,1,2,2,2,1,1,1,1,5,9,9,99,9,9,6,2,16,2,218,140,3,7,2,2,2,0,4
1,218,141,3,2,26,2,3,3,1,6,11,2,2,2,3,3,4,1,1,2,2,4,2,2,1,2,2,2,2,2,2,1,1,2,2,1,1,4,3,3,3,45,1,2,1,2,5,2,1,2,1,1,2,2,1,1,5,9,9,99,9,9,3,2,22,2,218,141,3,7,2,2,4,0,16
1,218,142,3,2,28,2,11,99,1,6,11,2,2,2,2,4,4,2,1,3,2,3,1,2,3,2,1,2,3,3,3,2,1,2,4,3,2,5,2,1,3,46,1,1,1,3,6,2,6,1,2,2,2,2,0,0,0,9,9,99,9,9,0,0,0,2,218,142,3,0,2,2,4,0,17
1,218,143,3,2,28,2,11,99,2,6,11,1,4,2,3,3,6,2,1,3,4,5,1,3,1,2,1,2,3,4,3,2,1,2,2,3,2,4,1,3,2,46,1,1,1,3,6,1,4,2,2,2,1,3,2,2,1,9,9,99,9,9,4,2,21,2,218,143,3,8,2,2,4,0,10
1,218,144,3,2,28,2,1,1,2,2,11,1,4,2,1,2,2,1,3,3,2,3,2,2,3,2,2,4,3,4,3,1,2,1,2,1,1,4,1,3,3,70,1,3,1,2,5,2,0,0,0,0,0,2,1,1,5,9,9,99,9,9,0,3,22,2,218,144,3,6,2,2,4,0,0
1,218,145,3,2,29,2,11,99,1,6,11,1,4,1,3,4,5,3,1,3,3,5,2,2,1,2,2,3,2,2,3,2,2,3,3,1,1,4,3,1,2,45,1,1,1,3,6,2,5,1,2,2,2,3,1,1,5,9,9,99,9,9,5,2,22,2,218,145,3,7,2,2,4,0,8
1,218,146,3,2,31,2,11,99,1,6,11,2,3,2,3,3,4,2,1,3,2,4,1,2,1,2,2,2,3,3,3,2,3,2,2,1,2,3,2,2,2,47,1,1,1,3,6,2,6,0,2,2,2,1,3,2,1,9,9,99,9,9,5,2,23,2,218,146,3,9,2,2,4,0,4
1,218,147,3,3,27,2,11,99,1,6,11,2,2,1,3,3,4,2,2,2,2,4,1,1,1,2,2,3,3,3,3,2,2,2,2,1,2,2,1,2,2,45,2,5,1,3,6,2,5,1,2,2,1,1,1,1,5,9,9,99,9,9,4,4,22,2,218,147,3,7,2,2,4,0,12
1,218,148,3,3,29,2,11,99,1,6,11,2,4,2,3,3,4,2,1,3,3,3,1,1,1,2,2,3,2,3,3,1,2,2,2,1,2,4,1,2,2,46,1,1,1,3,6,1,6,2,2,2,1,2,1,1,5,9,9,99,9,9,4,2,20,2,218,148,3,9,2,2,4,0,13
1,218,149,3,4,28,2,11,99,1,0,11,0,0,0,3,3,0,0,1,3,0,0,1,2,2,2,0,2,3,3,3,2,3,2,3,1,2,3,2,2,2,47,1,1,1,0,0,0,6,0,2,2,2,3,3,1,5,9,9,99,9,9,5,2,21,2,218,149,3,8,2,2,4,0,2
1,218,150,3,4,30,2,11,99,1,6,11,1,4,2,2,3,4,2,3,2,5,5,2,1,1,2,2,3,3,3,4,2,3,4,3,1,2,4,2,3,3,46,1,1,1,3,6,2,1,3,2,1,1,2,1,1,5,9,9,99,9,9,4,2,22,2,218,150,3,7,2,2,4,0,14
1,218,151,3,2,15,3,11,99,2,3,11,0,3,2,1,2,0,1,3,2,2,2,1,2,1,3,2,3,3,3,3,0,2,3,2,2,2,4,0,0,0,54,1,2,2,3,6,5,6,2,2,2,2,0,0,8,0,9,9,99,9,9,5,5,6,2,218,151,3,0,2,2,4,0,18
1,218,152,3,2,15,3,11,99,1,6,11,1,4,1,3,4,6,2,1,3,4,3,2,2,3,3,2,2,2,3,2,3,4,2,2,1,2,4,1,2,2,21,2,3,2,2,5,3,1,2,3,2,2,2,3,1,5,9,9,99,9,9,1,2,6,2,218,152,3,9,2,2,4,0,3
1,218,153,3,3,27,3,1,1,2,6,3,1,4,1,3,4,4,1,1,2,3,4,1,3,1,2,2,4,2,2,3,2,2,2,2,1,2,5,1,1,2,47,1,1,1,3,6,2,5,1,2,2,1,2,1,1,5,9,9,99,9,9,6,4,21,2,218,153,3,8,2,2,4,1,26
1,218,154,3,3,31,3,11,99,1,6,16,2,3,2,1,4,5,3,3,1,2,3,1,3,1,2,2,4,2,2,3,1,1,3,2,1,3,1,4,1,1,35,1,1,1,3,6,4,4,2,2,2,2,1,2,8,1,9,9,99,9,9,6,2,9,2,218,154,3,9,2,2,4,1,6
1,218,155,3,4,30,3,11,99,1,6,11,2,3,2,3,3,6,2,1,2,3,5,2,3,3,1,2,2,2,3,3,2,2,4,3,3,3,4,1,2,3,46,1,1,1,3,6,2,1,2,1,2,1,3,1,1,5,9,9,99,9,9,6,2,23,2,218,155,3,8,2,2,4,1,8
1,218,156,3,4,31,3,11,99,2,6,13,2,2,2,3,3,3,2,0,2,2,4,1,1,1,2,2,3,2,2,3,0,1,0,0,0,1,0,1,1,2,49,1,1,1,3,6,0,6,0,1,2,1,1,2,7,1,9,9,99,9,9,6,5,22,2,218,156,3,7,2,2,4,1,17
1,218,157,3,4,31,3,11,99,2,6,1,1,3,1,1,2,3,1,1,2,2,3,1,1,1,2,2,2,2,2,3,1,1,2,2,1,2,4,1,1,2,46,1,1,1,3,6,2,1,2,2,1,2,1,1,1,5,9,9,99,9,9,6,5,20,2,218,157,3,6,2,2,4,1,27
1,218,158,3,4,36,3,11,99,1,6,1,1,4,2,3,3,4,1,1,2,2,3,1,1,1,2,2,2,3,3,3,2,2,1,1,1,1,4,1,2,2,50,1,1,1,3,6,2,4,2,2,2,1,1,1,1,5,9,9,99,9,9,6,3,19,2,218,158,3,8,2,2,4,1,14
1,218,159,3,3,27,2,1,1,2,6,12,1,3,2,3,4,5,1,1,3,4,5,2,2,1,2,2,2,3,3,3,3,1,2,2,1,2,5,1,2,2,47,1,1,1,3,6,2,1,2,1,2,1,1,1,1,0,9,9,99,9,9,7,3,20,2,218,159,3,8,2,2,4,1,0
1,218,160,3,4,31,3,11,99,1,6,16,1,2,2,3,3,4,2,1,2,2,3,1,2,1,2,1,3,2,2,4,2,1,2,2,1,2,5,1,3,3,49,1,1,1,3,6,2,5,1,2,2,2,1,1,1,5,9,9,99,9,9,7,3,23,2,218,160,3,0,2,2,4,1,22
1,218,161,3,4,34,3,11,99,1,6,16,2,2,3,2,4,0,2,0,3,5,10,1,2,1,2,2,3,3,2,3,0,2,4,4,0,2,2,0,2,2,55,1,1,1,3,6,0,4,1,2,2,2,1,0,0,0,9,9,99,9,9,7,2,27,2,218,161,3,8,2,2,4,1,16
1,218,162,3,3,28,2,1,1,3,1,3,4,1,1,1,2,3,1,1,2,4,7,1,1,3,3,1,3,3,3,4,3,3,2,2,0,1,4,5,1,1,62,1,1,1,3,6,1,6,2,4,2,3,3,1,1,5,9,9,99,9,9,8,5,22,2,218,162,3,7,2,2,4,1,25
1,218,163,3,4,27,3,11,99,1,6,1,2,3,2,2,3,6,2,2,3,3,4,2,2,3,2,2,2,2,2,3,2,2,2,2,1,2,4,2,1,1,42,1,1,1,3,6,5,1,2,1,2,1,2,1,1,5,9,9,99,9,9,8,3,22,2,218,163,3,8,2,2,4,1,4
1,218,164,3,4,30,3,11,99,2,6,16,2,3,1,2,2,3,1,1,2,3,4,2,1,1,2,2,3,2,3,4,2,3,2,2,1,3,4,1,1,2,48,1,1,1,3,6,2,1,2,2,1,1,1,1,1,5,9,9,99,9,9,8,5,21,2,218,164,3,7,2,2,4,1,13
1,218,165,3,4,35,3,11,99,1,6,3,1,4,2,2,3,4,2,1,2,3,3,2,2,1,2,2,3,2,2,3,2,3,2,2,1,2,4,1,2,3,44,1,1,1,3,6,2,1,2,1,2,1,1,1,1,5,9,9,99,9,9,8,3,14,2,218,165,3,8,2,2,4,1,24
