CARD.,DECK.,BALLOT.,FORM.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27A.,Q.27B.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37A.,Q.37B.,Q.38.,Q.39A.,Q.39B.,Q.40.,Q.41.,Q.42.,Q.43.,Q.44A.,Q.44B.,Q.45.,Q.46.,Q.47.,Q.48.,Q.49.,Q.50.,Q.51.,Q.52.,Q.54.,Q.55.,Q.56.,Q.57.,Q.59.,Q.60.,Q.61.,CARD..1,DECK..1,BALLOT..1,BALLOT..2,Q.62.,V.64.,V.65.,V.66.,V.67.,V.68.
1,218,166,3,4,28,3,11,99,2,6,12,1,4,2,3,3,6,1,3,3,4,5,2,2,1,2,2,3,3,3,3,2,2,2,1,1,2,4,5,1,2,45,1,1,1,3,6,2,4,1,2,2,2,3,2,8,0,9,9,99,9,9,5,2,22,2,218,166,3,0,2,2,4,1,2
1,218,167,3,4,49,3,11,99,1,6,12,1,2,1,1,2,4,1,1,3,4,6,2,2,1,2,2,3,2,2,3,1,3,4,4,1,3,1,3,2,2,66,1,1,1,3,6,2,1,3,1,1,2,2,1,1,5,9,9,99,9,9,5,4,23,2,218,167,3,9,2,2,4,1,20
1,218,168,3,4,68,3,1,1,1,6,16,1,3,1,1,1,1,2,1,2,2,3,2,2,1,2,1,2,4,3,3,1,2,2,2,1,1,2,1,1,2,81,1,1,1,3,0,2,1,2,1,1,2,3,2,3,1,9,9,99,9,9,5,3,23,2,218,168,3,5,2,2,4,1,7
1,218,169,3,4,61,3,11,99,1,6,1,2,3,1,3,3,3,3,1,2,3,4,2,2,1,2,1,2,3,3,3,1,2,1,2,1,1,5,1,3,2,74,1,1,1,3,6,5,1,2,2,5,2,1,1,1,5,9,9,99,9,9,4,2,18,2,218,169,3,7,2,2,4,1,3
1,218,170,3,3,49,3,11,99,2,1,3,1,3,1,2,2,3,2,1,2,3,3,2,2,1,2,2,3,2,2,4,1,1,1,1,1,2,4,1,2,2,70,1,1,1,3,6,5,5,2,1,2,2,2,2,2,1,9,9,99,9,9,8,3,15,2,218,170,3,7,2,2,4,1,23
1,218,171,3,2,37,3,11,99,2,1,16,1,3,1,1,4,6,1,1,3,3,4,2,3,1,2,2,2,2,2,3,1,1,2,2,1,2,2,2,1,1,50,1,1,1,3,6,2,1,3,2,2,2,2,4,1,5,9,9,99,9,9,8,3,3,2,218,171,3,9,2,2,4,1,10
1,218,172,3,2,26,3,11,99,1,6,16,2,4,2,2,4,5,1,1,3,3,3,1,2,1,2,1,2,3,4,4,2,1,2,2,1,1,5,1,1,2,42,1,1,1,3,6,2,0,2,2,2,1,3,1,1,5,9,9,99,9,9,6,2,17,2,218,172,3,8,2,2,4,1,12
1,218,173,3,4,24,3,11,99,2,6,12,2,3,1,2,3,4,2,1,2,2,3,1,1,1,2,2,3,2,3,3,2,2,2,2,1,2,2,3,2,2,36,1,1,1,3,6,2,4,1,3,5,1,1,2,8,0,9,9,99,9,9,6,3,17,2,218,173,3,7,2,2,4,1,18
1,218,174,3,2,35,3,2,2,2,1,0,1,4,3,1,2,0,2,2,2,3,3,1,2,1,2,2,3,3,3,3,1,2,2,2,1,2,4,1,2,2,65,1,2,1,3,6,1,5,1,3,2,2,2,2,2,2,9,9,99,9,9,4,2,15,2,218,174,3,0,2,1,2,4,18
1,218,175,3,3,33,3,11,99,1,6,5,1,2,2,3,4,5,2,1,3,3,5,2,1,1,2,2,2,3,3,3,3,2,2,3,1,2,2,1,2,2,34,1,1,1,3,6,2,1,0,2,2,1,1,2,2,1,9,9,99,9,9,5,2,5,2,218,175,3,9,2,1,3,5,4
1,218,176,3,1,36,3,1,1,1,6,12,1,4,2,3,4,6,2,1,1,3,4,1,2,1,2,1,2,3,4,3,2,1,5,1,3,1,4,1,1,3,54,1,3,1,3,6,1,6,1,1,1,1,2,2,3,1,9,9,99,9,9,3,3,24,2,218,176,3,8,2,1,2,7,62
1,218,177,3,4,39,3,11,99,1,6,12,1,4,3,1,4,0,3,1,3,3,10,2,2,3,2,2,2,3,4,3,1,3,4,3,2,3,1,4,3,3,43,1,1,1,3,6,4,6,2,2,3,3,3,3,1,5,9,9,99,9,9,0,3,7,2,218,177,3,9,2,1,2,7,0
1,218,178,3,2,26,3,11,99,2,1,3,2,2,2,2,3,6,1,1,2,3,3,1,2,3,2,2,3,2,2,3,2,4,4,4,2,5,3,4,3,2,35,1,2,1,3,6,3,6,0,2,2,2,3,2,3,1,9,9,99,9,9,4,3,18,2,218,178,3,8,2,1,3,7,6
1,218,179,3,2,38,0,11,99,1,0,14,0,0,0,3,0,4,0,0,0,3,2,2,0,1,0,0,1,2,4,0,1,4,3,1,0,0,1,0,0,0,0,0,0,0,1,1,0,5,2,1,1,1,1,0,0,0,9,9,99,9,9,5,0,0,2,218,179,3,9,2,1,3,7,3
1,218,180,3,3,39,3,1,1,2,1,5,2,4,2,3,4,6,2,1,3,5,8,2,2,1,2,1,2,3,3,3,2,3,2,2,1,2,4,1,3,2,67,1,3,1,3,6,1,4,2,2,2,1,2,2,3,1,9,9,99,9,9,3,3,24,2,218,180,3,9,2,1,4,7,6
1,218,181,3,4,99,3,11,99,2,6,0,1,4,2,4,3,0,3,1,2,0,0,1,2,3,2,2,2,3,4,3,2,2,3,3,1,2,1,3,2,2,60,2,1,1,3,6,2,5,3,2,2,1,2,3,1,5,9,9,99,9,9,4,3,7,2,218,181,3,0,2,1,4,7,2
1,218,182,3,4,60,2,1,1,2,6,0,2,3,2,3,3,4,2,1,3,2,4,2,2,3,2,2,2,3,3,3,2,1,2,3,3,2,4,5,3,3,78,1,1,1,3,6,3,1,2,2,2,2,2,2,0,2,9,9,99,9,9,6,5,18,2,218,182,3,7,2,1,4,7,10
1,218,183,3,1,33,3,1,1,1,6,0,2,2,3,3,4,5,2,3,2,4,6,1,3,3,1,2,3,2,5,4,1,3,3,4,2,3,4,2,2,3,56,2,5,1,3,6,5,4,2,1,2,2,3,3,1,5,9,9,99,9,9,6,2,23,2,218,183,3,7,2,1,4,7,4
1,218,184,3,1,26,2,2,2,1,6,1,1,4,2,1,2,3,2,1,3,3,3,1,3,1,2,2,3,3,2,2,1,2,2,3,1,3,5,1,3,3,51,1,1,1,3,6,2,1,2,4,3,1,1,2,8,1,9,9,99,9,9,4,2,19,2,218,184,3,7,2,1,1,1,26
1,218,185,3,2,27,2,2,2,2,2,1,2,3,2,2,2,3,3,1,2,3,2,1,2,1,2,2,2,3,4,3,1,2,1,2,1,2,3,1,1,3,76,1,1,1,3,6,2,1,1,2,2,1,2,0,0,0,9,9,99,9,9,5,3,19,2,218,185,3,6,2,1,1,1,18
1,218,186,3,2,27,2,2,2,1,6,1,1,4,2,3,4,0,2,1,2,4,5,2,2,1,2,1,3,2,3,3,2,1,4,5,1,3,1,3,1,1,52,1,2,1,3,6,2,4,2,2,2,1,2,2,2,2,9,9,99,9,9,4,2,19,2,218,186,3,8,2,1,1,1,28
1,218,187,3,2,28,2,2,2,1,6,1,2,2,2,0,4,6,2,1,3,5,7,1,2,1,2,2,3,3,4,3,2,4,2,3,1,2,5,5,3,2,54,1,1,1,3,6,2,5,2,2,5,1,1,2,4,0,9,9,99,9,9,4,2,20,2,218,187,3,9,2,1,1,1,6
1,218,188,3,2,34,2,2,2,1,6,1,1,4,2,3,4,0,1,1,3,4,10,1,2,1,2,2,2,2,2,3,2,3,3,1,1,1,4,1,1,3,57,1,1,1,3,6,2,1,2,1,5,1,1,2,2,1,9,9,99,9,9,5,2,19,2,218,188,3,8,2,1,1,1,12
1,218,189,3,3,28,2,2,2,1,0,1,1,4,2,3,4,5,2,1,3,3,5,1,1,1,2,2,3,2,3,3,2,2,1,5,1,1,5,1,2,2,54,1,1,1,3,6,2,5,0,2,2,1,0,2,1,5,9,9,99,9,9,6,2,19,2,218,189,3,7,2,1,1,1,13
1,218,190,3,3,29,2,2,2,1,6,1,2,4,3,3,4,5,2,1,2,3,3,2,3,3,2,2,2,2,2,3,2,3,2,2,1,2,4,1,3,2,54,2,1,1,3,6,2,1,2,2,2,2,3,2,2,1,9,9,99,9,9,6,2,18,2,218,190,3,7,2,1,1,1,0
1,218,191,3,4,29,2,2,2,2,1,1,1,4,2,1,3,5,2,1,3,4,5,2,2,1,2,2,3,3,3,3,1,2,1,2,1,3,4,1,1,2,66,1,1,1,3,6,2,6,0,1,1,1,2,2,2,1,9,9,99,9,9,6,3,19,2,218,191,3,0,2,1,1,1,16
1,218,192,3,4,30,2,2,2,1,6,1,1,2,2,3,3,3,2,1,3,2,2,1,2,1,2,1,3,3,5,3,2,3,2,3,1,2,3,2,3,3,55,1,1,1,3,6,5,4,1,1,2,2,3,2,2,1,9,9,99,9,9,7,2,20,2,218,192,3,7,2,1,1,1,14
1,218,193,3,3,27,2,2,2,1,6,1,1,4,2,3,4,4,2,1,3,2,4,2,1,1,2,2,3,2,2,3,2,2,1,1,1,1,5,1,1,2,52,1,1,1,3,6,1,1,2,1,1,2,1,2,4,1,9,9,99,9,9,5,2,19,2,218,193,3,7,2,1,1,1,3
1,218,194,3,3,29,2,2,2,1,6,1,1,2,2,2,1,4,0,3,3,0,2,2,1,1,2,0,2,3,3,3,1,3,2,2,1,2,3,1,1,3,54,1,2,1,3,6,2,1,3,2,1,1,1,0,0,0,9,9,99,9,9,0,2,20,2,218,194,3,9,2,1,1,1,32
1,218,195,3,3,29,2,2,2,1,6,1,2,2,2,2,4,0,3,1,3,3,4,2,2,1,2,2,2,3,3,3,1,1,2,5,1,2,3,1,1,0,54,1,1,1,3,6,1,6,2,4,2,2,1,2,2,1,9,9,99,9,9,5,2,19,2,218,195,3,8,2,1,1,1,20
1,218,196,3,3,31,2,0,0,1,6,1,1,4,2,3,4,4,2,1,3,3,4,2,2,1,2,0,2,3,4,4,2,1,2,2,3,1,3,5,3,3,49,1,2,1,3,6,1,6,0,2,2,1,1,1,1,5,9,9,99,9,9,1,2,19,2,218,196,3,7,2,1,1,1,2
1,218,197,3,4,30,2,2,2,1,6,1,1,4,1,3,4,5,2,1,2,2,3,1,1,1,2,2,3,3,3,4,2,2,2,2,1,2,5,5,1,2,54,1,2,1,3,6,1,5,1,2,1,1,1,2,2,1,9,9,99,9,9,5,2,20,2,218,197,3,7,2,1,1,1,7
1,218,198,3,4,31,2,2,2,1,0,1,1,4,2,3,4,4,2,1,2,2,2,1,2,1,2,2,3,2,2,3,2,2,4,3,1,2,1,3,1,1,59,2,1,1,3,6,2,5,2,2,2,1,2,2,0,1,9,9,99,9,9,4,2,21,2,218,198,3,7,2,1,1,1,25
1,218,199,3,4,0,3,3,3,1,6,1,2,2,2,3,4,3,2,1,2,2,2,2,2,0,2,1,4,4,0,0,2,3,3,3,2,0,1,3,0,0,60,1,1,1,0,0,3,0,2,3,3,2,3,0,0,0,9,9,99,9,9,5,4,24,2,218,199,3,6,2,1,1,1,10
1,218,200,3,4,51,2,2,2,1,6,1,1,4,2,1,2,3,1,1,2,3,3,2,1,2,2,1,1,4,3,3,1,2,4,4,1,2,1,3,1,1,76,1,1,1,3,6,1,1,2,1,1,1,1,2,2,1,9,9,99,9,9,5,5,20,2,218,200,3,8,2,1,1,1,30
1,218,201,3,4,52,2,2,2,1,0,1,1,4,1,1,1,2,2,1,2,3,4,2,2,1,2,2,3,3,3,3,1,3,2,3,1,2,1,3,1,1,76,1,1,1,3,6,2,1,3,1,2,2,1,2,2,2,9,9,99,9,9,8,4,19,2,218,201,3,6,2,1,1,1,4
1,218,202,3,2,37,3,10,0,1,6,1,1,4,2,3,3,3,3,1,3,2,2,1,1,1,2,2,2,4,4,3,2,2,4,2,1,2,5,1,2,2,54,2,1,1,3,6,1,4,1,1,1,1,1,1,1,5,9,9,99,9,9,4,2,18,2,218,202,3,6,2,1,1,1,27
1,218,203,3,2,30,2,2,2,1,6,1,1,4,1,3,2,4,1,1,2,3,3,2,2,1,2,1,3,3,2,3,2,3,3,3,1,2,1,3,2,1,55,1,1,1,3,6,1,1,3,1,1,1,1,2,4,1,9,9,99,9,9,7,3,19,2,218,203,3,7,2,1,1,1,8
1,218,204,3,2,32,2,2,2,1,6,1,1,4,2,3,3,6,2,1,3,3,5,1,2,1,2,2,3,3,4,3,2,2,2,2,1,2,5,1,2,1,57,1,1,1,3,6,2,5,1,1,1,1,2,2,2,1,9,9,99,9,9,7,2,19,2,218,204,3,8,2,1,1,1,23
1,218,205,3,2,23,3,2,2,1,6,1,1,4,2,3,4,4,1,1,2,2,3,1,3,1,2,2,3,2,2,3,2,2,2,2,1,2,5,1,2,1,48,1,1,1,3,6,1,5,2,1,2,1,1,1,1,5,9,9,99,9,9,6,2,19,2,218,205,3,7,2,1,1,1,22
1,218,206,3,2,24,2,2,2,1,6,1,1,4,2,3,3,6,2,1,3,3,5,2,2,1,2,1,3,2,2,3,2,2,2,2,1,2,4,1,2,2,49,1,1,1,3,6,2,1,2,1,1,1,1,2,2,1,9,9,99,9,9,6,2,19,2,218,206,3,8,2,1,1,1,24
1,218,207,3,2,24,2,2,2,2,6,1,1,3,2,3,3,5,1,1,3,4,5,2,1,2,3,2,2,4,4,3,2,1,1,2,1,1,4,1,1,2,45,1,2,1,3,6,2,4,3,1,2,1,1,2,2,1,9,9,99,9,9,5,4,16,2,218,207,3,8,2,1,1,1,17
1,218,208,3,2,33,2,11,1,3,2,1,1,4,1,1,2,3,2,1,2,3,3,2,3,1,2,2,3,3,4,3,1,1,1,1,1,2,5,2,2,2,78,1,3,1,4,2,1,5,1,2,2,1,2,2,2,1,9,9,99,9,9,5,4,22,2,218,208,3,7,2,1,2,1,8
1,218,209,3,3,27,3,11,99,1,6,1,1,3,2,2,4,5,1,3,3,10,5,1,2,1,2,2,2,2,4,3,0,1,3,3,1,3,4,3,2,1,44,1,1,1,3,6,1,5,2,1,1,1,0,2,0,0,9,9,99,9,9,7,2,22,2,218,209,3,7,2,1,2,1,4
1,218,210,3,4,26,3,11,99,2,1,1,2,4,1,1,3,6,2,1,3,3,5,2,2,1,2,2,2,3,3,3,2,2,2,3,1,2,2,3,3,1,55,1,1,1,3,6,2,0,2,2,2,2,2,1,1,5,9,9,99,9,9,7,3,22,2,218,210,3,7,2,1,2,1,6
1,218,211,3,4,30,2,11,99,1,6,1,1,2,2,0,2,6,0,2,3,4,4,2,2,1,2,2,3,3,3,3,2,2,1,5,1,1,4,1,1,1,42,1,1,1,3,6,1,5,1,1,1,1,1,2,2,1,9,9,99,9,9,8,2,16,2,218,211,3,8,2,1,2,1,10
1,218,212,3,3,25,2,11,99,2,1,1,2,4,2,3,3,4,3,3,2,2,3,1,2,3,2,2,3,3,3,3,2,2,2,5,3,3,4,3,2,2,54,1,1,1,3,6,2,5,1,3,5,1,1,1,1,5,9,9,99,9,9,4,2,20,2,218,212,3,7,2,1,2,1,2
1,218,213,3,4,32,3,11,99,1,6,1,1,4,3,1,3,4,2,1,3,4,6,1,1,1,2,2,4,3,3,2,2,2,2,5,1,2,5,1,3,3,49,1,1,1,3,6,2,1,2,2,2,1,1,2,2,1,9,9,99,9,9,5,2,21,2,218,213,3,7,2,1,2,1,0
1,218,214,3,2,25,3,11,99,1,6,1,4,1,1,3,4,6,2,3,3,5,7,2,2,1,2,2,3,2,3,4,2,3,3,2,1,2,4,2,2,3,37,1,1,1,3,6,2,4,2,4,4,2,1,2,2,1,9,9,99,9,9,7,2,18,2,218,214,3,7,2,1,2,1,7
1,218,215,3,2,28,3,11,99,1,0,1,2,3,1,0,0,4,1,3,3,3,5,2,2,1,2,2,2,3,4,4,2,1,2,0,1,2,5,1,3,2,38,1,1,1,3,6,2,6,0,2,2,1,1,1,1,5,9,9,99,9,9,7,4,16,2,218,215,3,7,2,1,2,1,3
1,218,216,3,1,34,1,2,2,1,6,8,1,4,2,3,3,4,2,1,3,3,5,2,2,1,2,2,3,3,4,3,3,2,2,2,1,2,4,1,2,2,59,1,1,1,3,6,2,5,1,2,1,1,2,0,0,0,9,9,99,9,9,5,2,21,2,218,216,3,8,2,1,3,2,2
1,218,217,3,2,25,3,1,1,2,6,8,2,3,2,2,4,0,3,1,3,4,4,1,2,1,2,2,3,3,2,3,2,2,3,3,2,2,1,4,1,1,35,2,1,1,3,6,2,1,3,3,3,2,1,2,5,4,9,9,99,9,9,4,2,10,2,218,217,3,0,2,1,3,2,13
1,218,218,3,2,29,2,2,2,1,6,8,2,2,2,3,4,5,2,1,3,3,4,2,2,1,2,2,3,2,4,3,1,4,1,5,2,1,3,2,1,2,44,2,5,1,4,3,2,1,2,3,3,2,1,2,4,2,9,9,99,9,9,5,2,9,2,218,218,3,8,2,1,3,2,12
1,218,219,3,3,28,3,2,2,2,1,8,1,4,2,2,2,3,2,1,3,3,3,1,1,1,2,1,2,3,3,3,2,1,2,2,1,1,5,1,2,2,68,1,2,1,3,6,2,4,1,2,2,1,1,4,1,5,9,9,99,9,9,4,2,21,2,218,219,3,7,2,1,3,2,6
1,218,220,3,3,29,3,2,2,1,6,8,1,4,2,3,3,4,3,1,3,3,4,1,1,1,2,2,3,3,3,3,3,1,2,2,1,2,4,1,1,1,56,1,1,1,0,6,1,1,2,1,1,1,1,3,1,5,9,9,99,9,9,5,2,21,2,218,220,3,7,2,1,3,2,4
1,218,221,3,3,29,2,2,2,2,1,8,1,4,3,2,3,5,2,3,3,3,5,2,2,1,2,1,2,3,3,3,0,1,2,5,1,2,5,5,3,3,68,1,1,1,3,6,2,4,2,2,2,1,1,4,1,5,9,9,99,9,9,4,2,21,2,218,221,3,9,2,1,3,2,0
1,218,222,3,4,28,2,2,2,2,1,8,2,3,2,2,3,4,2,3,2,2,3,1,2,3,3,0,3,2,4,4,1,2,3,2,0,3,5,4,1,1,68,1,1,1,3,6,4,1,3,4,5,2,0,3,1,5,9,9,99,9,9,4,2,21,2,218,222,3,9,2,1,3,2,3
1,218,223,3,1,12,3,11,99,1,6,8,2,4,1,3,4,6,1,1,2,4,6,2,1,1,2,2,2,2,3,3,3,1,1,1,1,1,3,1,2,2,11,1,1,1,3,6,2,1,2,2,2,1,1,0,0,0,9,9,99,9,9,7,1,2,2,218,223,3,9,2,1,3,2,8
1,218,224,3,1,39,3,11,99,2,1,8,1,3,2,2,2,4,1,1,3,5,5,1,2,1,2,2,2,3,4,3,3,2,2,2,1,2,3,1,1,2,52,1,1,1,3,6,2,0,0,0,0,0,1,2,4,1,9,9,99,9,9,7,3,4,2,218,224,3,8,2,1,3,2,10
1,218,225,3,1,13,3,11,99,1,6,8,1,4,2,2,3,6,1,1,2,4,5,2,2,1,2,2,3,3,5,3,3,2,3,4,1,3,5,3,1,2,15,2,1,1,3,6,2,1,2,1,2,1,0,1,1,5,9,9,99,9,9,5,1,4,2,218,225,3,9,2,1,3,2,14
1,218,226,3,2,24,3,2,2,2,6,8,2,3,3,1,2,3,1,1,2,2,3,2,3,1,2,1,3,3,4,3,1,2,2,5,1,2,4,1,1,2,45,1,1,1,3,6,2,1,2,1,2,1,2,2,2,1,9,9,99,9,9,5,5,15,2,218,226,3,7,2,1,3,2,16
1,218,227,3,3,24,3,1,1,1,6,8,2,4,2,3,4,4,3,1,3,4,5,2,1,3,2,1,2,3,3,4,3,2,2,2,1,1,5,1,3,3,30,1,1,1,5,2,1,1,2,3,2,1,2,2,2,1,9,9,99,9,9,6,2,10,2,218,227,3,9,2,1,3,2,7
1,218,228,3,3,32,3,11,99,1,6,3,1,4,2,3,3,5,2,1,3,4,5,2,2,1,2,1,3,2,3,3,2,1,2,3,1,2,3,3,3,3,63,2,1,1,3,6,2,5,2,1,2,1,1,1,1,5,9,9,99,9,9,0,2,24,2,218,228,3,7,2,1,3,3,4
1,218,229,3,3,35,3,11,99,1,6,3,1,4,2,2,3,4,1,2,3,4,5,1,2,1,2,1,3,2,3,3,1,2,2,2,2,2,2,3,1,2,54,1,2,1,3,6,2,4,1,3,2,2,1,1,1,5,9,9,99,9,9,5,3,24,2,218,229,3,5,2,1,3,3,7
1,218,230,3,3,37,2,11,99,1,6,3,1,3,2,1,4,0,2,3,3,3,3,1,2,1,2,0,4,3,4,3,2,3,3,3,1,3,1,3,3,2,49,2,5,1,3,6,1,4,2,1,2,1,1,1,1,5,9,9,99,9,9,2,2,16,2,218,230,3,7,2,1,3,3,0
1,218,231,3,3,38,3,11,99,1,6,3,1,4,2,1,2,3,1,1,2,2,4,1,1,1,2,1,3,3,3,4,1,2,2,2,3,2,1,1,1,2,58,1,1,1,3,6,2,5,2,1,2,1,1,1,1,5,9,9,99,9,9,4,5,24,2,218,231,3,0,2,1,3,3,8
1,218,232,3,3,40,3,11,99,2,6,3,2,3,2,2,2,2,2,3,1,2,3,1,2,1,2,2,3,3,5,3,2,2,3,2,1,3,2,3,1,1,59,1,2,1,3,6,2,6,0,3,3,2,1,1,1,5,9,9,99,9,9,4,5,25,2,218,232,3,0,2,1,3,3,6
1,218,233,3,4,42,3,1,1,1,6,3,1,4,2,3,3,6,2,1,3,4,5,2,1,1,2,1,2,3,3,3,2,1,2,2,1,2,2,3,1,2,67,1,1,1,3,6,1,5,2,1,1,1,1,1,1,5,9,9,99,9,9,5,3,24,2,218,233,3,7,2,1,3,3,2
1,218,234,3,2,33,3,11,99,1,6,3,3,2,3,3,3,6,3,2,3,2,3,1,3,1,1,2,3,2,3,4,2,3,4,2,0,2,2,3,1,2,49,1,1,1,3,6,1,1,3,1,1,2,1,1,1,5,9,9,99,9,9,6,2,21,2,218,234,3,0,2,1,3,3,10
1,218,235,3,2,24,3,0,0,1,0,3,1,2,2,3,3,4,2,3,3,3,3,1,1,2,2,2,2,3,3,3,3,2,5,5,3,5,5,5,2,2,62,1,1,1,3,6,1,3,0,1,1,1,1,1,1,5,9,9,99,9,9,2,3,24,2,218,235,3,0,2,1,3,3,3
1,218,236,3,2,33,2,2,2,1,6,7,2,2,3,1,4,4,2,2,3,3,3,1,2,3,3,2,4,2,2,4,1,3,3,3,3,2,5,3,3,3,63,1,1,1,3,6,3,1,3,3,3,2,2,1,1,5,9,9,99,9,9,4,4,24,2,218,236,3,6,2,1,1,4,3
1,218,237,3,2,34,2,2,2,2,6,7,2,4,1,2,3,4,2,1,3,3,5,2,2,1,2,2,2,2,3,3,2,1,2,2,1,1,1,2,1,2,67,1,1,1,3,6,2,1,2,2,2,1,1,1,1,5,9,9,99,9,9,5,3,16,2,218,237,3,8,2,1,1,4,12
1,218,238,3,3,34,2,2,2,1,6,7,2,4,2,3,3,4,1,2,3,3,3,1,2,1,2,1,3,2,3,3,2,3,1,2,2,1,5,2,2,2,63,1,1,1,3,6,3,6,2,2,2,1,2,1,1,5,9,9,99,9,9,6,2,23,2,218,238,3,7,2,1,1,4,4
1,218,239,3,4,31,2,2,2,2,1,7,2,2,2,1,1,3,1,1,2,3,5,1,3,1,2,1,3,2,4,3,2,3,1,2,1,2,5,1,1,2,71,1,1,1,3,6,2,1,2,2,2,1,1,2,4,1,9,9,99,9,9,8,2,24,2,218,239,3,6,2,1,1,4,8
1,218,240,3,4,35,3,2,2,1,0,7,1,4,2,2,3,4,1,1,3,4,5,2,2,1,2,1,2,2,4,3,2,2,2,2,1,2,4,1,1,2,63,1,2,1,3,6,1,4,1,1,2,1,1,1,1,5,9,9,99,9,9,8,3,24,2,218,240,3,6,2,1,1,4,6
1,218,241,3,3,34,2,2,2,2,6,7,1,4,3,1,2,4,1,2,3,3,2,1,2,1,2,2,3,1,4,3,1,4,4,1,0,4,2,0,1,1,62,1,1,1,3,6,4,0,3,2,3,2,3,0,0,0,9,9,99,9,9,5,3,25,2,218,241,3,6,2,1,1,4,10
1,218,242,3,4,34,2,2,2,2,6,7,1,1,3,1,3,4,3,3,3,3,5,2,1,1,2,1,2,2,2,3,1,2,2,2,1,3,4,3,2,1,63,1,1,1,3,6,1,4,1,1,1,1,1,1,1,5,9,9,99,9,9,5,3,24,2,218,242,3,8,2,1,1,4,7
1,218,243,3,3,41,2,2,2,1,6,7,0,1,2,3,3,7,2,1,2,4,4,2,2,1,2,2,2,3,2,3,2,2,2,3,1,2,4,3,2,2,71,1,1,1,3,6,1,5,0,2,5,1,1,2,2,1,9,9,99,9,9,3,3,24,2,218,243,3,0,2,1,1,4,14
1,218,244,3,3,42,2,2,2,2,1,7,2,2,3,1,2,1,1,1,2,3,3,1,1,1,2,2,3,3,3,3,1,2,2,2,1,1,1,1,1,2,82,1,1,1,3,6,1,4,1,2,1,1,1,1,1,5,9,9,99,9,9,5,4,24,2,218,244,3,5,2,1,1,4,0
1,218,245,3,3,37,2,2,2,1,6,7,1,2,2,3,4,6,2,1,3,3,4,0,2,1,2,2,3,3,3,1,2,4,2,5,2,1,3,2,3,2,56,1,1,1,3,6,3,1,2,4,2,2,3,2,2,1,9,9,99,9,9,7,2,24,2,218,245,3,7,2,1,1,4,13
1,218,246,3,2,35,2,2,2,2,1,7,2,2,3,3,2,5,1,1,3,4,4,2,2,1,2,2,3,2,2,3,1,4,1,1,1,2,5,2,2,3,76,1,3,1,3,6,2,4,2,1,3,2,1,3,1,5,9,9,99,9,9,6,3,24,2,218,246,3,0,2,1,1,4,2
1,218,247,3,2,29,3,11,99,1,6,14,1,3,2,3,4,4,2,1,3,3,5,1,2,1,2,2,3,3,4,3,1,4,2,1,1,1,3,2,2,2,47,1,1,1,0,6,2,1,0,2,2,2,3,1,1,5,9,9,99,9,9,5,2,23,2,218,247,3,6,2,1,3,5,2
1,218,248,3,2,31,3,11,99,2,6,14,1,4,2,2,2,3,0,2,1,3,3,1,2,3,3,2,3,3,0,3,1,2,3,2,2,3,2,3,0,2,48,1,1,1,3,6,3,0,0,1,1,1,0,1,1,5,9,9,99,9,9,4,5,22,2,218,248,3,7,2,1,3,5,0
1,218,249,3,2,32,0,1,1,1,6,14,1,3,2,2,2,4,2,1,2,2,4,1,2,1,2,2,4,3,3,2,2,2,3,3,3,2,2,3,3,3,49,1,2,1,2,1,2,1,2,3,1,2,3,0,0,0,9,9,99,9,9,3,2,16,2,218,249,3,7,2,1,3,5,3
