S101E.CARD.,S101E.DECK.,S101E.BALLOT.,S101E.FORM.,S101E.Q1.,S101E.Q2.,S101E.Q3.,S101E.Q4.,S101E.Q5.,S101E.Q5..1,S101E.Q6B.,S101E.Q7.,S101E.Q8.,S101E.Q9A.,S101E.Q9B.,S101E.Q9C.,S101E.Q9D.,S101E.Q11.,S101E.Q12.,S101E.Q13.,S101E.Q14.,S101E.Q15.,S101E.Q16.,S101E.Q17.,S101E.Q18.,S101E.Q19.,S101E.Q20.,S101E.Q21A.,S101E.Q21B.,S101E.Q22.,S101E.Q23.,S101E.Q24.,S101E.Q25.,S101E.Q26A.,S101E.Q26B.,S101E.Q27.,S101E.Q28.,S101E.Q29.,S101E.Q30A.,S101E.Q30B.,S101E.Q30C.,S101E.Q30D.,S101E.Q31A.,S101E.Q31B.,S101E.Q31C.,S101E.Q31D.,S101E.Q31E.,S101E.Q31F.,S101E.Q31G.,S101E.Q31H.,S101E.Q31I.,S101E.Q31J.,S101E.Q31K.,S101E.Q31L.,S101E.Q31M.,S101E.Q31N.,S101E.Q31O.,S101E.Q31P.,S101E.Q31Q.,S101E.Q31R.,S101E.Q31S.,S101E.Q31T.,S101E.Q32.,S101E.Q33.,S101E.Q34.,S101E.Q35A.,S101E.Q35B.,S101E.Q36A.,S101E.Q36B.,S101E.Q36C.,S101E.CARD..1,S101E.DECK..1,S101E.BALLOT..1,S101E.FORM..1,S101E.Q36D.,S101E.Q36E.,S101E.Q36F.,S101E.Q36G.,S101E.Q36H.,S101E.Q36I.,S101E.Q37A.,S101E.Q37B.,S101E.Q38.,S101E.Q39.,S101E.Q40A.,S101E.Q40B.,S101E.Q42.,S101E.Q43A.,S101E.Q43B.,S101E.Q43C.,S101E.Q43D.,S101E.Q43E.,S101E.Q43F.,S101E.Q43G.,S101E.Q43H.,S101E.Q43I.,S101E.Q43J.,S101E.Q44.,S101E.Q47A.,S101E.Q47B.,S101E.Q47C.,S101E.Q47D.,S101E.Q47E.,S101E.Q49.,S101E.Q50A.,S101E.Q50B.,S101E.Q50C.,S101E.Q50D.,S101E.Q51A.,S101E.Q51B.,S101E.Q53A.,S101E.Q53B.,S101E.Q54A.,S101E.Q54B.,S101E.Q54C.,S101E.Q54D.,S101E.Q54E.,S101E.Q55A.,S101E.Q55B.,S101E.Q56.,S101E.Q57.,S101E.Q58.,S101E.Q58..1,S101E.Q58..2,S101E.Q58..3,S101E.Q58..4,S101E.Q58..5,S101E.Q58..6,S101E.Q58..7,S101E.Q58..8,S101E.Q58..9,S101E.Q58..10,S101E.Q58..11,S101E.Q58..12,S101E.Q59.,S101E.Q60A.,S101E.Q60B.,S101E.Q61A.,S101E.Q61A..1,S101E.Q61B.
1,101,86,4,1,3,1,4,6,3,0,4,4,1,2,2,2,3,2,1,1,1,2,4,1,1,8,1,2,2,2,2,2,1,1,3,2,2,2,2,1,2,4,2,1,2,1,4,2,1,1,1,1,1,2,1,4,4,4,1,1,1,3,2,1,3,2,1,1,1,2,101,86,4,1,1,1,3,3,1,1,4,1,1,2,1,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,2,1,3,1,3,1,1,2,2,0,85,15,0,0,2,4,3,3,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,4,3,2
1,101,87,4,3,2,1,3,10,2,78,4,4,1,2,2,2,3,2,1,2,1,2,2,1,3,1,1,2,2,3,1,1,2,2,1,2,0,1,2,2,2,4,2,1,3,4,4,4,1,4,4,4,2,3,4,4,4,3,2,4,4,3,1,4,3,2,1,1,2,2,101,87,4,3,1,1,2,3,2,2,1,2,1,1,1,1,2,2,4,4,4,4,4,4,4,2,1,1,1,3,1,1,4,2,3,2,3,2,1,1,2,10,0,35,5,50,2,3,3,3,2,2,2,2,1,2,2,2,1,2,2,2,2,2,3,1,4,3,1
1,101,88,4,1,2,1,3,9,3,36,4,9,1,2,2,1,3,3,1,1,2,2,1,3,1,1,2,2,2,3,1,1,2,1,3,1,1,1,2,2,2,1,2,4,3,4,4,3,2,4,1,2,1,1,1,2,4,4,2,1,1,3,1,1,3,3,1,2,1,2,101,88,4,1,1,1,2,0,1,3,1,1,2,2,2,2,1,2,4,4,4,4,3,4,4,4,1,1,1,3,2,3,2,2,3,2,2,1,1,2,2,1,20,60,19,0,2,1,3,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,4,3,4,3,4
1,101,89,4,2,1,2,4,9,3,31,4,10,1,1,2,2,3,1,2,1,1,2,2,3,1,1,2,3,2,8,2,2,2,1,2,2,1,1,2,1,1,2,1,4,3,4,3,3,4,4,1,3,2,1,3,4,1,4,2,4,2,3,3,4,3,3,1,1,3,2,101,89,4,3,3,1,3,3,3,1,3,1,1,1,1,1,2,4,4,4,2,4,3,4,4,4,1,1,1,5,2,1,3,1,3,1,2,3,1,1,1,5,50,40,5,0,1,3,3,3,2,1,2,2,2,2,1,2,2,2,2,2,2,2,6,1,3,4,2
1,101,90,4,1,1,1,4,4,3,21,4,4,1,1,2,2,3,4,2,2,2,2,1,3,3,8,1,2,2,3,2,2,2,2,6,3,2,2,2,2,2,4,3,4,3,4,4,1,4,0,2,2,2,4,1,1,4,1,3,2,0,3,1,1,3,3,1,1,3,2,101,90,4,3,3,1,2,3,2,2,3,2,2,3,1,2,2,1,2,0,4,0,2,3,4,4,1,5,2,5,3,1,2,2,4,2,3,0,1,0,1,5,10,65,20,0,2,2,3,3,2,2,2,2,1,2,2,1,2,2,2,2,2,3,2,2,4,3,2
1,101,91,4,2,5,3,3,4,3,45,4,4,1,2,2,2,1,3,2,1,1,3,2,3,2,8,1,1,2,8,1,1,2,2,2,2,5,1,2,1,1,1,4,0,2,1,1,2,4,2,4,1,2,1,1,2,4,1,3,1,2,3,1,3,3,2,1,3,1,2,101,91,4,1,1,1,2,3,3,1,1,1,1,1,1,1,1,2,0,0,0,0,1,3,0,0,3,1,1,4,2,1,2,2,4,2,3,3,1,1,2,5,75,20,0,0,3,1,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,6,6,3,4,1
1,101,92,4,2,1,1,3,9,3,37,4,0,1,2,2,1,2,1,1,1,2,2,2,1,1,1,1,1,2,2,1,1,2,2,3,2,2,2,2,1,2,1,2,0,3,4,1,4,2,1,2,4,4,2,2,4,1,2,3,3,2,4,3,4,3,3,1,1,3,2,101,92,4,3,1,1,2,3,2,1,3,2,1,1,1,1,2,2,3,4,4,4,3,4,4,4,1,1,1,5,0,1,2,2,1,2,2,2,1,1,2,10,15,60,10,5,2,1,3,3,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,3,4,4
1,101,93,4,1,1,1,4,9,3,30,4,9,1,2,2,2,1,2,2,1,1,2,3,1,1,8,1,2,2,3,1,2,2,1,3,2,2,1,2,1,1,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,3,3,1,1,1,2,101,93,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,4,1,4,4,4,4,4,1,1,1,1,1,1,2,1,1,1,1,3,1,1,2,5,5,70,20,0,2,1,3,3,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,4,0,4
1,101,94,4,2,3,1,3,9,3,9,4,4,1,3,2,2,1,3,1,1,2,2,2,1,2,8,1,3,2,2,2,0,0,0,0,0,1,2,2,1,2,4,1,1,2,1,2,1,1,4,1,1,4,1,1,4,2,1,2,4,1,4,3,1,3,3,1,1,3,2,101,94,4,3,3,1,2,3,3,2,1,2,1,3,3,1,3,3,4,4,4,4,4,4,4,3,3,3,1,2,1,1,0,1,2,1,1,1,1,1,2,5,25,50,5,15,2,1,3,3,2,2,2,1,2,2,2,1,2,2,2,2,2,1,4,4,4,3,2
1,101,95,4,1,5,1,3,10,1,45,4,4,1,2,2,1,1,1,1,1,2,2,2,3,1,8,1,2,2,3,1,1,1,1,4,1,1,2,2,2,2,4,2,4,2,1,1,2,2,1,2,4,2,2,2,1,4,4,2,2,1,4,1,1,3,2,1,1,2,2,101,95,4,1,1,1,2,3,2,1,1,2,1,3,2,2,1,2,2,4,2,4,4,4,4,2,1,1,1,1,1,5,3,2,2,2,2,2,2,1,1,1,2,77,10,10,2,1,3,3,2,2,2,2,2,2,2,2,2,2,1,1,2,2,5,3,4,3,4
1,101,96,4,2,3,1,4,3,4,18,4,9,1,3,2,1,3,1,2,1,2,2,3,2,1,8,1,2,2,8,1,1,1,1,3,2,2,2,2,2,1,4,4,4,2,4,4,4,4,4,4,1,4,2,4,4,4,4,2,2,4,4,1,4,3,3,1,1,2,2,101,96,4,1,1,1,3,3,3,1,1,1,1,3,1,1,2,2,4,4,4,4,4,4,4,4,1,1,1,2,2,1,3,1,2,2,2,3,1,1,2,2,13,75,10,0,1,1,3,3,2,2,2,2,1,2,2,2,2,2,1,2,2,2,6,6,3,4,3
1,101,97,4,2,4,2,3,2,4,83,4,4,1,2,2,3,1,1,1,1,1,2,3,3,3,1,1,2,2,2,1,1,1,2,1,1,1,4,3,3,3,3,3,3,3,4,3,4,4,4,4,4,3,3,4,3,3,3,3,4,4,4,3,4,3,2,1,1,3,2,101,97,4,3,1,1,1,1,3,1,1,3,1,3,3,1,0,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,2,1,3,2,4,2,1,1,1,0,35,50,0,15,1,1,3,3,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,3,4,4
1,101,98,4,2,4,1,4,9,3,30,4,9,1,3,2,1,1,2,2,1,3,2,3,3,1,8,1,2,2,2,2,2,2,0,1,2,5,1,2,1,2,1,2,1,3,1,4,2,1,1,1,4,4,2,2,1,4,2,2,1,2,4,1,1,3,3,1,1,3,2,101,98,4,3,3,1,1,3,1,1,3,1,1,1,1,1,1,2,4,4,3,4,4,4,4,4,3,1,1,5,5,1,1,1,3,1,2,2,1,1,2,0,20,40,20,20,1,2,3,3,2,1,2,2,1,2,2,2,2,2,2,2,2,4,6,6,3,4,4
1,101,99,4,2,2,4,2,9,4,11,4,4,1,2,2,1,3,0,2,2,4,2,3,1,1,8,1,2,2,3,2,2,2,2,0,3,2,1,2,1,1,4,4,1,2,3,4,2,1,1,2,2,4,2,1,1,4,1,2,1,3,4,1,1,3,3,1,2,3,2,101,99,4,3,1,1,2,1,1,1,2,2,1,3,1,2,1,2,4,4,4,4,2,4,4,4,2,1,5,1,1,2,4,1,3,1,4,2,1,2,2,0,2,58,40,0,1,1,3,3,2,2,2,2,2,1,2,2,2,1,2,2,2,4,1,2,4,3,4
1,101,100,4,2,3,1,3,9,3,65,4,6,1,2,2,2,1,2,1,1,1,2,2,2,3,8,2,1,2,3,1,2,2,2,4,1,1,2,2,1,1,1,2,1,3,4,1,4,1,1,1,2,2,3,1,4,4,1,3,3,1,4,3,2,3,3,1,1,2,2,101,100,4,1,2,1,2,3,2,1,1,3,1,3,2,1,4,4,4,4,4,4,4,4,4,4,3,1,1,3,5,5,2,2,3,2,3,2,1,1,2,0,0,0,0,0,1,1,3,3,2,2,2,2,2,2,1,2,2,2,1,2,2,4,2,2,3,0,3
1,101,101,4,2,2,1,3,9,3,75,4,9,1,2,2,2,2,3,2,2,1,2,2,3,2,8,1,1,2,3,2,2,2,2,3,2,2,2,2,2,2,4,2,0,2,2,3,0,4,2,4,1,3,3,4,4,4,0,2,1,1,4,0,4,3,3,1,1,3,2,101,101,4,3,1,1,0,3,3,2,1,2,1,2,2,1,2,3,4,3,4,4,4,4,4,4,1,1,1,5,5,1,2,1,3,1,3,3,1,1,1,0,0,0,0,99,2,1,3,3,2,2,2,2,2,2,2,2,2,2,1,1,2,2,3,3,4,3,3
1,101,102,4,3,5,1,4,9,3,38,4,4,1,1,2,2,1,2,2,1,2,2,2,3,1,8,2,1,2,3,3,1,1,1,1,2,3,1,1,2,1,2,2,3,2,4,4,4,3,2,3,4,4,4,2,2,2,4,4,3,2,4,1,4,3,3,1,1,1,2,101,102,4,1,1,1,1,1,1,2,1,1,2,3,3,2,2,3,4,4,4,4,4,2,4,1,1,1,1,1,1,1,1,2,3,2,3,1,1,1,2,5,10,80,5,0,1,1,3,3,2,2,2,2,2,2,2,2,2,2,1,1,2,2,3,3,4,3,1
1,101,103,4,3,3,3,4,2,2,30,4,9,1,2,2,2,3,2,1,1,1,2,2,2,1,1,3,1,2,9,3,1,1,1,1,1,1,3,2,3,1,2,3,4,4,3,4,4,4,3,4,4,2,4,4,2,4,4,3,3,0,4,1,4,3,3,1,1,2,2,101,103,4,2,1,1,2,0,2,1,1,2,2,3,3,1,2,0,0,0,0,0,0,0,0,0,3,1,1,1,1,1,1,2,3,2,3,1,1,1,2,0,0,40,60,0,1,1,3,3,2,2,2,1,2,2,2,2,2,2,1,2,2,1,3,3,4,5,4
1,101,104,4,2,5,1,4,4,3,28,4,9,1,2,2,2,1,2,2,2,1,3,4,3,2,8,3,2,2,3,2,2,2,2,3,3,3,3,2,3,4,1,4,4,2,4,1,4,0,4,3,3,4,1,1,2,1,0,3,3,1,4,1,2,3,3,1,1,1,2,101,104,4,2,1,1,3,3,2,2,1,1,4,3,2,2,1,1,4,2,4,4,3,4,4,2,3,5,2,5,1,2,3,2,3,2,3,2,1,1,2,0,10,75,10,5,2,1,3,3,2,2,2,2,1,2,2,1,2,2,2,2,2,3,6,4,4,3,1
1,101,105,4,2,5,1,4,9,3,0,4,9,1,1,2,3,3,0,2,1,0,1,0,0,0,8,1,2,0,3,1,2,1,2,6,2,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,1,1,3,2,101,105,4,3,1,1,1,3,2,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,3,1,1,5,2,1,3,0,3,0,4,0,0,1,1,0,0,40,10,50,0,0,4,3,2,2,2,2,1,2,2,2,2,2,2,2,2,3,1,1,3,4,1
1,101,106,4,2,3,1,4,9,3,21,4,4,1,2,2,2,1,2,1,2,1,2,2,2,1,8,2,3,0,2,1,1,1,1,3,2,2,2,2,2,2,1,2,1,2,1,1,2,1,1,1,1,4,1,4,1,4,4,1,4,1,4,1,0,3,3,1,1,3,2,101,106,4,3,1,1,3,3,1,1,3,1,1,1,1,1,0,2,4,4,4,4,4,4,4,2,1,2,1,2,4,1,2,1,1,1,1,1,1,2,2,0,20,75,5,0,2,1,3,3,2,2,2,1,2,2,2,2,2,2,1,2,2,2,6,3,3,0,2
1,101,107,4,2,2,2,4,9,3,31,4,0,2,1,1,1,3,4,1,1,1,2,2,3,1,8,1,2,1,3,2,2,1,1,0,2,2,2,2,2,2,4,1,1,2,4,4,4,4,4,4,1,4,2,1,4,4,1,1,4,1,4,3,1,3,3,1,1,2,2,101,107,4,3,1,1,1,3,3,1,2,2,2,3,2,2,2,2,2,1,3,4,2,4,4,3,1,1,1,1,5,1,1,1,2,1,3,2,1,1,1,10,40,20,25,5,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,4,3,4
1,101,108,4,1,2,2,4,4,3,38,4,3,2,1,1,2,3,1,3,1,1,2,2,2,1,8,1,2,2,3,3,2,1,1,3,2,4,1,2,1,2,2,3,1,3,1,4,1,1,2,4,1,2,3,1,4,4,1,2,3,4,2,1,4,3,2,1,1,2,2,101,108,4,2,1,0,0,3,3,1,1,2,1,1,1,1,3,3,2,2,4,4,4,4,4,4,1,1,1,2,1,1,2,1,3,1,4,2,2,1,1,0,10,60,20,10,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,3,2,3,5,3,1
1,101,109,4,3,2,2,4,5,1,35,4,3,2,1,1,2,3,1,1,1,1,2,4,2,1,8,2,3,2,3,1,1,2,2,2,2,3,2,2,3,3,1,3,3,2,3,1,3,4,4,4,4,2,3,4,4,3,1,2,1,3,3,3,3,3,2,1,1,1,2,101,109,4,1,1,1,1,1,3,2,3,1,1,2,1,1,2,2,4,4,3,4,4,4,4,4,1,1,1,3,2,2,2,1,3,2,3,1,1,1,0,5,25,20,5,45,1,3,3,3,2,2,2,2,2,1,2,2,2,2,2,2,1,3,2,2,4,3,2
1,101,110,4,2,5,1,3,4,1,60,4,4,2,3,1,1,3,4,1,2,1,2,2,1,2,8,1,3,0,3,1,1,1,1,0,1,1,2,2,2,1,1,1,4,2,4,4,4,4,4,4,4,1,1,4,1,4,1,4,1,4,4,1,1,3,3,1,1,1,2,101,110,4,1,1,1,1,3,3,1,1,1,2,1,1,1,2,2,4,4,2,4,3,4,4,2,3,5,1,5,5,1,4,1,3,1,3,2,1,1,2,0,5,94,1,0,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,4,2,4
1,101,111,4,2,2,2,3,7,4,63,4,4,2,3,3,0,3,2,1,1,1,2,2,1,1,8,1,2,4,3,1,1,2,2,1,2,3,2,2,2,2,2,4,4,2,4,4,4,1,4,4,4,4,2,4,4,1,4,4,4,4,3,1,4,3,3,1,1,1,2,101,111,4,1,1,1,2,3,3,1,1,1,2,0,0,1,4,2,4,2,4,4,4,4,4,4,1,1,1,5,5,1,2,1,3,3,3,2,1,1,2,5,5,70,20,0,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,5,3,3,5,3
1,101,112,4,2,3,1,4,9,3,30,4,9,2,1,3,1,1,2,1,1,1,2,1,1,1,0,1,1,4,9,1,2,1,1,6,2,2,1,2,1,1,4,0,1,2,4,3,3,4,1,4,4,4,4,4,4,4,1,3,2,1,3,1,4,3,3,1,1,0,2,101,112,4,0,0,1,1,2,1,1,1,1,1,3,3,1,4,4,3,4,3,4,3,4,4,4,1,1,1,1,4,1,3,2,4,2,4,1,1,2,2,0,0,90,10,0,3,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,4,3,1
1,101,113,4,1,1,2,4,2,2,60,4,3,2,1,3,1,1,3,1,1,1,2,2,3,1,8,1,1,4,7,2,1,2,1,3,2,4,3,2,2,2,4,2,2,3,4,4,4,1,2,1,1,1,1,2,2,2,1,3,3,1,1,1,3,3,3,1,1,1,2,101,113,4,1,1,1,2,2,2,2,1,1,2,1,1,1,1,2,4,4,2,4,2,4,4,4,1,3,2,3,1,1,2,1,1,1,1,1,1,1,2,20,10,50,20,0,2,1,2,3,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,3,5,1
1,101,114,4,2,6,1,4,9,2,20,4,9,2,1,3,1,3,3,1,1,1,2,2,1,2,8,1,2,4,2,2,1,2,2,2,1,1,1,1,1,1,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,0,4,3,4,3,3,1,1,3,2,101,114,4,3,1,1,1,3,1,1,1,1,1,3,1,1,2,2,4,3,4,4,4,4,4,4,0,5,1,3,1,1,3,1,2,1,2,1,1,1,2,5,20,75,0,0,3,1,3,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,3,3,4,1
1,101,115,4,1,5,3,4,8,2,25,4,4,2,1,3,1,3,2,1,1,1,2,3,1,1,8,3,2,4,3,2,1,1,1,2,1,1,1,1,2,2,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,2,4,1,1,3,3,1,1,1,2,101,115,4,1,1,1,2,0,1,2,1,1,2,1,1,1,1,1,3,3,3,4,4,4,4,1,1,1,1,1,5,5,3,1,3,2,2,1,1,1,2,5,10,75,10,0,2,1,3,3,2,2,2,2,2,2,2,1,2,2,2,2,1,3,3,3,4,3,4
1,101,116,4,3,2,1,4,2,3,30,4,1,2,1,3,1,1,3,2,1,1,2,2,2,3,8,1,1,4,3,2,2,1,1,3,2,3,2,2,2,3,4,2,4,2,4,1,1,4,4,4,4,4,2,4,4,1,4,4,2,4,4,2,2,3,3,1,1,1,2,101,116,4,1,2,1,2,3,2,2,3,2,1,3,2,2,2,2,2,4,2,4,2,4,4,3,2,1,2,2,1,1,2,2,3,2,3,2,1,2,1,10,30,56,2,2,1,3,3,3,2,2,2,2,1,2,2,2,2,2,2,1,2,3,3,2,3,4,5
1,101,117,4,2,2,1,3,9,3,60,4,9,2,2,3,1,1,1,1,2,2,2,2,2,1,1,2,2,4,8,1,1,2,2,2,2,3,1,2,1,1,2,1,2,3,2,2,3,0,2,3,2,1,2,2,2,4,2,3,3,2,4,3,3,3,3,1,1,2,2,101,117,4,3,1,1,1,3,2,1,1,1,1,1,1,1,2,2,4,4,4,4,4,4,4,4,1,2,1,3,2,1,3,1,3,1,2,1,1,1,2,1,10,70,10,9,2,1,3,3,2,2,2,2,1,2,2,1,2,2,2,2,2,2,5,5,3,4,3
1,101,118,4,1,1,3,3,9,3,85,4,7,2,1,3,1,1,3,2,1,1,2,2,1,3,8,2,3,4,3,2,2,2,2,4,2,2,2,2,2,1,4,1,1,3,4,1,4,4,1,1,2,2,4,4,4,4,4,2,4,4,4,1,1,3,3,1,1,3,2,101,118,4,3,1,1,2,3,1,1,1,2,2,1,1,1,1,2,3,4,2,4,4,4,4,4,1,1,1,4,3,5,3,2,4,1,4,1,1,1,2,1,10,75,14,0,2,1,3,3,2,2,2,2,2,2,1,2,2,2,2,1,2,2,3,3,5,4,4
1,101,119,4,2,1,1,4,9,3,35,4,9,2,3,3,2,3,1,1,1,2,3,2,3,2,8,2,1,1,3,1,1,2,2,3,2,4,2,2,1,2,4,2,4,3,4,3,1,4,4,2,4,3,2,1,2,4,4,3,2,2,3,1,1,3,3,1,1,3,2,101,119,4,1,2,1,3,3,3,1,1,2,1,2,1,3,1,2,4,2,4,4,2,4,4,3,1,1,1,2,1,1,3,2,4,2,4,3,1,1,2,0,20,75,5,0,2,1,2,3,2,2,2,1,1,2,2,2,2,2,2,2,2,2,6,2,4,3,1
1,101,120,4,1,5,2,4,8,2,30,4,4,2,1,3,1,1,3,1,1,1,2,1,1,1,8,2,2,1,2,2,2,1,2,3,2,2,1,2,1,1,4,1,4,2,4,4,4,1,4,1,4,4,4,4,4,4,4,1,4,4,4,3,3,3,3,1,1,1,2,101,120,4,1,1,1,3,3,1,1,1,1,2,2,1,1,2,2,4,2,2,4,3,4,4,4,3,2,1,3,1,1,2,3,2,3,2,1,1,1,2,5,30,65,0,0,2,1,3,3,2,2,2,1,2,2,2,2,2,2,2,1,2,2,5,4,4,3,4
1,101,121,4,2,3,1,4,9,3,20,4,9,2,1,3,2,1,3,2,1,1,2,2,1,3,8,2,2,2,3,1,2,2,2,4,3,5,3,2,2,3,4,2,1,3,4,1,2,1,4,1,4,4,2,4,1,4,2,4,3,4,3,1,2,3,2,1,1,1,2,101,121,4,1,1,1,2,3,1,2,1,1,1,2,1,1,1,2,4,3,4,4,2,4,4,4,3,1,1,2,1,3,2,2,2,2,2,2,1,1,1,20,10,50,20,0,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,4,2,1,4,3,5
1,101,122,4,2,2,1,3,9,3,35,4,9,2,2,3,0,0,0,2,1,2,2,3,3,3,8,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,4,2,2,2,1,4,4,4,2,2,1,1,2,2,1,2,2,3,4,3,3,1,1,3,3,1,1,1,2,101,122,4,1,2,1,1,1,1,1,3,1,1,1,1,3,2,2,4,4,2,4,4,4,4,0,3,1,2,5,4,1,4,2,2,1,3,2,1,1,2,5,20,60,15,0,1,1,2,3,2,2,2,2,2,2,2,1,2,2,2,2,1,2,6,3,2,4,4
1,101,123,4,2,1,1,2,7,4,20,4,9,2,3,3,1,3,1,2,1,2,2,2,2,1,8,1,1,2,2,1,1,2,2,0,1,1,2,2,1,3,1,4,2,2,4,3,1,4,1,1,1,4,4,1,1,4,1,1,2,1,3,1,4,3,3,1,2,1,2,101,123,4,3,2,1,2,3,2,1,1,1,2,1,1,1,2,1,2,2,4,4,4,4,4,4,1,5,1,5,2,1,2,1,2,1,2,1,1,1,2,2,13,75,2,8,2,1,2,3,2,2,2,1,2,2,2,2,1,2,2,2,2,2,5,3,5,2,4
1,101,124,4,1,4,2,3,4,3,72,4,11,2,2,3,3,1,1,1,2,1,2,2,3,2,8,2,2,2,3,3,1,2,2,5,2,2,1,2,2,1,2,1,2,3,2,4,2,4,2,4,4,4,2,2,4,4,4,3,3,4,3,1,1,3,3,1,1,2,2,101,124,4,3,2,1,2,3,2,1,1,1,1,3,1,1,1,1,4,4,4,4,4,4,4,4,1,1,1,3,4,1,2,2,4,2,3,1,1,1,2,2,1,82,5,10,2,1,2,3,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,3,4,5,4
1,101,125,4,2,4,1,4,4,3,42,4,7,2,3,3,2,1,1,2,2,1,2,2,1,2,8,2,2,2,3,1,2,2,2,2,2,3,1,2,1,2,1,3,2,3,1,1,1,2,2,4,4,1,4,4,1,4,2,2,2,1,3,1,4,3,3,1,1,3,2,101,125,4,1,1,1,2,3,2,1,1,1,1,3,1,2,2,4,4,2,4,4,4,4,4,2,2,1,1,2,1,2,3,2,4,2,4,1,1,1,2,0,10,80,5,5,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,5,4,3
1,101,126,4,2,5,2,4,4,3,31,4,4,2,2,3,1,1,1,1,2,2,2,2,3,2,8,1,2,2,2,1,2,2,1,4,1,1,2,2,2,2,4,2,4,3,4,1,1,4,4,4,4,4,3,4,4,1,1,2,2,1,4,1,2,3,3,1,1,2,2,101,126,4,2,1,1,3,3,2,1,1,2,1,1,1,1,2,2,2,4,4,4,4,4,4,4,1,5,1,3,1,3,2,2,2,2,2,2,1,1,1,1,19,50,30,0,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,3,2,2,4,3,4
1,101,127,4,1,5,3,4,1,2,30,4,4,2,1,3,1,1,2,1,1,1,2,4,1,2,1,2,2,2,2,2,1,2,2,3,2,2,1,2,1,1,4,2,4,1,4,1,1,4,2,1,1,1,1,2,4,4,1,2,1,1,4,1,1,3,3,1,1,3,2,101,127,4,3,3,1,2,3,1,2,1,2,1,1,1,1,1,2,3,4,2,4,1,4,4,4,1,1,1,5,5,1,2,1,2,3,2,1,1,1,1,10,30,50,10,0,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,4,3,3,4,5,4
1,101,128,4,2,5,1,4,6,3,16,4,9,2,2,3,2,1,3,1,2,0,2,3,0,1,8,2,2,2,3,1,2,2,2,0,1,1,2,2,2,2,4,3,4,2,4,1,4,1,4,1,1,1,2,1,4,4,1,4,1,4,4,1,4,3,3,1,1,1,2,101,128,4,1,1,1,2,3,1,0,0,1,1,1,1,2,2,2,4,4,4,4,4,4,4,3,1,5,2,2,4,5,2,2,3,0,0,1,1,1,2,10,20,50,10,10,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,3,6,4,3,4
1,101,129,4,1,3,1,4,8,2,30,4,9,2,1,3,1,1,3,2,2,2,2,2,1,1,8,0,2,2,3,2,2,2,2,3,2,2,1,2,1,1,2,2,1,2,2,1,2,1,1,2,2,1,1,2,1,2,1,2,1,1,2,1,1,3,3,1,1,2,2,101,129,4,3,3,1,2,3,2,1,2,2,1,2,2,2,2,2,4,4,4,4,4,4,4,2,1,2,1,2,1,1,2,2,2,2,2,2,1,1,1,5,5,80,10,0,1,2,3,3,2,2,1,2,2,2,2,2,2,1,2,2,2,3,2,2,2,3,2
1,101,130,4,2,6,1,4,4,3,15,4,12,2,1,3,1,1,3,2,1,1,2,2,3,1,8,2,3,2,3,2,2,2,2,2,2,2,1,2,1,2,1,1,4,4,4,4,4,4,4,4,1,1,1,1,1,4,1,1,1,4,3,1,1,1,3,1,1,1,2,101,130,4,1,1,1,2,3,1,2,1,2,1,1,1,2,1,2,4,4,4,4,2,4,4,4,2,2,2,2,4,2,3,1,2,1,2,1,1,2,2,1,30,65,4,0,3,3,3,3,2,2,2,1,2,2,2,1,2,2,2,2,2,2,3,3,4,3,1
1,101,131,4,1,3,1,4,9,3,42,4,12,2,2,3,1,1,3,1,1,1,2,3,1,3,8,2,1,2,3,1,1,2,2,1,2,4,1,2,1,1,1,1,1,3,4,1,2,4,1,2,4,2,2,4,4,4,1,2,1,4,4,1,4,3,3,1,1,1,2,101,131,4,3,1,1,2,0,2,1,1,2,2,3,3,1,2,4,4,4,4,4,4,4,1,4,1,1,1,1,1,1,1,2,3,2,3,2,1,2,2,15,25,45,15,0,1,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4
