S101E.CARD.,S101E.DECK.,S101E.BALLOT.,S101E.FORM.,S101E.Q1.,S101E.Q2.,S101E.Q3.,S101E.Q4.,S101E.Q5.,S101E.Q5..1,S101E.Q6B.,S101E.Q7.,S101E.Q8.,S101E.Q9A.,S101E.Q9B.,S101E.Q9C.,S101E.Q9D.,S101E.Q11.,S101E.Q12.,S101E.Q13.,S101E.Q14.,S101E.Q15.,S101E.Q16.,S101E.Q17.,S101E.Q18.,S101E.Q19.,S101E.Q20.,S101E.Q21A.,S101E.Q21B.,S101E.Q22.,S101E.Q23.,S101E.Q24.,S101E.Q25.,S101E.Q26A.,S101E.Q26B.,S101E.Q27.,S101E.Q28.,S101E.Q29.,S101E.Q30A.,S101E.Q30B.,S101E.Q30C.,S101E.Q30D.,S101E.Q31A.,S101E.Q31B.,S101E.Q31C.,S101E.Q31D.,S101E.Q31E.,S101E.Q31F.,S101E.Q31G.,S101E.Q31H.,S101E.Q31I.,S101E.Q31J.,S101E.Q31K.,S101E.Q31L.,S101E.Q31M.,S101E.Q31N.,S101E.Q31O.,S101E.Q31P.,S101E.Q31Q.,S101E.Q31R.,S101E.Q31S.,S101E.Q31T.,S101E.Q32.,S101E.Q33.,S101E.Q34.,S101E.Q35A.,S101E.Q35B.,S101E.Q36A.,S101E.Q36B.,S101E.Q36C.,S101E.CARD..1,S101E.DECK..1,S101E.BALLOT..1,S101E.FORM..1,S101E.Q36D.,S101E.Q36E.,S101E.Q36F.,S101E.Q36G.,S101E.Q36H.,S101E.Q36I.,S101E.Q37A.,S101E.Q37B.,S101E.Q38.,S101E.Q39.,S101E.Q40A.,S101E.Q40B.,S101E.Q42.,S101E.Q43A.,S101E.Q43B.,S101E.Q43C.,S101E.Q43D.,S101E.Q43E.,S101E.Q43F.,S101E.Q43G.,S101E.Q43H.,S101E.Q43I.,S101E.Q43J.,S101E.Q44.,S101E.Q47A.,S101E.Q47B.,S101E.Q47C.,S101E.Q47D.,S101E.Q47E.,S101E.Q49.,S101E.Q50A.,S101E.Q50B.,S101E.Q50C.,S101E.Q50D.,S101E.Q51A.,S101E.Q51B.,S101E.Q53A.,S101E.Q53B.,S101E.Q54A.,S101E.Q54B.,S101E.Q54C.,S101E.Q54D.,S101E.Q54E.,S101E.Q55A.,S101E.Q55B.,S101E.Q56.,S101E.Q57.,S101E.Q58.,S101E.Q58..1,S101E.Q58..2,S101E.Q58..3,S101E.Q58..4,S101E.Q58..5,S101E.Q58..6,S101E.Q58..7,S101E.Q58..8,S101E.Q58..9,S101E.Q58..10,S101E.Q58..11,S101E.Q58..12,S101E.Q59.,S101E.Q60A.,S101E.Q60B.,S101E.Q61A.,S101E.Q61A..1,S101E.Q61B.
1,101,132,4,2,5,1,4,9,3,43,4,9,2,3,3,2,3,4,2,1,2,2,3,2,1,8,1,2,2,2,1,1,1,1,2,1,1,2,2,2,1,1,2,4,2,4,4,1,4,4,1,4,4,4,1,4,1,4,2,4,4,4,3,3,3,2,1,1,1,2,101,132,4,1,1,1,2,3,3,2,1,1,1,1,1,4,3,3,4,4,4,4,4,4,4,4,3,1,1,1,2,1,2,2,3,1,2,1,1,1,2,8,50,40,2,0,2,1,3,3,2,2,2,2,2,2,2,2,1,2,1,2,2,1,3,3,4,2,5
1,101,133,4,2,2,2,4,9,3,31,4,9,2,3,2,2,3,1,2,1,2,2,2,2,3,8,1,2,4,8,2,2,1,1,2,3,2,4,3,4,3,4,2,1,3,1,1,2,1,1,2,1,1,2,2,1,1,1,2,1,2,3,1,1,3,3,1,1,2,2,101,133,4,2,1,1,2,3,2,2,3,3,1,3,2,4,2,2,3,4,3,4,4,4,4,4,1,3,1,2,1,5,3,1,2,1,3,2,2,1,2,10,25,50,15,0,2,1,1,3,2,2,2,2,2,2,1,2,2,2,2,2,2,4,2,2,4,3,4
1,101,134,4,2,1,1,3,8,4,30,4,13,2,1,2,1,1,3,1,2,1,2,2,2,1,8,1,2,4,3,2,1,2,2,2,2,3,2,2,2,2,3,3,4,3,4,4,4,4,4,4,4,3,3,4,4,4,3,3,2,4,4,3,2,3,3,1,1,1,2,101,134,4,1,1,1,1,1,1,1,1,2,1,3,2,1,2,2,4,4,2,4,2,4,4,4,1,1,1,5,1,1,1,2,2,1,3,2,1,1,1,5,5,80,10,0,2,3,2,3,2,2,2,1,2,2,2,2,1,2,2,2,2,2,3,6,2,4,1
1,101,135,4,1,6,3,4,9,1,16,4,4,2,1,2,2,3,4,1,1,2,2,2,2,3,8,1,1,2,8,1,1,2,2,2,2,5,2,2,2,2,1,3,2,3,3,1,2,1,2,1,2,2,1,1,2,3,1,3,2,2,4,1,3,3,3,1,1,0,2,101,135,4,1,1,1,0,1,0,1,1,2,2,2,1,1,1,2,4,4,2,4,4,4,4,2,3,1,1,1,3,2,2,1,2,1,2,3,2,1,2,5,60,28,7,0,2,1,2,3,2,2,2,2,2,2,2,2,2,2,1,2,1,1,3,4,4,0,4
1,101,136,4,1,1,1,4,7,3,6,4,0,2,1,2,2,1,1,1,1,1,2,3,1,3,8,1,1,2,2,2,2,2,1,5,1,1,3,2,3,3,2,1,4,3,4,1,4,4,4,4,4,3,3,4,4,3,3,3,2,2,4,1,3,3,3,1,1,1,2,101,136,4,1,1,1,2,3,2,1,1,2,1,1,1,1,4,2,4,1,2,4,4,4,4,2,1,1,1,5,1,1,2,2,4,2,4,2,2,1,2,0,10,60,30,0,2,4,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,4,3,1
1,101,137,4,1,5,1,4,10,1,40,4,9,2,1,2,2,1,2,1,1,2,2,2,2,2,8,1,2,2,3,1,1,1,2,4,1,1,2,2,2,2,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,2,3,3,2,1,1,3,2,101,137,4,3,1,1,3,3,3,1,3,1,1,1,1,2,2,3,2,4,2,4,4,4,4,2,1,1,1,2,3,1,3,2,2,2,2,1,1,1,2,0,25,50,25,0,2,3,3,3,2,2,2,2,2,1,2,2,2,1,2,2,2,1,3,3,4,3,2
1,101,138,4,1,5,4,3,9,1,35,4,4,2,2,2,2,1,2,1,1,1,2,2,1,2,8,1,2,2,2,1,1,1,1,4,1,1,3,1,3,3,2,2,4,2,4,2,4,4,4,4,1,1,2,4,4,1,2,2,4,4,2,1,2,3,3,1,1,3,2,101,138,4,3,1,1,2,3,1,1,1,1,1,3,3,4,2,2,4,4,1,4,3,4,4,1,1,5,1,5,1,1,2,1,3,1,3,1,1,1,1,0,50,50,0,0,1,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,4,3,3,2,5,1
1,101,139,4,1,5,1,4,1,2,10,4,4,2,2,2,2,3,2,1,1,2,2,2,3,1,8,1,2,2,3,1,1,2,2,5,2,3,2,2,2,2,1,3,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,3,1,1,2,1,4,3,2,1,1,3,2,101,139,4,3,1,1,2,3,2,1,1,1,1,1,1,1,2,2,4,4,4,4,4,4,4,3,1,2,1,5,2,2,3,3,2,2,2,1,1,1,1,2,10,80,5,3,2,1,2,3,2,2,2,2,1,2,2,2,1,2,2,2,2,2,3,2,4,3,4
1,101,140,4,1,5,3,3,8,1,0,4,4,2,0,2,2,3,0,2,1,1,2,4,0,1,8,1,2,0,3,2,2,2,1,0,0,0,2,2,1,1,4,2,1,2,2,4,2,4,1,2,2,2,1,1,2,2,1,2,4,4,3,1,2,3,3,1,1,1,2,101,140,4,1,1,1,1,0,2,1,0,1,1,3,3,0,2,4,4,4,4,4,4,4,4,2,3,2,1,3,2,1,2,1,3,1,3,1,1,2,2,0,10,90,0,0,2,3,3,3,2,2,2,2,1,2,2,2,2,2,1,2,2,2,3,3,4,5,3
1,101,141,4,3,5,1,4,9,3,35,2,9,1,2,1,1,1,3,2,2,1,2,3,1,1,8,0,3,2,2,3,2,1,2,3,3,3,1,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,3,2,1,1,1,2,101,141,4,1,1,1,1,1,1,1,1,1,1,0,0,2,2,2,4,4,4,4,2,4,4,4,3,5,5,5,5,1,4,1,1,1,1,1,1,2,2,0,5,0,0,95,2,3,3,3,2,2,2,1,2,2,2,1,2,2,2,2,2,2,6,6,4,3,1
1,101,142,4,3,4,2,2,8,4,30,2,7,1,2,1,1,1,3,1,2,1,2,2,2,1,8,1,2,2,3,1,1,2,2,3,2,3,1,2,1,2,2,3,2,2,3,3,2,1,1,2,2,2,1,1,2,2,1,4,1,4,1,2,3,3,2,1,1,1,2,101,142,4,3,1,1,1,1,1,2,1,2,1,1,2,1,1,2,4,4,4,4,4,4,4,4,1,2,1,2,3,1,4,1,3,1,3,2,1,1,1,10,10,75,5,0,2,1,3,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,3,4,3,4
1,101,143,4,1,5,3,4,10,1,22,2,10,1,2,1,3,1,3,2,2,1,3,2,1,3,8,3,1,4,6,3,2,2,2,2,2,5,2,3,1,2,1,2,2,3,4,4,3,1,4,4,2,2,2,2,4,4,4,3,3,3,2,1,2,3,3,1,1,2,2,101,143,4,2,1,1,3,3,2,2,1,2,1,1,1,1,1,2,2,2,4,4,2,4,4,4,3,1,1,2,1,1,3,2,4,2,2,2,1,1,2,0,0,50,20,30,2,1,3,1,2,1,2,2,2,1,2,2,2,2,2,2,2,3,2,2,3,4,1
1,101,144,4,3,5,1,2,9,4,18,2,2,1,2,1,1,1,3,1,2,1,2,2,1,2,8,1,2,2,2,1,1,2,1,3,1,1,2,2,2,2,1,3,4,1,1,2,3,1,2,1,1,1,2,1,2,2,1,1,1,1,3,1,1,2,2,1,1,2,2,101,144,4,1,1,1,3,3,2,2,1,1,2,1,1,1,2,2,4,4,3,4,2,4,4,4,1,2,2,2,2,1,2,1,2,2,3,1,1,1,2,0,60,30,10,0,2,1,2,3,2,2,2,2,1,2,2,2,2,2,2,2,1,1,3,3,4,3,2
1,101,145,4,3,5,3,2,9,4,14,2,9,1,2,1,1,3,3,1,1,1,2,3,3,2,8,2,2,2,9,2,1,2,2,4,2,3,1,2,1,2,4,3,2,1,2,1,2,1,2,1,2,2,4,4,2,4,4,3,3,3,3,1,3,3,3,1,1,2,2,101,145,4,2,1,1,1,3,2,1,1,1,2,3,1,2,1,1,4,4,4,4,4,4,4,4,3,1,3,5,1,2,3,2,2,2,2,2,2,1,2,0,0,97,0,0,3,1,3,3,2,2,2,2,1,2,1,2,2,2,2,2,2,3,3,5,4,3,3
1,101,146,4,2,2,1,3,2,4,70,2,10,1,2,1,1,1,3,1,2,1,2,3,1,1,8,1,3,2,2,1,1,1,1,0,3,3,1,2,1,1,1,4,4,2,4,1,1,4,4,4,4,1,1,4,4,2,4,4,4,4,4,1,1,2,2,1,1,1,2,101,146,4,1,1,1,3,3,1,1,1,1,1,1,1,1,2,2,4,4,4,4,4,4,4,4,3,5,1,1,1,1,4,1,2,1,2,1,1,2,2,20,25,40,5,10,2,1,4,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,3,5,0,3
1,101,147,4,2,2,1,4,8,3,35,2,9,1,2,3,2,1,3,2,1,1,1,2,2,3,0,2,2,2,3,2,2,2,2,2,2,2,1,2,1,1,4,2,4,2,4,1,2,1,2,2,2,2,3,1,2,2,3,3,1,2,4,1,4,3,3,1,1,3,2,101,147,4,3,1,1,1,3,2,1,1,2,2,1,1,1,1,2,4,2,4,4,3,4,4,3,3,2,1,2,3,3,2,2,1,2,2,3,1,0,1,1,5,70,4,20,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,3,3,2,3,4,4
1,101,148,4,2,5,1,4,9,3,35,2,1,1,1,3,2,1,3,1,2,1,2,3,3,1,8,0,3,3,2,1,1,1,1,3,1,1,3,2,2,1,4,3,0,1,4,1,4,2,1,4,4,1,1,4,4,1,4,1,4,4,4,1,1,3,2,1,1,1,2,101,148,4,1,1,1,1,1,2,1,1,1,1,1,2,4,4,4,4,4,4,4,4,4,4,4,3,5,5,5,3,5,3,1,2,1,2,1,1,1,2,5,90,5,0,0,1,3,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,4,5,5,2,3
1,101,149,4,2,3,1,4,4,4,14,2,2,1,2,3,1,1,3,1,2,1,1,3,2,3,8,1,2,4,9,2,1,2,2,2,2,3,1,2,1,1,4,3,1,3,4,3,1,1,1,1,1,2,1,1,1,1,2,3,3,3,4,1,3,3,3,1,1,2,2,101,149,4,2,3,1,1,3,1,2,1,1,2,1,2,2,2,1,4,4,1,4,1,4,4,4,1,1,1,4,3,3,4,2,3,2,3,1,1,2,1,10,30,55,0,5,2,1,3,3,2,2,2,2,2,2,2,2,1,2,2,2,1,2,5,3,3,4,3
1,101,150,4,1,2,3,4,11,1,30,2,2,1,2,3,2,2,3,1,1,1,2,3,1,0,8,3,2,3,8,1,1,2,1,6,3,3,1,2,2,2,2,2,2,1,2,1,2,4,1,1,4,4,1,4,1,1,4,1,4,2,4,1,2,3,2,1,1,1,2,101,150,4,1,1,1,1,1,1,1,1,2,1,0,0,0,2,2,4,4,4,4,4,4,4,4,3,1,1,1,5,1,2,1,2,2,2,1,1,1,2,0,10,80,5,5,2,1,3,3,2,2,2,2,1,2,2,2,2,2,2,2,1,2,0,5,5,0,4
1,101,151,4,1,5,3,4,7,3,50,2,2,1,2,3,1,1,3,1,2,1,2,2,3,1,8,1,3,2,3,2,2,2,2,2,2,2,2,2,1,1,1,4,2,2,4,2,1,1,2,4,1,3,1,1,2,4,1,2,1,1,4,3,3,3,3,1,1,2,2,101,151,4,2,1,1,1,3,1,2,1,2,2,2,1,3,1,2,4,4,3,4,2,4,4,4,1,1,1,3,1,5,3,2,2,2,3,2,1,1,2,5,20,65,5,5,2,1,3,3,2,2,2,2,2,2,1,2,2,2,2,1,2,2,5,3,4,5,2
1,101,152,4,2,2,1,3,2,4,30,2,2,1,2,3,1,3,3,1,2,1,2,3,1,2,8,2,3,2,2,2,2,2,0,0,2,3,1,2,1,1,1,2,4,1,4,1,4,2,1,2,1,2,2,2,1,4,4,1,4,1,4,3,4,3,2,0,1,3,2,101,152,4,3,3,1,3,3,3,2,1,2,2,2,2,4,2,2,3,3,2,4,4,4,4,4,1,5,2,1,2,5,2,3,3,1,3,3,1,1,1,0,30,60,10,0,2,1,3,3,2,1,2,2,2,2,2,2,2,2,2,1,2,2,6,3,4,5,5
1,101,153,4,1,6,3,4,1,1,68,2,2,1,2,3,1,1,3,1,2,1,2,3,1,1,8,1,2,2,2,1,1,2,0,1,2,2,1,1,1,1,4,1,1,1,4,4,1,1,1,2,2,0,1,1,2,3,2,2,1,4,4,1,1,3,2,0,1,2,2,101,153,4,2,1,1,1,3,3,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,3,1,1,4,4,1,4,1,2,1,3,1,1,2,2,10,20,0,0,70,2,1,3,3,2,2,2,1,2,2,1,2,2,2,2,2,2,1,6,2,5,2,1
1,101,154,4,3,4,1,2,8,4,10,2,2,1,2,3,1,1,4,1,2,1,2,3,1,1,8,1,2,2,2,1,1,1,1,3,2,3,1,2,2,2,4,1,1,1,4,1,4,4,4,4,1,1,2,4,1,4,4,4,4,4,4,3,3,3,2,1,1,1,2,101,154,4,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,4,4,4,4,4,4,4,3,1,1,1,2,1,1,1,3,1,2,3,1,2,2,5,30,55,5,5,1,1,3,3,2,2,2,2,2,2,2,1,2,2,2,2,1,1,5,3,4,3,2
1,101,155,4,2,5,1,4,9,3,70,2,2,1,1,2,2,1,3,1,2,1,2,3,2,3,8,0,3,3,1,1,1,2,1,1,3,3,1,2,1,2,1,2,4,2,4,4,4,1,2,2,4,4,1,1,4,2,1,4,4,4,4,1,2,3,3,1,1,1,2,101,155,4,1,1,1,1,3,1,1,3,1,1,1,1,1,2,2,4,4,4,4,4,4,4,4,1,1,1,5,5,5,3,2,1,1,1,3,1,1,2,3,46,51,0,0,2,1,3,3,2,2,2,2,1,2,2,2,1,2,2,2,2,3,3,5,4,3,1
1,101,156,4,2,5,1,4,9,3,60,2,2,1,2,2,2,3,4,1,2,1,2,2,1,3,8,1,2,2,3,1,1,2,0,3,2,2,3,2,3,3,4,2,1,1,4,1,1,1,4,4,2,1,1,4,2,2,4,2,4,4,3,3,4,2,2,1,1,1,2,101,156,4,2,1,1,1,3,2,2,1,2,1,3,3,1,2,4,4,2,2,4,2,4,4,2,1,2,1,2,1,1,2,1,1,1,2,1,1,1,2,5,20,60,10,5,2,1,3,3,2,2,2,2,1,2,1,2,2,2,2,2,2,2,3,2,3,4,1
1,101,157,4,2,5,3,4,10,1,70,2,9,1,2,2,2,1,3,1,2,1,2,3,2,1,8,1,2,2,2,2,1,2,2,3,2,3,2,2,1,2,1,4,4,2,4,1,4,4,4,4,4,4,4,4,4,1,4,1,4,4,4,1,2,3,2,1,1,1,2,101,157,4,1,1,1,1,1,2,1,1,2,1,3,2,1,2,2,4,3,4,4,4,4,4,2,1,1,1,1,1,2,2,1,3,1,2,1,1,1,2,30,60,10,0,0,2,1,3,3,2,2,2,2,1,2,1,2,2,2,2,2,2,2,3,3,4,5,3
1,101,158,4,1,5,1,4,8,2,60,2,9,1,1,2,2,1,3,2,2,1,2,3,1,2,8,1,2,4,8,2,2,2,2,1,2,5,1,2,1,2,1,3,4,2,1,2,1,4,4,1,1,1,4,4,4,4,2,2,1,4,4,1,1,3,2,1,1,2,2,101,158,4,1,1,1,1,3,2,1,3,2,2,2,2,4,1,1,4,4,2,4,2,4,4,2,1,1,1,2,2,1,3,1,2,1,3,2,2,1,2,5,20,60,5,10,2,3,3,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,3,2,2,3,2
1,101,159,4,2,5,1,4,2,1,70,2,2,1,2,2,3,1,3,2,1,1,2,2,1,1,8,1,2,3,2,2,1,2,2,3,2,3,1,2,1,1,1,2,4,2,4,1,4,1,4,1,4,1,1,1,4,1,1,1,1,1,2,1,1,3,3,1,1,1,2,101,159,4,1,1,1,3,3,2,1,1,2,2,2,2,1,2,2,4,4,4,4,4,4,4,2,1,1,1,1,1,1,2,2,2,1,2,1,1,2,1,0,50,50,0,0,2,1,3,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,4,3,2,1,3
1,101,160,4,2,5,1,4,2,1,90,2,9,1,2,2,2,1,3,1,2,1,1,4,1,3,8,1,2,2,8,2,1,2,0,2,2,3,1,2,1,2,4,4,1,1,1,1,1,4,1,4,4,4,1,4,1,1,1,1,4,4,3,3,4,3,2,1,1,1,2,101,160,4,1,1,1,3,3,2,1,1,1,1,1,1,1,2,4,4,4,3,4,4,4,4,4,1,1,1,1,1,1,2,1,2,1,2,1,1,1,2,20,10,69,1,0,2,1,2,3,2,2,2,2,2,2,2,1,2,1,2,2,2,2,6,4,3,5,4
1,101,161,4,3,5,2,3,2,4,120,2,11,1,2,2,3,1,3,2,2,1,1,3,3,2,0,0,3,2,3,2,2,2,2,3,3,3,1,2,1,1,4,2,1,1,1,1,1,4,1,4,4,4,1,4,4,4,4,1,4,4,1,1,3,3,3,1,1,2,2,101,161,4,1,1,1,2,3,2,2,1,1,2,2,2,2,2,3,4,4,4,4,2,4,4,4,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,5,5,80,5,5,1,1,3,3,2,2,2,2,2,1,2,2,2,1,2,2,2,4,6,1,4,5,4
1,101,162,4,2,3,1,4,9,3,70,2,9,1,2,2,2,1,3,1,1,1,2,2,2,2,8,1,3,1,3,1,2,1,1,2,1,1,1,2,1,2,4,4,4,2,4,1,1,4,4,1,4,1,1,4,4,4,1,1,4,4,3,3,1,2,3,1,1,2,2,101,162,4,2,1,1,3,3,2,2,1,2,1,2,1,2,2,0,0,0,0,0,2,0,0,0,1,3,5,5,3,5,2,1,3,1,2,1,1,2,2,10,40,40,10,0,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,6,3,3,0,1
1,101,163,4,1,2,1,4,8,2,70,2,9,1,2,2,2,3,4,2,2,2,1,1,1,2,3,1,2,4,2,2,2,2,2,2,1,1,2,2,2,2,2,3,4,1,4,4,1,1,4,4,4,1,4,4,4,2,4,1,4,4,2,3,1,3,3,1,1,3,2,101,163,4,2,1,1,3,3,3,1,1,1,2,1,1,1,1,1,3,2,2,4,3,4,4,4,1,1,1,2,5,1,4,1,3,1,3,3,1,0,2,0,30,60,0,10,2,1,3,3,2,2,2,2,2,2,2,2,1,2,1,2,2,1,0,3,3,2,4
1,101,164,4,3,4,3,2,8,4,15,2,9,1,2,2,2,1,3,2,2,2,1,3,3,1,8,1,2,2,2,2,2,2,2,0,2,1,1,2,1,1,4,3,1,2,1,4,4,1,4,1,4,4,2,1,1,2,1,2,2,2,4,1,4,3,3,1,1,0,2,101,164,4,0,1,1,1,0,1,2,1,2,2,1,1,1,3,4,4,3,2,4,4,4,4,4,1,1,2,0,1,2,2,2,4,3,3,3,1,1,2,10,20,66,4,0,3,1,3,3,2,1,2,2,2,2,2,1,2,2,2,2,2,0,2,4,3,4,1
1,101,165,4,2,5,1,4,8,3,70,2,2,1,2,2,2,1,3,1,2,1,2,3,2,1,8,1,3,2,9,1,1,2,2,3,1,1,2,2,2,2,1,2,4,1,4,4,4,1,4,1,4,4,1,4,4,1,4,4,4,4,4,1,3,3,3,1,1,3,2,101,165,4,3,2,1,1,3,2,2,1,2,1,3,2,4,2,3,4,2,2,4,4,4,4,4,1,1,1,2,1,2,2,1,3,1,3,3,1,2,1,15,25,50,10,0,2,1,3,3,2,2,2,2,1,2,2,2,2,2,2,2,1,2,3,3,2,4,2
1,101,166,4,1,2,3,4,9,3,120,5,9,2,1,1,2,1,3,2,2,1,2,2,2,3,8,2,2,2,5,3,2,6,2,2,1,1,2,2,2,2,2,2,4,3,2,1,1,2,4,4,1,1,0,1,4,2,1,1,2,2,2,1,4,3,3,3,1,3,2,101,166,4,3,3,1,3,3,3,2,1,2,2,2,2,1,2,4,2,4,4,4,4,4,4,4,3,1,1,4,4,3,2,3,3,3,3,2,1,1,2,0,15,75,10,0,3,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,3,4,3,5
1,101,167,4,1,2,1,3,9,3,85,5,5,2,1,1,2,1,2,1,1,1,2,2,2,3,2,2,2,2,3,1,1,2,0,0,2,3,2,2,2,2,4,4,4,2,1,1,1,1,1,4,1,0,2,1,4,1,1,2,4,4,4,1,3,3,3,1,1,1,2,101,167,4,1,1,1,2,0,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,1,1,1,4,5,1,3,1,2,1,2,1,1,0,2,0,5,75,20,0,2,1,3,3,2,2,2,2,2,2,1,2,2,2,2,1,2,2,5,4,3,4,4
1,101,168,4,1,6,2,4,7,4,34,5,5,2,1,1,3,1,4,2,2,1,2,3,3,2,8,1,1,2,3,2,2,1,0,1,2,1,2,1,2,2,1,2,0,2,4,4,2,4,1,4,4,1,2,2,2,4,2,2,2,2,4,1,4,2,2,1,1,1,2,101,168,4,1,1,1,2,0,2,1,1,1,1,1,1,1,3,2,2,4,4,4,4,4,4,4,1,1,1,1,1,2,2,2,3,1,3,2,2,1,2,23,40,35,0,2,2,1,3,3,2,2,2,2,2,1,2,2,2,2,1,2,2,1,3,4,6,6,3
1,101,169,4,1,2,3,2,7,4,65,5,5,2,1,1,2,1,3,1,1,1,2,3,3,2,8,1,2,1,2,1,2,2,2,6,2,3,1,2,1,1,3,3,2,3,2,0,4,2,4,2,4,3,3,1,1,1,3,3,3,1,4,3,3,3,3,1,2,2,2,101,169,4,2,2,1,2,0,2,0,1,3,1,3,1,0,3,3,4,4,4,4,3,4,4,1,1,1,1,1,1,3,1,2,1,3,3,2,1,1,2,0,95,3,1,1,2,1,3,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,0,2,5,4,4
1,101,170,4,1,5,3,4,7,3,70,5,5,2,1,3,1,1,3,2,2,1,1,2,1,2,8,1,2,2,3,2,2,1,1,3,2,4,2,2,1,2,4,4,4,1,1,4,1,1,4,4,4,4,4,4,4,4,4,1,2,4,1,1,4,3,2,1,1,3,2,101,170,4,3,1,1,3,3,2,1,1,1,2,1,2,1,2,2,4,4,4,4,4,4,4,4,1,1,1,4,3,2,4,1,3,1,2,1,1,0,2,10,80,10,0,0,2,1,3,3,2,2,1,2,2,2,2,1,2,2,2,2,2,2,6,3,5,3,5
1,101,171,4,1,6,2,2,7,4,40,5,5,2,1,2,2,1,3,2,1,2,2,2,1,1,1,2,2,1,3,2,2,2,1,0,4,3,3,2,4,3,1,3,2,2,1,2,2,1,1,2,4,2,1,1,2,4,4,4,2,3,4,2,3,3,3,1,1,1,2,101,171,4,3,1,1,1,3,3,2,1,1,1,2,2,1,1,4,4,4,4,4,4,4,4,4,3,1,1,1,2,1,2,2,3,1,3,1,1,1,1,0,0,25,60,15,1,1,3,3,2,2,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,0,5
1,101,172,4,1,3,2,4,8,3,32,5,5,2,1,2,2,1,1,1,1,1,2,2,3,1,1,1,2,2,3,1,1,1,1,3,1,1,2,2,2,2,1,2,2,3,4,1,4,4,4,1,4,4,1,4,4,1,4,2,1,1,4,2,3,2,2,1,1,1,2,101,172,4,1,1,1,3,3,2,2,1,1,1,1,1,2,4,3,4,4,4,4,4,4,4,4,1,1,1,1,2,1,2,1,2,1,2,1,1,1,2,1,2,75,15,7,1,3,3,3,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,3,4,2
1,101,173,4,1,6,2,2,7,4,25,5,5,2,1,2,2,1,2,2,1,1,1,3,3,3,4,1,2,1,3,2,2,2,2,0,2,2,2,3,1,2,3,2,4,1,4,1,1,1,1,2,4,2,2,1,2,3,1,2,2,4,4,1,1,3,3,1,2,3,2,101,173,4,1,1,1,2,3,3,2,1,3,1,2,2,3,4,1,4,4,1,4,2,4,4,4,1,5,1,5,5,4,4,2,3,1,5,2,1,2,2,1,13,72,14,0,3,1,3,3,2,2,2,2,2,2,2,1,2,2,2,2,1,2,3,6,4,3,4
1,101,174,4,1,5,1,4,2,1,16,2,2,2,2,2,2,1,3,1,2,1,2,2,3,1,8,2,2,2,2,2,1,2,1,0,2,3,1,1,1,1,4,2,4,3,4,1,2,4,3,4,3,3,2,4,3,2,1,3,2,3,4,1,3,3,3,1,1,1,2,101,174,4,1,1,1,1,3,2,1,1,1,1,1,1,1,1,2,4,4,4,4,2,4,4,1,1,1,1,5,2,1,2,1,2,1,2,1,1,1,2,10,50,30,5,5,2,1,2,3,2,2,2,2,1,2,1,2,2,2,2,2,2,2,5,5,4,5,4
1,101,175,4,1,2,1,4,2,2,95,2,2,2,1,2,2,1,3,1,2,1,1,3,3,2,8,1,2,2,2,2,1,1,1,6,3,3,2,3,2,3,4,1,1,1,4,2,2,1,1,1,1,4,1,2,1,2,1,3,1,1,4,1,1,3,3,1,1,1,2,101,175,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,4,4,1,4,4,4,4,4,3,2,1,2,5,5,3,2,2,1,2,1,1,1,1,10,50,20,0,20,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,5,3,3,2,2
1,101,176,4,2,4,2,4,9,3,35,2,2,2,1,2,2,1,3,2,2,1,2,3,3,3,8,2,3,2,7,2,2,1,1,3,3,3,2,2,2,3,1,3,4,2,4,1,2,0,4,1,2,1,1,4,4,2,4,1,4,4,4,3,4,3,3,1,1,1,2,101,176,4,1,1,1,1,1,1,1,3,1,1,1,2,1,2,3,4,4,3,4,2,4,4,3,3,1,2,1,1,1,3,1,3,2,4,1,1,2,2,16,37,37,10,0,2,1,3,3,2,2,2,2,2,2,1,2,2,2,2,2,1,1,3,2,0,0,0
1,101,177,4,1,5,2,4,2,2,101,2,10,2,2,2,3,1,3,2,1,1,1,2,3,3,8,1,2,2,3,2,2,2,2,3,2,2,3,2,2,2,4,3,4,3,4,2,1,4,2,1,1,4,2,1,1,4,2,3,1,2,2,1,2,3,3,1,2,2,2,101,177,4,1,1,1,1,3,2,2,1,2,1,2,2,1,2,2,3,4,4,4,4,4,4,4,1,1,2,3,3,2,2,2,4,1,2,1,1,1,2,5,15,40,10,30,3,4,3,3,2,1,2,2,2,2,2,2,2,2,2,2,1,3,2,2,4,3,5
