,CARD,DECK,BALLOT,FORM,S160A.Q1,S160A.Q2,S160A.Q3,S160A.Q4,S160A.Q5A,S160A.Q5B,S160A.Q5C,S160A.Q6A,S160A.Q6B.n,S160A.Q7,S160A.Q8,S160A.Q9A1,S160A.Q9A2,S160A.Q9A3,S160A.Q9A4,S160A.Q9A5,S160A.Q9A6,S160A.Q9A7,S160A.Q9A8,S160A.Q9B,S160A.Q10A,S160A.Q10B,S160A.Q10C,S160A.Q11A.n,S160A.Q11B.n,S160A.Q11C.n,S160A.Q12A,S160A.Q13,S160A.Q14A,S160A.Q14B,S160A.Q15.n,S160A.Q16,S160A.Q17A,S160A.Q17B,S160A.Q18A,S160A.Q18B,S160A.Q19,S160A.Q20.n,S160A.Q21A,S160A.Q21B,S160A.Q23,S160A.Q24A,S160A.Q24C.n,S160A.Q25A,S160A.Q25B,S160A.Q27,S160A.Q28A,S160A.Q28C.n,S160A.Q29,S160A.Q30,S160A.Q31,S160A.Q32,S160A.Q33A,S160A.Q33B,S160A.Q33C.n,S160A.V34
113,1.0,160.0,114.0,1.0,1.0,10.0,7.0,1.0,3.0,3.0,2.0,1.0,,3.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,7.0,,,,1.0,2.0,1.0,3.0,,3.0,2.0,0.0,2.0,2.0,3.0,,1.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,4.0,1.0,1.0,,41.0
114,1.0,160.0,115.0,1.0,1.0,10.0,7.0,1.0,3.0,4.0,10.0,1.0,,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,7.0,,,,1.0,2.0,1.0,3.0,,1.0,1.0,0.0,2.0,2.0,3.0,,1.0,1.0,1.0,1.0,,2.0,2.0,9.0,9.0,,1.0,1.0,0.0,1.0,1.0,1.0,,43.0
115,1.0,160.0,116.0,1.0,1.0,3.0,7.0,3.0,7.0,3.0,3.0,4.0,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,,,,0.0,1.0,1.0,3.0,,0.0,4.0,0.0,3.0,2.0,9.0,,0.0,1.0,2.0,9.0,,0.0,0.0,9.0,9.0,,2.0,5.0,1.0,5.0,0.0,1.0,,75.0
116,1.0,160.0,117.0,1.0,1.0,3.0,0.0,4.0,6.0,4.0,1.0,3.0,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,8.0,,,,1.0,1.0,2.0,3.0,,1.0,2.0,1.0,3.0,1.0,2.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,2.0,5.0,1.0,5.0,2.0,1.0,,9.0
117,1.0,160.0,118.0,1.0,2.0,4.0,1.0,2.0,4.0,3.0,4.0,4.0,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,3.0,4.0,,,,1.0,1.0,2.0,3.0,,3.0,2.0,2.0,3.0,0.0,9.0,,1.0,2.0,9.0,1.0,,2.0,2.0,9.0,9.0,,1.0,1.0,1.0,4.0,1.0,1.0,,368.0
118,1.0,160.0,119.0,1.0,4.0,4.0,1.0,2.0,4.0,2.0,8.0,3.0,,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,4.0,3.0,4.0,,,,1.0,1.0,1.0,1.0,,3.0,4.0,0.0,3.0,1.0,2.0,,1.0,2.0,2.0,2.0,,2.0,1.0,1.0,1.0,,1.0,1.0,0.0,3.0,1.0,1.0,,284.0
119,1.0,160.0,120.0,1.0,1.0,4.0,1.0,2.0,4.0,3.0,4.0,1.0,,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,2.0,4.0,,,,1.0,0.0,1.0,3.0,,2.0,1.0,0.0,2.0,1.0,2.0,,1.0,2.0,3.0,1.0,,2.0,2.0,2.0,1.0,,1.0,1.0,1.0,3.0,1.0,1.0,,287.0
120,1.0,160.0,121.0,1.0,5.0,4.0,1.0,3.0,1.0,3.0,4.0,3.0,,3.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,4.0,4.0,11.0,,,,3.0,1.0,1.0,3.0,,5.0,4.0,2.0,3.0,1.0,2.0,,1.0,0.0,1.0,3.0,,1.0,0.0,1.0,1.0,,2.0,5.0,1.0,3.0,1.0,1.0,,323.0
121,1.0,160.0,122.0,1.0,2.0,4.0,1.0,2.0,3.0,4.0,1.0,1.0,,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,4.0,5.0,1.0,,,,3.0,1.0,1.0,3.0,,3.0,2.0,2.0,3.0,1.0,3.0,,1.0,1.0,9.0,1.0,,2.0,2.0,9.0,9.0,,1.0,1.0,0.0,4.0,1.0,1.0,,375.0
122,1.0,160.0,123.0,1.0,4.0,4.0,1.0,1.0,3.0,4.0,10.0,3.0,,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,3.0,10.0,,,,0.0,1.0,2.0,3.0,,5.0,2.0,2.0,2.0,1.0,2.0,,1.0,2.0,9.0,1.0,,2.0,2.0,9.0,9.0,,1.0,1.0,0.0,4.0,1.0,1.0,,302.0
123,1.0,160.0,124.0,1.0,1.0,4.0,1.0,2.0,0.0,0.0,0.0,3.0,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,3.0,0.0,,,,1.0,2.0,2.0,3.0,,5.0,4.0,2.0,2.0,1.0,2.0,,1.0,2.0,9.0,9.0,,0.0,0.0,9.0,9.0,,2.0,4.0,0.0,4.0,2.0,1.0,,293.0
124,1.0,160.0,125.0,1.0,3.0,4.0,2.0,4.0,3.0,2.0,1.0,3.0,,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,4.0,2.0,4.0,,,,1.0,1.0,1.0,3.0,,5.0,1.0,0.0,4.0,1.0,2.0,,2.0,0.0,2.0,1.0,,1.0,1.0,1.0,1.0,,2.0,7.0,1.0,4.0,2.0,1.0,,296.0
125,1.0,160.0,126.0,1.0,2.0,2.0,6.0,3.0,4.0,2.0,2.0,1.0,,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,4.0,3.0,2.0,,,,1.0,2.0,2.0,3.0,,5.0,1.0,0.0,4.0,1.0,2.0,,2.0,2.0,9.0,9.0,,1.0,1.0,1.0,1.0,,1.0,1.0,0.0,4.0,1.0,1.0,,137.0
126,1.0,160.0,127.0,1.0,3.0,2.0,6.0,3.0,4.0,3.0,1.0,3.0,,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,10.0,,,,1.0,2.0,3.0,3.0,,5.0,2.0,1.0,0.0,1.0,2.0,,2.0,2.0,9.0,9.0,,0.0,0.0,9.0,9.0,,1.0,1.0,0.0,2.0,2.0,1.0,,134.0
127,1.0,160.0,128.0,1.0,4.0,2.0,6.0,3.0,5.0,3.0,0.0,3.0,,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,4.0,10.0,,,,1.0,2.0,2.0,3.0,,5.0,2.0,1.0,0.0,1.0,2.0,,2.0,2.0,9.0,9.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,198.0
128,1.0,160.0,129.0,1.0,2.0,4.0,1.0,4.0,3.0,3.0,9.0,3.0,,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,0.0,,,,3.0,1.0,2.0,0.0,,0.0,2.0,1.0,2.0,2.0,2.0,,1.0,0.0,9.0,1.0,,2.0,2.0,9.0,9.0,,2.0,0.0,0.0,3.0,1.0,1.0,,288.0
129,1.0,160.0,130.0,1.0,2.0,4.0,1.0,2.0,3.0,4.0,1.0,3.0,,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,4.0,4.0,2.0,,,,1.0,1.0,2.0,5.0,,3.0,2.0,0.0,2.0,2.0,2.0,,1.0,1.0,1.0,1.0,,0.0,2.0,1.0,1.0,,2.0,4.0,0.0,3.0,1.0,1.0,,159.0
130,1.0,160.0,131.0,1.0,5.0,4.0,2.0,2.0,4.0,2.0,5.0,3.0,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,,,,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,3.0,2.0,1.0,,2.0,2.0,9.0,9.0,,2.0,2.0,9.0,9.0,,1.0,1.0,1.0,6.0,2.0,2.0,,294.0
131,1.0,160.0,132.0,1.0,4.0,10.0,2.0,1.0,6.0,3.0,2.0,3.0,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,4.0,,,,1.0,1.0,2.0,3.0,,3.0,4.0,1.0,2.0,2.0,2.0,,1.0,2.0,1.0,1.0,,1.0,2.0,9.0,9.0,,1.0,1.0,0.0,4.0,1.0,1.0,,114.0
132,1.0,160.0,133.0,1.0,1.0,4.0,2.0,2.0,7.0,3.0,2.0,1.0,,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,1.0,4.0,,,,0.0,2.0,2.0,3.0,,1.0,1.0,0.0,3.0,2.0,2.0,,1.0,2.0,9.0,9.0,,2.0,2.0,9.0,9.0,,1.0,1.0,0.0,1.0,1.0,1.0,,403.0
133,1.0,160.0,134.0,1.0,1.0,10.0,7.0,2.0,4.0,1.0,6.0,3.0,,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,1.0,11.0,,,,1.0,2.0,1.0,3.0,,5.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,9.0,9.0,,1.0,3.0,1.0,1.0,,1.0,5.0,1.0,4.0,1.0,1.0,,119.0
134,1.0,160.0,135.0,1.0,2.0,10.0,7.0,1.0,3.0,2.0,3.0,1.0,,1.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,4.0,2.0,7.0,,,,0.0,2.0,2.0,3.0,,1.0,2.0,0.0,2.0,0.0,3.0,,1.0,2.0,9.0,9.0,,0.0,0.0,9.0,9.0,,2.0,5.0,0.0,1.0,1.0,1.0,,39.0
135,1.0,160.0,136.0,1.0,2.0,1.0,7.0,5.0,4.0,1.0,5.0,3.0,,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,4.0,1.0,11.0,,,,1.0,1.0,1.0,1.0,,3.0,2.0,0.0,4.0,1.0,9.0,,1.0,2.0,1.0,1.0,,2.0,3.0,9.0,9.0,,1.0,1.0,1.0,4.0,2.0,1.0,,275.0
136,1.0,160.0,137.0,1.0,1.0,5.0,7.0,4.0,1.0,2.0,3.0,3.0,,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,2.0,3.0,,,,1.0,1.0,2.0,3.0,,3.0,2.0,1.0,3.0,1.0,1.0,,1.0,2.0,1.0,1.0,,2.0,3.0,9.0,9.0,,1.0,1.0,0.0,4.0,1.0,1.0,,203.0
137,1.0,160.0,138.0,1.0,4.0,3.0,7.0,4.0,4.0,2.0,0.0,1.0,,1.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,4.0,1.0,0.0,,,,0.0,1.0,2.0,3.0,,3.0,4.0,2.0,3.0,1.0,2.0,,1.0,2.0,9.0,9.0,,0.0,0.0,9.0,9.0,,2.0,2.0,0.0,4.0,1.0,1.0,,192.0
138,1.0,160.0,139.0,1.0,1.0,6.0,7.0,2.0,1.0,1.0,2.0,3.0,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,4.0,3.0,3.0,,,,0.0,2.0,2.0,3.0,,5.0,2.0,2.0,3.0,2.0,2.0,,1.0,1.0,9.0,9.0,,2.0,2.0,9.0,9.0,,1.0,1.0,0.0,3.0,2.0,1.0,,384.0
139,1.0,160.0,140.0,1.0,1.0,3.0,7.0,1.0,2.0,2.0,3.0,1.0,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,4.0,3.0,7.0,,,,1.0,2.0,2.0,3.0,,5.0,2.0,0.0,2.0,2.0,2.0,,2.0,1.0,9.0,9.0,,1.0,0.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,71.0
140,1.0,160.0,141.0,1.0,3.0,13.0,7.0,4.0,4.0,2.0,2.0,3.0,,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,1.0,7.0,,,,1.0,1.0,2.0,3.0,,5.0,4.0,1.0,2.0,2.0,1.0,,1.0,2.0,2.0,1.0,,2.0,2.0,9.0,9.0,,1.0,0.0,1.0,2.0,1.0,1.0,,14.0
141,1.0,160.0,142.0,1.0,3.0,3.0,7.0,1.0,3.0,2.0,2.0,3.0,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,4.0,,,,1.0,2.0,2.0,3.0,,1.0,4.0,1.0,2.0,2.0,7.0,,1.0,3.0,1.0,1.0,,2.0,2.0,9.0,9.0,,1.0,1.0,1.0,5.0,1.0,1.0,,80.0
142,1.0,160.0,143.0,1.0,2.0,10.0,7.0,4.0,5.0,2.0,3.0,3.0,,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,4.0,3.0,1.0,,,,1.0,2.0,2.0,3.0,,1.0,2.0,0.0,2.0,2.0,3.0,,2.0,0.0,9.0,9.0,,2.0,3.0,9.0,9.0,,1.0,1.0,1.0,4.0,2.0,1.0,,127.0
143,1.0,160.0,144.0,1.0,1.0,1.0,7.0,3.0,6.0,3.0,3.0,4.0,,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,2.0,,,,1.0,1.0,1.0,3.0,,3.0,2.0,0.0,4.0,2.0,2.0,,1.0,2.0,3.0,1.0,,2.0,1.0,9.0,9.0,,2.0,2.0,1.0,1.0,1.0,1.0,,51.0
144,1.0,160.0,145.0,1.0,5.0,3.0,7.0,4.0,4.0,3.0,4.0,3.0,,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,4.0,2.0,6.0,,,,3.0,1.0,1.0,3.0,,3.0,2.0,1.0,3.0,2.0,8.0,,1.0,1.0,1.0,1.0,,2.0,2.0,9.0,9.0,,2.0,3.0,1.0,1.0,1.0,1.0,,6.0
145,1.0,160.0,146.0,1.0,1.0,7.0,7.0,4.0,3.0,3.0,2.0,3.0,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,5.0,,,,1.0,1.0,2.0,3.0,,5.0,4.0,1.0,2.0,2.0,1.0,,2.0,2.0,1.0,1.0,,1.0,2.0,1.0,1.0,,1.0,0.0,0.0,4.0,1.0,1.0,,140.0
146,1.0,160.0,147.0,1.0,3.0,11.0,7.0,3.0,3.0,3.0,3.0,1.0,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,11.0,,,,1.0,1.0,2.0,3.0,,3.0,1.0,0.0,4.0,2.0,3.0,,2.0,3.0,9.0,9.0,,0.0,0.0,9.0,9.0,,2.0,0.0,0.0,4.0,1.0,1.0,,104.0
147,1.0,160.0,148.0,1.0,1.0,7.0,7.0,4.0,1.0,3.0,2.0,4.0,,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,1.0,,,,1.0,1.0,2.0,3.0,,5.0,1.0,0.0,2.0,2.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,9.0,9.0,,1.0,1.0,0.0,4.0,1.0,1.0,,251.0
148,1.0,160.0,149.0,1.0,3.0,10.0,7.0,4.0,3.0,3.0,10.0,3.0,,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,3.0,11.0,,,,1.0,1.0,1.0,1.0,,5.0,2.0,1.0,2.0,2.0,2.0,,1.0,2.0,9.0,9.0,,2.0,1.0,9.0,9.0,,1.0,1.0,1.0,4.0,1.0,1.0,,211.0
149,1.0,160.0,150.0,1.0,2.0,10.0,7.0,4.0,4.0,3.0,2.0,3.0,,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,11.0,,,,1.0,2.0,1.0,0.0,,3.0,2.0,1.0,2.0,2.0,2.0,,1.0,0.0,1.0,1.0,,2.0,1.0,9.0,9.0,,1.0,1.0,1.0,4.0,1.0,1.0,,210.0
150,1.0,160.0,151.0,1.0,3.0,1.0,7.0,3.0,5.0,3.0,3.0,3.0,,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,4.0,,,,1.0,2.0,2.0,3.0,,1.0,2.0,0.0,4.0,2.0,6.0,,1.0,2.0,1.0,1.0,,2.0,2.0,9.0,9.0,,1.0,1.0,1.0,5.0,1.0,1.0,,60.0
151,1.0,160.0,152.0,1.0,2.0,1.0,7.0,3.0,10.0,5.0,0.0,1.0,,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,4.0,1.0,2.0,,,,1.0,2.0,1.0,3.0,,1.0,1.0,0.0,4.0,2.0,9.0,,2.0,2.0,9.0,9.0,,2.0,1.0,9.0,9.0,,1.0,1.0,0.0,5.0,1.0,1.0,,62.0
152,1.0,160.0,153.0,1.0,1.0,10.0,7.0,2.0,7.0,1.0,0.0,1.0,,3.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,3.0,0.0,,,,0.0,0.0,1.0,3.0,,4.0,1.0,0.0,2.0,2.0,2.0,,1.0,2.0,9.0,9.0,,0.0,0.0,9.0,9.0,,0.0,0.0,0.0,0.0,0.0,0.0,,112.0
153,1.0,160.0,154.0,1.0,3.0,10.0,7.0,4.0,5.0,3.0,1.0,3.0,,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,1.0,7.0,,,,1.0,1.0,1.0,1.0,,5.0,2.0,1.0,2.0,2.0,3.0,,1.0,0.0,9.0,9.0,,0.0,0.0,9.0,9.0,,1.0,1.0,0.0,4.0,1.0,1.0,,221.0
154,1.0,160.0,155.0,1.0,5.0,7.0,7.0,4.0,7.0,3.0,6.0,3.0,,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,6.0,,,,1.0,2.0,2.0,3.0,,5.0,1.0,0.0,2.0,2.0,2.0,,2.0,0.0,9.0,9.0,,1.0,0.0,9.0,9.0,,2.0,5.0,1.0,4.0,1.0,1.0,,179.0
155,1.0,160.0,156.0,1.0,1.0,4.0,0.0,1.0,7.0,3.0,8.0,3.0,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,4.0,3.0,3.0,,,,1.0,2.0,2.0,3.0,,3.0,1.0,0.0,3.0,1.0,3.0,,1.0,0.0,1.0,1.0,,2.0,2.0,9.0,9.0,,1.0,1.0,0.0,3.0,1.0,1.0,,169.0
156,1.0,160.0,157.0,1.0,4.0,6.0,5.0,3.0,4.0,3.0,2.0,3.0,,1.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,5.0,1.0,,,,1.0,1.0,1.0,1.0,,3.0,2.0,0.0,4.0,1.0,2.0,,1.0,0.0,9.0,9.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,,131.0
157,1.0,160.0,158.0,1.0,1.0,4.0,1.0,1.0,5.0,2.0,6.0,3.0,,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,3.0,1.0,,,,1.0,2.0,1.0,3.0,,1.0,1.0,0.0,3.0,1.0,2.0,,1.0,2.0,1.0,1.0,,2.0,2.0,9.0,9.0,,1.0,1.0,0.0,2.0,1.0,1.0,,279.0
158,1.0,160.0,159.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,3.0,3.0,,3.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,5.0,5.0,10.0,,,,1.0,2.0,2.0,1.0,,3.0,2.0,2.0,3.0,1.0,9.0,,1.0,2.0,2.0,1.0,,2.0,1.0,9.0,9.0,,2.0,5.0,1.0,2.0,1.0,1.0,,374.0
159,1.0,160.0,160.0,1.0,1.0,4.0,1.0,2.0,2.0,4.0,11.0,3.0,,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,5.0,5.0,0.0,,,,1.0,1.0,1.0,3.0,,3.0,4.0,0.0,3.0,1.0,2.0,,1.0,2.0,2.0,1.0,,1.0,0.0,9.0,9.0,,1.0,1.0,1.0,3.0,1.0,1.0,,373.0
160,1.0,160.0,161.0,1.0,6.0,4.0,1.0,4.0,5.0,4.0,1.0,3.0,,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,1.0,4.0,,,,1.0,1.0,1.0,5.0,,5.0,2.0,0.0,3.0,1.0,2.0,,1.0,2.0,1.0,1.0,,2.0,2.0,9.0,9.0,,1.0,5.0,0.0,3.0,2.0,1.0,,304.0
161,1.0,160.0,162.0,1.0,2.0,0.0,1.0,4.0,5.0,5.0,0.0,3.0,,1.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,4.0,11.0,,,,2.0,1.0,1.0,1.0,,5.0,4.0,2.0,2.0,1.0,2.0,,1.0,0.0,1.0,1.0,,0.0,0.0,9.0,9.0,,0.0,0.0,0.0,0.0,0.0,0.0,,303.0
162,1.0,160.0,163.0,1.0,2.0,4.0,1.0,2.0,4.0,3.0,4.0,3.0,,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,5.0,4.0,2.0,,,,3.0,0.0,3.0,5.0,,5.0,2.0,0.0,2.0,2.0,3.0,,1.0,1.0,9.0,3.0,,2.0,0.0,9.0,9.0,,1.0,1.0,1.0,3.0,1.0,1.0,,312.0
163,1.0,160.0,164.0,1.0,1.0,4.0,1.0,2.0,5.0,4.0,10.0,3.0,,1.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,5.0,5.0,10.0,,,,0.0,1.0,3.0,1.0,,3.0,1.0,0.0,3.0,2.0,3.0,,1.0,1.0,9.0,9.0,,2.0,1.0,9.0,9.0,,2.0,4.0,0.0,4.0,1.0,0.0,,370.0
164,1.0,160.0,165.0,1.0,4.0,4.0,1.0,3.0,3.0,4.0,9.0,3.0,,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,5.0,5.0,10.0,,,,0.0,1.0,2.0,3.0,,5.0,2.0,1.0,2.0,2.0,9.0,,2.0,1.0,9.0,9.0,,2.0,1.0,9.0,9.0,,2.0,5.0,1.0,3.0,1.0,1.0,,290.0
165,1.0,160.0,166.0,1.0,4.0,6.0,5.0,3.0,2.0,2.0,2.0,3.0,,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,5.0,1.0,5.0,,,,1.0,2.0,1.0,3.0,,1.0,2.0,1.0,3.0,2.0,2.0,,2.0,2.0,9.0,9.0,,1.0,1.0,1.0,1.0,,1.0,0.0,0.0,2.0,1.0,1.0,,138.0
166,1.0,160.0,167.0,1.0,3.0,10.0,7.0,2.0,3.0,1.0,5.0,3.0,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,1.0,7.0,,,,1.0,2.0,1.0,3.0,,1.0,1.0,0.0,3.0,1.0,2.0,,1.0,1.0,2.0,1.0,,2.0,1.0,9.0,9.0,,1.0,0.0,1.0,4.0,1.0,1.0,,121.0
167,1.0,160.0,168.0,1.0,4.0,1.0,7.0,5.0,4.0,3.0,3.0,1.0,,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,5.0,2.0,7.0,,,,1.0,1.0,2.0,3.0,,3.0,1.0,0.0,4.0,1.0,1.0,,1.0,2.0,2.0,1.0,,2.0,3.0,1.0,9.0,,2.0,5.0,1.0,4.0,1.0,1.0,,278.0
168,1.0,160.0,169.0,1.0,2.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,,0.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,5.0,3.0,,,,1.0,1.0,2.0,3.0,,3.0,2.0,1.0,3.0,1.0,2.0,,1.0,2.0,9.0,9.0,,2.0,1.0,9.0,9.0,,2.0,0.0,0.0,3.0,1.0,1.0,,360.0
169,1.0,160.0,170.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,3.0,1.0,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,2.0,2.0,,,,1.0,1.0,2.0,3.0,,3.0,2.0,1.0,3.0,2.0,2.0,,1.0,2.0,1.0,1.0,,2.0,2.0,9.0,9.0,,1.0,1.0,0.0,3.0,1.0,1.0,,359.0
170,1.0,160.0,171.0,1.0,2.0,0.0,0.0,4.0,5.0,3.0,0.0,3.0,,1.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,5.0,5.0,3.0,,,,1.0,0.0,3.0,3.0,,3.0,2.0,1.0,2.0,2.0,7.0,,1.0,2.0,1.0,1.0,,2.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,1.0,1.0,,213.0
